ci95_high,ci95_low,label,mean,method,metric,n_seeds,scenario,scenario_case
0.8200622253026105,0.6899704707184869,Smith effective occupancy,0.7550163480105487,smith_effective_occupancy,capture,20,load_sweep,rho0.5
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,load_sweep,rho0.5
3.1432664146062024,2.6567335853937974,Smith effective occupancy,2.9,smith_effective_occupancy,throughput,20,load_sweep,rho0.5
0.5775782033678918,0.2468864935985817,Smith no integer,0.41223234848323675,smith_no_integer,capture,20,load_sweep,rho0.5
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,load_sweep,rho0.5
2.2158917523762254,0.7507749142904414,Smith no integer,1.4833333333333334,smith_no_integer,throughput,20,load_sweep,rho0.5
0.8932647341704024,0.8139296363930323,Smith no prices,0.8535971852817174,smith_no_prices,capture,20,load_sweep,rho0.5
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,load_sweep,rho0.5
3.9219573601812616,3.07804263981874,Smith no prices,3.500000000000001,smith_no_prices,throughput,20,load_sweep,rho0.5
0.5282780430651377,0.465043494290847,Classic auction/CBBA-lite,0.49666076867799236,classic_auction_cbba,capture,20,load_sweep,rho1.0
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,load_sweep,rho1.0
4.232288108397155,3.5677118916028454,Classic auction/CBBA-lite,3.9,classic_auction_cbba,throughput,20,load_sweep,rho1.0
0.5442218536312672,0.46873379158224276,Classic centralized min-cost,0.506477822606755,classic_centralized_mincost,capture,20,load_sweep,rho1.0
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,load_sweep,rho1.0
4.378765293841776,3.6212347061582255,Classic centralized min-cost,4.000000000000001,classic_centralized_mincost,throughput,20,load_sweep,rho1.0
0.5347543348148002,0.4838282961182684,Classic greedy nearest,0.5092913154665343,classic_greedy_nearest,capture,20,load_sweep,rho1.0
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,load_sweep,rho1.0
4.259787961259097,3.6068787054075697,Classic greedy nearest,3.9333333333333336,classic_greedy_nearest,throughput,20,load_sweep,rho1.0
0.5419700155797992,0.4657027206659673,Oracle clairvoyant,0.5038363681228832,oracle_clairvoyant,capture,20,load_sweep,rho1.0
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,load_sweep,rho1.0
4.3347990312456215,3.5985343020877125,Oracle clairvoyant,3.9666666666666672,oracle_clairvoyant,throughput,20,load_sweep,rho1.0
0.5211468659343115,0.45512072521937547,Proxy PIBT priority,0.48813379557684344,proxy_pibt_priority,capture,20,load_sweep,rho1.0
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,load_sweep,rho1.0
4.179870028615547,3.5201299713844536,Proxy PIBT priority,3.85,proxy_pibt_priority,throughput,20,load_sweep,rho1.0
0.5347543348148002,0.4838282961182684,Proxy token passing,0.5092913154665343,proxy_token_passing,capture,20,load_sweep,rho1.0
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,load_sweep,rho1.0
4.32088024804224,3.645786418624427,Proxy token passing,3.9833333333333334,proxy_token_passing,throughput,20,load_sweep,rho1.0
0.06115430278612194,-0.01685404306876097,Random feasible,0.022150129858680482,random_feasible,capture,5,load_sweep,rho1.0
nan,nan,Random feasible,nan,random_feasible,recovery,0,load_sweep,rho1.0
0.0,0.0,Random feasible,0.0,random_feasible,throughput,5,load_sweep,rho1.0
0.3391502910769333,0.1866940586486997,Response threshold,0.2629221748628165,response_threshold,capture,20,load_sweep,rho1.0
nan,nan,Response threshold,nan,response_threshold,recovery,0,load_sweep,rho1.0
2.32996207355687,0.97003792644313,Response threshold,1.65,response_threshold,throughput,20,load_sweep,rho1.0
0.5144719118694713,0.4461872010712912,Smith main raw,0.4803295564703812,smith,capture,20,load_sweep,rho1.0
nan,nan,Smith main raw,nan,smith,recovery,0,load_sweep,rho1.0
3.915304743453108,3.384695256546891,Smith main raw,3.6499999999999995,smith,throughput,20,load_sweep,rho1.0
0.47550752901322924,0.39637712316608875,Smith effective occupancy,0.435942326089659,smith_effective_occupancy,capture,20,load_sweep,rho1.0
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,load_sweep,rho1.0
3.323651433602142,2.743015233064525,Smith effective occupancy,3.0333333333333337,smith_effective_occupancy,throughput,20,load_sweep,rho1.0
0.3141417027373581,0.14527765209985488,Smith no integer,0.22970967741860648,smith_no_integer,capture,20,load_sweep,rho1.0
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,load_sweep,rho1.0
2.314846065062302,0.9184872682710316,Smith no integer,1.6166666666666667,smith_no_integer,throughput,20,load_sweep,rho1.0
0.5299701155948082,0.46230381967958245,Smith no prices,0.49613696763719534,smith_no_prices,capture,20,load_sweep,rho1.0
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,load_sweep,rho1.0
4.261815038914747,3.5381849610852525,Smith no prices,3.9,smith_no_prices,throughput,20,load_sweep,rho1.0
0.43305096589157205,0.3814907119204927,Classic auction/CBBA-lite,0.4072708389060324,classic_auction_cbba,capture,20,load_sweep,rho1.7
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,load_sweep,rho1.7
4.239981816022412,3.493351517310921,Classic auction/CBBA-lite,3.8666666666666663,classic_auction_cbba,throughput,20,load_sweep,rho1.7
0.4376658201896599,0.3854354090070658,Classic centralized min-cost,0.41155061459836284,classic_centralized_mincost,capture,20,load_sweep,rho1.7
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,load_sweep,rho1.7
4.310743469721999,3.5559231969446685,Classic centralized min-cost,3.9333333333333336,classic_centralized_mincost,throughput,20,load_sweep,rho1.7
0.4323112601627751,0.38886195317661754,Classic greedy nearest,0.4105866066696963,classic_greedy_nearest,capture,20,load_sweep,rho1.7
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,load_sweep,rho1.7
4.231343501317625,3.5353231653490433,Classic greedy nearest,3.8833333333333337,classic_greedy_nearest,throughput,20,load_sweep,rho1.7
0.44037708377943385,0.3863191018608749,Oracle clairvoyant,0.4133480928201544,oracle_clairvoyant,capture,20,load_sweep,rho1.7
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,load_sweep,rho1.7
4.336382373044107,3.5636176269558932,Oracle clairvoyant,3.95,oracle_clairvoyant,throughput,20,load_sweep,rho1.7
0.42680531679970846,0.3745433815211765,Proxy PIBT priority,0.4006743491604425,proxy_pibt_priority,capture,20,load_sweep,rho1.7
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,load_sweep,rho1.7
4.2630274922935625,3.5036391743731055,Proxy PIBT priority,3.8833333333333337,proxy_pibt_priority,throughput,20,load_sweep,rho1.7
0.4292511062141654,0.38872108279744255,Proxy token passing,0.408986094505804,proxy_token_passing,capture,20,load_sweep,rho1.7
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,load_sweep,rho1.7
4.25466383877441,3.545336161225592,Proxy token passing,3.900000000000001,proxy_token_passing,throughput,20,load_sweep,rho1.7
0.043347022077053,-0.02039050033792256,Random feasible,0.011478260869565219,random_feasible,capture,5,load_sweep,rho1.7
nan,nan,Random feasible,nan,random_feasible,recovery,0,load_sweep,rho1.7
0.7552890210395597,-0.3552890210395598,Random feasible,0.2,random_feasible,throughput,5,load_sweep,rho1.7
0.2349010569492861,0.09815038439189322,Response threshold,0.16652572067058966,response_threshold,capture,20,load_sweep,rho1.7
nan,nan,Response threshold,nan,response_threshold,recovery,0,load_sweep,rho1.7
1.9994436228759138,0.5338897104574195,Response threshold,1.2666666666666666,response_threshold,throughput,20,load_sweep,rho1.7
0.3922073514080959,0.35140062867042693,Smith main raw,0.3718039900392614,smith,capture,20,load_sweep,rho1.7
nan,nan,Smith main raw,nan,smith,recovery,0,load_sweep,rho1.7
3.814337357393259,3.2856626426067406,Smith main raw,3.55,smith,throughput,20,load_sweep,rho1.7
0.3840711570144584,0.3051417516171486,Smith effective occupancy,0.3446064543158035,smith_effective_occupancy,capture,20,load_sweep,rho1.7
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,load_sweep,rho1.7
3.4457722533192774,2.5208944133473894,Smith effective occupancy,2.9833333333333334,smith_effective_occupancy,throughput,20,load_sweep,rho1.7
0.2470638310565373,0.10095564868257666,Smith no integer,0.17400973986955698,smith_no_integer,capture,20,load_sweep,rho1.7
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,load_sweep,rho1.7
2.431067135117071,0.768932864882929,Smith no integer,1.6,smith_no_integer,throughput,20,load_sweep,rho1.7
0.43421829055839944,0.38443749420663875,Smith no prices,0.4093278923825191,smith_no_prices,capture,20,load_sweep,rho1.7
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,load_sweep,rho1.7
4.243658133554525,3.556341866445475,Smith no prices,3.9,smith_no_prices,throughput,20,load_sweep,rho1.7
0.8721209324448513,0.7613318200859929,Classic auction/CBBA-lite,0.8167263762654221,classic_auction_cbba,capture,20,nominal_flow,rho0.7
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,nominal_flow,rho0.7
4.347794437256381,3.785538896076954,Classic auction/CBBA-lite,4.066666666666667,classic_auction_cbba,throughput,20,nominal_flow,rho0.7
0.8679693892107299,0.760236464281143,Classic centralized min-cost,0.8141029267459364,classic_centralized_mincost,capture,20,nominal_flow,rho0.7
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,nominal_flow,rho0.7
4.352677165632562,3.7639895010341053,Classic centralized min-cost,4.058333333333334,classic_centralized_mincost,throughput,20,nominal_flow,rho0.7
0.8879685063898066,0.7800996821941588,Classic greedy nearest,0.8340340942919827,classic_greedy_nearest,capture,20,nominal_flow,rho0.7
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,nominal_flow,rho0.7
4.411014324950947,3.8723190083823864,Classic greedy nearest,4.141666666666667,classic_greedy_nearest,throughput,20,nominal_flow,rho0.7
0.8728729609386282,0.7627873397497421,Oracle clairvoyant,0.8178301503441852,oracle_clairvoyant,capture,20,nominal_flow,rho0.7
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,nominal_flow,rho0.7
4.393390335034111,3.8066096649658885,Oracle clairvoyant,4.1,oracle_clairvoyant,throughput,20,nominal_flow,rho0.7
0.8698458535365278,0.7628446994920234,Proxy PIBT priority,0.8163452765142756,proxy_pibt_priority,capture,20,nominal_flow,rho0.7
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,nominal_flow,rho0.7
4.357865855760246,3.7754674775730885,Proxy PIBT priority,4.066666666666667,proxy_pibt_priority,throughput,20,nominal_flow,rho0.7
0.8843734541402671,0.7763910072132706,Proxy token passing,0.8303822306767689,proxy_token_passing,capture,20,nominal_flow,rho0.7
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,nominal_flow,rho0.7
4.3884230918569544,3.878243574809713,Proxy token passing,4.133333333333334,proxy_token_passing,throughput,20,nominal_flow,rho0.7
0.02902042059434557,-0.007853450354101428,Random feasible,0.01058348512012207,random_feasible,capture,5,nominal_flow,rho0.7
nan,nan,Random feasible,nan,random_feasible,recovery,0,nominal_flow,rho0.7
0.0,0.0,Random feasible,0.0,random_feasible,throughput,5,nominal_flow,rho0.7
0.48992874133564285,0.20295162723945664,Response threshold,0.34644018428754975,response_threshold,capture,20,nominal_flow,rho0.7
nan,nan,Response threshold,nan,response_threshold,recovery,0,nominal_flow,rho0.7
2.066498018685208,0.5835019813147916,Response threshold,1.325,response_threshold,throughput,20,nominal_flow,rho0.7
0.7942933229593131,0.6859043332051477,Smith main raw,0.7400988280822304,smith,capture,20,nominal_flow,rho0.7
nan,nan,Smith main raw,nan,smith,recovery,0,nominal_flow,rho0.7
3.924991961588168,3.5583413717451644,Smith main raw,3.7416666666666663,smith,throughput,20,nominal_flow,rho0.7
0.700803180719801,0.5549410418083403,Smith effective occupancy,0.6278721112640706,smith_effective_occupancy,capture,20,nominal_flow,rho0.7
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,nominal_flow,rho0.7
3.3325483797768145,2.4174516202231855,Smith effective occupancy,2.875,smith_effective_occupancy,throughput,20,nominal_flow,rho0.7
0.4211931238774571,0.18802678474041445,Smith no integer,0.3046099543089358,smith_no_integer,capture,20,nominal_flow,rho0.7
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,nominal_flow,rho0.7
2.081462443589116,0.5685375564108848,Smith no integer,1.3250000000000002,smith_no_integer,throughput,20,nominal_flow,rho0.7
0.8517288892000741,0.7409356757200769,Smith no prices,0.7963322824600755,smith_no_prices,capture,20,nominal_flow,rho0.7
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,nominal_flow,rho0.7
4.21621568221866,3.800450984448005,Smith no prices,4.008333333333333,smith_no_prices,throughput,20,nominal_flow,rho0.7
0.6497850214267746,0.48279734091766496,Classic auction/CBBA-lite,0.5662911811722198,classic_auction_cbba,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,nominal_flow_big,rho0.7_L30
1.4272570482854148,0.9394096183812519,Classic auction/CBBA-lite,1.1833333333333333,classic_auction_cbba,throughput,20,nominal_flow_big,rho0.7_L30
0.7827511562062928,0.6689542423310535,Classic centralized min-cost,0.7258526992686731,classic_centralized_mincost,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,nominal_flow_big,rho0.7_L30
1.6949182752486753,1.271748391417992,Classic centralized min-cost,1.4833333333333336,classic_centralized_mincost,throughput,20,nominal_flow_big,rho0.7_L30
0.6799188795827784,0.5580818164842409,Classic greedy nearest,0.6190003480335097,classic_greedy_nearest,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,nominal_flow_big,rho0.7_L30
1.4588501392301332,1.1078165274365332,Classic greedy nearest,1.2833333333333332,classic_greedy_nearest,throughput,20,nominal_flow_big,rho0.7_L30
0.7803493793130953,0.6676471318904513,Oracle clairvoyant,0.7239982556017733,oracle_clairvoyant,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,nominal_flow_big,rho0.7_L30
1.6856368909865607,1.2643631090134395,Oracle clairvoyant,1.475,oracle_clairvoyant,throughput,20,nominal_flow_big,rho0.7_L30
0.6351658021941854,0.4813786123578566,Proxy PIBT priority,0.558272207276021,proxy_pibt_priority,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,nominal_flow_big,rho0.7_L30
1.3688410352957396,0.897825631370927,Proxy PIBT priority,1.1333333333333333,proxy_pibt_priority,throughput,20,nominal_flow_big,rho0.7_L30
0.6758208770931498,0.5706667434896733,Proxy token passing,0.6232438102914115,proxy_token_passing,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,nominal_flow_big,rho0.7_L30
1.4995060895033794,1.2004939104966204,Proxy token passing,1.3499999999999999,proxy_token_passing,throughput,20,nominal_flow_big,rho0.7_L30
0.05823220696564545,-0.0273925123091569,Random feasible,0.015419847328244276,random_feasible,capture,5,nominal_flow_big,rho0.7_L30
nan,nan,Random feasible,nan,random_feasible,recovery,0,nominal_flow_big,rho0.7_L30
0.0,0.0,Random feasible,0.0,random_feasible,throughput,5,nominal_flow_big,rho0.7_L30
0.5767693466436903,0.42122158764200535,Response threshold,0.4989954671428478,response_threshold,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Response threshold,nan,response_threshold,recovery,0,nominal_flow_big,rho0.7_L30
1.1778290484653815,0.8888376182012854,Response threshold,1.0333333333333334,response_threshold,throughput,20,nominal_flow_big,rho0.7_L30
0.5760823810013457,0.3789584215431093,Smith main raw,0.4775204012722275,smith,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Smith main raw,nan,smith,recovery,0,nominal_flow_big,rho0.7_L30
1.1497622230900142,0.6002377769099863,Smith main raw,0.8750000000000002,smith,throughput,20,nominal_flow_big,rho0.7_L30
0.46893022539988743,0.2901313681978331,Smith effective occupancy,0.37953079679886026,smith_effective_occupancy,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,nominal_flow_big,rho0.7_L30
0.9056144778944624,0.4110521887722045,Smith effective occupancy,0.6583333333333334,smith_effective_occupancy,throughput,20,nominal_flow_big,rho0.7_L30
0.4230337411240571,0.26476573699628714,Smith no integer,0.3438997390601721,smith_no_integer,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,nominal_flow_big,rho0.7_L30
0.9881754168049668,0.4451579165283664,Smith no integer,0.7166666666666666,smith_no_integer,throughput,20,nominal_flow_big,rho0.7_L30
0.5866494488698271,0.35159265844295123,Smith no prices,0.4691210536563891,smith_no_prices,capture,20,nominal_flow_big,rho0.7_L30
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,nominal_flow_big,rho0.7_L30
1.141748518367147,0.558251481632853,Smith no prices,0.85,smith_no_prices,throughput,20,nominal_flow_big,rho0.7_L30
0.5171925129299386,0.4566574713169855,Classic auction/CBBA-lite,0.4869249921234621,classic_auction_cbba,capture,20,robot_failures,fail4
0.7345932129219624,-0.25959321292196247,Classic auction/CBBA-lite,0.2375,classic_auction_cbba,recovery,20,robot_failures,fail4
3.8059513653654165,3.3273819679679164,Classic auction/CBBA-lite,3.5666666666666664,classic_auction_cbba,throughput,20,robot_failures,fail4
0.4371400080350513,0.3795574754863415,Classic centralized min-cost,0.4083487417606964,classic_centralized_mincost,capture,20,robot_failures,fail4
29.47114210197296,-9.771142101972961,Classic centralized min-cost,9.85,classic_centralized_mincost,recovery,20,robot_failures,fail4
2.9438072273299443,2.289526106003389,Classic centralized min-cost,2.6166666666666667,classic_centralized_mincost,throughput,20,robot_failures,fail4
0.5275756326034949,0.46121986846378327,Classic greedy nearest,0.4943977505336391,classic_greedy_nearest,capture,20,robot_failures,fail4
53.72249812807971,-3.647498128079704,Classic greedy nearest,25.0375,classic_greedy_nearest,recovery,20,robot_failures,fail4
3.7734245652384577,3.3765754347615426,Classic greedy nearest,3.575,classic_greedy_nearest,throughput,20,robot_failures,fail4
0.44121927001532524,0.3838158987808157,Oracle clairvoyant,0.41251758439807046,oracle_clairvoyant,capture,20,robot_failures,fail4
29.43128356161478,-9.706283561614779,Oracle clairvoyant,9.8625,oracle_clairvoyant,recovery,20,robot_failures,fail4
2.9735016235347675,2.3598317097985655,Oracle clairvoyant,2.6666666666666665,oracle_clairvoyant,throughput,20,robot_failures,fail4
0.5207314557297583,0.46696439376370813,Proxy PIBT priority,0.4938479247467332,proxy_pibt_priority,capture,20,robot_failures,fail4
4.672403721375305,-0.5474037213753049,Proxy PIBT priority,2.0625,proxy_pibt_priority,recovery,20,robot_failures,fail4
3.8831930984416676,3.500140234891667,Proxy PIBT priority,3.6916666666666673,proxy_pibt_priority,throughput,20,robot_failures,fail4
0.4796637083793879,0.3940643673378208,Proxy token passing,0.43686403785860434,proxy_token_passing,capture,20,robot_failures,fail4
94.1015130011939,2.4484869988060964,Proxy token passing,48.275,proxy_token_passing,recovery,20,robot_failures,fail4
3.3367266798838635,2.4466066534494697,Proxy token passing,2.8916666666666666,proxy_token_passing,throughput,20,robot_failures,fail4
0.019071224030750483,-0.005212623213569444,Random feasible,0.006929300408590519,random_feasible,capture,5,robot_failures,fail4
0.0,0.0,Random feasible,0.0,random_feasible,recovery,4,robot_failures,fail4
0.2517630070131866,-0.11842967367985326,Random feasible,0.06666666666666667,random_feasible,throughput,5,robot_failures,fail4
0.19635702122036996,0.09431636726327841,Response threshold,0.1453366942418242,response_threshold,capture,20,robot_failures,fail4
68.58685434900744,-26.53685434900744,Response threshold,21.025,response_threshold,recovery,10,robot_failures,fail4
0.6878812016870028,0.11211879831299704,Response threshold,0.39999999999999997,response_threshold,throughput,20,robot_failures,fail4
0.44577788161060516,0.38589248735320747,Smith main raw,0.4158351844819063,smith,capture,20,robot_failures,fail4
19.67922760001531,-0.029227600015310884,Smith main raw,9.825,smith,recovery,20,robot_failures,fail4
3.446195160246255,2.887138173087079,Smith main raw,3.166666666666667,smith,throughput,20,robot_failures,fail4
0.4026873794253531,0.3402232110006272,Smith effective occupancy,0.37145529521299014,smith_effective_occupancy,capture,20,robot_failures,fail4
35.74799099012463,9.427009009875368,Smith effective occupancy,22.5875,smith_effective_occupancy,recovery,20,robot_failures,fail4
2.9945131440305888,2.422153522636078,Smith effective occupancy,2.7083333333333335,smith_effective_occupancy,throughput,20,robot_failures,fail4
0.268550448426821,0.12570887280943815,Smith no integer,0.1971296606181296,smith_no_integer,capture,20,robot_failures,fail4
104.42146199843697,1.6939226169476385,Smith no integer,53.05769230769231,smith_no_integer,recovery,13,robot_failures,fail4
1.699757493029427,0.6002425069705729,Smith no integer,1.15,smith_no_integer,throughput,20,robot_failures,fail4
0.49737752679866665,0.4160920326774453,Smith no prices,0.456734779738056,smith_no_prices,capture,20,robot_failures,fail4
31.40816821170634,-8.65816821170634,Smith no prices,11.375,smith_no_prices,recovery,20,robot_failures,fail4
3.640544945626853,3.0427883877064796,Smith no prices,3.3416666666666663,smith_no_prices,throughput,20,robot_failures,fail4
0.3188577822190678,0.29701836202304754,Classic auction/CBBA-lite,0.30793807212105767,classic_auction_cbba,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,scarcity_extreme,rho2.2_heavy
2.6431598246810912,2.356840175318908,Classic auction/CBBA-lite,2.4999999999999996,classic_auction_cbba,throughput,20,scarcity_extreme,rho2.2_heavy
0.31803462151987977,0.29666601061795234,Classic centralized min-cost,0.30735031606891605,classic_centralized_mincost,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,scarcity_extreme,rho2.2_heavy
2.6142477686443053,2.335752231355694,Classic centralized min-cost,2.4749999999999996,classic_centralized_mincost,throughput,20,scarcity_extreme,rho2.2_heavy
0.3159470212189098,0.2954626992357842,Classic greedy nearest,0.305704860227347,classic_greedy_nearest,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,scarcity_extreme,rho2.2_heavy
2.5388985377106734,2.3277681289559937,Classic greedy nearest,2.4333333333333336,classic_greedy_nearest,throughput,20,scarcity_extreme,rho2.2_heavy
0.31803462151987977,0.29666601061795234,Oracle clairvoyant,0.30735031606891605,oracle_clairvoyant,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,scarcity_extreme,rho2.2_heavy
2.60665984767507,2.3266734856582616,Oracle clairvoyant,2.466666666666666,oracle_clairvoyant,throughput,20,scarcity_extreme,rho2.2_heavy
0.31734469659562603,0.29506550973934387,Proxy PIBT priority,0.30620510316748495,proxy_pibt_priority,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,scarcity_extreme,rho2.2_heavy
2.6034372213718315,2.3132294452948345,Proxy PIBT priority,2.458333333333333,proxy_pibt_priority,throughput,20,scarcity_extreme,rho2.2_heavy
0.3159470212189098,0.2954626992357842,Proxy token passing,0.305704860227347,proxy_token_passing,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,scarcity_extreme,rho2.2_heavy
2.5527741631632255,2.330559170170109,Proxy token passing,2.4416666666666673,proxy_token_passing,throughput,20,scarcity_extreme,rho2.2_heavy
0.0,0.0,Random feasible,0.0,random_feasible,capture,5,scarcity_extreme,rho2.2_heavy
nan,nan,Random feasible,nan,random_feasible,recovery,0,scarcity_extreme,rho2.2_heavy
0.0,0.0,Random feasible,0.0,random_feasible,throughput,5,scarcity_extreme,rho2.2_heavy
0.03423925513840796,0.013456121498215786,Response threshold,0.023847688318311876,response_threshold,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Response threshold,nan,response_threshold,recovery,0,scarcity_extreme,rho2.2_heavy
0.0,0.0,Response threshold,0.0,response_threshold,throughput,20,scarcity_extreme,rho2.2_heavy
0.3542382948719859,0.3207207318018396,Smith main raw,0.33747951333691273,smith,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Smith main raw,nan,smith,recovery,0,scarcity_extreme,rho2.2_heavy
2.8903280342348623,2.476338632431804,Smith main raw,2.683333333333333,smith,throughput,20,scarcity_extreme,rho2.2_heavy
0.35178007737380285,0.32447461732684185,Smith effective occupancy,0.33812734735032235,smith_effective_occupancy,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,scarcity_extreme,rho2.2_heavy
2.8815137461467812,2.5018195871865525,Smith effective occupancy,2.691666666666667,smith_effective_occupancy,throughput,20,scarcity_extreme,rho2.2_heavy
0.0,0.0,Smith no integer,0.0,smith_no_integer,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,scarcity_extreme,rho2.2_heavy
0.0,0.0,Smith no integer,0.0,smith_no_integer,throughput,20,scarcity_extreme,rho2.2_heavy
0.355849260951549,0.32695182471860573,Smith no prices,0.34140054283507737,smith_no_prices,capture,20,scarcity_extreme,rho2.2_heavy
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,scarcity_extreme,rho2.2_heavy
2.798234942262645,2.485098391070688,Smith no prices,2.6416666666666666,smith_no_prices,throughput,20,scarcity_extreme,rho2.2_heavy
0.42629013359470924,0.4178765330719576,Classic auction/CBBA-lite,0.4220833333333334,classic_auction_cbba,capture,20,scarcity_priority,triage_forced
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,scarcity_priority,triage_forced
4.873909220259755,4.676090779740246,Classic auction/CBBA-lite,4.775,classic_auction_cbba,throughput,20,scarcity_priority,triage_forced
0.42197988793773217,0.41024233428449014,Classic centralized min-cost,0.41611111111111115,classic_centralized_mincost,capture,20,scarcity_priority,triage_forced
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,scarcity_priority,triage_forced
4.817007741614228,4.549658925052439,Classic centralized min-cost,4.683333333333334,classic_centralized_mincost,throughput,20,scarcity_priority,triage_forced
0.4232908750312115,0.4139313471910108,Classic greedy nearest,0.41861111111111116,classic_greedy_nearest,capture,20,scarcity_priority,triage_forced
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,scarcity_priority,triage_forced
5.181052037419684,5.002281295913648,Classic greedy nearest,5.091666666666666,classic_greedy_nearest,throughput,20,scarcity_priority,triage_forced
0.4221819136967581,0.4114291974143531,Oracle clairvoyant,0.4168055555555556,oracle_clairvoyant,capture,20,scarcity_priority,triage_forced
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,scarcity_priority,triage_forced
4.822942536819064,4.577057463180938,Oracle clairvoyant,4.700000000000001,oracle_clairvoyant,throughput,20,scarcity_priority,triage_forced
0.42509918942275693,0.4171230327994653,Proxy PIBT priority,0.4211111111111111,proxy_pibt_priority,capture,20,scarcity_priority,triage_forced
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,scarcity_priority,triage_forced
4.9165202793869005,4.700146387279765,Proxy PIBT priority,4.808333333333333,proxy_pibt_priority,throughput,20,scarcity_priority,triage_forced
