fluid_high,fluid_integer_conflict,fluid_partial_below_quorum,fluid_partial_never_quorum,lambda_mean,load,low_contact,max_observed,mean_quorum_gap_fluid,n_raw_rows,never_reached_quorum,quorum_fraction,quorum_majority,reward,seed,spawn_time,weight,z_fluid_capped_to_weight,z_fluid_uncapped,z_observed
False,False,True,False,7.282861471301652,load-20,False,9.0,7.433582703234259,654,False,0.11009174311926606,False,2.34,2027,110.54545454545455,9,1.566417296765741,1.566417296765741,1.0581039755351682
False,False,True,False,7.347742748901465,load-22,False,9.0,7.527758128452345,502,False,0.1752988047808765,False,2.34,2027,122.18181818181819,9,1.4722418715476546,1.4722418715476546,1.7609561752988048
False,False,True,True,8.113350587211922,load-29,True,0.0,3.791984682526804,407,True,0.0,False,2.5,2027,162.9090909090909,10,6.208015317473196,6.208015317473196,0.0
False,False,True,True,8.240351540313291,load-36,True,0.0,5.000000000000117,51,True,0.0,False,2.5,2027,203.63636363636365,10,4.999999999999883,4.999999999999883,0.0
False,False,True,False,8.240351540313295,load-3,False,10.0,5.000000000000117,31,False,0.6451612903225806,True,2.5,2028,11.636363636363637,10,4.999999999999883,4.999999999999883,9.64516129032258
False,False,True,False,7.97818055215475,load-4,False,10.0,2.5108225108225124,231,False,0.3246753246753247,False,2.5,2028,17.454545454545453,10,7.489177489177488,7.489177489177488,4.70995670995671
True,False,True,False,7.127976297024875,load-6,False,10.0,1.5201878690421058,785,False,0.14522292993630573,False,2.5,2028,29.090909090909093,10,8.479812130957894,8.479812130957894,2.0420382165605098
False,False,False,False,7.005657457773415,load-8,False,8.0,8.0,103,False,0.7864077669902912,True,2.18,2028,40.72727272727273,8,0.0,0.0,6.805825242718447
False,False,True,False,7.244364087200716,load-13,True,9.0,5.993890646928648,885,False,0.04180790960451977,False,2.34,2028,69.81818181818181,9,3.006109353071352,3.006109353071352,0.6372881355932203
False,False,True,False,7.258872423878288,load-15,True,9.0,6.003448631638975,702,False,0.05270655270655271,False,2.34,2028,81.45454545454545,9,2.9965513683610254,2.9965513683610254,0.6096866096866097
False,False,False,False,7.180923714162834,load-16,False,8.0,8.0,96,False,0.8333333333333334,True,2.18,2028,87.27272727272728,8,0.0,0.0,7.364583333333333
False,False,True,False,7.899799874736113,load-19,True,10.0,3.6157788348140283,1125,False,0.072,False,2.5,2028,104.72727272727273,10,6.384221165185972,6.384221165185972,0.8506666666666667
False,False,True,True,8.235453829019965,load-24,True,0.0,4.950848866632518,678,True,0.0,False,2.5,2028,133.8181818181818,10,5.049151133367482,5.049151133367482,0.0
False,False,True,True,8.234593554938945,load-26,True,0.0,4.943593357424456,517,True,0.0,False,2.5,2028,145.45454545454547,10,5.056406642575544,5.056406642575544,0.0
False,False,False,False,8.240351540313293,load-30,False,9.0,9.0,19,False,0.3684210526315789,False,2.34,2028,168.72727272727272,9,0.0,0.0,5.894736842105263
False,False,False,False,7.97704067829319,load-3,False,9.0,9.0,39,False,1.0,True,2.34,2029,11.636363636363637,9,0.0,0.0,9.0
False,False,False,False,7.977040678293191,load-4,False,9.0,9.0,82,False,0.4634146341463415,False,2.34,2029,17.454545454545453,9,0.0,0.0,7.121951219512195
False,False,True,False,7.977040678293191,load-5,False,10.0,2.500000000000001,216,False,0.2638888888888889,False,2.5,2029,23.272727272727273,10,7.499999999999999,7.499999999999999,3.8796296296296298
False,False,True,False,7.687814665107257,load-7,False,10.0,2.1043123993301007,267,False,0.1647940074906367,False,2.5,2029,34.90909090909091,10,7.895687600669899,7.895687600669899,1.9550561797752808
False,False,True,False,7.299087827559319,load-8,False,9.0,6.101732448347177,410,False,0.18536585365853658,False,2.34,2029,40.72727272727273,9,2.8982675516528227,2.8982675516528227,1.7634146341463415
False,False,True,False,7.2196546597621625,load-9,True,9.0,5.762153416409653,367,False,0.08991825613079019,False,2.34,2029,46.54545454545455,9,3.237846583590347,3.237846583590347,0.9019073569482289
False,False,False,False,7.151499672866431,load-12,False,7.0,7.0,1,False,1.0,True,2.02,2029,64.0,7,0.0,0.0,7.0
False,False,True,False,7.563063385159436,load-14,False,9.0,7.7415265476167985,231,False,0.22510822510822512,False,2.34,2029,75.63636363636364,9,1.258473452383202,1.258473452383202,2.632034632034632
False,False,True,False,8.175435453412286,load-16,False,10.0,4.991791221055246,777,False,0.10553410553410554,False,2.5,2029,87.27272727272728,10,5.008208778944754,5.008208778944754,1.274131274131274
False,False,False,False,8.246373475758027,load-17,False,9.0,9.0,47,False,0.8085106382978723,True,2.34,2029,93.0909090909091,9,0.0,0.0,8.212765957446809
False,False,True,False,8.234342310964157,load-18,True,10.0,5.424098273165313,1178,False,0.03480475382003396,False,2.5,2029,98.9090909090909,10,4.575901726834687,4.575901726834687,0.5169779286926995
False,False,True,True,8.243883942290838,load-20,True,0.0,5.561627906977069,1075,True,0.0,False,2.5,2029,110.54545454545455,10,4.438372093022931,4.438372093022931,0.0
False,False,True,True,8.243179398578159,load-22,True,0.0,5.449610244989148,898,True,0.0,False,2.5,2029,122.18181818181819,10,4.550389755010852,4.550389755010852,0.0
False,False,True,True,8.240351540313295,load-31,True,0.0,5.000000000000117,22,True,0.0,False,2.5,2029,174.54545454545456,10,4.999999999999883,4.999999999999883,0.0
False,False,False,False,7.180923714162833,load-2,False,7.0,7.0,15,False,1.0,True,2.02,2030,5.818181818181818,7,0.0,0.0,7.0
True,False,True,False,7.1809237141628355,load-3,False,10.0,1.4108392847539886,145,False,0.4689655172413793,False,2.5,2030,11.636363636363637,10,8.589160715246011,8.589160715246011,5.951724137931034
False,False,True,False,7.13693361516493,load-4,False,9.0,5.554499959085396,177,False,0.4406779661016949,False,2.34,2030,17.454545454545453,9,3.4455000409146046,3.4455000409146046,4.163841807909605
False,False,True,False,7.05084799727442,load-6,False,9.0,3.719043147499323,456,False,0.22149122807017543,False,2.34,2030,29.090909090909093,9,5.280956852500677,5.280956852500677,2.0701754385964914
False,False,True,False,7.939831447703792,load-10,True,10.0,3.6188566173118604,1287,False,0.06293706293706294,False,2.5,2030,52.36363636363637,10,6.38114338268814,6.38114338268814,0.7117327117327117
False,False,False,False,7.977040678293191,load-12,False,8.0,8.0,118,False,0.8220338983050848,True,2.18,2030,64.0,8,0.0,0.0,7.508474576271187
False,False,True,False,8.182715424992645,load-14,True,10.0,4.451008388964467,1017,False,0.09242871189773845,False,2.5,2030,75.63636363636364,10,5.548991611035533,5.548991611035533,0.9813176007866273
False,False,True,True,8.126657453965928,load-19,True,0.0,3.919729423266303,1117,True,0.0,False,2.5,2030,104.72727272727273,10,6.080270576733697,6.080270576733697,0.0
False,False,True,True,7.977040678293192,load-27,True,0.0,2.500000000000001,416,True,0.0,False,2.5,2030,151.27272727272728,10,7.499999999999999,7.499999999999999,0.0
False,False,False,False,7.977040678293191,load-23,False,9.0,9.0,59,False,0.8305084745762712,True,2.34,2030,128.0,9,0.0,0.0,8.271186440677965
False,False,False,False,7.977040678293191,load-1,False,7.0,7.0,10,False,1.0,True,2.02,2031,0.0,7,0.0,0.0,7.0
False,False,True,False,7.97704067829319,load-3,False,10.0,2.500000000000001,87,False,1.0,True,2.5,2031,11.636363636363637,10,7.499999999999999,7.499999999999999,10.0
False,False,True,False,7.180923714162834,load-4,False,9.0,5.794580357623271,152,False,0.75,True,2.34,2031,17.454545454545453,9,3.2054196423767283,3.2054196423767283,7.065789473684211
True,False,True,False,7.571467599799184,load-5,True,10.0,1.9463882342243952,880,False,0.04318181818181818,False,2.5,2031,23.272727272727273,10,8.053611765775605,8.053611765775605,0.7795454545454545
False,False,True,False,7.178526091809654,load-6,False,9.0,5.823639492248761,275,False,0.31636363636363635,False,2.34,2031,29.090909090909093,9,3.1763605077512396,3.1763605077512396,2.9927272727272727
False,False,True,False,7.5637855976865795,load-10,False,9.0,7.422464097773238,233,False,0.4206008583690987,False,2.34,2031,52.36363636363637,9,1.5775359022267623,1.5775359022267623,4.0042918454935625
False,False,True,False,7.906186078417982,load-13,False,9.0,8.856855633921823,112,False,0.7946428571428571,True,2.34,2031,69.81818181818181,9,0.14314436607817743,0.14314436607817743,7.669642857142857
False,False,True,False,8.056935182406198,load-14,False,10.0,3.3272731866291565,990,False,0.10101010101010101,False,2.5,2031,75.63636363636364,10,6.6727268133708435,6.6727268133708435,1.1818181818181819
False,False,False,False,7.97704067829319,load-15,False,9.0,9.0,46,False,1.0,True,2.34,2031,81.45454545454545,9,0.0,0.0,9.0
False,False,False,False,7.97704067829319,load-17,False,9.0,9.0,77,False,0.8571428571428571,True,2.34,2031,93.0909090909091,9,0.0,0.0,8.402597402597403
False,False,False,False,8.240351540313297,load-18,False,9.0,9.0,70,False,0.5714285714285714,True,2.34,2031,98.9090909090909,9,0.0,0.0,8.114285714285714
False,False,True,True,8.057631348115065,load-19,True,0.0,3.264340170918514,1087,True,0.0,False,2.5,2031,104.72727272727273,10,6.735659829081486,6.735659829081486,0.0
False,False,True,True,8.043735816110875,load-24,True,0.0,3.13323572474381,683,True,0.0,False,2.5,2031,133.8181818181818,10,6.86676427525619,6.86676427525619,0.0
False,False,True,False,7.005657457773417,load-1,False,9.0,2.71991798593852,12,False,1.0,True,2.34,2032,0.0,9,6.28008201406148,6.28008201406148,9.0
False,False,False,False,5.2561839908610555,load-3,False,6.0,6.0,29,False,1.0,True,1.8599999999999999,2032,11.636363636363637,6,0.0,0.0,6.0
False,False,True,False,7.7677440100291815,load-4,False,7.0,6.7916565112385925,104,False,0.8365384615384616,True,2.02,2032,17.454545454545453,7,0.20834348876140737,0.20834348876140737,6.0673076923076925
False,False,False,False,7.977040678293191,load-6,False,7.0,7.0,108,False,1.0,True,2.02,2032,29.090909090909093,7,0.0,0.0,7.0
False,False,True,False,7.977040678293192,load-7,False,10.0,2.5000000000000018,338,False,0.20710059171597633,False,2.5,2032,34.90909090909091,10,7.499999999999998,7.499999999999998,2.3431952662721893
False,False,True,False,8.113692489721538,load-9,False,10.0,3.971473999321276,862,False,0.10556844547563805,False,2.5,2032,46.54545454545455,10,6.028526000678724,6.028526000678724,1.2552204176334107
False,False,False,False,8.240351540313295,load-11,False,8.0,8.0,74,False,1.0,True,2.18,2032,58.18181818181819,8,0.0,0.0,8.0
False,False,False,False,8.240351540313293,load-14,False,8.0,8.0,65,False,0.7076923076923077,True,2.18,2032,75.63636363636364,8,0.0,0.0,7.276923076923077
False,False,True,False,8.188985097985999,load-15,False,10.0,4.512302284710113,569,False,0.11775043936731107,False,2.5,2032,81.45454545454545,10,5.487697715289887,5.487697715289887,1.2372583479789103
False,False,True,False,7.902193409884888,load-16,True,10.0,3.09503528120055,1485,False,0.0053872053872053875,False,2.5,2032,87.27272727272728,10,6.90496471879945,6.90496471879945,0.08417508417508418
False,False,True,False,7.485231064505077,load-20,False,9.0,7.6758666424086375,226,False,0.3053097345132743,False,2.34,2032,110.54545454545455,9,1.324133357591363,1.324133357591363,3.0707964601769913
False,False,True,False,7.593657425224881,load-21,False,9.0,7.693213367617258,229,False,0.34934497816593885,False,2.34,2032,116.36363636363637,9,1.3067866323827426,1.3067866323827426,3.3275109170305677
False,False,True,True,7.183119444606661,load-24,True,0.0,6.862470437031085,128,True,0.0,False,2.34,2032,133.8181818181818,9,2.1375295629689144,2.1375295629689144,0.0
False,False,True,True,8.038131828751682,load-27,True,0.0,3.07842176348551,559,True,0.0,False,2.5,2032,151.27272727272728,10,6.92157823651449,6.92157823651449,0.0
False,False,False,False,7.977040678293192,load-2,False,6.0,6.0,8,False,1.0,True,1.8599999999999999,2033,5.818181818181818,6,0.0,0.0,6.0
False,False,False,False,7.977040678293191,load-3,False,7.0,7.0,151,False,0.6357615894039735,True,2.02,2033,11.636363636363637,7,0.0,0.0,6.264900662251655
False,False,True,False,7.977040678293192,load-4,False,10.0,2.5000000000000018,265,False,0.21509433962264152,False,2.5,2033,17.454545454545453,10,7.499999999999998,7.499999999999998,2.550943396226415
False,False,True,False,7.7757586490946,load-6,False,10.0,2.24665492364454,442,False,0.20135746606334842,False,2.5,2033,29.090909090909093,10,7.75334507635546,7.75334507635546,2.5542986425339365
False,False,True,False,7.51604525160584,load-8,False,9.0,6.019622095021671,177,False,0.4519774011299435,False,2.34,2033,40.72727272727273,9,2.9803779049783294,2.9803779049783294,4.372881355932203
False,False,True,False,7.898359158146581,load-13,True,10.0,2.400854189592221,748,False,0.04679144385026738,False,2.5,2033,69.81818181818181,10,7.599145810407779,7.599145810407779,0.7072192513368984
False,False,True,True,8.091272522885825,load-16,True,0.0,3.632166199754441,1430,True,0.0,False,2.5,2033,87.27272727272728,10,6.367833800245559,6.367833800245559,0.0
False,False,False,False,8.240351540313295,load-19,False,9.0,9.0,98,False,0.8877551020408163,True,2.34,2033,104.72727272727273,9,0.0,0.0,8.5
False,False,False,False,8.240351540313295,load-20,False,9.0,9.0,76,False,0.7763157894736842,True,2.34,2033,110.54545454545455,9,0.0,0.0,8.328947368421053
False,False,False,False,8.240351540313297,load-22,False,9.0,9.0,107,False,0.9158878504672897,True,2.34,2033,122.18181818181819,9,0.0,0.0,8.626168224299066
False,False,True,True,8.211824194608505,load-24,True,0.0,4.7279204450662045,732,True,0.0,False,2.5,2033,133.8181818181818,10,5.2720795549337955,5.2720795549337955,0.0
False,False,True,True,8.240351540313295,load-26,True,0.0,5.000000000000118,493,True,0.0,False,2.5,2033,145.45454545454547,10,4.999999999999882,4.999999999999882,0.0
False,False,False,False,5.927608733333591,load-1,False,7.0,7.0,2,False,1.0,True,2.02,2034,0.0,7,0.0,0.0,7.0
False,False,False,False,6.1848192027402895,load-2,False,7.0,7.0,21,False,1.0,True,2.02,2034,5.818181818181818,7,0.0,0.0,7.0
False,False,True,False,7.81628692168303,load-3,False,8.0,7.801846464694088,88,False,1.0,True,2.18,2034,11.636363636363637,8,0.1981535353059118,0.1981535353059118,8.0
False,False,False,False,7.97704067829319,load-4,False,7.0,7.0,78,False,0.9102564102564102,True,2.02,2034,17.454545454545453,7,0.0,0.0,6.666666666666667
False,False,True,False,7.977040678293191,load-5,False,10.0,2.500000000000001,367,False,0.1335149863760218,False,2.5,2034,23.272727272727273,10,7.499999999999999,7.499999999999999,1.7574931880108993
False,False,False,False,7.977040678293192,load-7,False,8.0,8.0,135,False,0.8148148148148148,True,2.18,2034,34.90909090909091,8,0.0,0.0,7.644444444444445
True,False,True,False,7.5174399396588365,load-8,False,10.0,1.9228073992150438,484,False,0.12190082644628099,False,2.5,2034,40.72727272727273,10,8.077192600784956,8.077192600784956,1.3471074380165289
False,False,True,False,7.203236380764354,load-12,False,9.0,4.075327516585517,481,False,0.1600831600831601,False,2.34,2034,64.0,9,4.924672483414483,4.924672483414483,1.8274428274428274
False,False,False,False,7.411582160276898,load-14,False,8.0,8.0,202,False,0.5841584158415841,True,2.18,2034,75.63636363636364,8,0.0,0.0,6.094059405940594
False,False,False,False,7.977040678293191,load-16,False,8.0,8.0,149,False,0.7315436241610739,True,2.18,2034,87.27272727272728,8,0.0,0.0,6.691275167785235
False,False,True,True,7.992016862388848,load-17,True,0.0,4.046891785392705,1376,True,0.0,False,2.5,2034,93.0909090909091,10,5.953108214607295,5.953108214607295,0.0
False,False,True,True,8.12103780035797,load-21,True,0.0,4.631574921881806,1078,True,0.0,False,2.5,2034,116.36363636363637,10,5.368425078118194,5.368425078118194,0.0
False,False,False,False,7.977040678293191,load-22,False,8.0,8.0,41,False,1.0,True,2.18,2034,122.18181818181819,8,0.0,0.0,8.0
False,False,True,True,8.248809792474187,load-30,True,0.0,6.643203883495421,412,True,0.0,False,2.5,2034,168.72727272727272,10,3.35679611650458,3.35679611650458,0.0
False,False,True,True,8.248818604506983,load-31,True,0.0,6.649014778325393,406,True,0.0,False,2.5,2034,174.54545454545456,10,3.3509852216746077,3.3509852216746077,0.0
False,False,True,True,8.24935086216688,load-34,True,0.0,7.0,56,True,0.0,False,2.5,2034,192.0,10,3.0,3.0,0.0
True,False,True,False,7.0056574577734185,load-3,False,10.0,1.2800820140614881,128,False,0.40625,False,2.5,2035,11.636363636363637,10,8.719917985938512,8.719917985938512,5.203125
False,False,True,False,6.203229432831105,load-7,False,8.0,7.0662310113991245,72,False,0.5555555555555556,True,2.18,2035,34.90909090909091,8,0.9337689886008754,0.9337689886008754,5.444444444444445
True,False,True,False,6.316566428173659,load-8,False,9.0,1.4838823887029644,308,False,0.2532467532467532,False,2.34,2035,40.72727272727273,9,7.516117611297036,7.516117611297036,3.211038961038961
False,False,False,False,6.346147590140206,load-9,False,7.0,7.0,15,False,1.0,True,2.02,2035,46.54545454545455,7,0.0,0.0,7.0
False,False,True,False,6.794248587745617,load-11,False,9.0,4.496928974941514,630,False,0.15396825396825398,False,2.34,2035,58.18181818181819,9,4.503071025058486,4.503071025058486,1.9285714285714286
False,False,False,False,7.1831194446066595,load-13,False,8.0,8.0,118,False,0.9152542372881356,True,2.18,2035,69.81818181818181,8,0.0,0.0,7.6440677966101696
False,False,True,False,7.306537797276742,load-16,False,9.0,7.360781916317031,504,False,0.23015873015873015,False,2.34,2035,87.27272727272728,9,1.6392180836829686,1.6392180836829686,2.25
False,False,True,False,7.953055750318051,load-18,True,10.0,4.2427793650069185,1118,False,0.025044722719141325,False,2.5,2035,98.9090909090909,10,5.7572206349930815,5.7572206349930815,0.36404293381037567
False,False,True,False,7.379533354956284,load-19,False,9.0,7.505617092688706,334,False,0.1467065868263473,False,2.34,2035,104.72727272727273,9,1.4943829073112944,1.4943829073112944,1.5089820359281436
False,False,True,False,7.670620910960277,load-21,False,9.0,7.848109068844529,180,False,0.38333333333333336,False,2.34,2035,116.36363636363637,9,1.1518909311554706,1.1518909311554706,3.7333333333333334
False,False,True,False,8.244871140348925,load-23,True,10.0,5.7533296337406306,901,False,0.06992230854605994,False,2.5,2035,128.0,10,4.2466703662593694,4.2466703662593694,0.8224195338512763
False,False,True,True,8.244801987998654,load-24,True,0.0,5.741803278688864,915,True,0.0,False,2.5,2035,133.8181818181818,10,4.258196721311136,4.258196721311136,0.0
False,False,True,True,8.246550316146099,load-28,True,0.0,6.054515418502604,454,True,0.0,False,2.5,2035,157.0909090909091,10,3.9454845814973956,3.9454845814973956,0.0
False,False,True,True,8.244579533754555,load-31,True,0.0,5.672222222222587,225,True,0.0,False,2.5,2035,174.54545454545456,10,4.327777777777413,4.327777777777413,0.0
False,False,True,False,7.180923714162834,load-2,False,9.0,5.794580357623272,88,False,0.9659090909090909,True,2.34,2036,5.818181818181818,9,3.205419642376728,3.205419642376728,8.931818181818182
False,False,True,False,7.707391756426974,load-3,False,9.0,7.875891865176155,185,False,0.6,True,2.34,2036,11.636363636363637,9,1.1241081348238453,1.1241081348238453,5.6702702702702705
False,False,True,False,8.085280764110705,load-7,False,10.0,3.5256510538199226,442,False,0.2828054298642534,False,2.5,2036,34.90909090909091,10,6.474348946180077,6.474348946180077,3.567873303167421
False,False,True,False,8.191511691431794,load-8,False,10.0,4.76971378891769,1518,False,0.06587615283267458,False,2.5,2036,40.72727272727273,10,5.23028621108231,5.23028621108231,1.2167325428194993
False,False,True,True,8.218265886673661,load-12,True,7.0,5.167965170926322,1672,True,0.0,False,2.5,2036,64.0,10,4.832034829073678,4.832034829073678,0.061004784688995214
False,False,True,True,8.243522260362761,load-14,True,0.0,5.504122938531038,1334,True,0.0,False,2.5,2036,75.63636363636364,10,4.495877061468962,4.495877061468962,0.0
False,False,False,False,8.248213511588366,load-11,False,9.0,9.0,72,False,0.8333333333333334,True,2.34,2036,58.18181818181819,9,0.0,0.0,8.25
False,False,True,True,8.245380009250647,load-18,True,0.0,5.799492385787213,591,True,0.0,False,2.5,2036,98.9090909090909,10,4.200507614212787,4.200507614212787,0.0
False,False,True,True,8.248213511588364,load-23,True,0.0,6.2500000000005755,75,True,0.0,False,2.5,2036,128.0,10,3.749999999999424,3.749999999999424,0.0
False,False,False,False,8.240351540313295,load-2,False,9.0,9.0,84,False,1.0,True,2.34,2037,5.818181818181818,9,0.0,0.0,9.0
False,False,False,False,8.240351540313297,load-3,False,9.0,9.0,116,False,0.896551724137931,True,2.34,2037,11.636363636363637,9,0.0,0.0,8.517241379310345
False,False,False,False,8.240351540313297,load-4,False,9.0,9.0,126,False,0.9126984126984127,True,2.34,2037,17.454545454545453,9,0.0,0.0,8.492063492063492
False,False,True,False,8.240351540313295,load-6,True,10.0,5.000000000000119,870,False,0.06551724137931035,False,2.5,2037,29.090909090909093,10,4.999999999999881,4.999999999999881,0.9436781609195403
False,False,True,False,8.191301272914211,load-7,True,10.0,4.533647820250373,1392,False,0.036637931034482756,False,2.5,2037,34.90909090909091,10,5.466352179749627,5.466352179749627,0.40086206896551724
False,False,True,False,8.14525008057283,load-8,True,10.0,4.09653962030674,1723,False,0.019733023795705164,False,2.5,2037,40.72727272727273,10,5.90346037969326,5.90346037969326,0.3284968078932095
False,False,True,False,8.065767831423912,load-19,False,10.0,3.4332449329277166,749,False,0.1321762349799733,False,2.5,2037,104.72727272727273,10,6.566755067072283,6.566755067072283,1.4966622162883845
False,False,False,False,7.977040678293193,load-26,False,9.0,9.0,66,False,0.8484848484848485,True,2.34,2037,145.45454545454547,9,0.0,0.0,8.409090909090908
False,False,True,True,8.119799579388427,load-29,True,0.0,3.8554216867470537,166,True,0.0,False,2.5,2037,162.9090909090909,10,6.144578313252946,6.144578313252946,0.0
False,False,True,True,7.977040678293191,load-30,True,0.0,2.5000000000000018,75,True,0.0,False,2.5,2037,168.72727272727272,10,7.499999999999998,7.499999999999998,0.0
False,False,False,False,7.977040678293192,load-2,False,9.0,9.0,12,False,1.0,True,2.34,2038,5.818181818181818,9,0.0,0.0,9.0
False,False,False,False,8.24035154031329,load-3,False,8.0,8.0,47,False,1.0,True,2.18,2038,11.636363636363637,8,0.0,0.0,8.0
False,False,False,False,8.240351540313295,load-4,False,7.0,7.0,105,False,0.7619047619047619,True,2.02,2038,17.454545454545453,7,0.0,0.0,5.704761904761905
False,False,True,False,8.24452401994904,load-6,False,10.0,5.6633959044372215,586,False,0.13139931740614336,False,2.5,2038,29.090909090909093,10,4.3366040955627785,4.3366040955627785,1.6467576791808873
False,False,True,False,8.243990041900418,load-7,False,10.0,5.578497023809854,672,False,0.1324404761904762,False,2.5,2038,34.90909090909091,10,4.421502976190146,4.421502976190146,1.4166666666666667
False,False,True,False,8.166625744725907,load-9,True,10.0,4.785653301402815,1489,False,0.056413700470114174,False,2.5,2038,46.54545454545455,10,5.214346698597185,5.214346698597185,0.7374076561450638
False,False,True,True,8.175277004756017,load-14,True,0.0,4.840718053382183,1682,True,0.0,False,2.5,2038,75.63636363636364,10,5.159281946617817,5.159281946617817,0.0
False,False,True,True,8.245093530269253,load-23,True,0.0,5.7539441747576765,824,True,0.0,False,2.5,2038,128.0,10,4.2460558252423235,4.2460558252423235,0.0
False,False,True,True,8.244393504742975,load-25,True,0.0,5.642644873700205,673,True,0.0,False,2.5,2038,139.63636363636363,10,4.357355126299795,4.357355126299795,0.0
False,False,False,False,8.248213511588366,load-29,False,9.0,9.0,146,False,0.678082191780822,True,2.34,2038,162.9090909090909,9,0.0,0.0,7.636986301369863
False,False,True,True,8.248213511588366,load-35,True,0.0,6.250000000000577,41,True,0.0,False,2.5,2038,197.8181818181818,10,3.749999999999423,3.749999999999423,0.0
False,False,False,False,6.346147590140206,load-1,False,8.0,8.0,57,False,0.6842105263157895,True,2.18,2039,0.0,8,0.0,0.0,6.771929824561403
True,False,True,False,7.180923714162835,load-2,False,10.0,1.4108392847539886,1,False,1.0,True,2.5,2039,5.818181818181818,10,8.589160715246011,8.589160715246011,10.0
True,False,True,False,6.346147590140205,load-3,False,9.0,1.5,213,False,0.27230046948356806,False,2.34,2039,11.636363636363637,9,7.5,7.5,2.887323943661972
False,False,True,False,6.757314631770773,load-4,False,9.0,2.9097525656400967,340,False,0.12352941176470589,False,2.34,2039,17.454545454545453,9,6.090247434359903,6.090247434359903,1.2205882352941178
False,False,False,False,7.977040678293193,load-10,False,8.0,8.0,130,False,0.8615384615384616,True,2.18,2039,52.36363636363637,8,0.0,0.0,7.315384615384615
False,False,True,False,7.977040678293192,load-11,True,10.0,2.5000000000000018,1145,False,0.04890829694323144,False,2.5,2039,58.18181818181819,10,7.499999999999998,7.499999999999998,0.6034934497816594
False,False,True,True,7.88086667825975,load-12,True,0.0,2.654098826804689,1708,True,0.0,False,2.5,2039,64.0,10,7.345901173195311,7.345901173195311,0.0
False,False,False,False,7.977040678293192,load-9,False,7.0,7.0,88,False,0.625,True,2.02,2039,46.54545454545455,7,0.0,0.0,5.1022727272727275
