fluid_high,fluid_integer_conflict,fluid_partial_below_quorum,fluid_partial_never_quorum,lambda_mean,load,low_contact,max_observed,mean_quorum_gap_fluid,n_raw_rows,never_reached_quorum,quorum_fraction,quorum_majority,reward,seed,spawn_time,weight,z_fluid_capped_to_weight,z_fluid_uncapped,z_observed
False,False,False,False,7.977040678293192,load-19,False,8.0,8.0,12,False,1.0,True,2.18,2039,104.72727272727273,8,0.0,0.0,8.0
False,False,True,False,7.5994082195791055,load-25,False,9.0,7.98923020665811,258,False,0.375968992248062,False,2.34,2039,139.63636363636363,9,1.0107697933418898,1.0107697933418898,4.476744186046512
False,False,True,False,7.490454356149289,load-27,False,9.0,7.483845309987165,172,False,0.12209302325581395,False,2.34,2039,151.27272727272728,9,1.5161546900128346,1.5161546900128346,1.6395348837209303
False,False,True,True,7.1831194446066595,load-29,True,0.0,6.862470437031085,110,True,0.0,False,2.34,2039,162.9090909090909,9,2.137529562968915,2.137529562968915,0.0
False,False,True,True,8.240351540313295,load-31,True,0.0,5.000000000000119,216,True,0.0,False,2.5,2039,174.54545454545456,10,4.999999999999881,4.999999999999881,0.0
False,False,True,True,8.240351540313295,load-33,True,0.0,5.000000000000118,69,True,0.0,False,2.5,2039,186.1818181818182,10,4.999999999999882,4.999999999999882,0.0
False,False,True,False,6.066657322617625,load-2,False,8.0,4.5698326938406595,82,False,0.9024390243902439,True,2.18,2040,5.818181818181818,8,3.43016730615934,3.43016730615934,7.487804878048781
False,False,True,False,6.156028372933372,load-4,False,8.0,4.773516318768884,108,False,0.4351851851851852,False,2.18,2040,17.454545454545453,8,3.2264836812311155,3.2264836812311155,5.055555555555555
False,False,False,False,6.184819202740291,load-6,False,7.0,7.0,89,False,0.9213483146067416,True,2.02,2040,29.090909090909093,7,0.0,0.0,6.719101123595506
False,False,False,False,6.496765212144802,load-8,False,7.0,7.0,161,False,0.7577639751552795,True,2.02,2040,40.72727272727273,7,0.0,0.0,6.186335403726708
True,False,True,False,7.166800762668137,load-9,True,10.0,1.6045604750367062,831,False,0.0842358604091456,False,2.5,2040,46.54545454545455,10,8.395439524963294,8.395439524963294,0.9687123947051745
False,False,True,False,6.187529691636864,load-10,False,8.0,5.657718081022569,115,False,0.3826086956521739,False,2.18,2040,52.36363636363637,8,2.342281918977431,2.342281918977431,3.356521739130435
False,False,True,False,6.626534881820785,load-11,False,8.0,7.001020102443568,97,False,0.38144329896907214,False,2.18,2040,58.18181818181819,8,0.9989798975564319,0.9989798975564319,3.8247422680412373
False,False,False,False,7.180923714162834,load-13,False,8.0,8.0,97,False,0.9278350515463918,True,2.18,2040,69.81818181818181,8,0.0,0.0,7.721649484536083
False,False,True,False,7.1819342005922415,load-14,False,9.0,6.514808409870335,291,False,0.29553264604810997,False,2.34,2040,75.63636363636364,9,2.4851915901296646,2.4851915901296646,2.8247422680412373
False,False,True,False,7.183232766534758,load-17,False,9.0,7.440566278110788,257,False,0.3346303501945525,False,2.34,2040,93.0909090909091,9,1.5594337218892118,1.5594337218892118,3.190661478599222
False,False,True,True,7.753624812694049,load-19,True,0.0,2.193789816335155,1338,True,0.0,False,2.5,2040,104.72727272727273,10,7.806210183664845,7.806210183664845,0.0
False,False,True,False,7.515035262965727,load-21,False,9.0,8.121900644518654,371,False,0.2991913746630728,False,2.34,2040,116.36363636363637,9,0.8780993554813458,0.8780993554813458,3.495956873315364
False,False,True,False,7.4729112398035165,load-22,False,9.0,8.04183864446006,340,False,0.2852941176470588,False,2.34,2040,122.18181818181819,9,0.958161355539939,0.958161355539939,2.976470588235294
False,False,True,False,7.444532304401943,load-23,False,9.0,7.979000802236637,304,False,0.2993421052631579,False,2.34,2040,128.0,9,1.020999197763363,1.020999197763363,2.8322368421052633
False,False,True,False,7.485026336759729,load-24,False,9.0,8.006005521953137,150,False,0.23333333333333334,False,2.34,2040,133.8181818181818,9,0.993994478046864,0.993994478046864,2.66
False,False,True,True,7.977040678293192,load-26,True,0.0,2.5000000000000018,680,True,0.0,False,2.5,2040,145.45454545454547,10,7.499999999999998,7.499999999999998,0.0
False,False,True,False,7.180923714162838,load-2,False,9.0,5.794580357623271,78,False,1.0,True,2.34,2041,5.818181818181818,9,3.205419642376729,3.205419642376729,9.0
False,False,True,False,7.041660232787947,load-5,False,9.0,3.351507773350061,443,False,0.09932279909706546,False,2.34,2041,23.272727272727273,9,5.648492226649939,5.648492226649939,1.0564334085778782
True,False,True,False,7.179425968739466,load-7,False,10.0,1.471988687720513,556,False,0.11870503597122302,False,2.5,2041,34.90909090909091,10,8.528011312279487,8.528011312279487,1.2553956834532374
False,False,True,False,7.4362440894049335,load-13,False,9.0,7.050591874970479,353,False,0.20113314447592068,False,2.34,2041,69.81818181818181,9,1.949408125029521,1.949408125029521,2.2974504249291785
False,False,True,False,7.564223043332455,load-15,False,9.0,7.214472764014199,310,False,0.22903225806451613,False,2.34,2041,81.45454545454545,9,1.785527235985801,1.785527235985801,2.7
False,False,True,False,8.05688297616365,load-17,False,10.0,4.3779393174184875,1052,False,0.1112167300380228,False,2.5,2041,93.0909090909091,10,5.6220606825815125,5.6220606825815125,1.2157794676806084
False,False,False,False,7.183119444606661,load-16,False,7.0,7.0,28,False,0.9285714285714286,True,2.02,2041,87.27272727272728,7,0.0,0.0,6.928571428571429
False,False,False,False,8.248213511588363,load-19,False,9.0,9.0,110,False,0.7,True,2.34,2041,104.72727272727273,9,0.0,0.0,7.672727272727273
False,False,True,True,8.230010897699772,load-20,True,0.0,5.586664727247241,1152,True,0.0,False,2.5,2041,110.54545454545455,10,4.413335272752759,4.413335272752759,0.0
False,False,True,True,8.246050833405901,load-24,True,0.0,5.906148867314366,927,True,0.0,False,2.5,2041,133.8181818181818,10,4.093851132685634,4.093851132685634,0.0
False,False,True,True,8.24803346644466,load-29,True,0.0,6.221374045802092,524,True,0.0,False,2.5,2041,162.9090909090909,10,3.7786259541979077,3.7786259541979077,0.0
False,False,True,True,8.248213511588363,load-32,True,0.0,6.2500000000005755,216,True,0.0,False,2.5,2041,180.36363636363637,10,3.749999999999424,3.749999999999424,0.0
False,False,False,False,8.113254186646898,load-1,False,9.0,9.0,69,False,0.8115942028985508,True,2.34,2042,0.0,9,0.0,0.0,8.492753623188406
False,False,True,False,8.226888591332532,load-2,False,10.0,4.86724047136486,182,False,0.5274725274725275,True,2.5,2042,5.818181818181818,10,5.13275952863514,5.13275952863514,6.027472527472527
False,False,True,False,8.237172508612758,load-4,False,10.0,5.441551739421162,469,False,0.16417910447761194,False,2.5,2042,17.454545454545453,10,4.558448260578838,4.558448260578838,1.7825159914712154
False,False,True,False,8.239177775787642,load-7,True,10.0,5.429386637709559,721,False,0.06657420249653259,False,2.5,2042,34.90909090909091,10,4.570613362290441,4.570613362290441,0.7156726768377254
False,False,True,False,8.245404754985213,load-9,True,10.0,5.882033248082165,782,False,0.0741687979539642,False,2.5,2042,46.54545454545455,10,4.117966751917835,4.117966751917835,0.9884910485933504
False,False,True,False,8.24625753805554,load-10,True,10.0,6.090311587147322,1027,False,0.03992210321324245,False,2.5,2042,52.36363636363637,10,3.9096884128526783,3.9096884128526783,0.5881207400194742
False,False,True,False,8.248859879782945,load-15,True,10.0,6.676232821342205,1237,False,0.0719482619240097,False,2.5,2042,81.45454545454545,10,3.3237671786577954,3.3237671786577954,0.8771220695230396
False,False,True,True,8.248871303957584,load-16,True,0.0,6.683766233766477,1155,True,0.0,False,2.5,2042,87.27272727272728,10,3.316233766233523,3.316233766233523,0.0
False,False,True,True,8.248870524786634,load-17,True,0.0,6.6832524271847085,1030,True,0.0,False,2.5,2042,93.0909090909091,10,3.316747572815291,3.316747572815291,0.0
False,False,True,True,8.24892130486684,load-20,True,0.0,6.71673819742511,699,True,0.0,False,2.5,2042,110.54545454545455,10,3.28326180257489,3.28326180257489,0.0
False,False,True,True,8.249302464269922,load-24,True,0.0,6.968085106383002,282,True,0.0,False,2.5,2042,133.8181818181818,10,3.0319148936169973,3.0319148936169973,0.0
False,False,False,False,7.0056574577734185,load-3,False,8.0,8.0,20,False,1.0,True,2.18,2043,11.636363636363637,8,0.0,0.0,8.0
False,False,False,False,7.005657457773418,load-4,False,8.0,8.0,114,False,0.8070175438596491,True,2.18,2043,17.454545454545453,8,0.0,0.0,7.114035087719298
True,False,True,False,7.005657457773418,load-5,False,10.0,1.2800820140614881,241,False,0.3941908713692946,False,2.5,2043,23.272727272727273,10,8.719917985938512,8.719917985938512,4.319502074688796
False,False,True,False,6.827473889720789,load-7,False,9.0,3.1779557036380375,539,False,0.1038961038961039,False,2.34,2043,34.90909090909091,9,5.8220442963619625,5.8220442963619625,1.0649350649350648
False,False,False,False,7.066416733019971,load-9,False,7.0,7.0,88,False,0.8522727272727273,True,2.02,2043,46.54545454545455,7,0.0,0.0,6.556818181818182
False,False,False,False,7.183119444606662,load-12,False,8.0,8.0,72,False,0.875,True,2.18,2043,64.0,8,0.0,0.0,7.5
False,False,True,False,7.306328754637792,load-13,False,9.0,6.485256977869403,386,False,0.14766839378238342,False,2.34,2043,69.81818181818181,9,2.514743022130597,2.514743022130597,1.4481865284974094
False,False,True,False,7.702983266215412,load-15,False,9.0,7.87169913700631,305,False,0.4426229508196721,False,2.34,2043,81.45454545454545,9,1.1283008629936904,1.1283008629936904,4.216393442622951
False,False,True,False,8.080055790195667,load-16,True,10.0,3.949988887878215,896,False,0.06361607142857142,False,2.5,2043,87.27272727272728,10,6.050011112121785,6.050011112121785,0.6953125
False,False,False,False,8.240351540313297,load-18,False,9.0,9.0,87,False,0.9310344827586207,True,2.34,2043,98.9090909090909,9,0.0,0.0,8.689655172413794
False,False,True,False,8.140291756590049,load-20,True,10.0,4.0489692268796045,885,False,0.04858757062146893,False,2.5,2043,110.54545454545455,10,5.9510307731203955,5.9510307731203955,0.5740112994350283
False,False,True,True,7.974053980675829,load-24,True,0.0,3.3536394896099697,970,True,0.0,False,2.5,2043,133.8181818181818,10,6.64636051039003,6.64636051039003,0.0
False,False,False,False,7.977040678293192,load-27,False,9.0,9.0,128,False,0.6484375,True,2.34,2043,151.27272727272728,9,0.0,0.0,8.125
False,False,True,True,7.977040678293191,load-32,True,0.0,2.5000000000000018,75,True,0.0,False,2.5,2043,180.36363636363637,10,7.499999999999998,7.499999999999998,0.0
False,False,False,False,5.927608733333591,load-1,False,6.0,6.0,9,False,1.0,True,1.8599999999999999,2044,0.0,6,0.0,0.0,6.0
False,False,False,False,6.18481920274029,load-2,False,6.0,6.0,9,False,1.0,True,1.8599999999999999,2044,5.818181818181818,6,0.0,0.0,6.0
False,False,True,False,7.977040678293191,load-3,False,10.0,2.500000000000001,117,False,0.5897435897435898,True,2.5,2044,11.636363636363637,10,7.499999999999999,7.499999999999999,7.299145299145299
False,False,False,False,7.005657457773416,load-4,False,7.0,7.0,89,False,0.9213483146067416,True,2.02,2044,17.454545454545453,7,0.0,0.0,6.707865168539326
False,False,True,False,7.050397415086835,load-5,False,8.0,7.632120018841345,79,False,0.46835443037974683,False,2.18,2044,23.272727272727273,8,0.3678799811586548,0.3678799811586548,6.2405063291139244
False,False,False,False,7.182938973611278,load-7,False,8.0,8.0,146,False,0.589041095890411,True,2.18,2044,34.90909090909091,8,0.0,0.0,5.287671232876712
True,False,True,False,7.14313035454184,load-8,False,10.0,1.3827076261004532,359,False,0.07520891364902507,False,2.5,2044,40.72727272727273,10,8.617292373899547,8.617292373899547,1.1086350974930361
False,False,True,False,7.181225411999799,load-9,False,9.0,6.375437041716525,471,False,0.09766454352441614,False,2.34,2044,46.54545454545455,9,2.624562958283475,2.624562958283475,1.1061571125265393
False,False,True,False,7.346386411515853,load-10,False,9.0,6.965823808222691,593,False,0.17200674536256325,False,2.34,2044,52.36363636363637,9,2.034176191777309,2.034176191777309,1.6543001686340641
False,False,True,False,7.35700372121588,load-12,False,9.0,6.932398488222523,502,False,0.20318725099601595,False,2.34,2044,64.0,9,2.067601511777477,2.067601511777477,1.9262948207171315
False,False,True,False,7.426557322357194,load-14,False,9.0,7.247317996979142,301,False,0.16943521594684385,False,2.34,2044,75.63636363636364,9,1.7526820030208587,1.7526820030208587,1.7807308970099667
False,False,True,False,8.054680135182176,load-17,False,10.0,3.956523415008504,751,False,0.13715046604527298,False,2.5,2044,93.0909090909091,10,6.043476584991496,6.043476584991496,1.5326231691078562
False,False,True,False,8.133361885477923,load-19,True,10.0,4.771587778141102,641,False,0.0452418096723869,False,2.5,2044,104.72727272727273,10,5.228412221858898,5.228412221858898,0.5241809672386896
False,False,True,True,8.248519366676371,load-25,True,0.0,6.45168918918961,740,True,0.0,False,2.5,2044,139.63636363636363,10,3.54831081081039,3.54831081081039,0.0
False,False,True,True,8.24843112126557,load-26,True,0.0,6.3934977578479995,669,True,0.0,False,2.5,2044,145.45454545454547,10,3.606502242152,3.606502242152,0.0
False,False,True,True,8.248327633500155,load-27,True,0.0,6.325255102041334,588,True,0.0,False,2.5,2044,151.27272727272728,10,3.6747448979586657,3.6747448979586657,0.0
False,False,True,True,8.248213511588363,load-28,True,0.0,6.2500000000005755,433,True,0.0,False,2.5,2044,157.0909090909091,10,3.749999999999424,3.749999999999424,0.0
False,False,False,False,6.184819202740291,load-3,False,6.0,6.0,11,False,1.0,True,1.8599999999999999,2045,11.636363636363637,6,0.0,0.0,6.0
False,False,False,False,7.005657457773418,load-4,False,6.0,6.0,35,False,1.0,True,1.8599999999999999,2045,17.454545454545453,6,0.0,0.0,6.0
False,False,True,False,7.777575090203075,load-5,False,10.0,2.2472347025513066,110,False,0.42727272727272725,False,2.5,2045,23.272727272727273,10,7.752765297448693,7.752765297448693,5.7727272727272725
False,False,False,False,7.97704067829319,load-7,False,8.0,8.0,45,False,0.7777777777777778,True,2.18,2045,34.90909090909091,8,0.0,0.0,7.2444444444444445
False,False,False,False,7.977040678293191,load-8,False,8.0,8.0,81,False,0.8765432098765432,True,2.18,2045,40.72727272727273,8,0.0,0.0,7.567901234567901
False,False,False,False,7.977040678293191,load-9,False,9.0,9.0,85,False,0.6,True,2.34,2045,46.54545454545455,9,0.0,0.0,8.08235294117647
False,False,True,False,8.153902157756432,load-10,False,10.0,4.617945365743274,590,False,0.16610169491525423,False,2.5,2045,52.36363636363637,10,5.382054634256726,5.382054634256726,1.8661016949152542
False,False,True,False,8.2108425576077,load-12,True,10.0,5.022936493897627,854,False,0.07259953161592506,False,2.5,2045,64.0,10,4.977063506102373,4.977063506102373,0.9344262295081968
False,False,True,False,8.238923679959898,load-16,False,10.0,5.28466332464123,868,False,0.09216589861751152,False,2.5,2045,87.27272727272728,10,4.71533667535877,4.71533667535877,1.1175115207373272
False,False,True,False,8.192646613325287,load-19,True,10.0,4.6148647250988315,1031,False,0.06498545101842872,False,2.5,2045,104.72727272727273,10,5.3851352749011685,5.3851352749011685,0.8176527643064986
False,False,True,True,8.157737007742325,load-25,True,0.0,4.213471363891084,837,True,0.0,False,2.5,2045,139.63636363636363,10,5.786528636108916,5.786528636108916,0.0
False,False,True,True,8.18681906457171,load-30,True,0.0,4.489462698198534,395,True,0.0,False,2.5,2045,168.72727272727272,10,5.510537301801466,5.510537301801466,0.0
False,False,True,True,8.240351540313293,load-33,True,0.0,5.000000000000119,155,True,0.0,False,2.5,2045,186.1818181818182,10,4.999999999999881,4.999999999999881,0.0
