bias,mae,method,n_points,r2,rmse,scenario,scenario_case,slope,theory_capped_to_weight,window
-0.29040871376131194,2.0963665841451515,smith,1255,0.4175696652048547,2.692113574016164,comm_degradation,R12_p0,0.4573321716923987,False,contact_only
0.4902599253894494,1.3156979449943902,smith,1255,0.6179410939679626,2.0052451304982037,comm_degradation,R12_p0,0.6182230915755986,True,contact_only
0.2315975478340462,2.1580867105808066,smith,764,0.35712101410326635,2.808242908092583,comm_degradation,R12_p0,0.5233179198933464,False,post_first_contact_20s
0.8714500341412708,1.518234224273582,smith,764,0.4979434106330958,2.4640939454293593,comm_degradation,R12_p0,0.6576543453852807,True,post_first_contact_20s
-1.2455486293707616,1.9890052445879183,smith,156,0.5896129170056257,2.474177511187154,comm_degradation,R12_p0,0.8944287500138118,False,post_first_contact_40s
-0.4845340359174247,1.2279906511345813,smith,156,0.7076627820078031,1.8608819634766305,comm_degradation,R12_p0,0.9357210318031575,True,post_first_contact_40s
-1.6530501104468758,3.1612762084016013,smith_no_prices,411,0.008728293248355001,4.012618010943078,comm_degradation,R12_p0,0.05436847549078677,False,all
-1.1501854009175587,2.6584114988722853,smith_no_prices,411,0.01563725495408641,3.5757549204523635,comm_degradation,R12_p0,0.07892472271378845,True,all
0.6624089106261523,2.0651015855658605,smith_no_prices,384,0.3729745411111193,2.785290248961375,comm_degradation,R12_p0,0.44672581194762534,False,contact_only
1.1396236664839827,1.5878868297080302,smith_no_prices,384,0.5262481687615226,2.3932735502120073,comm_degradation,R12_p0,0.5910720682445583,True,contact_only
1.4316263266484324,2.5525244798547178,smith_no_prices,217,0.25514678318074524,3.3613293482442734,comm_degradation,R12_p0,0.4201284025658561,False,post_first_contact_20s
1.7859030369041837,2.198247769598966,smith_no_prices,217,0.342133409951207,3.2182482054290396,comm_degradation,R12_p0,0.5180750741038662,True,post_first_contact_20s
-1.2660798771791997,2.738408156875441,smith_no_prices,22,0.2140708371406479,3.395927196377991,comm_degradation,R12_p0,0.5614288381188317,False,post_first_contact_40s
-0.48417266736681003,1.9565009470630512,smith_no_prices,22,0.33964486233554614,3.005266865118046,comm_degradation,R12_p0,0.5994090557197097,True,post_first_contact_40s
-3.2707737762480127,3.3175441716165657,smith_no_integer,225,0.5548171740848045,3.761685796879688,comm_degradation,R12_p0,0.6129287593224313,False,all
-2.232928948807007,2.27969934417556,smith_no_integer,225,0.6805827740878705,2.7493628873229428,comm_degradation,R12_p0,0.6620820972880855,True,all
-1.7649998260894877,1.8725663689181296,smith_no_integer,210,0.7011176338597216,2.3291592177119673,comm_degradation,R12_p0,0.7519980693955562,False,contact_only
-0.6627812146953137,0.7703477575239555,smith_no_integer,210,0.9206980812460888,1.0634466968484984,comm_degradation,R12_p0,0.8407549343481144,True,contact_only
-1.2953345517191739,1.5473597506444208,smith_no_integer,152,0.7735693964388435,1.9064657273464505,comm_degradation,R12_p0,1.0028475316399212,False,post_first_contact_20s
-0.5012916962787759,0.7533168952040228,smith_no_integer,152,0.849129054524154,1.2470504767824881,comm_degradation,R12_p0,1.0039379539485362,True,post_first_contact_20s
-1.213921772731983,1.569525243501865,smith_no_integer,67,0.7030642849370796,2.04145425985108,comm_degradation,R12_p0,0.938358783850527,False,post_first_contact_40s
-0.7464607727483875,1.102064243518269,smith_no_integer,67,0.7540469832076969,1.6654374444145084,comm_degradation,R12_p0,0.9674737236083696,True,post_first_contact_40s
-2.846479106452603,3.6169652586574093,smith_effective_occupancy,326,0.1961690586039373,4.17268425852972,comm_degradation,R12_p0,0.2694467644148872,False,all
-1.7525239138120983,2.5230100660169037,smith_effective_occupancy,326,0.2896795779428287,3.137833393821381,comm_degradation,R12_p0,0.3589183357032887,True,all
-0.768685272655964,2.3126062454945857,smith_effective_occupancy,299,0.4182826185102083,2.8388910206324707,comm_degradation,R12_p0,0.44188864875822786,False,contact_only
0.3240616952238444,1.2198592776147767,smith_effective_occupancy,299,0.6706233811583344,1.840910356953575,comm_degradation,R12_p0,0.6359285095673741,True,contact_only
-0.2606517467239069,2.1996558997732505,smith_effective_occupancy,173,0.4016590098594134,2.742714825301434,comm_degradation,R12_p0,0.5506590634415381,False,post_first_contact_20s
0.6871485963770392,1.2518555566723044,smith_effective_occupancy,173,0.6118991217590148,2.12008480248015,comm_degradation,R12_p0,0.7355502969863272,True,post_first_contact_20s
-1.7991480579417107,2.562090577852685,smith_effective_occupancy,30,0.5654858217161027,2.902031445119057,comm_degradation,R12_p0,0.8407899737643251,False,post_first_contact_40s
-0.47435507563395257,1.2372975955449266,smith_effective_occupancy,30,0.8037974705690547,1.5773379435460728,comm_degradation,R12_p0,1.0564558941244233,True,post_first_contact_40s
-2.295097631908548,3.2800650718255113,smith,1380,0.1283223735235225,3.943520264296005,comm_degradation,R12_p0.9,0.21146413200368444,False,all
-1.612795333208439,2.5977627731254023,smith,1380,0.1785173516998364,3.2947741269028947,comm_degradation,R12_p0.9,0.26959283002975964,True,all
-0.24200911245579554,2.053497253584179,smith,1299,0.43117365769029703,2.6612332579867184,comm_degradation,R12_p0.9,0.4627438061871193,False,contact_only
0.46266775909199115,1.3488203820363929,smith,1299,0.6172376638923418,2.0136808289597417,comm_degradation,R12_p0.9,0.612939893323067,True,contact_only
0.300270437630572,2.0237192243333855,smith,806,0.3986509815489122,2.688656476842024,comm_degradation,R12_p0.9,0.5677684748995973,False,post_first_contact_20s
0.8207283164636486,1.503261345500309,smith,806,0.5156632097905305,2.4150008836425694,comm_degradation,R12_p0.9,0.6771961845301581,True,post_first_contact_20s
-1.2229629666614321,1.8031299379626993,smith,172,0.6232028496468153,2.304229961900279,comm_degradation,R12_p0.9,0.9022902428239223,False,post_first_contact_40s
-0.5414892781079735,1.1216562494092406,smith,172,0.7147699818310355,1.7834358936136399,comm_degradation,R12_p0.9,0.9188586258904797,True,post_first_contact_40s
-1.5880466085450209,3.101730711696554,smith_no_prices,411,0.011783858368567546,3.934769279624218,comm_degradation,R12_p0.9,0.06231269875246303,False,all
-1.138384339177906,2.652068442329439,smith_no_prices,411,0.01920077092199235,3.5292788099685484,comm_degradation,R12_p0.9,0.0860177453038883,True,all
0.6717806285480713,2.0553908552095637,smith_no_prices,383,0.3846367984498531,2.7533642371363647,comm_degradation,R12_p0.9,0.45180009128700804,False,contact_only
1.1075026014459826,1.6196688823116527,smith_no_prices,383,0.5348074035074382,2.369400877669495,comm_degradation,R12_p0.9,0.5882738247749414,True,contact_only
1.2509548475903753,2.40283778970605,smith_no_prices,224,0.23776940181492434,3.266495448640609,comm_degradation,R12_p0.9,0.4318990043378118,False,post_first_contact_20s
1.5622594162618437,2.091533221034582,smith_no_prices,224,0.3226882482171969,3.1416801673241017,comm_degradation,R12_p0.9,0.5175871535530917,True,post_first_contact_20s
-1.4860153734872792,2.702490782806431,smith_no_prices,24,0.17630247170316404,3.43004025986636,comm_degradation,R12_p0.9,0.42653505301953987,False,post_first_contact_40s
-0.9639472745707479,2.1804226838899,smith_no_prices,24,0.2568603613853093,3.180338307389339,comm_degradation,R12_p0.9,0.45970024797328735,True,post_first_contact_40s
-3.0523718794940353,3.0895052151813798,smith_no_integer,221,0.586227408707012,3.5314250166837526,comm_degradation,R12_p0.9,0.6384334815649959,False,all
-2.12929333041727,2.1664266661046145,smith_no_integer,221,0.7635538015596495,2.5286378591768854,comm_degradation,R12_p0.9,0.7174095666364877,True,all
-1.6687379733358585,1.7819050389271827,smith_no_integer,208,0.648749982597028,2.329554530724867,comm_degradation,R12_p0.9,0.7255007114822931,False,contact_only
-0.7303610503478317,0.8435281159391557,smith_no_integer,208,0.8788449478719093,1.210602824827193,comm_degradation,R12_p0.9,0.8325952763601004,True,contact_only
-1.1484455015250201,1.3955385720249,smith_no_integer,156,0.7831304515531377,1.7984838006026904,comm_degradation,R12_p0.9,1.0358033836776919,False,post_first_contact_20s
-0.5138141993184236,0.7609072698183038,smith_no_integer,156,0.8545171801205772,1.2440648185869518,comm_degradation,R12_p0.9,1.024086514479561,True,post_first_contact_20s
-1.0826346214419442,1.3558483997322757,smith_no_integer,76,0.7369926622553288,1.8408702682751843,comm_degradation,R12_p0.9,1.0146084836293365,False,post_first_contact_40s
-0.6783474014382718,0.9515611797286031,smith_no_integer,76,0.7782233371156364,1.5273472176492806,comm_degradation,R12_p0.9,1.0269623521878901,True,post_first_contact_40s
-2.623201299886256,3.4663860837083944,smith_effective_occupancy,370,0.20390391402747055,4.055601325624177,comm_degradation,R12_p0.9,0.26000258017158695,False,all
-1.7755503486813993,2.618735132503538,smith_effective_occupancy,370,0.25372164641492456,3.2441210387171444,comm_degradation,R12_p0.9,0.32055383361403333,True,all
-0.5935491471793958,2.203109478440512,smith_effective_occupancy,346,0.4619882899006824,2.728523467376839,comm_degradation,R12_p0.9,0.46301872323287874,False,contact_only
0.3198185879651031,1.2897417432960137,smith_effective_occupancy,346,0.659334640851366,1.9073650406869413,comm_degradation,R12_p0.9,0.6250257008047636,True,contact_only
0.08435562482724235,1.944551887215288,smith_effective_occupancy,210,0.5122269798316357,2.4615144378031264,comm_degradation,R12_p0.9,0.6433167899603209,False,post_first_contact_20s
0.7660573837340419,1.2628501283084885,smith_effective_occupancy,210,0.6493489320499191,2.094010768359974,comm_degradation,R12_p0.9,0.7757186552679568,True,post_first_contact_20s
-1.700227113142868,2.209179950333493,smith_effective_occupancy,34,0.7040431311624389,2.440556850155396,comm_degradation,R12_p0.9,0.9242761336868349,False,post_first_contact_40s
-0.5004911915379993,1.0094440287286246,smith_effective_occupancy,34,0.8604868021726819,1.3024612747717694,comm_degradation,R12_p0.9,1.05462563528095,True,post_first_contact_40s
-3.64262147612235,4.137805983410836,smith,499,0.0003069008100800019,5.040292291451212,comm_degradation,R3_p0,0.008891293207111304,False,all
-3.2482797401681434,3.7434642474566293,smith,499,0.0005998039357626439,4.703063215171919,comm_degradation,R3_p0,0.01276390601324663,True,all
-0.3760385540898425,1.9404640224631682,smith,374,0.3685032931929889,2.6298939239155095,comm_degradation,R3_p0,0.4360103592471089,False,contact_only
-0.0343497259549986,1.5987751943283242,smith,374,0.43739093218141667,2.32159858966142,comm_degradation,R3_p0,0.5021055174959854,True,contact_only
-0.24088282600307598,2.0044650458518714,smith,272,0.29607301910299755,2.875252660783313,comm_degradation,R3_p0,0.46796994210522547,False,post_first_contact_20s
0.0254076632759565,1.738174556572839,smith,272,0.3156306742892755,2.7167957905129327,comm_degradation,R3_p0,0.509494334316642,True,post_first_contact_20s
-1.6282681682396354,2.527821969489944,smith,102,0.1681223768930421,3.5023994104614173,comm_degradation,R3_p0,0.3045739087495176,False,post_first_contact_40s
-1.4522929338925188,2.3518467351428276,smith,102,0.16478663848323583,3.384422886593816,comm_degradation,R3_p0,0.3088650431650938,True,post_first_contact_40s
-3.8738670206896226,4.246124616848224,smith_no_prices,119,0.0012764306279291482,5.156008225778118,comm_degradation,R3_p0,-0.017670637253121013,False,all
-3.4843497276249686,3.85660732378357,smith_no_prices,119,0.0008562251525846554,4.836012217876567,comm_degradation,R3_p0,-0.014693156175544472,True,all
-0.4241889510604332,1.7896708561355914,smith_no_prices,80,0.3533495491652857,2.5045307061272104,comm_degradation,R3_p0,0.46179103908883457,False,contact_only
-0.059326325840353286,1.4248082309155117,smith_no_prices,80,0.45202196969390174,2.14874492897139,comm_degradation,R3_p0,0.5489664929188177,True,contact_only
-0.34146470198207834,1.9602778808982908,smith_no_prices,55,0.2920673546410667,2.744500395287829,comm_degradation,R3_p0,0.4985543665290825,False,post_first_contact_20s
-0.10113536825571551,1.7199485471719285,smith_no_prices,55,0.3133327437736535,2.597697645163641,comm_degradation,R3_p0,0.541296939963773,True,post_first_contact_20s
-2.096328783790311,2.7629954504569776,smith_no_prices,21,0.17190312636305827,3.5404210041167756,comm_degradation,R3_p0,0.2391206977374673,False,post_first_contact_40s
-1.8850705228394364,2.5517371895061034,smith_no_prices,21,0.16112589048416126,3.397650477927908,comm_degradation,R3_p0,0.23632178864428907,True,post_first_contact_40s
-3.1101203816366385,3.725542352938288,smith_no_integer,156,0.036031401892536175,4.5000964007269575,comm_degradation,R3_p0,0.11057368172373128,False,all
-2.766890151442297,3.382312122743946,smith_no_integer,156,0.04894491228448439,4.170939328233999,comm_degradation,R3_p0,0.13290091000551957,True,all
-0.5153049153666752,2.0115468495004403,smith_no_integer,135,0.38612932978377346,2.6067471287688084,comm_degradation,R3_p0,0.437395306778396,False,contact_only
-0.2282652935635885,1.7245072276973534,smith_no_integer,135,0.4355549972594921,2.3756952852418642,comm_degradation,R3_p0,0.48069035275560856,True,contact_only
-0.11917853000446607,1.8603856842711854,smith_no_integer,100,0.39204012404465893,2.5993999927172626,comm_degradation,R3_p0,0.5230658469509242,False,post_first_contact_20s
0.13518527691888624,1.6060218773478332,smith_no_integer,100,0.42333783385279034,2.444925542024135,comm_degradation,R3_p0,0.5660788148727006,True,post_first_contact_20s
-1.2729368301290303,1.855518392006546,smith_no_integer,41,0.4238439835866732,2.5518734872244266,comm_degradation,R3_p0,0.6377779842812271,False,post_first_contact_40s
-1.1543038968088986,1.7368854586864142,smith_no_integer,41,0.4351489406088829,2.46747562419728,comm_degradation,R3_p0,0.6481367571954378,True,post_first_contact_40s
-3.9178051628834063,4.373640651577322,smith_effective_occupancy,108,0.007620380679206895,5.346282041785637,comm_degradation,R3_p0,-0.03737854074121732,False,all
-3.519757216370061,3.9755927050639763,smith_effective_occupancy,108,0.012819958234683515,5.0172769142882006,comm_degradation,R3_p0,-0.050054549371276624,True,all
-0.16050101592115135,1.8952136529921801,smith_effective_occupancy,76,0.366367905941984,2.640135366879373,comm_degradation,R3_p0,0.43904154927117245,False,contact_only
0.18120525720451863,1.5535073798665096,smith_effective_occupancy,76,0.43945729341319306,2.317544207923246,comm_degradation,R3_p0,0.5161215560532549,True,contact_only
-0.23717730359904224,2.0436899452522277,smith_effective_occupancy,57,0.27035456700259375,2.929643108690361,comm_degradation,R3_p0,0.43794233966170737,False,post_first_contact_20s
0.05328501615461147,1.7532276254985741,smith_effective_occupancy,57,0.28016592930872686,2.7683533997621987,comm_degradation,R3_p0,0.4773591512026617,True,post_first_contact_20s
-1.560003543952983,2.951448341035969,smith_effective_occupancy,21,0.039665111463959346,4.015814149966623,comm_degradation,R3_p0,0.10784675127116232,False,post_first_contact_40s
-1.3681793610448543,2.7596241581278402,smith_effective_occupancy,21,0.022844866154170917,3.9027793110726647,comm_degradation,R3_p0,0.085580856913555,True,post_first_contact_40s
-2.361347793900471,3.3505007876122983,smith,1398,0.11161759399014815,4.011305665582546,comm_degradation,R4_p0,0.19994805253429618,False,all
-1.64329078844918,2.632443782161008,smith,1398,0.15976020270549485,3.353518726475463,comm_degradation,R4_p0,0.2570793456037843,True,all
-0.23429112360797127,2.0584558180664336,smith,1310,0.4256050137088374,2.6661438990211144,comm_degradation,R4_p0,0.46198127662985317,False,contact_only
0.49723645822682705,1.326928236231635,smith,1310,0.615315147885278,2.0253637919156184,comm_degradation,R4_p0,0.6132604114865643,True,contact_only
0.27035484035109,2.11251554648158,smith,802,0.3772099025228469,2.773657741295813,comm_degradation,R4_p0,0.538998257337873,False,post_first_contact_20s
0.8625301000602017,1.5203402867724685,smith,802,0.5034639806225113,2.461910376754954,comm_degradation,R4_p0,0.6625793895905088,True,post_first_contact_20s
-1.292441869470534,1.9089019363923498,smith,161,0.6037919868427823,2.4096008335873575,comm_degradation,R4_p0,0.9100590254537655,False,post_first_contact_40s
-0.5566969042396112,1.1731569711614267,smith,161,0.7044324752628012,1.8458121478377427,comm_degradation,R4_p0,0.9184542822660213,True,post_first_contact_40s
-1.6688280958437711,3.1821330012430225,smith_no_prices,409,0.00950453299764109,4.020022784678943,comm_degradation,R4_p0,0.05649213525983639,False,all
-1.1723442053752855,2.685649110774537,smith_no_prices,409,0.01563500902529069,3.589683933843575,comm_degradation,R4_p0,0.07857918688968109,True,all
0.6035898272026959,2.070113091197708,smith_no_prices,385,0.36408220195504337,2.813584330510936,comm_degradation,R4_p0,0.43960353937138114,False,contact_only
1.0722382055999131,1.601464712800491,smith_no_prices,385,0.5043299912950547,2.4264563359548283,comm_degradation,R4_p0,0.5754568334419581,True,contact_only
1.3678628197679163,2.547802268720485,smith_no_prices,216,0.24613784370449487,3.3603561618640048,comm_degradation,R4_p0,0.41596078062254616,False,post_first_contact_20s
1.7267552182052743,2.1889098702831267,smith_no_prices,216,0.32955120271124694,3.21686227755164,comm_degradation,R4_p0,0.5123914496983085,True,post_first_contact_20s
-1.162647508305207,2.677187588303239,smith_no_prices,23,0.21454476199827155,3.337290448240486,comm_degradation,R4_p0,0.5729326536783691,False,post_first_contact_40s
-0.41473626413683445,1.9292763441348664,smith_no_prices,23,0.344473966832088,2.957286037617305,comm_degradation,R4_p0,0.6131949192778355,True,post_first_contact_40s
-3.29350334330522,3.334995600759442,smith_no_integer,239,0.5612654587529724,3.771988343084948,comm_degradation,R4_p0,0.6031239293851223,False,all
-2.2903020706381443,2.331794328092366,smith_no_integer,239,0.6782532328965707,2.800708321960158,comm_degradation,R4_p0,0.6467897331767036,True,all
-1.7703181191861095,1.8839811311080352,smith_no_integer,225,0.6930390400400814,2.3497303436246484,comm_degradation,R4_p0,0.730391193213772,False,contact_only
-0.7051486938741691,0.8188117057960954,smith_no_integer,225,0.8948681620605777,1.1888317581965422,comm_degradation,R4_p0,0.8105261780950082,True,contact_only
-1.3132568399183926,1.5032133906209586,smith_no_integer,158,0.7992668775098953,1.8568064515341647,comm_degradation,R4_p0,1.0088423152478063,False,post_first_contact_20s
-0.5178226127217637,0.7077791634243297,smith_no_integer,158,0.8636228358098037,1.1993497108714661,comm_degradation,R4_p0,0.9998148492578176,True,post_first_contact_20s
-1.1676195997692869,1.4612358544848412,smith_no_integer,68,0.720441648443603,1.939704439754808,comm_degradation,R4_p0,0.9417910733599502,False,post_first_contact_40s
-0.6864094851586928,0.9800257398742467,smith_no_integer,68,0.7707957264398477,1.558456808620074,comm_degradation,R4_p0,0.9627305946008716,True,post_first_contact_40s
-2.5068458102649136,3.4406018555470936,smith_effective_occupancy,363,0.1523417060604757,4.060482596251304,comm_degradation,R4_p0,0.2286731124242144,False,all
-1.6640261390162614,2.597782184298441,smith_effective_occupancy,363,0.21478673961525407,3.2520225461795107,comm_degradation,R4_p0,0.29821356091087875,True,all
-0.3896706691073739,2.178849424823562,smith_effective_occupancy,342,0.42735706405526597,2.756512695754472,comm_degradation,R4_p0,0.44977333809662434,False,contact_only
0.48787802208941666,1.3013007336267712,smith_effective_occupancy,342,0.6522212804694107,1.9612174176494412,comm_degradation,R4_p0,0.6226152687857109,True,contact_only
0.13602764805377282,2.1154413765150775,smith_effective_occupancy,207,0.43274714794985447,2.727514911966287,comm_degradation,R4_p0,0.575987161795391,False,post_first_contact_20s
0.7985522175011911,1.4529168070676588,smith_effective_occupancy,207,0.5649187192472751,2.3520560960511223,comm_degradation,R4_p0,0.7105643739057382,True,post_first_contact_20s
-2.127719333663952,2.5207018940437056,smith_effective_occupancy,32,0.5968227842734279,2.8628124939255675,comm_degradation,R4_p0,0.8567696249108749,False,post_first_contact_40s
-0.9642412043217441,1.357223764701498,smith_effective_occupancy,32,0.7219246444937092,1.8530559575160641,comm_degradation,R4_p0,0.9020543699009794,True,post_first_contact_40s
-2.3761619014642816,3.3609984845631007,smith,1362,0.1215723223829015,4.0189943331986475,comm_degradation,R6_p0,0.21113718994859482,False,all
-1.6146380851481934,2.5994746682470127,smith,1362,0.17385036811364507,3.322069123520683,comm_degradation,R6_p0,0.27241293053692184,True,all
-0.2732592626579569,2.0887052862631976,smith,1268,0.42213202059671406,2.6950396510262515,comm_degradation,R6_p0,0.4593541924637266,False,contact_only
0.4944786525794883,1.320967371025752,smith,1268,0.6181306477025217,2.01877064111293,comm_degradation,R6_p0,0.6172299490618084,True,contact_only
0.22343763847898107,2.1341041700718764,smith,781,0.37058066300474535,2.7839793480898525,comm_degradation,R6_p0,0.5355165413824894,False,post_first_contact_20s
0.8484286158653407,1.5091131926855166,smith,781,0.5046065707690706,2.451133719500708,comm_degradation,R6_p0,0.6647885757638354,True,post_first_contact_20s
-1.3407110277511103,1.9913278539922243,smith,161,0.6135344810627212,2.4660735154150686,comm_degradation,R6_p0,0.9310147704239609,False,post_first_contact_40s
-0.5826227818022205,1.2332396080433345,smith,161,0.7206409273295968,1.8522618223143632,comm_degradation,R6_p0,0.9505229618548874,True,post_first_contact_40s
-1.6530501104468758,3.1612762084016013,smith_no_prices,411,0.008728293248355001,4.012618010943078,comm_degradation,R6_p0,0.05436847549078677,False,all
-1.1501854009175587,2.6584114988722853,smith_no_prices,411,0.01563725495408641,3.5757549204523635,comm_degradation,R6_p0,0.07892472271378845,True,all
0.6624089106261523,2.0651015855658605,smith_no_prices,384,0.3729745411111193,2.785290248961375,comm_degradation,R6_p0,0.44672581194762534,False,contact_only
1.1396236664839827,1.5878868297080302,smith_no_prices,384,0.5262481687615226,2.3932735502120073,comm_degradation,R6_p0,0.5910720682445583,True,contact_only
1.4316263266484324,2.5525244798547178,smith_no_prices,217,0.25514678318074524,3.3613293482442734,comm_degradation,R6_p0,0.4201284025658561,False,post_first_contact_20s
1.7859030369041837,2.198247769598966,smith_no_prices,217,0.342133409951207,3.2182482054290396,comm_degradation,R6_p0,0.5180750741038662,True,post_first_contact_20s
-1.2660798771791997,2.738408156875441,smith_no_prices,22,0.2140708371406479,3.395927196377991,comm_degradation,R6_p0,0.5614288381188317,False,post_first_contact_40s
-0.48417266736681003,1.9565009470630512,smith_no_prices,22,0.33964486233554614,3.005266865118046,comm_degradation,R6_p0,0.5994090557197097,True,post_first_contact_40s
-3.2707737762480127,3.3175441716165657,smith_no_integer,225,0.5548171740848045,3.761685796879688,comm_degradation,R6_p0,0.6129287593224313,False,all
-2.232928948807007,2.27969934417556,smith_no_integer,225,0.6805827740878705,2.7493628873229428,comm_degradation,R6_p0,0.6620820972880855,True,all
-1.7649998260894877,1.8725663689181296,smith_no_integer,210,0.7011176338597216,2.3291592177119673,comm_degradation,R6_p0,0.7519980693955562,False,contact_only
-0.6627812146953137,0.7703477575239555,smith_no_integer,210,0.9206980812460888,1.0634466968484984,comm_degradation,R6_p0,0.8407549343481144,True,contact_only
-1.2953345517191739,1.5473597506444208,smith_no_integer,152,0.7735693964388435,1.9064657273464505,comm_degradation,R6_p0,1.0028475316399212,False,post_first_contact_20s
