run_id,phase,cell_id,cell_index,seed_index,seed,world_hash,coalition,active_robot_count,longitudinal_acceleration_m_s2,guard,guard_accepted,guard_reason,capacity_margin_kg,guard_wrench_residual_normalized,guard_wrench_utilization,guard_support_margin,guard_wheel_margin,dt_s,controller_id,backend_kind,evidence_class,execution_status,physical_success,classification,steps,duration_s,contact_duty,max_relative_slip_m,collision_count,final_position_error_m,final_yaw_error_rad,final_linear_speed_m_s,final_angular_speed_rad_s,dwell_achieved,nan_detected,saturation_count,wrench_model_residual_mean,allocation_residual_mean,allocation_residual_max,allocation_utilization_max,allocation_saturation_count,wheel_saturation_count,max_robot_drive_force_n,wheel_drive_force_gate_pass,calibration_status,sensor_static_relative_error,valid_force_sensor_count,dynamically_enabled_force_sensor_count,expected_static_force_n,measured_static_force_raw_n,measured_static_force_n,sensor_vertical_tare_sum_n,force_transmission_relative_error,force_transmission_status,wheel_twist_relative_error,wheel_twist_status,config_readback_max_abs_error,support_overlap_max_abs_error_m,ack_reset_sequence,ack_contract_hash,ack_run_start_simulation_time_s,ack_engine,ack_actuation_contract,sensor_gate_pass,force_transmission_gate_pass,wheel_twist_gate_pass,scene_actuation_audit_pass,config_readback_gate_pass,contact_gate_pass,slip_gate_pass,collision_gate_pass,terminal_gate_pass,error_type,error_message
P-C00-S00-scalar_capacity,primary,C00,0,0,260900,8d8db1d1275b2bb6da3c6168b677a42c2357992a5fff0c7c7a8e384545448784,redundant,4,0.1,scalar_capacity,True,capacity_pass,21.924995519048906,nan,nan,nan,nan,0.005,cargo_pose_wrench_admittance_wheel_v2,coppeliasim_mujoco,physical_coppeliasim_candidate,completed,False,false_positive,50,0.25,1.0,2.1304167128911e-05,0,0.24839799090560852,0.017515548041918017,0.0026383882396662645,0.000994003508048,False,False,0,0.9202722284391247,1.177049953588398e-07,1.1801276393252294e-07,0.030138765732129383,0,0,12.0,True,partial_static_only,0.0003192406754103,4,4,138.07579395813,159.61371454841,138.03171454841,21.582,1.0,not_executed,1.0,not_executed,5.5511151231258e-17,5.5511151231258e-17,1,1d96fd7291c90f210b28e3ff3e3bff463c0b6a668657adfaacef18c7247ea1b7,0.0,mujoco,wheel_velocity_only,True,False,False,True,True,True,True,True,False,,
P-C00-S00-planar_lsq,primary,C00,0,0,260900,8d8db1d1275b2bb6da3c6168b677a42c2357992a5fff0c7c7a8e384545448784,redundant,4,0.1,planar_lsq,True,planar_lsq_pass,21.924995519048906,7.601418106294692e-17,0.05963267369543749,nan,nan,0.005,cargo_pose_wrench_admittance_wheel_v2,coppeliasim_mujoco,physical_coppeliasim_candidate,completed,False,false_positive,50,0.25,1.0,2.1304167128911e-05,0,0.24839799090560852,0.017515548041918017,0.0026383882396662645,0.000994003508048,False,False,0,0.9202722284391247,1.177049953588398e-07,1.1801276393252294e-07,0.030138765732129383,0,0,12.0,True,partial_static_only,0.0003192406754103,4,4,138.07579395813,159.61371454841,138.03171454841,21.582,1.0,not_executed,1.0,not_executed,5.5511151231258e-17,5.5511151231258e-17,2,29d6e395ea14375b712e87d6aebe0487d9fc04c44b287f0dc4e44ad71bb59170,0.0,mujoco,wheel_velocity_only,True,False,False,True,True,True,True,True,False,,
P-C00-S00-supported_wrench_wheels,primary,C00,0,0,260900,8d8db1d1275b2bb6da3c6168b677a42c2357992a5fff0c7c7a8e384545448784,redundant,4,0.1,supported_wrench_wheels,True,supported_wrench_wheels_pass,21.924995519048906,9.25185853854297e-18,0.06689733803860583,0.6468144451453218,0.46753521668833575,0.005,cargo_pose_wrench_admittance_wheel_v2,coppeliasim_mujoco,physical_coppeliasim_candidate,completed,False,false_positive,50,0.25,1.0,2.1304167128911e-05,0,0.24839799090560852,0.017515548041918017,0.0026383882396662645,0.000994003508048,False,False,0,0.9202722284391247,1.177049953588398e-07,1.1801276393252294e-07,0.030138765732129383,0,0,12.0,True,partial_static_only,0.0003192406754103,4,4,138.07579395813,159.61371454841,138.03171454841,21.582,1.0,not_executed,1.0,not_executed,5.5511151231258e-17,5.5511151231258e-17,3,531bfd799a24f260243b8eeffc81763f9827db79fe37349bf645f06571895958,0.0,mujoco,wheel_velocity_only,True,False,False,True,True,True,True,True,False,,
D-C00-S00-scalar_capacity-dt0.005000,dt_sensitivity,C00,0,0,260900,8d8db1d1275b2bb6da3c6168b677a42c2357992a5fff0c7c7a8e384545448784,redundant,4,0.1,scalar_capacity,True,capacity_pass,21.924995519048906,nan,nan,nan,nan,0.005,cargo_pose_wrench_admittance_wheel_v2,coppeliasim_mujoco,physical_coppeliasim_candidate,completed,False,false_positive,50,0.25,1.0,2.1304167128911e-05,0,0.24839799090560852,0.017515548041918017,0.0026383882396662645,0.000994003508048,False,False,0,0.9202722284391247,1.177049953588398e-07,1.1801276393252294e-07,0.030138765732129383,0,0,12.0,True,partial_static_only,0.0003192406754103,4,4,138.07579395813,159.61371454841,138.03171454841,21.582,1.0,not_executed,1.0,not_executed,5.5511151231258e-17,5.5511151231258e-17,4,ea3087d97b776c21ba1bd9a628d9b35dfec242cd127022a7853d5c0249860210,0.0,mujoco,wheel_velocity_only,True,False,False,True,True,True,True,True,False,,
D-C00-S00-planar_lsq-dt0.005000,dt_sensitivity,C00,0,0,260900,8d8db1d1275b2bb6da3c6168b677a42c2357992a5fff0c7c7a8e384545448784,redundant,4,0.1,planar_lsq,True,planar_lsq_pass,21.924995519048906,7.601418106294692e-17,0.05963267369543749,nan,nan,0.005,cargo_pose_wrench_admittance_wheel_v2,coppeliasim_mujoco,physical_coppeliasim_candidate,completed,False,false_positive,50,0.25,1.0,2.1304167128911e-05,0,0.24839799090560852,0.017515548041918017,0.0026383882396662645,0.000994003508048,False,False,0,0.9202722284391247,1.177049953588398e-07,1.1801276393252294e-07,0.030138765732129383,0,0,12.0,True,partial_static_only,0.0003192406754103,4,4,138.07579395813,159.61371454841,138.03171454841,21.582,1.0,not_executed,1.0,not_executed,5.5511151231258e-17,5.5511151231258e-17,5,35c4d8fa6e0807517326443d38ea224ce83df035c5d5c799ad03a00f07b921d5,0.0,mujoco,wheel_velocity_only,True,False,False,True,True,True,True,True,False,,
D-C00-S00-supported_wrench_wheels-dt0.005000,dt_sensitivity,C00,0,0,260900,8d8db1d1275b2bb6da3c6168b677a42c2357992a5fff0c7c7a8e384545448784,redundant,4,0.1,supported_wrench_wheels,True,supported_wrench_wheels_pass,21.924995519048906,9.25185853854297e-18,0.06689733803860583,0.6468144451453218,0.46753521668833575,0.005,cargo_pose_wrench_admittance_wheel_v2,coppeliasim_mujoco,physical_coppeliasim_candidate,completed,False,false_positive,50,0.25,1.0,2.1304167128911e-05,0,0.24839799090560852,0.017515548041918017,0.0026383882396662645,0.000994003508048,False,False,0,0.9202722284391247,1.177049953588398e-07,1.1801276393252294e-07,0.030138765732129383,0,0,12.0,True,partial_static_only,0.0003192406754103,4,4,138.07579395813,159.61371454841,138.03171454841,21.582,1.0,not_executed,1.0,not_executed,5.5511151231258e-17,5.5511151231258e-17,6,8b9dd41ddadb424c4974112f5c9b51c8b8dc15a10b59afa1af0b480f986815cc,0.0,mujoco,wheel_velocity_only,True,False,False,True,True,True,True,True,False,,
