campaign_id,experiment,world_key,world_id,world_seed,scenario,N,K,capacity_cv,pressure,graph_regime,method,method_family,algorithm_status,terminal_phase,raw_certificate,distance_cost,capacity_deficit,robot_conflict,excess_capacity,assigned_robots,max_coalition_size,unserved_loads,rounds,messages,bytes,runtime_ms,commits,quota_commits,geometry_commits,rejected_stale,rejected_conflict,max_parallel_commits,potential_monotone,unilateral_local_minimum,pair_local_minimum,feasible,messages_per_agent,bytes_per_agent,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,optimality_gap,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected,source_campaign_id,evidence_origin,arbitration_messages,transaction_messages,transaction_aborts,mis_iterations,triple_local_minimum,family,method_label,atomic_endpoint,assignment,continuous_converged,continuous_potential,continuous_deficit,closure_operations,closure_robots_changed,kkt_residual,closure_augmentations,closure_max_chain,closure_nodes_explored,closure_failure_reason,closure_runtime_ms,continuous_stop_reason,continuous_iterations,continuous_distance,fixed_point_residual,consensus_residual,minimum_positive_correlation,information_mode,primal_residual,dual_residual,complementarity_residual,stationarity_residual
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,,FEASIBLE,975.1059529515658,0.0,0.0,11.999999999999996,16.0,5.0,0.0,27.0,1200,206988,42.45090001495555,,,,,,,,,,True,75.0,12936.75,OPTIMAL,588.653020039372,588.653020039372,0.0,0.0218042000196874,True,True,0.6565037802513031,67.0,8.375,2.0,4.0,1.0,1.2012399604746071,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,BASELINE,CBBA-RB,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,weighted_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,821.1032833522864,0.0,0.0,3.3873420718795924,14.0,4.0,0.0,241.0,9480,397758,152.81499997945502,,,,,,,,,,True,592.5,24859.875,OPTIMAL,588.653020039372,588.653020039372,0.0,0.0218042000196874,True,True,0.3948850263222416,67.0,8.375,2.0,4.0,1.0,1.2012399604746071,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,BASELINE,GRAPE,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,736.7261035846728,0.0,0.0,3.2637664003501907,14.0,4.0,0.0,321.0,11806,495450,409.4981999951415,,,,,,,,,,True,737.875,30965.625,OPTIMAL,588.653020039372,588.653020039372,0.0,0.0218042000196874,True,True,0.2515456109193103,67.0,8.375,2.0,4.0,1.0,1.2012399604746071,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,BASELINE,Pair-GRAPE,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,geo_qpg_c3,N4_ATOMIC,LOCAL_MINIMUM,G,FEASIBLE,598.7591597965866,0.0,0.0,5.0678654662662375,14.0,4.0,0.0,819.0,3577,211568,239.91520001436584,25.0,19.0,6.0,0.0,0.0,1.0,True,True,True,True,223.5625,13223.0,OPTIMAL,588.653020039372,588.653020039372,0.0,0.0218042000196874,True,True,0.0171682458310306,,,,,,,,,v2_execution,0.0,0.0,0.0,0.0,1.0,F-I,Geo-QPG C3,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,geo_qpg_d,N4_ATOMIC,LOCAL_MINIMUM,G,FEASIBLE,613.7349764343196,0.0,0.0,4.017033919997354,14.0,4.0,0.0,20.0,4020,185500,239.41939999349412,24.0,16.0,8.0,0.0,107.0,3.0,True,True,True,True,251.25,11593.75,OPTIMAL,588.653020039372,588.653020039372,0.0,0.0218042000196874,True,True,0.0426090677208621,,,,,,,,,v2_execution,1658.0,162.0,0.0,18.0,0.0,F-I,Geo-QPG DMIS+TX,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,598.7591597965866,0.0,0.0,5.0678654662662375,14.0,4.0,0.0,269.0,997,46448,173.23280000709929,25.0,19.0,6.0,0.0,0.0,1.0,True,True,True,True,62.3125,2903.0,OPTIMAL,588.653020039372,588.653020039372,0.0,0.0218042000196874,True,True,0.0171682458310306,67.0,8.375,2.0,4.0,1.0,1.2012399604746071,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,F-I,Geo-QPG 2BR,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,Q,CAPACITY_DEFICIT,775.2476545722403,0.3605860022224973,0.0,12.360586002222494,16.0,4.0,1.0,51.0,368,12516,15.71539998985827,18.0,18.0,0.0,0.0,0.0,1.0,True,True,False,False,23.0,782.25,OPTIMAL,588.653020039372,588.653020039372,0.0,0.0218042000196874,True,True,,67.0,8.375,2.0,4.0,1.0,1.2012399604746071,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,F-I,Geo-QPG BR,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,fii_bnn_R,,,,,692.6867545199137,0.0,,8.760523309443,,,,,40200,1608000,72.80799996806309,,,,,,,True,,,True,,100500.0,OPTIMAL,588.653020039372,,0.0,0.0218042000196874,True,True,0.17673184531285246,,,,,,,,,,,,,,,F-II,BNN + R,True,4;0;1;2;1;3;-1;3;0;1;0;0;2;3;4;1,0.0,-0.5579925127635762,0.5162588693712227,3,8,,1.0,7.0,8.0,none,25.441499979933724,max_iterations,300.0,805.094439719159,0.00971194703521579,0.0006528398154224845,0.027496000045119613,dynamic_average_consensus,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,fii_logit_R,,,,,690.8355530450818,0.0,,5.297969362969077,,,,,40200,1608000,87.03860000241548,,,,,,,True,,,True,,100500.0,OPTIMAL,588.653020039372,,0.0,0.0218042000196874,True,True,0.1735870360418356,,,,,,,,,,,,,,,F-II,Logit + R,True,3;0;1;2;1;0;4;-1;3;1;0;0;2;3;4;1,0.0,-0.554882321596433,0.6558917825262132,3,8,,1.0,7.0,8.0,none,21.194000000832602,max_iterations,300.0,797.2912032206843,0.012151998500425578,0.0009613583547126226,0.017802566898166575,dynamic_average_consensus,,,,
SP1_N4_CROSS_FAMILY_v3_SMOKE,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.85:cv0.35:r12,clustered-p0.85-r12,2987381468,clustered,16,5,0.35,0.85,medium,fii_replicator_R,,,,,699.0531311122852,0.0,,7.256510610554352,,,,,40200,1608000,64.54249998205341,,,,,,,True,,,True,,100500.0,OPTIMAL,588.653020039372,,0.0,0.0218042000196874,True,True,0.18754700530633328,,,,,,,,,,,,,,,F-II,Replicator + R,True,2;0;1;2;1;3;4;3;0;1;0;-1;0;3;4;1,0.0,-0.6137376144589003,2.142894849276752,2,9,,1.0,8.0,9.0,none,24.866299994755536,max_iterations,300.0,799.7859329078442,0.023047789968441378,0.0008145820601450273,0.32277252543097945,dynamic_average_consensus,,,,
