scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,assignment_cost_mean,assignment_cost_std,coalition_success_rate_mean,coalition_success_rate_std,communication_messages_mean,communication_messages_std,demand_satisfaction_ratio_mean,demand_satisfaction_ratio_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_arrival_time_s_mean,estimated_arrival_time_s_std,max_assigned_travel_distance_m_mean,max_assigned_travel_distance_m_std,mean_assigned_travel_distance_m_mean,mean_assigned_travel_distance_m_std,optimality_gap_vs_oracle_mean,optimality_gap_vs_oracle_std,priority_regret_mean,priority_regret_std,robots_overassigned_mean,robots_overassigned_std,robots_underassigned_mean,robots_underassigned_std,runtime_ms_mean,runtime_ms_std,served_load_rate_mean,served_load_rate_std,travel_distance_m_mean,travel_distance_m_std
balanced_demand,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,12,38.68229376998823,12.081706179183765,0.8888888888888888,0.16412198797244365,21.0,3.1333978072025612,0.9375000000000001,0.09484836382991602,193.41146884994114,60.408530895918815,17.30947450947772,3.011958363532,11.251158431160519,1.9577729362958,5.559730254531515,1.2853460551736875,9.93194613774005e-18,3.4405270657206493e-17,0.0,0.0,0.3333333333333333,0.49236596391733095,0.4166666666666667,0.6685579234215214,1.435358348923425,0.6155439311213152,0.8888888888888888,0.16412198797244365,38.68229376998823,12.081706179183765
balanced_demand,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,12,40.472138714244764,13.523352436295857,0.8888888888888888,0.16412198797244365,21.0,3.1333978072025612,1.0,0.0,202.3606935712239,67.61676218147926,19.252449980162623,4.9690628828986405,12.514092487105707,3.229890873884116,5.733880295847489,1.435216434463465,0.08180381472213653,0.13683037437528955,0.11333333333333333,0.21943453500193433,0.0,0.0,0.0,0.0,0.14677500197043022,0.05762887013059152,0.8888888888888888,0.16412198797244365,40.472138714244764,13.523352436295857
balanced_demand,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,12,34.07794341673168,10.298121580923825,0.75,0.20719385350268704,21.0,3.1333978072025612,0.9375,0.07845573930760597,170.38971708365838,51.49060790461912,15.737308391395324,3.4368161793795,10.229250454406962,2.233930516596675,5.127888118682832,1.0893602936277946,0.2560600055862864,0.251552127977326,0.9291666666666666,0.9484289241911721,0.0,0.0,0.4166666666666667,0.5149286505444373,0.71230834388795,0.19894568830237253,0.75,0.20719385350268704,34.07794341673168,10.298121580923825
balanced_demand,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,12,38.743804010048564,12.03813855581277,0.8888888888888888,0.16412198797244365,21.0,3.1333978072025612,0.9375000000000001,0.09484836382991602,193.7190200502428,60.19069277906384,17.338812235810966,3.037540186460771,11.27022795327713,1.9744011211995014,5.569981961208238,1.2817064167632837,0.0008324996610643227,0.0028838634204945155,0.0,0.0,0.3333333333333333,0.49236596391733095,0.4166666666666667,0.6685579234215214,8.520808381338915,1.6603530350893765,0.8888888888888888,0.16412198797244365,38.743804010048564,12.03813855581277
balanced_demand,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,12,38.68229376998823,12.081706179183765,0.8888888888888888,0.16412198797244365,21.0,3.1333978072025612,0.9375000000000001,0.09484836382991602,193.41146884994114,60.408530895918815,17.30947450947772,3.011958363532,11.251158431160519,1.9577729362958,5.559730254531515,1.2853460551736875,9.93194613774005e-18,3.4405270657206493e-17,0.0,0.0,0.3333333333333333,0.49236596391733095,0.4166666666666667,0.6685579234215214,1.5218416616941493,0.5996623256344786,0.8888888888888888,0.16412198797244365,38.68229376998823,12.081706179183765
balanced_demand,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,12,40.92471011577782,13.685838043733538,0.861111111111111,0.22285264114050715,21.0,3.1333978072025612,1.0,0.0,204.6235505788891,68.42919021866771,19.424972649483006,4.548271015262994,12.626232222163955,2.956376159920946,5.809080465773714,1.4968121704325317,0.16857147511266038,0.30104236062110773,0.32,0.6315493214742183,0.0,0.0,0.0,0.0,0.7022000111949941,0.36336973447382637,0.861111111111111,0.22285264114050715,40.92471011577782,13.685838043733538
balanced_demand,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,12,41.4293730825105,13.348077026659224,0.861111111111111,0.22285264114050715,21.0,3.1333978072025612,1.0,0.0,207.14686541255256,66.74038513329613,19.8588135966455,4.181630616918298,12.908228837819577,2.7180599009968938,5.893190960229162,1.473929938739965,0.17645895616993215,0.30040221382707605,0.32,0.6315493214742183,0.0,0.0,0.0,0.0,0.6226166636527827,0.2819894458136798,0.861111111111111,0.22285264114050715,41.4293730825105,13.348077026659224
monte_carlo,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,3,35.02273911438184,15.917549707322351,0.8666666666666667,0.23094010767585033,30.0,26.153393661244042,0.8666666666666667,0.23094010767585033,175.11369557190923,79.58774853661178,13.087738956029925,1.762012619585686,8.507030321419453,1.1453082027306958,5.252811112501587,1.2639525129622724,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,2.0,3.4641016151377544,9.403266672355434,13.864410329644002,0.8666666666666667,0.23094010767585033,35.02273911438184,15.917549707322351
monte_carlo,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,3,41.38620142343682,24.77281455213962,0.8666666666666667,0.23094010767585033,8.333333333333334,5.686240703077327,0.9333333333333332,0.11547005383792512,206.93100711718412,123.86407276069812,15.775701101509805,4.853330454484909,10.254205715981373,3.15466479541519,5.522453677069855,1.209613665790419,0.05885194663211541,0.09972620416753392,0.033333333333333805,0.0577350269189634,0.0,0.0,1.0,1.7320508075688772,0.3513000362242262,0.3125930470482588,0.8666666666666667,0.23094010767585033,41.38620142343682,24.77281455213962
monte_carlo,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,3,41.32913660821854,24.776817737653563,0.8666666666666667,0.23094010767585033,8.333333333333334,5.686240703077327,0.9333333333333332,0.11547005383792512,206.64568304109267,123.88408868826785,15.1253840053676,5.113261109985961,9.831499603488941,3.3236197214908745,5.512942874533475,1.1955902409360124,0.05799878883647197,0.10045684904222807,0.033333333333333805,0.0577350269189634,0.0,0.0,1.0,1.7320508075688772,0.9553666459396482,0.42672698659186953,0.8666666666666667,0.23094010767585033,41.32913660821854,24.776817737653563
