experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,demand_ratio,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,coalition_success_rate,coalition_time,communication_messages,demand_satisfaction_ratio,energy_proxy_wh,estimated_arrival_time_s,idle_robots,max_assigned_travel_distance_m,mean_assigned_travel_distance_m,method_file_tag,method_title,optimality_gap_vs_oracle,oracle_reward,oracle_runtime_ms,priority_regret,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches,travel_distance_m
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,17.356334737475763,4.17,1.0,1.0,18,1.0,86.78167368737881,11.907461236216701,3,7.739849803540856,5.785444912491921,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0184374869337186,4.17,1.9502000650390983,0.0,0,0,0.08869997691363096,1.0,0,17.356334737475763
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.115782863169972,4.17,1.0,1.0,18,1.0,80.57891431584986,10.073563172890477,3,6.547816062378811,5.371927621056657,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,4.17,1.9502000650390983,0.0,0,0,1.9993999740108848,1.0,0,16.115782863169972
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.164300996313717,4.17,1.0,1.0,18,1.0,80.82150498156858,11.159404079625869,3,7.253612651756815,5.388100332104572,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],0.0007210923335122924,4.17,1.9502000650390983,0.0,0,0,0.35669992212206125,1.0,0,16.164300996313717
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.164300996313717,4.17,1.0,1.0,18,1.0,80.82150498156858,11.159404079625869,3,7.253612651756815,5.388100332104572,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],0.0007210923335122924,4.17,1.9502000650390983,0.0,0,0,0.2538999542593956,1.0,0,16.164300996313717
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,6,3,0.5,False,inf,3,17.356334737475763,4.17,1.0,1.0,18,1.0,86.78167368737881,11.907461236216701,3,7.739849803540856,5.785444912491921,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],0.0184374869337186,4.17,1.9502000650390983,0.0,0,0,1.024700002744794,1.0,0,17.356334737475763
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,6,3,0.5,False,inf,3,16.164300996313717,4.17,1.0,1.0,18,1.0,80.82150498156858,11.159404079625869,3,7.253612651756815,5.388100332104572,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],0.0007210923335122924,4.17,1.9502000650390983,0.0,0,0,16.741700004786253,1.0,0,16.164300996313717
SP1_MC_smoke,under_demand,under_demand_v00,2000,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.115782863169972,4.17,1.0,1.0,18,1.0,80.57891431584986,10.073563172890477,3,6.547816062378811,5.371927621056657,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0.0,4.17,1.9502000650390983,0.0,0,0,1.9502000650390983,1.0,0,16.115782863169972
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0,4.17,3.586099948734045,0.0,0,0,0.15670002903789282,1.0,0,7.770114335180064
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,4.17,3.586099948734045,0.0,0,0,3.6140000447630882,1.0,0,7.770114335180064
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],0.0,4.17,3.586099948734045,0.0,0,0,0.46909996308386326,1.0,0,7.770114335180064
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],0.0,4.17,3.586099948734045,0.0,0,0,0.42209995444864035,1.0,0,7.770114335180064
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],0.0,4.17,3.586099948734045,0.0,0,0,1.0426000226289034,1.0,0,7.770114335180064
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],0.0,4.17,3.586099948734045,0.0,0,0,9.299500030465424,1.0,0,7.770114335180064
SP1_MC_smoke,under_demand,under_demand_v01,2000,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0.0,4.17,3.586099948734045,0.0,0,0,3.586099948734045,1.0,0,7.770114335180064
