experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,method_variant,load_id,status,assigned_capacity_kg,assigned_robot_ids,assigned_robots,capacity_deficit_kg,load_index,mass_kg,method_comparison_group,method_file_tag,method_title,required_capacity_kg,required_robots,reward,robot_deficit,robot_surplus
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-03,OK,25.0,amr-01,1,0.0,3,19.676447012568616,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-01,OK,25.0,amr-02,1,0.0,1,22.470640601169922,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-02,OK,25.0,amr-06,1,0.0,2,22.679937536360143,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-03,OK,25.0,amr-01,1,0.0,3,19.676447012568616,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-02,OK,25.0,amr-02,1,0.0,2,22.679937536360143,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],22.679937536360143,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v00,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-03,OK,25.0,amr-03,1,0.0,3,19.676447012568616,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],19.676447012568616,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],22.609668989074336,1,1.35,0,0
