experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,method_variant,load_id,status,assigned_capacity_kg,assigned_robot_ids,assigned_robots,capacity_deficit_kg,load_index,mass_kg,method_comparison_group,method_file_tag,method_title,required_capacity_kg,required_robots,reward,robot_deficit,robot_surplus
SP1_MC_smoke,under_demand,under_demand_v00,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,OK,25.0,amr-06,1,0.0,1,22.470640601169922,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.470640601169922,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-01,OK,31.43847048714212,amr-06,1,0.0,1,22.609668989074336,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],22.609668989074336,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-02,OK,23.944032080456008,amr-05,1,0.0,2,23.7207123540552,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],23.7207123540552,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v01,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-03,OK,22.07201129182707,amr-04,1,0.0,3,19.57237114276456,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],19.57237114276456,1,1.4300000000000002,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,OK,25.0,amr-03,1,0.0,1,21.38770455225814,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-02,OK,25.0,amr-04,1,0.0,2,22.208408319018613,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-03,OK,50.0,amr-01 amr-02,2,0.0,3,45.22977834434138,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-02,OK,25.0,amr-01,1,0.0,2,22.208408319018613,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-03,OK,50.0,amr-02 amr-04,2,0.0,3,45.22977834434138,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-01,OK,25.0,amr-06,1,0.0,1,21.38770455225814,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],21.38770455225814,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-02,OK,25.0,amr-04,1,0.0,2,22.208408319018613,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],22.208408319018613,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v02,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-03,OK,50.0,amr-01 amr-02,2,0.0,3,45.22977834434138,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],45.22977834434138,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,UNDER,19.767114021909894,amr-06,1,2.649984941750038,1,22.41709896365993,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-02,UNDER,19.18522635961553,amr-04,1,3.6442247317692917,2,22.829451091384822,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-03,OK,48.45779618152318,amr-02 amr-05,2,0.0,3,45.29656031255422,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],45.29656031255422,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-01,OVER,49.415468352195816,amr-02 amr-06,2,0.0,1,22.41709896365993,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],22.41709896365993,1,1.35,0,1
SP1_MC_smoke,under_demand,under_demand_v03,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-02,OVER,46.93216012657284,amr-03 amr-05,2,0.0,2,22.829451091384822,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],22.829451091384822,1,1.3900000000000001,0,1
SP1_MC_smoke,under_demand,under_demand_v03,2000,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-03,OK,45.49155340158218,amr-01 amr-04,2,0.0,3,45.29656031255422,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],45.29656031255422,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-01,OK,29.648354330285922,amr-02,1,0.0,1,22.41709896365993,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-02,OK,28.12271827533558,amr-03,1,0.0,2,22.829451091384822,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_cardinality_capacity,model_based,decentralized,proposed,primal_dual_capacity,load-03,OVER,64.30099525281943,amr-01 amr-04 amr-05,3,0.0,3,45.29656031255422,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],45.29656031255422,2,1.78,0,1
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-01,OK,29.648354330285922,amr-02,1,0.0,1,22.41709896365993,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-02,OK,28.12271827533558,amr-03,1,0.0,2,22.829451091384822,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,primal_dual_wrench_market,model_based,decentralized,proposed,primal_dual_wrench_proxy,load-03,OVER,64.30099525281943,amr-01 amr-04 amr-05,3,0.0,3,45.29656031255422,proposed_model_based_variation,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],45.29656031255422,2,1.78,0,1
SP1_MC_smoke,under_demand,under_demand_v03,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-01,UNDER,19.767114021909894,amr-06,1,2.649984941750038,1,22.41709896365993,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],22.41709896365993,1,1.35,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-02,UNDER,19.18522635961553,amr-04,1,3.6442247317692917,2,22.829451091384822,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],22.829451091384822,1,1.3900000000000001,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,imitation_oracle,data_driven,decentralized,baseline,oracle_imitation_linear,load-03,OK,48.45779618152318,amr-02 amr-05,2,0.0,3,45.29656031255422,data_driven_baseline,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],45.29656031255422,2,1.78,0,0
SP1_MC_smoke,under_demand,under_demand_v03,2000,mappo_recruitment,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,load-01,OVER,49.415468352195816,amr-02 amr-06,2,0.0,1,22.41709896365993,proposed_data_driven_variation,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],22.41709896365993,1,1.35,0,1
