candidate_id,source,query,relation
CE638A71EE972,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
CB081105ABC54,openalex;openalex_snowball,SB_F_CE7932A8945FD,possible_duplicate_100.0
CE63A1EFADF05,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C7E8532442057,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C8EDE4933A448,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C9A7FECA13F90,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C88CF9B3DC3F2,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
CCBF39B04A69E,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
CE2A5DF5F7E0F,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C58D94CEA1533,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C35B5E9E1403D,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C43C24301902D,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C00F68309B603,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
CD0F429787603,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C129CCA4A1941,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
CDFAE33E68A7F,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
CDC8254E6706A,openalex;openalex_snowball,SB_F_CE7932A8945FD,discovered
C845041BA27F7,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C145F7B7EA1EF,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CBC46F50D7147,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C46EDCCD76731,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C9E8F76EF0BCF,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C21861605B739,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C408473F9FC6A,openalex;openalex_snowball,SB_B_C8620A2DF94BF;SB_B_CDB5890569C65,discovered
C220719E72746,openalex;openalex_snowball,SB_B_C8620A2DF94BF;SB_B_CDB5890569C65;SB_B_CCE288522BB14,discovered
CA593E3457FAB,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CB0896E8E7F0E,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C338B710ADB6A,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C23321E2E41F3,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CBF57C473FA24,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C192B5B59DFB3,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CDB3C503E88F4,openalex;openalex_snowball,SB_B_C8620A2DF94BF;SB_B_CDB5890569C65,discovered
C982FC19627C0,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C1E9E3855712E,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C6A69C90351AA,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CBDCBD0E0D754,openalex;openalex_snowball,SB_B_C8620A2DF94BF,possible_duplicate_97.4
C463E147010C7,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C840E0F305525,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CA707C5881034,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C959B826CC1F5,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CCF0E47EAABE6,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CEF5847D8E8F1,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C54230CF75E44,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CE9B5194F1180,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CDE37C2FC4D88,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CBE1688409104,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CB21936FFD601,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C800A2A635C33,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CFF00F1003C6D,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C6616CF80C5C2,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C6A7CB5F7D897,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CA3A57A7192C4,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C1E0CF3627C14,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C1EB8F6F4B693,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C292F161C5A64,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CBA3778710D4C,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CAE2BDFE207E9,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C13E8602E70E0,openalex;openalex_snowball,SB_B_C8620A2DF94BF;SB_B_CDB5890569C65,discovered
CB3A968E3DD24,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CD2039684761C,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CEFD7C8AAFD1D,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C2C39A78D55AD,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C46EDCCD76731,openalex;openalex_snowball,SB_B_C8620A2DF94BF,possible_duplicate_94.5
C7931B4CE3EA4,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
CD63122A5F116,openalex;openalex_snowball,SB_B_C8620A2DF94BF;SB_B_CCE288522BB14;SB_B_C8E065E4F2D01,discovered
CF197E8AB222B,openalex;openalex_snowball,SB_B_C8620A2DF94BF,discovered
C914887E362E1,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CB3F853149F9C,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C34D66FD9B816,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CE0C748A20730,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CB519E50A7942,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C2A4C241C5C92,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C92D77FC2D721,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C9AC3F7B9BD16,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C5586A15723BD,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C864CB0643301,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CC6A105ED3EA4,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CC6CAA474A457,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C8029B7EAE388,openalex;openalex_snowball,SB_F_C8620A2DF94BF;SB_F_CD617355078E3,discovered
C0D701AF7C278,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C117CF74D4716,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C509BD7E6211A,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C2B4145EA2DC6,openalex;openalex_snowball,SB_F_C8620A2DF94BF;SB_F_C614266B62F30,discovered
CADD0FA582124,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CB1C2C6018338,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CE2123ED58276,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
CD32B733F3A7D,openalex;openalex_snowball,SB_F_C8620A2DF94BF,discovered
C69E125EBDE2F,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C279B35E54329,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C2C8524B40F85,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C8D09B1C3C8EB,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C05AEE3A274A0,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C695467310F82,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C80D34C3CD5E7,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C93BE21E9DC76,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CF1B9AE6673AE,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CE8F0386D8DE0,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C8FB24A51BC84,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C233326523BB6,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C590456CBE3F4,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C9B137BA3163A,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C073B2F35DBFB,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CFCE9CB06B674,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C0E3FD3D3367F,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C622085F83544,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C96F22F11CA9B,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C334DA7A7B13D,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C929512A39BBE,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C4C3862B3F941,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C79844B3790F5,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C20983FB02AAB,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CD57E474F816F,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CA825689FF915,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CCEDAD1480477,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C9C7CA45E2F75,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C1A89DB4BF5B4,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C3226EB242E8F,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CA554C274879F,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CAD6A2D9C51CF,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C6BD3ECC7F724,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CE4F90E600F4F,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C1618CE42E2F4,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C07771888DFB5,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C5FB5C90474EF,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CFA3784D073B4,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C7B5FC5EDDBDD,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CDD81D77A8A33,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CA7CA2DA0134D,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C9ECEBDA4B3D9,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C80F4A49C2981,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CC775E57AEF73,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CFB8210554A17,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C883322E7C26C,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C17C6FB693208,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C502596C1F6A1,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
CA6ABFC159020,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C40BE27C136D3,openalex;openalex_snowball,SB_B_CF6F8F5117640,discovered
C3104493F5E47,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C9B7BDBF92DDF,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C1F7C19454CB7,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C64C0E1317E98,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C8665BEEB9CD9,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C247B317F9D31,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CFCF993D91798,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C60D13F444D2E,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C60446DCEDFF3,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CB33C25CCE1A6,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CAC103E9AA524,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CA5DA63AFA1C7,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C706045FEC52A,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CF518648F784F,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CFD9400F30535,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CA66F33079458,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C909AA8FEE632,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C247B317F9D31,openalex;openalex_snowball,SB_F_CF6F8F5117640,possible_duplicate_100.0
CEB2FEC520961,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C143AE58479CA,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CD8755A449771,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C16AD93DE0DBE,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
CB1754C92B92D,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C3C733E57E35F,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C027474955658,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C702172A2A59A,openalex;openalex_snowball,SB_F_CF6F8F5117640,discovered
C138D2C205621,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C0BDF432CA47E,openalex;openalex_snowball,SB_B_CE3EC521638F5;SB_B_CD617355078E3,discovered
CB2630F61E18F,openalex;openalex_snowball,SB_B_CE3EC521638F5;SB_B_CDA494F606429,discovered
CA2F59391B0D5,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CFD3FCCE87434,openalex;openalex_snowball,SB_B_CE3EC521638F5;Q12_multiagent_robotics,discovered
C384F551CACF7,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CF3EAD385D0EE,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CE05670927BEE,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C3828BC082495,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C7FB95BC93334,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CD243EB66DFE9,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C7AA66F0CC8AB,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C53D417801AED,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C34E981CCF650,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CC35DB6E3B265,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C82E2532AAAC7,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CB049A232A270,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CFD37258434D9,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C519CB5E8B316,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CB9EF4C468E86,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CD3234DECF563,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CB148EB5B2213,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C9612893D3D4D,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C76544AA5A029,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C9F06609247F1,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C87C6F0F5E71B,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C48E5AD58A8E6,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C8D8CCCAD0F01,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C172CC5886222,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C47EA77CC9DF7,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CC5C61776C652,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C2D944006CC26,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CAF7131D3E002,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C1F3616418207,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C1B75D14892A4,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CA0A757655373,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CC612CCF68896,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C28D87FB0EA53,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C625EDDD2589D,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CD542B18CB22B,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C0AD50456ED15,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C505FA5D09B40,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C751CBC3190D7,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C00C141397A52,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CC8D3588394FB,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CCD796B19915A,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
CE219BA78B2F3,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C3D5A4E1B2373,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C707603D73D65,openalex;openalex_snowball,SB_B_CE3EC521638F5,discovered
C8A63DA264A31,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C0DE20D4D707F,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C019EB785A3A4,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C043550553C11,openalex;openalex_snowball,SB_F_CE3EC521638F5;SB_F_CDA494F606429,discovered
C7DEDA979D613,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C1374B353B7A5,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C6BD72E4218E6,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CA9D169613099,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CA779C4B27DD4,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C44BF69BB2371,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C3AD96D3164FF,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CBF21F61C868F,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C9CF21CD49CEA,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CD9056FE02876,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C8A09B09003B4,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C9980F3CBF27D,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CE56C1D6A8F6F,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C4A13ADD0B2B5,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CEAD0DEAAB091,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CAA3C1C64A429,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C3149804F0695,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C20496EC2E808,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CBCA1070931A7,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
CF9E3FDF84778,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C2261323CA14E,openalex;openalex_snowball,SB_F_CE3EC521638F5,discovered
C1624197DB7F5,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CFDBACF3E7D4E,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C8B7EEFEC43B5,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C210165688EBA,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CFF84723BA80F,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CEE7830A704F9,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CC5BAA189BFA4,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C70A74C95AADE,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C433E6157E95B,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CAB50DD3B0886,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CB14B0D351A2C,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CD0C4805D863E,openalex;openalex_snowball,SB_B_CDB5890569C65;SB_B_C3B94FFBD89AD,discovered
C662DE6D9343B,openalex;openalex_snowball,SB_B_CDB5890569C65;SB_B_CDA494F606429,discovered
C1766D14E2ACD,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CE29E4801C138,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C2BAC81D6898B,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C07C4B22A3D43,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CED10661BE3A0,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C4C86D96A45D2,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CEA51645EB569,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C7748341199FB,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C4C868FAE3C37,openalex;openalex_snowball,SB_B_CDB5890569C65;SB_B_CCE288522BB14,discovered
C66F5961CD52E,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C2F91E5E11EC4,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C026C1F31E643,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C27DF0E0EFD93,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C18F75ECEAD12,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CC79E491E2C0A,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CC0DB6B4E5E7B,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C0BD95374825B,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C4C40E203C9DF,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CCE63F5ADFDBC,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C8428568D19B6,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C6CB698DEDBF4,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C8B196A28B36C,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CE2A5861156D7,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CEE1D4DEFFEDC,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C80B76CD0200A,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C16E03472A2B5,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C4DBDF4342B7B,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C6869AC4D5FD8,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
C1BA23AFC92EF,openalex;openalex_snowball,SB_B_CDB5890569C65,discovered
CF1EAD312F701,openalex;openalex_snowball,SB_B_CDB5890569C65;SB_B_CCE288522BB14,possible_duplicate_99.2
C89802BB9705F,openalex;openalex_snowball,SB_B_CDB5890569C65;SB_B_CCE288522BB14,discovered
CBB6FB3B077C6,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
CA622151EA1BC,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
CA7874FFC4359,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
CDCDE71E321D7,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C49B37EFBFCF3,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C62C8E2358408,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C7A2B089F623A,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C3DC451B21C65,openalex;openalex_snowball,SB_F_CDB5890569C65;SB_F_CDA494F606429,discovered
CD8244F33E5E9,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C17F96FA28839,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C3EB4FE9E132E,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
CAF3A11076D81,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C9763D0296BDA,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C8477C5CB172A,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C1FFE6CA1CA12,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C00D81DB6EF21,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C3405B39CCBFA,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C844BA70432F1,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C8E065E4F2D01,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C5BFC71E7E5BF,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C101FDD2A9E4E,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
CA679A0BE060D,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C6618F378B7DB,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C845DEC8560DD,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C9026E8EA4598,openalex;openalex_snowball,SB_F_CDB5890569C65,discovered
C686948969E36,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_CA9EA6431B5EC;SB_B_CA33AD7B68FB1;SB_B_C55AEC4EE9876,discovered
CEE8D04438E72,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C80B50C4AE498,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C7CB943FA8877,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C6C4F91E06A5C,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_CA9EA6431B5EC,discovered
CCF060D746CCE,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C30ABAD52DEC8,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_CA9EA6431B5EC,discovered
C6C2F302C02B1,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C154E563739B5,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
CB8AAD66A3093,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C6553FF873053,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
CF2340A16AB83,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C876703E45EDB,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_C25E04E2B42F4;SB_B_C75DFD0C9D1EF,discovered
C2A38A299F1DE,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
C06E2613B31FC,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_C981388000750,discovered
CAF4C96DF08B1,openalex;openalex_snowball,SB_B_CD4F0CFD7E495,discovered
CCE33F0F2BB32,openalex;openalex_snowball,SB_B_CD4F0CFD7E495;SB_B_C981388000750,discovered
CD15D547CB3F4,openalex;openalex_snowball,SB_F_CD4F0CFD7E495,discovered
C473E56C40537,openalex;openalex_snowball,SB_F_CD4F0CFD7E495,discovered
CEF09BED0A520,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,discovered
C98BC26321A7D,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,discovered
