query_id,window_id,source,exact_query,endpoint,status,result_count,returned_count,request_hash,error,executed_at_utc
F16,primary,openaire,heterogeneous distributed coalition cooperative payload failure recovery,https://api.openaire.eu/search/publications,ok,0,0,a6c4b4ef7c15e2c648c5f22e8ee0c0a6fb30773fa888a393f87a501346f579ad,,2026-09-13T02:49:33.112276+00:00
F01,primary,dblp,multi-robot coalition formation,https://dblp.org/search/publ/api,network_blocked,0,0,2f45860923f5b6a9c8b7c720a87fc796054ea10e704b3f41098616b4c16df9ac,"ProxyError: HTTPSConnectionPool(host='dblp.org', port=443): Max retries exceeded with url: /search/publ/api?q=multi-robot+coalition+formation&h=25&f=0&format=json (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=9): Failed to establish a new connection: [WinError 10061] No se puede establecer una conexión ya que el equipo de destino denegó expresamente dicha conexión"")))",2026-09-13T02:49:35.155806+00:00
F02,primary,dblp,heterogeneous multi-robot task allocation,https://dblp.org/search/publ/api,network_blocked,0,0,d8bd88a144500808fff95df7152fb89fe0568e4a46e7ad0230b6d7c69c49a725,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.156952+00:00
F03,primary,dblp,game theoretic multi-robot task allocation,https://dblp.org/search/publ/api,network_blocked,0,0,c4e6172d098495320e713d6788ba4cafea9a28bbee540dcab778e9e33bf9651b,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.157693+00:00
F03,foundational,dblp,game theoretic multi-robot task allocation,https://dblp.org/search/publ/api,network_blocked,0,0,c4e6172d098495320e713d6788ba4cafea9a28bbee540dcab778e9e33bf9651b,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.158256+00:00
F04,primary,dblp,distributed auction consensus multi-robot task allocation,https://dblp.org/search/publ/api,network_blocked,0,0,2f08c2fa1f64269000088cdbe9713c5e8211c0f70b44a95b4e3301a4f76f9799,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.158772+00:00
F05,primary,dblp,multi-robot cooperative payload transport,https://dblp.org/search/publ/api,network_blocked,0,0,ba57acd83c58c751e084b7db2474b3fe45b7e38635bae7426b6dd7a73896693d,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.159267+00:00
F05,foundational,dblp,multi-robot cooperative payload transport,https://dblp.org/search/publ/api,network_blocked,0,0,ba57acd83c58c751e084b7db2474b3fe45b7e38635bae7426b6dd7a73896693d,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.159746+00:00
F06,primary,dblp,multi-robot shared load object transport,https://dblp.org/search/publ/api,network_blocked,0,0,879480d1cccf3500a33976fbc1dc3cca7a0b294678e22bc9f4b2cffa1000f5df,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.160213+00:00
F07,primary,dblp,multi-robot non-prehensile transport caging pushing,https://dblp.org/search/publ/api,network_blocked,0,0,3d4b62514d92ce71df97ad5b7699f3789f1677b1fc02f5aa27baac38a4390f83,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.160811+00:00
F07,foundational,dblp,multi-robot non-prehensile transport caging pushing,https://dblp.org/search/publ/api,network_blocked,0,0,3d4b62514d92ce71df97ad5b7699f3789f1677b1fc02f5aa27baac38a4390f83,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.161292+00:00
F08,primary,dblp,multi-robot wrench contact force feasibility payload,https://dblp.org/search/publ/api,network_blocked,0,0,99e541d2378acf21011b1b9795adf16b40b6219a8869e5ef823e50fbe7f358ca,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.161781+00:00
F08,foundational,dblp,multi-robot wrench contact force feasibility payload,https://dblp.org/search/publ/api,network_blocked,0,0,99e541d2378acf21011b1b9795adf16b40b6219a8869e5ef823e50fbe7f358ca,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.162274+00:00
F09,primary,dblp,distributed multi-robot formation docking cooperative transport,https://dblp.org/search/publ/api,network_blocked,0,0,297771ec4ac64557bf3ac13f5f3976e4988493af1228cd0257e108a7bf3a3828,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.162768+00:00
F09,foundational,dblp,distributed multi-robot formation docking cooperative transport,https://dblp.org/search/publ/api,network_blocked,0,0,297771ec4ac64557bf3ac13f5f3976e4988493af1228cd0257e108a7bf3a3828,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.163224+00:00
F10,primary,dblp,decentralized leaderless multi-robot cooperative transport,https://dblp.org/search/publ/api,network_blocked,0,0,d6742c07f7b835b18df95e2b037df9f6be144f36bf9ac03f8637e66771b0f5dd,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.163669+00:00
F10,foundational,dblp,decentralized leaderless multi-robot cooperative transport,https://dblp.org/search/publ/api,network_blocked,0,0,d6742c07f7b835b18df95e2b037df9f6be144f36bf9ac03f8637e66771b0f5dd,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.164114+00:00
F11,primary,dblp,multi-robot coordination packet loss delay switching topology,https://dblp.org/search/publ/api,network_blocked,0,0,cf87eb6cfe1d55ab9413cea66b4c5c5101530541637e41d15b2783059973557d,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.164560+00:00
F12,primary,dblp,multi-robot coalition failure recovery robot replacement transport,https://dblp.org/search/publ/api,network_blocked,0,0,c95c395d75c0186e5e30147a35e074160a998091bcd6d8674c514bfb65a34b12,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.165078+00:00
F13,primary,dblp,multi-robot traffic planning carried payload warehouse,https://dblp.org/search/publ/api,network_blocked,0,0,ec65aaacf812c6d7cb940ccc470b1a56d23f425452b3106fbb52971d58027ad1,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.165559+00:00
F14,primary,dblp,multiple robot coalitions congestion coordination logistics,https://dblp.org/search/publ/api,network_blocked,0,0,05e6bb7c59ae4e041b2fc98deb06b2636dac1ac27a54307f7b12d4452de5efc5,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.166025+00:00
F15,primary,dblp,heterogeneous robot capability heterogeneous load coalition,https://dblp.org/search/publ/api,network_blocked,0,0,b87815dfe43aac13641ea26001dfa4caf2162caeaf71164823531526c2a562b2,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.166540+00:00
F16,primary,dblp,heterogeneous distributed coalition cooperative payload failure recovery,https://dblp.org/search/publ/api,network_blocked,0,0,8dc21cf5b3255b792a3353b6566a88f05dbf2a0d9bc480739fcf85193d6eb798,provider circuit breaker open after a connection failure,2026-09-13T02:49:35.167034+00:00
F01,primary,doaj,multi-robot coalition formation,https://doaj.org/api/search/articles/multi-robot%20coalition%20formation,ok,6,6,09054732b09c3b9c7de6aaa9c355f10c1cc865c96680e0300203d0c7254c6b5b,,2026-09-13T02:49:35.169262+00:00
F02,primary,doaj,heterogeneous multi-robot task allocation,https://doaj.org/api/search/articles/heterogeneous%20multi-robot%20task%20allocation,ok,31,25,12efa7dbe1175c73747a72c2b2a0b6c863d61e01553af31e51f698038df21499,,2026-09-13T02:49:35.175911+00:00
F03,primary,doaj,game theoretic multi-robot task allocation,https://doaj.org/api/search/articles/game%20theoretic%20multi-robot%20task%20allocation,ok,0,0,edc5f872cf33ab4315d907dfd30457a58012289c2f5a4f588cb9afc9ba5c7c00,,2026-09-13T02:49:35.177237+00:00
F03,foundational,doaj,game theoretic multi-robot task allocation,https://doaj.org/api/search/articles/game%20theoretic%20multi-robot%20task%20allocation,ok,0,0,edc5f872cf33ab4315d907dfd30457a58012289c2f5a4f588cb9afc9ba5c7c00,,2026-09-13T02:49:35.178179+00:00
F04,primary,doaj,distributed auction consensus multi-robot task allocation,https://doaj.org/api/search/articles/distributed%20auction%20consensus%20multi-robot%20task%20allocation,ok,0,0,02cce1361287a379940b1287cee3e9c5869cc116087df8fa71684909dfdef2ab,,2026-09-13T02:49:35.179115+00:00
F05,primary,doaj,multi-robot cooperative payload transport,https://doaj.org/api/search/articles/multi-robot%20cooperative%20payload%20transport,ok,1,1,06d251bb937daf463f09350cc57904e838041967c15cb836c067fd5ac965e7ad,,2026-09-13T02:49:35.180214+00:00
F05,foundational,doaj,multi-robot cooperative payload transport,https://doaj.org/api/search/articles/multi-robot%20cooperative%20payload%20transport,ok,1,1,06d251bb937daf463f09350cc57904e838041967c15cb836c067fd5ac965e7ad,,2026-09-13T02:49:35.181326+00:00
F06,primary,doaj,multi-robot shared load object transport,https://doaj.org/api/search/articles/multi-robot%20shared%20load%20object%20transport,ok,1,1,16bb73638992d1bd0268b1b96420810c8519dc8e1b1c01d96c55c108eb872533,,2026-09-13T02:49:35.182420+00:00
F07,primary,doaj,multi-robot non-prehensile transport caging pushing,https://doaj.org/api/search/articles/multi-robot%20non-prehensile%20transport%20caging%20pushing,ok,0,0,7c9e297940266097a7262031f7f649fb2758290deacd31ee61819c8d39caabb1,,2026-09-13T02:49:35.183287+00:00
F07,foundational,doaj,multi-robot non-prehensile transport caging pushing,https://doaj.org/api/search/articles/multi-robot%20non-prehensile%20transport%20caging%20pushing,ok,0,0,7c9e297940266097a7262031f7f649fb2758290deacd31ee61819c8d39caabb1,,2026-09-13T02:49:35.184137+00:00
F08,primary,doaj,multi-robot wrench contact force feasibility payload,https://doaj.org/api/search/articles/multi-robot%20wrench%20contact%20force%20feasibility%20payload,ok,0,0,a9ae2f9d76e407751f3e2342bbcc39e972c12cb6c42dd60b0e0d7de18b7ab4fa,,2026-09-13T02:49:35.185033+00:00
F08,foundational,doaj,multi-robot wrench contact force feasibility payload,https://doaj.org/api/search/articles/multi-robot%20wrench%20contact%20force%20feasibility%20payload,ok,0,0,a9ae2f9d76e407751f3e2342bbcc39e972c12cb6c42dd60b0e0d7de18b7ab4fa,,2026-09-13T02:49:35.185910+00:00
F09,primary,doaj,distributed multi-robot formation docking cooperative transport,https://doaj.org/api/search/articles/distributed%20multi-robot%20formation%20docking%20cooperative%20transport,ok,0,0,ff4ee69b1c93137b37543762070edaa4931114817a5feed3e100e3691670f321,,2026-09-13T02:49:35.186828+00:00
F09,foundational,doaj,distributed multi-robot formation docking cooperative transport,https://doaj.org/api/search/articles/distributed%20multi-robot%20formation%20docking%20cooperative%20transport,ok,0,0,ff4ee69b1c93137b37543762070edaa4931114817a5feed3e100e3691670f321,,2026-09-13T02:49:35.187668+00:00
F10,primary,doaj,decentralized leaderless multi-robot cooperative transport,https://doaj.org/api/search/articles/decentralized%20leaderless%20multi-robot%20cooperative%20transport,ok,0,0,19217f9e3bf64237a360d0d6aeb8618326bd40f301ddbf643f4c0eac7a91d376,,2026-09-13T02:49:35.188518+00:00
F10,foundational,doaj,decentralized leaderless multi-robot cooperative transport,https://doaj.org/api/search/articles/decentralized%20leaderless%20multi-robot%20cooperative%20transport,ok,0,0,19217f9e3bf64237a360d0d6aeb8618326bd40f301ddbf643f4c0eac7a91d376,,2026-09-13T02:49:35.216166+00:00
F11,primary,doaj,multi-robot coordination packet loss delay switching topology,https://doaj.org/api/search/articles/multi-robot%20coordination%20packet%20loss%20delay%20switching%20topology,ok,0,0,34f784721882e818f278a21a5fbca566d13c12b8c85d14ad87bec9e7a3596e63,,2026-09-13T02:49:35.217365+00:00
F12,primary,doaj,multi-robot coalition failure recovery robot replacement transport,https://doaj.org/api/search/articles/multi-robot%20coalition%20failure%20recovery%20robot%20replacement%20transport,ok,0,0,ee80ea39279a5741cab3aaf567f330a18debff3061918a3d5e42ff38baf279bd,,2026-09-13T02:49:35.218329+00:00
F13,primary,doaj,multi-robot traffic planning carried payload warehouse,https://doaj.org/api/search/articles/multi-robot%20traffic%20planning%20carried%20payload%20warehouse,ok,0,0,f9fa2f00f787196c74d5b912b7df02390a39274b70f5eb6c2d79700ecc961ac1,,2026-09-13T02:49:35.219266+00:00
F14,primary,doaj,multiple robot coalitions congestion coordination logistics,https://doaj.org/api/search/articles/multiple%20robot%20coalitions%20congestion%20coordination%20logistics,ok,0,0,09f4c811f9d4c4699135700f6794eefe8598f51fa316998ada2c48cf49c61f1c,,2026-09-13T02:49:35.220159+00:00
F15,primary,doaj,heterogeneous robot capability heterogeneous load coalition,https://doaj.org/api/search/articles/heterogeneous%20robot%20capability%20heterogeneous%20load%20coalition,ok,0,0,de52dd29b6acfd456bb352226ba76123d2474e4a32d8cadc53b3b181bdb1072b,,2026-09-13T02:49:35.221115+00:00
F16,primary,doaj,heterogeneous distributed coalition cooperative payload failure recovery,https://doaj.org/api/search/articles/heterogeneous%20distributed%20coalition%20cooperative%20payload%20failure%20recovery,ok,0,0,87a33cae4637a99a397a265fe5632b6c5ce63ea83fa8495126a0013254077bbc,,2026-09-13T02:49:35.222016+00:00
