load_log,max_sim_duration,method,passed,plain_hash,recorded_hash,robot_log,scenario,seed
results/trajectories/_sanity/loads_abundance_smith_full_2026.parquet,180.0,smith_full,True,e920c2d3135ceed4,e920c2d3135ceed4,results/trajectories/_sanity/trajectory_abundance_smith_full_2026.parquet,abundance,2026
