scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_tuning_type,method_tuning_seed_count,method_tuning_validation_seed_count,method_tuning_artifact,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,capacity_success_rate_mean,served_load_rate_mean,capacity_satisfaction_ratio_mean,demand_satisfaction_ratio_mean,coalition_success_rate_mean,under_capacity_kg_mean,over_capacity_kg_mean,capacity_waste_ratio_mean,mean_capacity_margin_kg_mean,nominal_payload_assigned_kg_mean,effective_capacity_assigned_kg_mean,incomplete_capacity_kg_mean,incomplete_capacity_ratio_mean,served_capacity_alignment_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_oracle_mean,capacity_oracle_satisfaction_ratio_mean,capacity_oracle_success_rate_mean,effective_feasibility_ratio_mean,capacity_gap_vs_capacity_oracle_mean,signed_capacity_delta_vs_capacity_oracle_mean,priority_regret_mean,communication_messages_mean,communication_coverage_ratio_mean,runtime_ms_mean,captured_reward_mean,oracle_reward_mean
ALL_SCENARIOS,1,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_reference_replay,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.4867521367521367,0.4867521367521367,0.5139211546398864,0.5139211546398864,0.4867521367521367,206.58720937665606,5.426198689489989,0.03014986462452826,-52.65050969651571,404.49825105477237,182.92543210971067,53.796385757726995,0.2994191928936105,0.6940054488211347,3.426282051282051,3.1698717948717947,62.09777304423264,21.99327853361809,375.27829119368056,262.98404916429376,262.98404916429376,0.0,0.0,0.0,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.028508927367660992,-0.014678332878771409,0.0,32.003846153846155,0.9329502442002442,40.84151538517266,5.286656631385664,5.286656631385664
ALL_SCENARIOS,2,centralized_capacity_milp,Centralized capacity oracle,model_based_oracle,centralized,reference,exact_effective_capacity_milp,centralized_oracle_reference,none,centralized_binary_milp_effective_capacity,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.4867521367521367,0.4867521367521367,0.5139211546398864,0.5139211546398864,0.4867521367521367,206.58720937665606,5.426198689489989,0.03014986462452826,-52.65050969651571,404.49825105477237,182.92543210971067,53.796385757726995,0.2994191928936105,0.6940054488211347,3.426282051282051,3.1698717948717947,62.09777304423264,21.99327853361809,375.27829119368056,262.98404916429376,262.98404916429376,0.0,0.0,0.0,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.028508927367660992,-0.014678332878771409,0.0,32.003846153846155,0.9329502442002442,40.936529104603835,5.286656631385664,5.286656631385664
ALL_SCENARIOS,3,capacity_oracle_reference,Pure capacity oracle reference,model_based_oracle,centralized,reference,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,none,centralized_exact_capacity_ceiling_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,,0,0,,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.22688034188034184,0.22688034188034184,0.5285994875186578,0.5285994875186578,0.22688034188034184,201.39981720428486,2.421536978986871,0.013538997177855372,-52.06587578378594,404.4946555108489,185.10816257157876,136.16814751300257,0.7325548788397989,0.26292320293180244,3.1794871794871793,2.923076923076923,59.57523936271656,21.102511321734923,360.3633405298811,251.13517249471127,262.98404916429376,-11.84887666958244,0.0,0.04872607720595742,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.0,0.0,3.0795001102885564,32.003846153846155,0.9357493894993895,11.31496967879148,2.207156521097109,5.286656631385664
ALL_SCENARIOS,4,neural_capacity_scorer,Neural capacity scorer,data_driven,decentralized,proposed,oracle_capacity_neural_scorer,proposed_data_driven_variation,supervised_oracle_imitation,distributed_neural_capacity_score_policy,local_robot_load_capacity_features,121,121,3,220,24,10,10,,0,0,,True,False,sp2-neural-capacity-imitation-v2,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.2633119658119658,0.2633119658119658,0.506593606390738,0.506593606390738,0.2633119658119658,206.52489016523273,13.542300125097398,0.07292958019631561,-50.50059038033106,405.09167205640404,191.10385275674133,123.4033069130246,0.6447425006016592,0.3215491476678976,2.3525641025641026,2.110897435897436,52.67353014231737,18.93472879169689,318.6009552692451,234.80883306168812,262.98404916429376,-28.175216102605578,0.0,0.1087384119174951,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.049905436811913645,-0.02200588112791972,2.7415844061510657,29.165384615384614,0.9530876068376068,1.0120612821386505,2.5653345407431862,5.286656631385664
ALL_SCENARIOS,5,imitation_capacity,Data-driven capacity imitation,data_driven,decentralized,baseline,oracle_capacity_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_capacity_score_policy,local_robot_load_capacity_features,8,8,1,0,24,10,10,,0,0,,False,False,sp2-imitation-capacity-linear-v2,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.21802350427350428,0.21802350427350428,0.5143624378062437,0.5143624378062437,0.21802350427350428,203.6380593877258,10.628027429124561,0.0579331171730375,-50.50871444609246,405.1139283384171,191.07641083827554,139.45281023946978,0.7235454979708038,0.2475411939772791,2.1096153846153847,1.8685897435897436,52.82584836526514,19.084650266573696,319.6412491900648,232.48604011750282,262.98404916429376,-30.49800904679089,0.0,0.11847843528740351,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.038302624079241655,-0.014237049712414029,3.2701422663409048,29.165384615384614,0.9525160256410257,0.9823282679113058,2.027474689878794,5.286656631385664
ALL_SCENARIOS,6,hungarian_capacity,Hungarian capacity expanded,classic,centralized,baseline,hungarian_capacity_expanded,classic_centralized_baseline,none,centralized_capacity_slot_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,,0,0,,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.08322649572649571,0.08322649572649571,0.5103530492323815,0.5103530492323815,0.08322649572649571,201.29186448254737,3.809445717905792,0.021775846646904875,-51.922855928149026,390.9783244381302,186.60402403223517,166.92997360296005,0.8894600349357308,0.0976431088578987,1.2865384615384616,0.7371794871794872,48.8887064104914,17.8618592435291,296.20386802340687,202.78500366732493,262.98404916429376,-60.199045496968786,0.0,0.22770691598417983,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.04073584658142623,-0.01824643828627634,4.494201770499999,32.003846153846155,0.9488710826210826,0.21821557535216785,0.7956626252954946,5.286656631385664
ALL_SCENARIOS,7,greedy_capacity_nearest,Greedy capacity nearest,classic,decentralized,baseline,nearest_capacity_greedy,classic_decentralized_baseline,none,distributed_capacity_greedy_rule,local_robot_load_distance_capacity,0,0,0,0,0,0,0,,0,0,,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.2189957264957265,0.2189957264957265,0.5101147989761066,0.5101147989761066,0.2189957264957265,204.63008008207268,10.369486247575205,0.05855201539303305,-50.83362106536629,405.0699856222409,189.82584896237927,124.74831729317849,0.6487218491290176,0.32975875790912135,2.6974358974358976,2.4551282051282053,54.4448425468982,19.448664724058027,329.5409184834993,190.0831989348921,262.98404916429376,-72.90085022940163,0.0,0.2764735477714711,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.043549608768620955,-0.018484688542551194,3.0476669890796315,29.165384615384614,0.9495413614163614,0.29794756376829284,2.337659260164328,5.286656631385664
ALL_SCENARIOS,8,replicator_capacity,Replicator capacity,model_based,decentralized,baseline,population_game_capacity,model_based_decentralized_baseline,model_based_tuning_optional,distributed_capacity_utility_rule,local_capacity_deficit_scores,0,0,4,0,0,0,0,tune_model_based,8,6,outputs\tuning\SP2\model_based\v1\best_params.yaml,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.13857905982905983,0.13857905982905983,0.5247690018553892,0.5247690018553892,0.13857905982905983,201.15055758773468,5.184646159429741,0.0302580497298664,-51.27822247379543,405.05052865028654,188.1205313685718,152.42682807175757,0.8024811120178752,0.18630558016307977,2.460897435897436,2.217948717948718,56.283118415372485,19.979735478777915,340.6029053569064,185.65648228340066,262.98404916429376,-77.32756688089307,0.0,0.2970492653148096,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.0259703025933786,-0.0038304856632685406,3.9587728022944413,29.165384615384614,0.9472977716727716,0.36396307651347554,1.3767093837407338,5.286656631385664
ALL_SCENARIOS,9,cbba_capacity,CBBA capacity auction,sota,decentralized,baseline,cbba_payload_capacity_proxy,sota_decentralized_baseline,none,distributed_payload_auction_proxy,auction_bids_capacity_deficit,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.20919871794871797,0.20919871794871797,0.5155007928572487,0.5155007928572487,0.20919871794871797,204.5172007427802,7.657301410401895,0.04329801379587371,-51.50338531286263,404.9247267411589,187.22654346449843,120.53195023934207,0.6442693437401741,0.34207837844731087,2.9288461538461537,2.6839743589743588,57.115592724147206,20.017887983765334,345.5762931150268,183.39184311000034,262.98404916429376,-79.59220605429337,0.0,0.304234094099386,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.03789791311332822,-0.013098694661409014,3.0288583980835257,29.165384615384614,0.9460538766788766,0.7820937820584871,2.3896211548373003,5.286656631385664
ALL_SCENARIOS,10,bnn_capacity,BNN capacity,model_based,decentralized,baseline,bnn_capacity_utility,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_capacity_rule,local_capacity_deficit_scores,0,0,5,0,0,0,0,tune_model_based,8,6,outputs\tuning\SP2\model_based\v1\best_params.yaml,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.12363247863247862,0.12363247863247862,0.5215919928606293,0.5215919928606293,0.12363247863247862,203.28577379219362,4.421105465490874,0.025867263868699197,-52.04075417973152,405.03443956428254,185.22177447017398,150.47538080827798,0.8106341880939104,0.18019170076174149,2.7012820512820515,2.457692307692308,59.2321634937449,20.434456421319993,358.658012049543,176.85626245405143,262.98404916429376,-86.12778671024228,0.0,0.33095346102548,0.5285994875186578,0.22688034188034184,0.5285994875186578,0.031494305211489305,-0.007007494658028455,4.0396811291953805,29.165384615384614,0.9431364468864469,0.3513668572010759,1.3046408993736738,5.286656631385664
