scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_tuning_type,method_tuning_seed_count,method_tuning_validation_seed_count,method_tuning_artifact,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,capacity_success_rate_mean,served_load_rate_mean,capacity_satisfaction_ratio_mean,demand_satisfaction_ratio_mean,coalition_success_rate_mean,under_capacity_kg_mean,over_capacity_kg_mean,capacity_waste_ratio_mean,mean_capacity_margin_kg_mean,nominal_payload_assigned_kg_mean,effective_capacity_assigned_kg_mean,incomplete_capacity_kg_mean,incomplete_capacity_ratio_mean,served_capacity_alignment_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_oracle_mean,capacity_oracle_satisfaction_ratio_mean,capacity_oracle_success_rate_mean,effective_feasibility_ratio_mean,capacity_gap_vs_capacity_oracle_mean,signed_capacity_delta_vs_capacity_oracle_mean,priority_regret_mean,communication_messages_mean,communication_coverage_ratio_mean,runtime_ms_mean,captured_reward_mean,oracle_reward_mean
balanced_capacity,bnn_capacity,BNN capacity,model_based,decentralized,baseline,bnn_capacity_utility,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_capacity_rule,local_capacity_deficit_scores,0,0,5,0,0,0,0,tune_model_based,8,6,outputs\tuning\SP2\model_based\v1\best_params.yaml,False,False,,supervised_or_static,640,0.057291666666666664,0.057291666666666664,0.5013470034460722,0.5013470034460722,0.057291666666666664,200.24351914998655,2.0724621293111283,0.009481332875879742,-58.00798187017551,430.30484344975946,199.92270511928433,170.74343864722633,0.8694500625559168,0.1271820911933992,2.625,2.6921875,64.04078930511722,20.47346190449909,389.1375009433056,155.14376191635395,239.98060503580714,-84.83684311945319,0.0,0.34571704279656645,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.027240634909910234,-0.0036163071287301034,4.258728773153588,31.5,1.0,0.3655767177406233,0.9021166732287089,5.113777064361914
balanced_capacity,capacity_oracle_reference,Pure capacity oracle reference,model_based_oracle,centralized,reference,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,none,centralized_exact_capacity_ceiling_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,,0,0,,False,False,,supervised_or_static,640,0.16848958333333333,0.16848958333333333,0.5049633105748023,0.5049633105748023,0.16848958333333333,198.31906426511506,1.1724519568705318,0.0057303248702383815,-57.6549270328346,430.30484344975946,200.94714983171525,159.27439430259284,0.7981566509971791,0.19896431673763942,3.0140625,3.08125,63.42963399192985,21.160841736538217,384.21287107652097,226.3916874259246,239.98060503580714,-13.588917609882557,0.0,0.05822593473645341,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.0,0.0,3.395822042349536,31.5,1.0,11.299780155241024,1.7179550220123772,5.113777064361914
balanced_capacity,cbba_capacity,CBBA capacity auction,sota,decentralized,baseline,cbba_payload_capacity_proxy,sota_decentralized_baseline,none,distributed_payload_auction_proxy,auction_bids_capacity_deficit,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,640,0.1484375,0.1484375,0.4988389328606191,0.4988389328606191,0.1484375,201.03941771395222,5.036343816212449,0.023745996603038246,-57.37641303112957,430.30484344975946,202.09068824221998,135.88212284089218,0.690444565253037,0.300139194736101,2.8375,2.9046875,61.725868121736404,20.04962018340572,374.61272001110916,164.76441849486883,239.98060503580714,-75.21618654093834,0.0,0.30706368815171825,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.030031630626841672,-0.006124377714183245,3.1277636504156527,31.5,1.0,0.8632054699774017,2.1211445344044186,5.113777064361914
balanced_capacity,centralized_capacity_milp,Centralized capacity oracle,model_based_oracle,centralized,reference,exact_effective_capacity_milp,centralized_oracle_reference,none,centralized_binary_milp_effective_capacity,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,640,0.4549479166666666,0.4549479166666666,0.4910742272394888,0.4910742272394888,0.4549479166666666,203.7188386746123,4.110572289843773,0.0205752844561523,-58.359981287095636,430.30484344975946,198.48549575519127,64.0336725621224,0.32775954312742,0.6670909452603728,3.3125,3.3796875,66.29361651913112,22.184073388403686,401.3430468309057,239.98060503580714,239.98060503580714,0.0,0.0,0.0,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.027286156152464297,-0.013889083335313529,0.0,31.5,1.0,39.32434625166934,5.113777064361914,5.113777064361914
balanced_capacity,greedy_capacity_nearest,Greedy capacity nearest,classic,decentralized,baseline,nearest_capacity_greedy,classic_decentralized_baseline,none,distributed_capacity_greedy_rule,local_robot_load_distance_capacity,0,0,0,0,0,0,0,,0,0,,False,False,,supervised_or_static,640,0.15885416666666666,0.15885416666666666,0.4989524010672735,0.4989524010672735,0.15885416666666666,200.55163511237345,7.514203016166796,0.036120294963266346,-56.50612563343533,430.30484344975946,205.05633004375312,142.14227507977094,0.7025941406307205,0.2803692534034951,2.5515625,2.61875,58.618272843966245,19.57413035009008,355.78130685804825,173.0627683777259,239.98060503580714,-66.91783665808124,0.0,0.2740761429584509,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.030496196246913614,-0.0060109095075288246,3.1532484936776166,31.5,1.0,0.31812968700251076,2.0355230656491514,5.113777064361914
balanced_capacity,hungarian_capacity,Hungarian capacity expanded,classic,centralized,baseline,hungarian_capacity_expanded,classic_centralized_baseline,none,centralized_capacity_slot_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,,0,0,,False,False,,supervised_or_static,640,0.042708333333333334,0.042708333333333334,0.5157846282222265,0.5157846282222265,0.042708333333333334,193.97223676047125,1.8554497831126107,0.00853258350208747,-56.223297033063524,429.79661405188125,205.97697516260115,193.91460563102038,0.9452773986623886,0.04906611727641179,0.803125,0.8578125,57.201573888473106,19.288442822730193,347.3617744373463,189.68324167822294,239.98060503580714,-50.29736335758422,0.0,0.20839557527317068,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.008553185133875008,0.01082131764742418,4.671569399141328,31.5,1.0,0.22924874665477546,0.44220766522058685,5.113777064361914
balanced_capacity,imitation_capacity,Data-driven capacity imitation,data_driven,decentralized,baseline,oracle_capacity_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_capacity_score_policy,local_robot_load_capacity_features,8,8,1,0,24,10,10,,0,0,,False,False,sp2-imitation-capacity-linear-v2,supervised_or_static,640,0.162109375,0.162109375,0.502739855254008,0.502739855254008,0.162109375,199.0173943110026,7.0688547176403445,0.034251299205504716,-56.15187640641218,430.30484344975946,206.1452225465975,162.33204225093658,0.7901758097406754,0.19100311873726009,1.796875,1.8640625,57.1109274438564,19.331504764551518,346.71723784463427,212.20012494482845,239.98060503580714,-27.780480090978664,0.0,0.11661097032061511,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.02433642301621285,-0.002223455320794257,3.504202469105556,31.5,1.0,1.0060281258120085,1.6106637809239153,5.113777064361914
balanced_capacity,local_primal_dual_capacity,Local primal-dual capacity,model_based,decentralized_local,proposed,local_primal_dual_effective_capacity,proposed_local_variation,model_based_tuning_optional,local_primal_dual_capacity_rule,radius_limited_capacity_scores,0,0,5,0,0,0,0,tune_model_based,8,6,outputs\tuning\SP2\model_based\v1\best_params.yaml,False,False,,supervised_or_static,640,0.03046875,0.03046875,0.49838842401148187,0.49838842401148187,0.03046875,201.45286975305783,0.8928789967350104,0.003932164470432729,-58.715485987234544,430.30484344975946,197.53377138363695,180.2547266061133,0.9257932853908187,0.07295503033576183,2.675,2.7421875,66.93874142484052,21.428800269420144,406.4148250097586,149.55006537497775,239.98060503580714,-90.4305396608294,0.0,0.36962907646832205,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.03331198198226991,-0.00657488656332047,4.606964734209165,31.5,1.0,1.3419089020317188,0.5307649908910429,5.113777064361914
balanced_capacity,neural_capacity_scorer,Neural capacity scorer,data_driven,decentralized,proposed,oracle_capacity_neural_scorer,proposed_data_driven_variation,supervised_oracle_imitation,distributed_neural_capacity_score_policy,local_robot_load_capacity_features,121,121,3,220,24,10,10,,0,0,,True,False,sp2-neural-capacity-imitation-v2,supervised_or_static,640,0.22395833333333331,0.22395833333333331,0.4931147508165159,0.4931147508165159,0.22395833333333331,202.9483130886403,10.91748014012512,0.051976322925281856,-56.18348634242858,430.30484344975946,206.06292919144457,140.09273036810146,0.6896696386929441,0.2840552161667936,2.065625,2.1328125,57.070637811678765,19.239568108543075,346.4201710545857,215.15354437336524,239.98060503580714,-24.82706066244189,0.0,0.1041738311462832,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.03865964869117839,-0.01184855975828646,2.7905599238048047,31.5,1.0,1.0467537493241252,2.3261250635281256,5.113777064361914
balanced_capacity,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_reference_replay,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,640,0.4549479166666666,0.4549479166666666,0.4910742272394888,0.4910742272394888,0.4549479166666666,203.7188386746123,4.110572289843773,0.0205752844561523,-58.359981287095636,430.30484344975946,198.48549575519127,64.0336725621224,0.32775954312742,0.6670909452603728,3.3125,3.3796875,66.29361651913112,22.184073388403686,401.3430468309057,239.98060503580714,239.98060503580714,0.0,0.0,0.0,0.5049633105748023,0.16848958333333333,0.5049633105748023,0.027286156152464297,-0.013889083335313529,0.0,31.5,1.0,39.40835625107866,5.113777064361914,5.113777064361914
