experiment_id,world_hash,seed,replicate,n_robots,n_loads,heterogeneity,demand_ratio,geometry,graph,lambda2,method,protocol,fitness_mode,raw_served_rate,raw_coverage_ratio,final_integer_valid,final_served_rate,final_coverage_ratio,under_capacity,over_capacity_ratio,distance_cost,objective_value,optimal_objective,normalized_regret,continuous_converged,iterations,equilibrium_residual,simplex_error,potential_initial,potential_final,potential_gain,potential_violations,messages,runtime_s
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__plain_deficit,smith,plain_deficit,0.3333333333333333,0.7731971318481022,True,1.0,1.0,0.0,0.38770918284565903,2.7275288123814896,5.046797695009481,5.094815000959838,0.009424739846552038,False,220,0.05682273746394345,2.220446049250313e-16,,,,0,36960,0.03360819979570806
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,0.3333333333333333,0.49267562574398394,True,1.0,1.0,0.0,0.22301091588280617,2.1273124880020178,5.094815000959838,5.094815000959838,0.0,False,220,0.06575270407213649,0.0,6.892163676936399,7.244994146572859,0.3528304696364595,0,36960,0.03821030003018677
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_log,smith,marginal_log,1.0,1.0,True,1.0,1.0,0.0,0.22301091588280617,2.1273124880020178,5.094815000959838,5.094815000959838,0.0,False,220,0.10448864859647733,2.220446049250313e-16,2.2869687808008794,6.66839960189659,4.3814308210957105,0,36960,0.040592100005596876
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__plain_deficit,replicator,plain_deficit,0.3333333333333333,0.3333333333333333,True,1.0,1.0,0.0,0.23055801303915993,2.130605169341913,5.0945515864526465,5.094815000959838,5.1702467536496986e-05,False,220,0.036031015614803825,0.0,,,,0,36960,0.04333280003629625
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__marginal_deficit,replicator,marginal_deficit,0.3333333333333333,0.5343650173846689,True,1.0,1.0,0.0,0.23055801303915993,2.130605169341913,5.0945515864526465,5.094815000959838,5.1702467536496986e-05,False,220,0.034720024091118185,0.0,6.91392753110468,7.113933545446834,0.20000601434215337,0,36960,0.03913069982081652
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,replicator__marginal_log,replicator,marginal_log,1.0,1.0,True,1.0,1.0,0.0,0.22301091588280617,2.1273124880020178,5.094815000959838,5.094815000959838,0.0,False,220,0.09621111931948485,1.1102230246251565e-16,2.308102414889035,6.237593708851541,3.9294912939625064,0,36960,0.03825460001826286
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__plain_deficit,erv_bnn,plain_deficit,0.3333333333333333,0.49267562574398394,True,1.0,1.0,0.0,0.23055801303915993,2.130605169341913,5.0945515864526465,5.094815000959838,5.1702467536496986e-05,False,220,0.047839197682626795,2.220446049250313e-16,,,,0,36960,0.043269700137898326
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__marginal_deficit,erv_bnn,marginal_deficit,0.3333333333333333,0.49267562574398394,True,1.0,1.0,0.0,0.23055801303915993,2.130605169341913,5.0945515864526465,5.094815000959838,5.1702467536496986e-05,False,220,0.04653968112297581,0.0,6.870440880708583,7.122229842910687,0.2517889622021041,0,36960,0.06480429996736348
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,erv_bnn__marginal_log,erv_bnn,marginal_log,1.0,1.0,True,1.0,1.0,0.0,0.22301091588280617,2.1273124880020178,5.094815000959838,5.094815000959838,0.0,False,220,0.09629500744839709,1.1102230246251565e-16,2.3611558217278135,5.654865168735371,3.293709347007557,0,36960,0.04505659989081323
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,uniform_closure,none,none,0.0,0.0,True,1.0,1.0,0.0,0.23055801303915993,2.130605169341913,5.0945515864526465,5.094815000959838,5.1702467536496986e-05,True,0,0.0,0.0,,,,0,24,0.00039139995351433754
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,random_closure,none,none,0.3333333333333333,0.570196916841517,True,1.0,1.0,0.0,0.3099279022053145,4.570389603614413,4.899368831710847,5.094815000959838,0.03836177941930574,True,0,0.0,0.0,,,,0,24,0.0004948999267071486
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,greedy_capacity,none,none,1.0,1.0,True,1.0,1.0,0.0,0.41878792843076124,2.5077519306618434,5.064379845547053,5.094815000959838,0.00597375084415267,True,0,0.0,0.0,,,,0,24,0.000568700022995472
