experiment_id,world_hash,seed,replicate,n_robots,n_loads,heterogeneity,demand_ratio,geometry,graph,lambda2,method,protocol,fitness_mode,step,potential
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,0,6.892163676936399
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,1,6.905995850150989
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,2,6.918390503238159
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,3,6.929552892847411
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,4,6.939653982875133
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,5,6.948836868853618
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,6,6.957221905076754
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,7,6.964910788391666
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,8,6.971989836673399
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,9,6.978532628673274
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,10,6.984602142578585
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,11,6.990252500860539
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,12,6.995530398386354
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,13,7.000476275008915
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,14,7.005125283145155
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,15,7.009508086562265
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,16,7.0136515455413875
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,17,7.017579262755212
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,18,7.021312023389028
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,19,7.024868186606229
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,20,7.028264015643009
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,21,7.03151395729109
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,22,7.034630879226167
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,23,7.0376262721320675
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,24,7.040510422346698
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,25,7.043292559759829
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,26,7.045980984879444
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,27,7.048583178318024
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,28,7.051105895404061
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,29,7.053555248175083
SP2_HETEROGENEOUS_GAME_PILOT,502d15cca9d4c43ed115,339900,0,8,3,low,0.7,uniform,complete,7.999999999999991,smith__marginal_deficit,smith,marginal_deficit,30,7.055936788277606
