scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,assignment_cost_mean,assignment_cost_std,coalition_success_rate_mean,coalition_success_rate_std,communication_messages_mean,communication_messages_std,demand_satisfaction_ratio_mean,demand_satisfaction_ratio_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_arrival_time_s_mean,estimated_arrival_time_s_std,max_assigned_travel_distance_m_mean,max_assigned_travel_distance_m_std,mean_assigned_travel_distance_m_mean,mean_assigned_travel_distance_m_std,optimality_gap_vs_oracle_mean,optimality_gap_vs_oracle_std,priority_regret_mean,priority_regret_std,robots_overassigned_mean,robots_overassigned_std,robots_underassigned_mean,robots_underassigned_std,runtime_ms_mean,runtime_ms_std,served_load_rate_mean,served_load_rate_std,travel_distance_m_mean,travel_distance_m_std
monte_carlo,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,2,42.78450504236774,0.9749212336407456,1.0,0.0,7.0,7.0710678118654755,1.0,0.0,213.92252521183872,4.874606168203687,17.314080205335934,0.10767392496926755,11.254152133468358,0.06998805123002466,5.923143105455794,1.5453283645036888,0.02005344276343032,0.028359850728315757,0.0,0.0,0.0,0.0,0.0,0.0,0.42369996663182974,0.2003941059623795,1.0,0.0,42.78450504236774,0.9749212336407456
monte_carlo,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,centralized_oracle_reference,none,centralized_exact_binary_milp,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,False,False,,none,2,41.07295949171742,1.4455696967082656,1.0,0.0,26.0,14.142135623730951,1.0,0.0,205.36479745858713,7.2278484835413375,14.872363565004532,3.3454348632594693,9.667036317252947,2.174532661118655,5.732971377605758,1.8142718012091346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4463499537669122,0.20187904150981703,1.0,0.0,41.07295949171742,1.4455696967082656
monte_carlo,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,2,48.743557721520844,0.41983197370457886,1.0,0.0,7.0,7.0710678118654755,1.0,0.0,243.71778860760423,2.099159868522879,21.0580791110216,1.2739424346362331,13.687751422164038,0.8280625825135511,6.778184851199157,1.9731377854614847,0.134498393558194,0.051091569376135494,0.0,0.0,0.0,0.0,0.0,0.0,0.09059999138116837,0.020506088161819903,1.0,0.0,48.743557721520844,0.41983197370457886
monte_carlo,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,2,41.07295949171742,1.4455696967082656,1.0,0.0,26.0,14.142135623730951,1.0,0.0,205.36479745858713,7.2278484835413375,14.872363565004532,3.3454348632594693,9.667036317252947,2.174532661118655,5.732971377605758,1.8142718012091346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06169994594529271,0.015980652621026156,1.0,0.0,41.07295949171742,1.4455696967082656
monte_carlo,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,2,41.07295949171742,1.4455696967082656,1.0,0.0,26.0,14.142135623730951,1.0,0.0,205.36479745858713,7.2278484835413375,14.872363565004532,3.3454348632594693,9.667036317252947,2.174532661118655,5.732971377605758,1.8142718012091346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7054000054486096,0.3245620967160767,1.0,0.0,41.07295949171742,1.4455696967082656
monte_carlo,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,2,43.57225423515219,2.0889668258249667,1.0,0.0,7.0,7.0710678118654755,1.0,0.0,217.86127117576092,10.444834129124795,14.794504363791974,3.4555444015698042,9.616427836464783,2.246103861020373,6.010670793542955,1.4215455209276642,0.029283161098089306,0.041412643574074114,0.0,0.0,0.0,0.0,0.0,0.0,12.85225001629442,6.106786284739255,1.0,0.0,43.57225423515219,2.0889668258249667
monte_carlo,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,2,50.28719666210031,7.393461851684957,0.5833333333333333,0.11785113019775789,7.0,7.0710678118654755,0.7222222222222222,0.07856742013183865,251.4359833105015,36.967309258424734,13.374615441510642,3.6643829147652536,8.693500036981916,2.381848894597415,5.531648223339603,1.2804071576447158,0.8806461226090636,0.30982211872340804,2.07,0.028284271247461926,4.0,1.4142135623730951,2.0,0.0,0.1174499629996717,0.04659836243066672,0.5833333333333333,0.11785113019775789,50.28719666210031,7.393461851684957
setup,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,2,5.893430928262003,0.9266858372834037,1.0,0.0,4.0,0.0,1.0,0.0,29.467154641310014,4.633429186417013,5.649357019751948,0.28833244641431177,3.672082062838766,0.18741609016930263,2.9467154641310014,0.46334291864170185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15590008115395904,0.014142160990865398,1.0,0.0,5.893430928262003,0.9266858372834037
setup,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,centralized_oracle_reference,none,centralized_exact_binary_milp,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,False,False,,none,2,5.893430928262003,0.9266858372834037,1.0,0.0,4.0,0.0,1.0,0.0,29.467154641310014,4.633429186417013,5.649357019751948,0.28833244641431177,3.672082062838766,0.18741609016930263,2.9467154641310014,0.46334291864170185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510599977336824,0.09050969863263696,1.0,0.0,5.893430928262003,0.9266858372834037
setup,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,2,5.893430928262003,0.9266858372834037,1.0,0.0,4.0,0.0,1.0,0.0,29.467154641310014,4.633429186417013,5.649357019751948,0.28833244641431177,3.672082062838766,0.18741609016930263,2.9467154641310014,0.46334291864170185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07720000576227903,0.0179604843662127,1.0,0.0,5.893430928262003,0.9266858372834037
