experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,method_variant,load_id,status,assigned_capacity_kg,assigned_robot_ids,assigned_robots,capacity_deficit_kg,centralized_or_distributed,closure,decoder,information_scope,load_index,mass_kg,method_comparison_group,method_file_tag,method_title,oracle_access,repair,required_capacity_kg,required_robots,reward,robot_deficit,robot_surplus
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,load-01,OK,50.0,amr-01 amr-04,2,0.0,centralized,none,none,global,1,46.233557156117115,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_binary_quorum_capacity_milp],True,none,46.233557156117115,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,hungarian_expanded,classic,centralized,baseline,hungarian_expanded,load-01,OK,50.0,amr-01 amr-04,2,0.0,centralized,none,none,global,1,46.233557156117115,classic_centralized_baseline,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],False,none,46.233557156117115,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,OK,50.0,amr-01 amr-04,2,0.0,decentralized,none,none,local,1,46.233557156117115,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],False,none,46.233557156117115,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,cbba,sota,decentralized,baseline,cbba_like_auction,load-01,OK,50.0,amr-01 amr-04,2,0.0,decentralized,none,none,local,1,46.233557156117115,sota_decentralized_baseline,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],False,none,46.233557156117115,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,smith_cardinality,model_based,decentralized,proposed,smith_qr_cardinality,load-01,OVER,100.0,amr-01 amr-02 amr-03 amr-04,4,0.0,decentralized,none,none,local,1,46.233557156117115,proposed_model_based_variation,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],False,none,46.233557156117115,2,1.7,0,2
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,primal_dual_local_repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,load-01,OK,50.0,amr-01 amr-04,2,0.0,decentralized_local,allocator_internal,none,local_radius_limited,1,46.233557156117115,proposed_local_repair_family,proposed-model-based-decentralized-local-primal-dual-local-repair,Primal-dual local repair [proposed | model_based | decentralized_local | primal_dual_with_certified_local_repair],False,local_repair,46.233557156117115,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,load-01,OK,50.0,amr-01 amr-04,2,0.0,centralized,none,none,global,1,46.33081458245453,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_binary_quorum_capacity_milp],True,none,46.33081458245453,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,hungarian_expanded,classic,centralized,baseline,hungarian_expanded,load-01,OK,50.0,amr-01 amr-04,2,0.0,centralized,none,none,global,1,46.33081458245453,classic_centralized_baseline,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],False,none,46.33081458245453,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,OK,50.0,amr-01 amr-04,2,0.0,decentralized,none,none,local,1,46.33081458245453,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],False,none,46.33081458245453,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,cbba,sota,decentralized,baseline,cbba_like_auction,load-01,OK,50.0,amr-01 amr-04,2,0.0,decentralized,none,none,local,1,46.33081458245453,sota_decentralized_baseline,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],False,none,46.33081458245453,2,1.7,0,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,smith_cardinality,model_based,decentralized,proposed,smith_qr_cardinality,load-01,OVER,100.0,amr-01 amr-02 amr-03 amr-04,4,0.0,decentralized,none,none,local,1,46.33081458245453,proposed_model_based_variation,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],False,none,46.33081458245453,2,1.7,0,2
