experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,assigned_under_loads,invalid_label_count,robots_overassigned,robots_underassigned,shape_ok,strict_complete_coalition_method
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,centralized_coalition_milp,True,0,0,0,0,True,True
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,hungarian_expanded,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,greedy_nearest,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,cbba,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,smith_cardinality,True,0,0,2,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,primal_dual_local_repair,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,oracle_reference,True,0,0,0,0,True,True
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,centralized_coalition_milp,True,0,0,0,0,True,True
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,hungarian_expanded,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,greedy_nearest,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,cbba,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,smith_cardinality,True,0,0,2,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,primal_dual_local_repair,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,oracle_reference,True,0,0,0,0,True,True
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,centralized_coalition_milp,True,0,0,0,0,True,True
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,hungarian_expanded,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,greedy_nearest,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,cbba,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,smith_cardinality,True,1,0,3,2,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,primal_dual_local_repair,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,oracle_reference,True,0,0,0,0,True,True
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,centralized_coalition_milp,True,0,0,0,0,True,True
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,hungarian_expanded,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,greedy_nearest,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,cbba,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,smith_cardinality,True,1,0,5,2,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,primal_dual_local_repair,True,0,0,0,0,True,False
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,oracle_reference,True,0,0,0,0,True,True
