experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,demand_ratio,rho,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,centralized_or_distributed,closure,coalition_success_rate,coalition_time,communication_messages,communication_model,decoder,demand_satisfaction_ratio,energy_proxy_wh,estimated_arrival_time_s,failure_rate,fully_served_load_fraction,idle_robots,information_scope,max_assigned_travel_distance_m,mean_assigned_travel_distance_m,messages_to_close_quorums,method_file_tag,method_title,number_of_parameters,optimality_gap_vs_oracle,oracle_access,oracle_reward,oracle_runtime_ms,priority_regret,regret_vs_coalition_oracle,repair,robot_demand_satisfaction_ratio,robots_in_incomplete_coalitions,robots_overallocated,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches,time_to_close_quorums_s,timeout_rate,training_required,travel_distance_m,unmet_quorum
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910001,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,centralized_oracle_reference,none,centralized_exact_binary_milp,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,False,False,,none,4,1,0.5,2.0,False,inf,2,6.548696767834631,1.7,centralized,none,1.0,1.0,4,centralized_all_robot_load_pairs,none,1.0,32.74348383917315,5.8532388478476145,0.0,1.0,2,global,3.8046052511009494,3.2743483839173155,4,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_binary_quorum_capacity_milp],0,0.0,True,1.7,3.804299980401993,0.0,0.0,none,1.0,0,0,0,0,1.5745999990031123,1.0,0,1.0,0.0,False,6.548696767834631,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,4,1,0.5,2.0,False,inf,4,14.592033410671233,1.7,decentralized,none,1.0,1.0,4,local_capacity_scores,none,1.0,72.96016705335617,8.666026172770785,0.0,1.0,0,local,5.63291701230101,3.648008352667808,4,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],0,0.3252180659135707,False,1.7,1.541099976748228,0.0,0.0,none,1.0,0,2,2,0,0.04249997437000275,1.0,0,1.0,0.0,False,14.592033410671233,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,4,1,0.5,2.0,False,inf,2,5.2381650886893745,1.7,decentralized_local,allocator_internal,1.0,1.0,4,local_deficit_capacity_prices_plus_small_repair_neighborhood,none,1.0,26.190825443446876,5.445475191656281,0.0,1.0,2,local_radius_limited,3.5395588745765827,2.6190825443446872,4,proposed-model-based-decentralized-local-primal-dual-local-repair,Primal-dual local repair [proposed | model_based | decentralized_local | primal_dual_with_certified_local_repair],0,0.0,False,1.7,1.541099976748228,0.0,0.0,local_repair,1.0,0,0,0,0,0.3576000453904271,1.0,0,1.0,0.0,False,5.2381650886893745,0
SP1_PROTOCOL_v1_DRY_RUN,setup,setup_v00,910002,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,2.0,False,inf,2,5.2381650886893745,1.7,centralized,none,1.0,1.0,4,centralized_all_robot_load_pairs,none,1.0,26.190825443446876,5.445475191656281,0.0,1.0,2,global,3.5395588745765827,2.6190825443446872,4,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0,0.0,True,1.7,1.541099976748228,0.0,0.0,none,1.0,0,0,0,0,1.541099976748228,1.0,0,1.0,0.0,False,5.2381650886893745,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,centralized_oracle_reference,none,centralized_exact_binary_milp,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,False,False,,none,8,2,0.6905106424619275,1.3333333333333333,False,4.0,6,42.095131626937615,4.14,centralized,none,1.0,1.0,16,centralized_all_robot_load_pairs,none,1.0,210.4756581346881,17.237943242833193,0.0,1.0,2,global,11.204663107841576,7.015855271156269,16,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_binary_quorum_capacity_milp],0,0.0,True,4.14,1.4758999459445477,0.0,0.0,none,1.0,0,0,0,0,1.30359991453588,1.0,0,1.0,0.0,False,42.095131626937615,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,8,2,0.6905106424619275,1.3333333333333333,False,4.0,6,42.095131626937615,4.14,centralized,none,1.0,1.0,16,centralized_all_robot_load_pairs,none,1.0,210.4756581346881,17.237943242833193,0.0,1.0,2,global,11.204663107841576,7.015855271156269,16,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],0,0.0,False,4.14,1.4758999459445477,0.0,0.0,none,1.0,0,0,0,0,0.05039991810917854,1.0,0,1.0,0.0,False,42.095131626937615,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,8,2,0.6905106424619275,1.3333333333333333,False,4.0,6,49.04042375708628,4.14,decentralized,none,1.0,1.0,2,local_robot_load_distances,none,1.0,245.20211878543142,21.958892445394177,0.0,1.0,2,local,14.273280089506216,8.17340395951438,2,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0,0.17062558872552236,False,4.14,1.4758999459445477,0.0,0.0,none,1.0,0,0,0,0,0.07609999738633633,1.0,0,1.0,0.0,False,49.04042375708628,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,8,2,0.6905106424619275,1.3333333333333333,False,4.0,6,42.095131626937615,4.14,decentralized,none,1.0,1.0,2,auction_bids,none,1.0,210.4756581346881,17.237943242833193,0.0,1.0,2,local,11.204663107841576,7.015855271156269,2,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0,0.0,False,4.14,1.4758999459445477,0.0,0.0,none,1.0,0,0,0,0,0.28199993539601564,1.0,0,1.0,0.0,False,42.095131626937615,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,8,2,0.6905106424619275,1.3333333333333333,False,4.0,7,45.059229650329826,2.05,decentralized,none,0.5,nan,2,local_capacity_scores,none,0.6666666666666666,225.29614825164916,15.965725449405278,0.0,0.5,1,local,10.37772154211343,6.437032807189975,2,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],0,1.099723443719969,False,4.14,1.4758999459445477,2.09,2.09,none,0.6666666666666666,1,3,3,2,0.08449994493275881,0.5,0,nan,0.0,False,45.059229650329826,2
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,8,2,0.6905106424619275,1.3333333333333333,False,4.0,6,42.095131626937615,4.14,decentralized_local,allocator_internal,1.0,1.0,2,local_deficit_capacity_prices_plus_small_repair_neighborhood,none,1.0,210.4756581346881,17.237943242833193,0.0,1.0,2,local_radius_limited,11.204663107841576,7.015855271156269,2,proposed-model-based-decentralized-local-primal-dual-local-repair,Primal-dual local repair [proposed | model_based | decentralized_local | primal_dual_with_certified_local_repair],0,0.0,False,4.14,1.4758999459445477,0.0,0.0,local_repair,1.0,0,0,0,0,8.53410002309829,1.0,0,1.0,0.0,False,42.095131626937615,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910001,910001,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,8,2,0.6905106424619275,1.3333333333333333,False,4.0,6,42.095131626937615,4.14,centralized,none,1.0,1.0,16,centralized_all_robot_load_pairs,none,1.0,210.4756581346881,17.237943242833193,0.0,1.0,2,global,11.204663107841576,7.015855271156269,16,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0,0.0,True,4.14,1.4758999459445477,0.0,0.0,none,1.0,0,0,0,0,1.4758999459445477,1.0,0,1.0,0.0,False,42.095131626937615,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,centralized_oracle_reference,none,centralized_exact_binary_milp,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,False,False,,none,12,3,1.0229965067268518,1.3333333333333333,False,6.0,9,40.050787356497224,6.27,centralized,none,1.0,1.0,36,centralized_all_robot_load_pairs,none,1.0,200.25393678248614,12.506783887175871,0.0,1.0,3,global,8.129409526664316,4.450087484055247,36,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_binary_quorum_capacity_milp],0,0.0,True,6.27,1.9349000649526715,0.0,0.0,none,1.0,0,0,0,0,1.5890999929979444,1.0,0,1.0,0.0,False,40.050787356497224,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,12,3,1.0229965067268518,1.3333333333333333,False,6.0,9,40.050787356497224,6.27,centralized,none,1.0,1.0,36,centralized_all_robot_load_pairs,none,1.0,200.25393678248614,12.506783887175871,0.0,1.0,3,global,8.129409526664316,4.450087484055247,36,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],0,0.0,False,6.27,1.9349000649526715,0.0,0.0,none,1.0,0,0,0,0,0.07299997378140688,1.0,0,1.0,0.0,False,40.050787356497224,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,12,3,1.0229965067268518,1.3333333333333333,False,6.0,9,48.4466916859554,6.27,decentralized,none,1.0,1.0,12,local_robot_load_distances,none,1.0,242.23345842977704,20.157265776649016,0.0,1.0,3,local,13.102222754821861,5.3829657428839335,12,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0,0.09837119839086565,False,6.27,1.9349000649526715,0.0,0.0,none,1.0,0,0,0,0,0.1050999853760004,1.0,0,1.0,0.0,False,48.4466916859554,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,12,3,1.0229965067268518,1.3333333333333333,False,6.0,9,43.473878457797866,6.27,decentralized,none,1.0,1.0,12,auction_bids,none,1.0,217.3693922889893,17.390217167838674,0.0,1.0,3,local,11.30364115909514,4.830430939755319,12,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0,0.04010688552686064,False,6.27,1.9349000649526715,0.0,0.0,none,1.0,0,0,0,0,0.5653999978676438,1.0,0,1.0,0.0,False,43.473878457797866,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,12,3,1.0229965067268518,1.3333333333333333,False,6.0,12,55.51516367387079,4.22,decentralized,none,0.6666666666666666,nan,12,local_capacity_scores,none,0.7777777777777778,277.5758183693539,10.783505433616003,0.0,0.6666666666666666,0,local,7.009278531850402,4.626263639489232,12,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],0,0.6615688014981581,False,6.27,1.9349000649526715,2.05,2.05,none,0.7777777777777778,1,5,5,2,0.1503999810665846,0.6666666666666666,0,nan,0.0,False,55.51516367387079,2
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,12,3,1.0229965067268518,1.3333333333333333,False,6.0,9,45.04937684336676,6.27,decentralized_local,allocator_internal,1.0,1.0,12,local_deficit_capacity_prices_plus_small_repair_neighborhood,none,1.0,225.24688421683376,12.351065484750755,0.0,1.0,3,local_radius_limited,8.028192565087991,5.00548631592964,12,proposed-model-based-decentralized-local-primal-dual-local-repair,Primal-dual local repair [proposed | model_based | decentralized_local | primal_dual_with_certified_local_repair],0,0.05856632219617861,False,6.27,1.9349000649526715,0.0,0.0,local_repair,1.0,0,0,0,0,17.17040000949055,1.0,0,1.0,0.0,False,45.04937684336676,0
SP1_PROTOCOL_v1_DRY_RUN,monte_carlo,monte_carlo_seed910002,910002,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,12,3,1.0229965067268518,1.3333333333333333,False,6.0,9,40.050787356497224,6.27,centralized,none,1.0,1.0,36,centralized_all_robot_load_pairs,none,1.0,200.25393678248614,12.506783887175871,0.0,1.0,3,global,8.129409526664316,4.450087484055247,36,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0,0.0,True,6.27,1.9349000649526715,0.0,0.0,none,1.0,0,0,0,0,1.9349000649526715,1.0,0,1.0,0.0,False,40.050787356497224,0
