experiment_id,scenario_generator,scenario_variant_id,seed,method,time_s,entity,entity_id,x,y,theta_rad,phase,formation_error_m,wrench_residual_norm
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.0,payload,load-01,-7.9155047741125575,-4.311324717856617,-0.3141592653589793,0,2.2098872739366704,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.0,robot,amr-01,-10.56,-5.101861650715729,,0,2.2098872739366704,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.0,robot,amr-02,-10.56,-3.488034288461077,,0,2.2098872739366704,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.0,robot,amr-03,-9.467365582594372,-5.252943105631354,,0,2.2098872739366704,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.0,robot,amr-04,-8.162066828467042,-4.296227226746438,,0,2.2098872739366704,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.0,robot,amr-05,-5.658822571955965,-4.443823266624615,,0,2.2098872739366704,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.0,robot,amr-06,-2.980366061759155,-6.052214174013847,,0,2.2098872739366704,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.9800000000000001,payload,load-01,-7.9155047741125575,-4.311324717856617,-0.3141592653589793,0,1.4934920515016314,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.9800000000000001,robot,amr-01,-10.167960096103059,-4.499171103495711,,0,1.4934920515016314,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.9800000000000001,robot,amr-02,-10.56,-3.488034288461077,,0,1.4934920515016314,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.9800000000000001,robot,amr-03,-9.470129830649022,-4.654920648009801,,0,1.4934920515016314,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.9800000000000001,robot,amr-04,-7.712218149037331,-4.717842169457558,,0,1.4934920515016314,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.9800000000000001,robot,amr-05,-6.14514833919425,-4.37559485213214,,0,1.4934920515016314,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,0.9800000000000001,robot,amr-06,-2.980366061759155,-6.052214174013847,,0,1.4934920515016314,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,1.9600000000000002,payload,load-01,-7.9155047741125575,-4.311324717856617,-0.3141592653589793,0,0.794003589089671,0.44804349811898897
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,1.9600000000000002,robot,amr-01,-9.82639461628315,-3.86077686203627,,0,0.794003589089671,0.44804349811898897
