world_hash,regime,seed,event_type,n_robots,n_loads,n_slots,method,method_family,method_label,information_scope,network_case,communication_radius_m,gossip_rounds,started_loads,waiting_loads,idle_loads,assigned_robots,unmet_roles,duplicate_slots,overrecruitment,invalid_assignments,switches,abandonments,joins,failed_departures,assignment_cost,social_value,oracle_social_value,optimality_gap,messages,bytes_sent,mean_view_coverage,min_view_coverage,network_components,runtime_ms,solver_status,solver_gap,assignment_signature,status
5f621ae2ce20b4acb970001704c6947eb46320061d94770aa586c34f75738d0a,abundant,9200,robot_failure,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,2,0,0,5,0,0,0,0,0,0,4,1,0.8414546198916742,5.508191224871373,5.508191224871373,0.0,0,0,1.0,1.0,1,45.72699998971075,0,0.0,-1;0;-1;4;-1;2;3;1,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,1,1,0,7,0,1,2,0,0,0,4,0,1.2966136948835107,1.8026786568550655,6.6773009024787005,0.7300288420152089,40,12096,0.59375,0.125,3,1.7749999824445695,-1,0.0,1;0;2;3;3;-1;3;4,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,1,1,8,4,1,7,0,3,0,5,0,2.4297501390024934,-2.4297501390024934,6.6773009024787005,1.3638820796739202,0,0,0.125,0.125,3,0.3096000000368804,-1,0.0,3;3;3;3;3;3;3;3,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,1,1,0,7,0,1,2,0,1,0,4,0,1.5215427060423672,1.577749645696209,6.6773009024787005,0.7637144605673637,40,12096,0.59375,0.125,3,1.2115999998059124,-1,0.0,3;0;2;3;4;-1;3;1,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,0,0,2,0,0.6600913557678756,6.671887272648128,6.6773009024787005,0.0008107512166424709,144,83904,1.0,1.0,1,5.390800011809915,-1,0.0,1;0;2;-1;3;-1;-1;4,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,1,1,8,4,1,7,0,3,0,5,0,2.4297501390024934,-2.4297501390024934,6.6773009024787005,1.3638820796739202,0,0,0.125,0.125,1,0.3189000126440078,-1,0.0,3;3;3;3;3;3;3;3,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,1,0,2,0,0.885020366926732,6.4469582614892715,6.6773009024787005,0.03449636976879726,144,83904,1.0,1.0,1,4.725500009953976,-1,0.0,3;0;2;-1;4;-1;-1;1,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,0,0,2,0,0.6600913557678756,6.671887272648128,6.6773009024787005,0.0008107512166424709,56,6720,1.0,1.0,1,2.1093999966979027,-1,0.0,1;0;2;-1;3;-1;-1;4,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,1,1,8,4,1,7,0,3,0,5,0,2.4297501390024934,-2.4297501390024934,6.6773009024787005,1.3638820796739202,0,0,0.125,0.125,1,0.5770999996457249,-1,0.0,3;3;3;3;3;3;3;3,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,1,0,2,0,0.885020366926732,6.4469582614892715,6.6773009024787005,0.03449636976879726,56,6720,1.0,1.0,1,1.544499973533675,-1,0.0,3;0;2;-1;4;-1;-1;1,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,2,0,0,5,0,0,0,0,0,0,2,0,0.6600913557678756,6.671887272648128,6.6773009024787005,0.0008107512166424709,0,0,1.0,1.0,1,0.09049999061971903,-1,0.0,1;0;2;-1;3;-1;-1;4,completed
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,2,0,0,5,0,0,0,0,0,1,3,0,0.6546777259373024,6.6773009024787005,6.6773009024787005,0.0,0,0,1.0,1.0,1,5.816899996716529,0,0.0,1;0;-1;-1;4;3;-1;2,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,0,2,0,7,2,2,4,0,0,0,6,1,1.7916107605654177,-1.7916107605654177,4.769418874286474,1.3756455047856224,16,2832,0.30612244897959184,0.14285714285714285,4,0.7773999823257327,-1,0.0,-1;0;0;2;1;1;0;0,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,2,0,7,3,1,5,0,0,0,6,1,1.7916107605654177,-1.7916107605654177,4.769418874286474,1.3756455047856224,0,0,0.14285714285714282,0.14285714285714285,4,0.3519000019878149,-1,0.0,-1;0;0;2;0;0;0;0,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,0,2,0,7,2,2,4,0,0,0,6,1,1.7916107605654177,-1.7916107605654177,4.769418874286474,1.3756455047856224,16,2832,0.30612244897959184,0.14285714285714285,4,0.7366000209003687,-1,0.0,-1;0;0;2;1;1;0;0,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,0,0,4,1,1.0910762666261238,4.666563989022791,4.769418874286474,0.021565496337134157,64,25696,1.0,1.0,1,4.500200011534616,-1,0.0,-1;0;2;-1;3;4;-1;1,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,2,0,7,3,1,5,0,0,0,6,1,1.7916107605654177,-1.7916107605654177,4.769418874286474,1.3756455047856224,0,0,0.14285714285714282,0.14285714285714285,1,0.3889000217895955,-1,0.0,-1;0;0;2;0;0;0;0,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,0,0,4,1,1.0910762666261238,4.666563989022791,4.769418874286474,0.021565496337134157,64,25696,1.0,1.0,1,2.893400000175461,-1,0.0,-1;0;2;-1;3;4;-1;1,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,0,0,4,1,1.0910762666261238,4.666563989022791,4.769418874286474,0.021565496337134157,42,4656,1.0,1.0,1,0.8052999910432845,-1,0.0,-1;0;2;-1;3;4;-1;1,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,2,0,7,3,1,5,0,0,0,6,1,1.7916107605654177,-1.7916107605654177,4.769418874286474,1.3756455047856224,0,0,0.14285714285714282,0.14285714285714285,1,0.18889998318627477,-1,0.0,-1;0;0;2;0;0;0;0,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,0,0,4,1,1.0910762666261238,4.666563989022791,4.769418874286474,0.021565496337134157,42,4656,1.0,1.0,1,0.6471000087913126,-1,0.0,-1;0;2;-1;3;4;-1;1,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,2,0,0,5,0,0,0,0,0,0,4,1,1.0910762666261238,4.666563989022791,4.769418874286474,0.021565496337134157,0,0,1.0,1.0,1,0.05530001362785697,-1,0.0,-1;0;2;-1;3;4;-1;1,completed
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,2,0,0,5,0,0,0,0,0,0,4,1,0.9882213813624408,4.769418874286474,4.769418874286474,0.0,0,0,1.0,1.0,1,4.304200003389269,0,0.0,-1;0;3;-1;4;1;-1;2,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,1,1,0,8,0,2,3,0,2,0,5,0,2.4040156255370135,0.8419802849288791,7.517645166605225,0.8879994644241641,28,6112,0.40625,0.125,3,1.1350999993737787,-1,0.0,3;4;2;4;3;1;3;0,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,1,1,8,3,1,6,0,3,0,5,0,2.7014660374689647,-2.7014660374689647,7.517645166605225,1.3593500328359973,0,0,0.125,0.125,3,0.364800012903288,-1,0.0,3;3;4;3;3;3;3;3,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,0,2,0,8,1,3,4,0,3,0,5,0,2.6040156255370133,-2.6040156255370133,7.517645166605225,1.3463871422270015,28,6112,0.40625,0.125,3,2.7460000128485262,-1,0.0,3;4;0;4;3;1;3;0,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,0,0,2,0,0.8417750991277788,7.517645166605225,7.517645166605225,0.0,112,58288,1.0,1.0,1,4.461499978788197,-1,0.0,1;0;2;4;-1;-1;3;-1,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,1,1,8,3,1,6,0,3,0,5,0,2.7014660374689647,-2.7014660374689647,7.517645166605225,1.3593500328359973,0,0,0.125,0.125,1,0.36279999767430127,-1,0.0,3;3;4;3;3;3;3;3,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,3,0,2,0,1.6909987559793598,6.668421509753644,7.517645166605225,0.11296405164531968,112,58288,1.0,1.0,1,2.3096000077202916,-1,0.0,3;4;0;-1;-1;-1;2;1,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,0,0,2,0,0.8417750991277788,7.517645166605225,7.517645166605225,0.0,56,6608,1.0,1.0,1,0.7451999990735203,-1,0.0,1;0;2;4;-1;-1;3;-1,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,1,1,8,3,1,6,0,3,0,5,0,2.7014660374689647,-2.7014660374689647,7.517645166605225,1.3593500328359973,0,0,0.125,0.125,1,0.15539999003522098,-1,0.0,3;3;4;3;3;3;3;3,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,3,0,2,0,1.6909987559793598,6.668421509753644,7.517645166605225,0.11296405164531968,56,6608,1.0,1.0,1,0.7485999958589673,-1,0.0,3;4;0;-1;-1;-1;2;1,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,2,0,0,5,0,0,0,0,0,0,2,0,0.8417750991277788,7.517645166605225,7.517645166605225,0.0,0,0,1.0,1.0,1,0.08030000026337802,-1,0.0,1;0;2;4;-1;-1;3;-1,completed
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,2,0,0,5,0,0,0,0,0,0,2,0,0.8417750991277788,7.517645166605225,7.517645166605225,0.0,0,0,1.0,1.0,1,3.0283999803941697,0,0.0,1;0;2;3;-1;-1;4;-1,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,0,2,0,7,2,2,4,0,0,0,6,1,1.8894129664152484,-1.8894129664152484,5.333002348210813,1.3542869181464234,16,2832,0.3469387755102041,0.2857142857142857,3,0.536599982297048,-1,0.0,-1;0;1;1;0;2;1;0,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,1,1,7,4,1,6,0,0,0,6,1,1.9029615278371321,-1.9029615278371321,5.333002348210813,1.3568274310765236,0,0,0.14285714285714282,0.14285714285714285,3,0.22270000772550702,-1,0.0,-1;0;0;0;0;0;0;0,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,0,2,0,7,2,2,4,0,0,0,6,1,1.8894129664152484,-1.8894129664152484,5.333002348210813,1.3542869181464234,16,2832,0.3469387755102041,0.2857142857142857,3,0.4605000140145421,-1,0.0,-1;0;1;1;0;2;1;0,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,0,0,4,1,1.0246468952807988,5.333002348210813,5.333002348210813,0.0,88,41344,1.0,1.0,1,1.6721000138204545,-1,0.0,-1;0;4;1;3;-1;-1;2,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,1,1,7,4,1,6,0,0,0,6,1,1.9029615278371321,-1.9029615278371321,5.333002348210813,1.3568274310765236,0,0,0.14285714285714282,0.14285714285714285,1,0.1576000067871064,-1,0.0,-1;0;0;0;0;0;0;0,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,0,0,4,1,1.0246468952807988,5.333002348210813,5.333002348210813,0.0,88,41344,1.0,1.0,1,2.9273999971337616,-1,0.0,-1;0;4;1;3;-1;-1;2,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,0,0,4,1,1.0246468952807988,5.333002348210813,5.333002348210813,0.0,42,4944,1.0,1.0,1,0.5916999944020063,-1,0.0,-1;0;4;1;3;-1;-1;2,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,1,1,7,4,1,6,0,0,0,6,1,1.9029615278371321,-1.9029615278371321,5.333002348210813,1.3568274310765236,0,0,0.14285714285714282,0.14285714285714285,1,0.14969997573643923,-1,0.0,-1;0;0;0;0;0;0;0,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,0,0,4,1,1.0246468952807988,5.333002348210813,5.333002348210813,0.0,42,4944,1.0,1.0,1,0.5280000041238964,-1,0.0,-1;0;4;1;3;-1;-1;2,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,2,0,0,5,0,0,0,0,0,0,4,1,1.0246468952807988,5.333002348210813,5.333002348210813,0.0,0,0,1.0,1.0,1,0.04600000102072954,-1,0.0,-1;0;4;1;3;-1;-1;2,completed
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,2,0,0,5,0,0,0,0,0,0,4,1,1.0246468952807988,5.333002348210813,5.333002348210813,0.0,0,0,1.0,1.0,1,2.990500011947006,0,0.0,-1;0;4;1;3;-1;-1;2,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,0,2,0,8,1,2,4,0,1,0,5,0,2.2201428366251257,-2.2201428366251257,7.36291116090948,1.3015305750817845,24,5568,0.34375,0.125,4,0.4884999943897128,-1,0.0,0;4;1;3;3;3;3;4,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,1,1,8,4,1,7,0,3,0,5,0,2.8350231688169245,-2.8350231688169245,7.36291116090948,1.38504106689055,0,0,0.125,0.125,4,0.1677999971434474,-1,0.0,3;3;3;3;3;3;3;3,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,0,2,0,8,1,2,4,0,3,0,5,0,2.6218875805817348,-2.6218875805817348,7.36291116090948,1.3560938769031508,24,5568,0.34375,0.125,4,0.4459000192582607,-1,0.0,4;3;0;3;3;1;3;4,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,0,0,2,0,0.9571856281015609,7.36291116090948,7.36291116090948,0.0,152,89088,1.0,1.0,1,5.564399994909763,-1,0.0,0;2;1;3;-1;4;-1;-1,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,1,1,8,4,1,7,0,3,0,5,0,2.8350231688169245,-2.8350231688169245,7.36291116090948,1.38504106689055,0,0,0.125,0.125,1,0.34920001053251326,-1,0.0,3;3;3;3;3;3;3;3,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,2,0,0,5,0,0,0,0,3,0,2,0,1.5718422830997674,6.748254505911273,7.36291116090948,0.08348011290174026,152,89088,1.0,1.0,1,6.195499998284504,-1,0.0,4;3;0;-1;2;1;-1;-1,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,2,0,0,5,0,0,0,0,0,0,2,0,0.9571856281015609,7.36291116090948,7.36291116090948,0.0,56,6720,1.0,1.0,1,1.4225999766495079,-1,0.0,0;2;1;3;-1;4;-1;-1,completed
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,1,1,8,4,1,7,0,3,0,5,0,2.8350231688169245,-2.8350231688169245,7.36291116090948,1.38504106689055,0,0,0.125,0.125,1,0.3234999894630164,-1,0.0,3;3;3;3;3;3;3;3,completed
