world_hash,regime,seed,event_type,n_robots,n_loads,n_slots,active_robots,previously_assigned,oracle_started_loads,oracle_social_value,oracle_status,oracle_mip_gap
1584114294b085ad96a7db935302a5652f4748a8e6daa1bb507ca5882b30ce21,tight,9221,priority_change,8,3,8,8,3,1,4.131370204034386,0,0.0
4f394a2301e0d0a1687f840cb25d96a9f832147dca3a24efcba1a26cc690fe87,tight,9222,robot_failure,8,3,7,7,2,2,6.324758165661498,0,0.0
4b186056a809460ac74ac49e168ca0dfc08d6dffbfa4661df2c98dd41c618b30,tight,9223,priority_change,8,3,8,8,3,2,5.825385328915558,0,0.0
cb960e6c835a8b8a0c1927b10e3fff8ac726d752d5e5a87c15b4dc7b2b0a60e0,tight,9224,robot_failure,8,3,7,7,2,1,2.4598553143886566,0,0.0
ee447530a24fa3a3295e12c72cb9e62c97a00fccb8c68be8a57fe8046e0058d8,tight,9225,priority_change,8,3,8,8,3,1,4.081433007683718,0,0.0
a816d1a34513668a8997495a4e180be18bfc322169e650fa3fb3c36fba7a6705,tight,9226,robot_failure,8,3,7,7,2,1,2.4225905100935328,0,0.0
23f72f5723eaa82419b237d2f2247727212328f322a353c3de7a1ecf84a4197a,tight,9227,priority_change,8,3,8,8,2,1,3.087103643004176,0,0.0
cfbb7010a89c267a12143cec49b0728a9b97cb40e00f092a1eaea86759f54878,tight,9228,robot_failure,8,3,7,7,2,2,4.612863433007251,0,0.0
bab4df6676d4f16b033bbcfbc8b701e6246ce659fecb520efb0a1dc5a89797f5,tight,9229,priority_change,8,3,8,8,3,2,8.297518091462976,0,0.0
77396dc9c343c51e72a1ac1966e7e72cbb204b5b9c8cb6a90730c4430d4e4752,tight,9200,robot_failure,16,2,5,15,1,1,1.6543643434031965,0,0.0
b91940a951f633cfab821ae0b6bf8c94959b409cddbcc85b82bf5811ea2f6027,tight,9201,priority_change,16,2,5,16,3,2,6.275435813870038,0,0.0
40ba6affe408015bc84941ebd65b34305c6ca3729e54455f75de7902aec58c3a,tight,9202,robot_failure,16,2,5,15,2,2,5.0080262610957655,0,0.0
97701533f4d246d4c8d0e4e0bb93f851221ea27c7c7eb267f8ba44b18e24e290,tight,9203,priority_change,16,2,5,16,3,2,6.179154889228626,0,0.0
2fb0b9f687fb4cb91c299a38bee357a838d7863c02752effc6631036c805cb0f,tight,9204,robot_failure,16,2,5,15,2,2,3.7435607703882114,0,0.0
798babf33e45e2394dbb42a96060fa679054f680444f2cd14b7650d40c89a321,tight,9205,priority_change,16,2,5,16,3,2,7.901157636542836,0,0.0
ad0a6ea158b7a58df23bd96cf0b1b962ba55e4c61edf567f14b14493f00af255,tight,9206,robot_failure,16,2,5,15,2,1,2.0135719304032116,0,0.0
eda17b7769128b2e2c6eb92df1de256dc3b9392e4714d22c7b1a06e114b3aa98,tight,9207,priority_change,16,2,5,16,3,1,2.11435100849845,0,0.0
d082aa772f20abff4461476de12160fe47c417b191e948e8178ad0b225793930,tight,9208,robot_failure,16,2,5,15,2,1,2.091970984993785,0,0.0
87c067be64fb9235c448727f59defa05c17a01589e2e68948439d90375b944ea,tight,9209,priority_change,16,2,5,16,3,2,6.9118175681043645,0,0.0
c1c6789e3bfc5f3ce1fa63ea73b1fd061d063570f9a5ce686c9d8c62d9f2d8ab,tight,9210,robot_failure,16,2,5,15,2,1,3.0762479072648317,0,0.0
6c87dbf49b111802d2c2cd846822edf63cb2e314c2ced6baadab19c46529a934,tight,9211,priority_change,16,2,5,16,3,2,6.1265574593362615,0,0.0
b3b883c566ef697c1c468012169eb38c592f6b3ec21cbc352f0adbfea4b5ab53,tight,9212,robot_failure,16,2,5,15,2,1,2.3210115148263237,0,0.0
beeff0e06b69f1725b8d75f7ac94df23fdb68961a515176c8a98add39e3254ef,tight,9213,priority_change,16,2,5,16,3,1,2.5218582711844264,0,0.0
75f0d7302b6cced48c0aa5fcca8f06b3af472fa2d9922be0b1da86a516caa6d8,tight,9214,robot_failure,16,2,5,15,2,2,3.486942815832844,0,0.0
439a9f1bb8a1bec3213264d16fd730286c46dc22de2f3fb465128d293ef99607,tight,9215,priority_change,16,2,5,16,3,2,7.056052869042624,0,0.0
3917f59bb7f92650c67ed7c666249193f40990f4ee0972fdabd6020ec71d416c,tight,9216,robot_failure,16,2,5,15,2,2,5.0968794910592585,0,0.0
3bd4f242ace505182e87225eb4c23b4c45a15b133786af7656aa0f8d05af9877,tight,9217,priority_change,16,2,5,16,3,2,7.03289542441024,0,0.0
2db09dbb0dc8271b86af725c3b6414fbf577f918612f46716cc668d1a3d64aeb,tight,9218,robot_failure,16,2,5,15,2,2,5.263580484096626,0,0.0
9552d7dae3068273c9a11bff8511f6be3e012c928c070d01c6db4e61a11aa613,tight,9219,priority_change,16,2,5,16,3,2,6.654577631007993,0,0.0
1e3f8ea31110f8d170d74b37db3b2134fc847849a460172969c1ec0dc7c0d783,tight,9220,robot_failure,16,2,5,15,2,2,4.919845533406312,0,0.0
05f27c52b6cac750ccf238413f2efcd3b015075c86c3c58dad9dd98b5660008d,tight,9221,priority_change,16,2,5,16,3,2,6.45543080483352,0,0.0
baec17219bf3101661661394ea46d0eeff8d530d58178476d57f144f82c099bd,tight,9222,robot_failure,16,2,5,15,2,2,5.282062068352637,0,0.0
4a0a0d5e9020fe9a7c47430f60762a7e1fbbae3ebc92bc4e4933921a03bd6a37,tight,9223,priority_change,16,2,5,16,3,2,7.583220293312095,0,0.0
d6e5129708ce4cc294dc5eb1b163b0b153bd8a15eb94b3ec4e44eabb1c1d9ac2,tight,9224,robot_failure,16,2,5,15,2,1,2.4816946700972418,0,0.0
a812cf2f2865abd77b6f95762c1cd6523b4818520491d7d23b52d41df9c3f174,tight,9225,priority_change,16,2,5,16,3,1,3.341635188484763,0,0.0
dc0600b3f25b991f67bbcb08c16bed780ef8ac494e9e76b7420d8a97f5e70b4f,tight,9226,robot_failure,16,2,5,15,1,1,2.1236493253129445,0,0.0
d9b479dac4fe2aa07a90a657bfc6f5b85039dd6810dc8f665bc1ffba4bf5a08f,tight,9227,priority_change,16,2,5,16,3,2,8.06556855062278,0,0.0
589c55456afb8f3a79bee9f0ddb99be142553d7d3b96f4adde5744d6f0587268,tight,9228,robot_failure,16,2,5,15,2,2,4.894867862926037,0,0.0
390dc84aa6454c462711a2f6e1809c8e2220d20ca8ba8fe8b5202b0ece703495,tight,9229,priority_change,16,2,5,16,3,2,5.825485714761708,0,0.0
d97adc89ee400f4744cbea5d5a818768da81c0c16db5838cea64652bfc631f76,tight,9200,robot_failure,16,3,7,15,2,1,2.9692611151135715,0,0.0
7a6e94ac9a9f75efdf2edc353e6fbee2110dd9be463dc8723c1ce7d1abfe8858,tight,9201,priority_change,16,3,8,16,3,2,6.4124919175164585,0,0.0
9ea0fa3989b3d434794247a025aeb2b0cbfef79b65630ab21dd363dd3875190c,tight,9202,robot_failure,16,3,7,15,2,3,8.60786353055646,0,0.0
d921df231c040c642538210878e0590a0926954d710f6aa5d2b1792db28d1f7e,tight,9203,priority_change,16,3,8,16,3,3,9.591115060511102,0,0.0
5d03a9ac49a1f86dee57ae62fec6c755efb7edf8251b03cc0287e88f3ca425b7,tight,9204,robot_failure,16,3,7,15,2,2,4.4258245230014435,0,0.0
453a76dd48ddc16a5ad37a6a3a5836a5de5400ef65dbb626f0b09255db1048eb,tight,9205,priority_change,16,3,8,16,3,3,8.593631924599379,0,0.0
ff7c675da43b353d6e059123caef84f3109b74e8563bd668b7b43eac7767a9a1,tight,9206,robot_failure,16,3,7,15,2,2,4.94953535562016,0,0.0
1c74c1f0a8f15954bd0129ef1e494718341a6c1c4fa7443827acf43204e6a692,tight,9207,priority_change,16,3,8,16,3,2,7.74120655454376,0,0.0
f87041838e0a60e66ca2877eb60af625c83a3910bc4dd473838bc15c9c61ced0,tight,9208,robot_failure,16,3,7,15,2,2,5.99023281901745,0,0.0
240ff79b85c910414db10c8e80f8f94db3412d5c7da6c87a0b7ee4ec0a83ef84,tight,9209,priority_change,16,3,8,16,3,3,8.321720876645305,0,0.0
8dde7d3937fa743fce3c331fcc274763c8e95ddc21675750a3ccce34626cf939,tight,9210,robot_failure,16,3,7,15,2,1,2.275328432271232,0,0.0
9e228c6935a11dbf80dfeb4f5cc4a8a7a66b0ae871da4cba87be77a304d3ec0f,tight,9211,priority_change,16,3,8,16,3,2,4.615158963590797,0,0.0
34562c29e6de3405895aff5459164a93ab804ac342c4d1690d0ae89920454654,tight,9212,robot_failure,16,3,7,15,2,3,7.944426027177442,0,0.0
be4823cb55690fc68b98f66c65a54457b3ce4665b6c1dedade6abf44696da38b,tight,9213,priority_change,16,3,8,16,3,3,10.816717580616595,0,0.0
9a4f26387b7ccde2d46b15ba46bffe53fb96b2dbf6043b73913e8914c1cf1f9a,tight,9214,robot_failure,16,3,7,15,2,1,2.965929605108675,0,0.0
82c15a480cd8575d012e55f0b7f9b953e758d5a62158a621214bac2ff6270830,tight,9215,priority_change,16,3,8,16,3,1,2.793970734798,0,0.0
451daa88b9eebc6f9599ec940694e92302c0ccd18eccf3b7e757e32e43bbde7b,tight,9216,robot_failure,16,3,7,15,2,1,2.2994109176995114,0,0.0
41c5866ca472b0db0212453cdf2cbe20f2675cf2dbac94aaa2a7f93d34b4b21b,tight,9217,priority_change,16,3,8,16,3,3,8.770311275319717,0,0.0
696457f2bc843fe93f8e156234b3224fbeafdcc620b833416fd9850d5b8dc71a,tight,9218,robot_failure,16,3,7,15,2,3,6.7009055092413945,0,0.0
b3987e0b043e32e940b3f36460319c46cb3f1337165f3265382c7d0daf77bc52,tight,9219,priority_change,16,3,8,16,3,3,8.046744918155746,0,0.0
d74f44b45de982df2284f03ee5446266d3cbbeb1448aee4c527bdebf5640e369,tight,9220,robot_failure,16,3,7,15,2,2,5.613091513030112,0,0.0
7fbad13abfdce33b60027acea79a5188b0d2e509ebca8330da101b6e8a8056f9,tight,9221,priority_change,16,3,8,16,3,2,5.22614577600061,0,0.0
4715d2b434550ad93140e6e0fea38f64d72b5cb3a1a0f4e60495896c7e23146c,tight,9222,robot_failure,16,3,7,15,2,3,7.071003794169049,0,0.0
ce9cd5bd7635afead06f08aa3f503a71c754ff57c1d5b46e3cd6a3334c1cf588,tight,9223,priority_change,16,3,8,16,3,1,2.9919259334972255,0,0.0
54be464bd968c9624ed0f2f55137198cdf3ec46b24c7f9730d68ef2d5dcfe954,tight,9224,robot_failure,16,3,7,15,2,1,3.249151654091575,0,0.0
fe6986199b3d8858534a85ed31846e03b5b2eaf991aa60335464d9cdbd3379e4,tight,9225,priority_change,16,3,8,16,3,3,11.190017094369445,0,0.0
63835d43dae8288d2f69a06806f0dcbe3a50f3fd45c5dbbe9bcbbbb76f9a7920,tight,9226,robot_failure,16,3,7,15,2,1,2.5992941606533253,0,0.0
8df8a858616394200a4ef58a8f523b7bbb5a1c0042d906c8c3f03f2e0eccbae0,tight,9227,priority_change,16,3,8,16,3,2,5.916270199679994,0,0.0
0ed181c5356db69e76b414e7d97e71070385a4d3ff7b598c6c7827692c529023,tight,9228,robot_failure,16,3,7,15,2,2,5.392102768529831,0,0.0
11a1650589db2a19360942250d3c0690385c01045f2c98aa757d0dfcf72ea963,tight,9229,priority_change,16,3,8,16,3,2,4.730828760773547,0,0.0
42a05f38ab8e1608a4060d543f49d0bec4ea848df13673a1fba6e03eb776266a,scarce,9200,robot_failure,8,2,6,7,2,0,0.0,0,0.0
e37c549fe483552b6417ee2d691009e71c47cd4f1ea7cd1755e54652442b833d,scarce,9201,priority_change,8,2,6,8,2,1,2.20478578478172,0,0.0
c319559787b2d2e153f183fd067e3a89d1e067cd4a4604abe0475b2cdeb55d3e,scarce,9202,robot_failure,8,2,6,7,3,0,0.0,0,0.0
ae3a2a5c105e8b5b7f30f464c72b13869a0776699c2e24ea366f0c789857bc8a,scarce,9203,priority_change,8,2,6,8,2,1,2.680411960444066,0,0.0
1f607f273aed06e091c17210d7566161dadf7e2e18a1966bbd276a49639fe3c1,scarce,9204,robot_failure,8,2,6,7,3,0,0.0,0,0.0
4fd13f8fa93986a8bfdadfb382b848faaea5cf672fb90c1cb2556ac9b0e522a3,scarce,9205,priority_change,8,2,6,8,3,1,4.481780525271,0,0.0
b3bd6f9c5d35a7bbdcd4d7bee0ab15f82067af8207b1058536c5959ec54ce330,scarce,9206,robot_failure,8,2,6,7,2,0,0.0,0,0.0
14b743da929ffc094e2002a9c41228fb95829fffec078b9952efb4c8fde499b8,scarce,9207,priority_change,8,2,6,8,3,1,2.4961005965166168,0,0.0
1b18cceff366db0e945af24a9965fea8c916ef7c4b9502e8149e6f208357b919,scarce,9208,robot_failure,8,2,6,7,3,0,0.0,0,0.0
152523a505d0cc272a6999d40edddf070811bf830ac7fa9ed5f0e610d7ff76b3,scarce,9209,priority_change,8,2,6,8,3,1,3.3959423105689504,0,0.0
8594a895197be7f2cf763444dad515bf606f71d56bd5cbb46f238ebee1bf24c7,scarce,9210,robot_failure,8,2,6,7,3,0,0.0,0,0.0
149ed96db91c46d9fcb91c2bc638ded6dcc3c959d16c1e2bd08101e1d1ebe1f4,scarce,9211,priority_change,8,2,6,8,2,1,2.4459626251029642,0,0.0
674a1c60552c4245a1b4727ce8dd87247e7aa0e99205c970ac5b089db6295dae,scarce,9212,robot_failure,8,2,6,7,3,0,0.0,0,0.0
6f173a4346e071b8457bac37701bfcd6d91b785ffa0affa18713cccc81cabc26,scarce,9213,priority_change,8,2,6,8,3,1,2.992231707630947,0,0.0
91317bf6888325e2b708bb0f3fd9b8c494bbf2275ac581476bea88170880e4ff,scarce,9214,robot_failure,8,2,6,7,3,0,0.0,0,0.0
2de8bd98390ed119e4bf6772b8dc8128d6cc71013df79342b703f99cfe965a66,scarce,9215,priority_change,8,2,6,8,3,1,3.2977984441777193,0,0.0
c1709ef4772223092077decf689e79802cceb71e4ca3d01c69b9d9f00a12480e,scarce,9216,robot_failure,8,2,6,7,3,0,0.0,0,0.0
77f1b1847f5f403f37f1931c88e1734acf5b4cb4f3f55a569fc7f3fc557d0091,scarce,9217,priority_change,8,2,6,8,2,1,2.0372532165455763,0,0.0
7adb371af314647bfd8cb84ede821bd0cbc544220db1e41efba0df3753757676,scarce,9218,robot_failure,8,2,6,7,2,0,0.0,0,0.0
cb179d122a49b29e85c63739d823e0e9816e5eda09dba58555241112775708fd,scarce,9219,priority_change,8,2,6,8,3,1,3.0734886942463646,0,0.0
b3785c6457299629a0a6433bd8cd58941b391e6a5a68bb75f72cdd1be6b8e3a5,scarce,9220,robot_failure,8,2,6,7,3,1,3.241274792418422,0,0.0
e5a26be5b1147225ebc3dbb0a3d21df89e0b268c84e16a2968e23e84e990d7ad,scarce,9221,priority_change,8,2,6,8,3,1,1.8490453350876126,0,0.0
371908fdc4bd13880c608d3e6f97d17dd2eb2846bc93e1a97ec2ac539a3f8d04,scarce,9222,robot_failure,8,2,6,7,3,0,0.0,0,0.0
b75348b0982b0b91aa0806cf4c7495e9e28cf89e07694b42fa4e16a17da343df,scarce,9223,priority_change,8,2,6,8,3,1,1.933950835664778,0,0.0
8cb0721726ae604ff02584969e843692b9306501a2f7a0554751f0f6df8dc089,scarce,9224,robot_failure,8,2,6,7,3,0,0.0,0,0.0
94ce2a4049260f0765d351950c5551c09309fb55dc558546f4f388f2d8bab053,scarce,9225,priority_change,8,2,6,8,3,1,2.560542855350419,0,0.0
267db3638861631e74ec1eb83f0698dedcc09c64035b217bfd94fed922018d5f,scarce,9226,robot_failure,8,2,6,7,2,0,0.0,0,0.0
274f6c8ae9b51a86edb6a94946b0bc80d856ad9deee7209331a9f0fcc4ff6a8e,scarce,9227,priority_change,8,2,6,8,2,1,2.4788244507008748,0,0.0
de2bcfd38b4565a6e0aa499cc37877c63f8e269253513d46afa95842d7a99660,scarce,9228,robot_failure,8,2,6,7,2,0,0.0,0,0.0
4649ccecfb7ee59636dc67bd4e783068789ff2f98ee676f7b5f6fa76fb517abd,scarce,9229,priority_change,8,2,6,8,3,1,3.3708733067465952,0,0.0
8d99343d1eb22cd93986b579bd5472c8a93a819bd0d0cbbecbcc4b89eb9aa345,scarce,9200,robot_failure,8,3,9,7,3,0,0.0,0,0.0
dd8b529f06ad40be187383c1c791aae0b41aaaf5dcf80581bf7a50d53a4264a3,scarce,9201,priority_change,8,3,9,8,3,1,2.0597275474261325,0,0.0
b5a98d69bede87fb8a0560ac4d624938a849c4a129b3797213b436b1c5adce06,scarce,9202,robot_failure,8,3,9,7,3,0,0.0,0,0.0
e67cb3fcf5f00d10baf6aecc740125d983718e0b43f3bf41e6babe5930d32939,scarce,9203,priority_change,8,3,9,8,2,1,2.428753118348041,0,0.0
da1ce0d0d662ff40b2310748dcf44646bd1b9af51a4524e8780fd9d0ddcf99c3,scarce,9204,robot_failure,8,3,9,7,2,0,0.0,0,0.0
23065ec11ed603f12699076c92568f736dbf9124f934d5986e927e4b916a354c,scarce,9205,priority_change,8,3,9,8,3,1,2.108982530769431,0,0.0
490cb244195ea6ecd6dcc9166e8549ffb975c3420e0859061bf27e018d7aab1a,scarce,9206,robot_failure,8,3,9,7,3,0,0.0,0,0.0
93a6352d713e249c97175bb4a50fa51eb8addcec6048df86fc7e7f6ec36d21c9,scarce,9207,priority_change,8,3,9,8,3,1,1.945209536783206,0,0.0
886829d55f605f838729ca5d8cf3a3064c9eb81b461c2dbd47d81c9f52bb548d,scarce,9208,robot_failure,8,3,9,7,3,0,0.0,0,0.0
f347d80e417e35a16502b84e1d5f4f7afb60c7b890642a4a8c975de0d13f1ac9,scarce,9209,priority_change,8,3,9,8,3,1,2.098680529449994,0,0.0
dd8aec8083311b6966fc6e864814b407e3607b6a0a934f42ff0e5cd451bd0f19,scarce,9210,robot_failure,8,3,9,7,2,0,0.0,0,0.0
3b4a26a308b319822b35b550c72441d4dac13d7ead6c7ce1f2fd66e131864485,scarce,9211,priority_change,8,3,9,8,3,1,3.3949258599040313,0,0.0
ebde0bec06200af6beae20eea31bd79b0e8939bf6db77bacb7b16cac9df024f1,scarce,9212,robot_failure,8,3,9,7,3,0,0.0,0,0.0
46814eac2c8bd963d201bed8c95ff404766bbe44aeb877092b044cf2597ffc20,scarce,9213,priority_change,8,3,9,8,3,1,3.1642544861214112,0,0.0
5391670cfc830ab8d8ae407049302fe44f3c9d4a4c4255069556ef9b017fa7e5,scarce,9214,robot_failure,8,3,9,7,3,0,0.0,0,0.0
08b79bdb73b5f00d03548e4fb2894acc0cd588742ddc91d646e8d50d08413779,scarce,9215,priority_change,8,3,9,8,2,1,3.0445358373869302,0,0.0
42c8cef8e458a962f3354bb7d09ee044f4c238f2a069ae534d9113a2baa00451,scarce,9216,robot_failure,8,3,9,7,3,1,2.9344938993909455,0,0.0
ad007b03ef0ec6d912226471ea93767a7daeed220da5808383fb833fa5fa2a92,scarce,9217,priority_change,8,3,9,8,3,1,3.384026733141996,0,0.0
193d522d4761068af0a843467220be45345faef47f3f6c5df78b80b8cefa71da,scarce,9218,robot_failure,8,3,9,7,2,0,0.0,0,0.0
002a863918bc6c84a1453d5460bd8916e7253b3e1f097947aa39fb508f4bcbbc,scarce,9219,priority_change,8,3,9,8,3,1,3.411041467788296,0,0.0
9bad3dd342e259e4d7a42aa0a3e5396b3870900ce61528dd488c0b8e16854d9b,scarce,9220,robot_failure,8,3,9,7,3,0,0.0,0,0.0
91ea66987632ce733f704dd59a182038d8252750e2b569c16ca8639f5c0c6432,scarce,9221,priority_change,8,3,9,8,3,1,2.156748224929098,0,0.0
055d6816288313d8bf1497e2a973c4e16622535ae7228531b3d1bf2cdb592ab5,scarce,9222,robot_failure,8,3,9,7,3,0,0.0,0,0.0
d36b9bbbae965177c70dfd72493ffc41b08593307f1b033e2384603297d2831e,scarce,9223,priority_change,8,3,9,8,3,1,2.714001298216135,0,0.0
5cbd6078b135e73dddee9834dfc2ac7a46b12cd915a9a4fb2e529818cebf5033,scarce,9224,robot_failure,8,3,9,7,3,0,0.0,0,0.0
ddfcc24eef58c122ea72fabc5f1afb951ae9c462ddd1b33ec5145082eb1634a5,scarce,9225,priority_change,8,3,9,8,3,1,4.004434342709194,0,0.0
43cedb0985a9d75d076b3232d3ae1e2e42a0d7eeee94ebaf98325eb752f71164,scarce,9226,robot_failure,8,3,9,7,2,0,0.0,0,0.0
c60feffbb7c622a036cd65c1f2bbbd9074bd4415e345b45bd5fefd27085fc361,scarce,9227,priority_change,8,3,9,8,3,1,2.5737502884718855,0,0.0
f03e0b302eae393bfe7482baa1ecc8a9ce0a818ecf906d48cf0d2423f5f4dc6e,scarce,9228,robot_failure,8,3,9,7,3,0,0.0,0,0.0
9007d8490f3f12ea73dd64f98578f2add2d6fc734e06bf7a43763c67b681f4bb,scarce,9229,priority_change,8,3,9,8,3,1,2.1198781676590954,0,0.0
e5d1cf840efaf34235e3934dbac7bd439d509ee6bc045f5ffbd4434d8dbf3a96,scarce,9200,robot_failure,16,2,6,15,2,0,0.0,0,0.0
28364763a32b513050d8bf737107537d013f8f8a53f08c7192860a476507713c,scarce,9201,priority_change,16,2,6,16,3,1,1.9159817652989661,0,0.0
455a87e611bbaf733f37721d78d3a93465af852220f12251cab2712360878579,scarce,9202,robot_failure,16,2,6,15,3,0,0.0,0,0.0
f4c669a4e1eb52570d7f011020366be55c4ec858934fcc571f1dc424073c7503,scarce,9203,priority_change,16,2,6,16,3,1,2.290206180499359,0,0.0
8048d2c21900c2643fc5f6d8728f490c86e3ccdf1900ccba53a1ead8a0c9b1ee,scarce,9204,robot_failure,16,2,6,15,3,0,0.0,0,0.0
f38101b9a88beb4c88ba124e7a305a4351bd134691be37b89de50a9c16c501e1,scarce,9205,priority_change,16,2,6,16,3,1,2.5325377679083396,0,0.0
45cdc6f10ded616792f91622203e82a66fc4126aba73863774fdbf3a25651153,scarce,9206,robot_failure,16,2,6,15,3,0,0.0,0,0.0
e47feb544dd122a8efa5d4eed3bfaad6a2b63ee7e4ef096bbd459611cc9d6e9c,scarce,9207,priority_change,16,2,6,16,3,1,2.830392776341837,0,0.0
5aeabb604d60878a6ed51cceb5b23a6303e11657cc47e9ddc6f3d58023c4d884,scarce,9208,robot_failure,16,2,6,15,3,0,0.0,0,0.0
0d520d0cce1521a6d2422bd1eafa643944bf2890ee1d1a307a6324be397269fe,scarce,9209,priority_change,16,2,6,16,3,1,3.1130631044357524,0,0.0
b7cfbfe04ec0ea4e976ef78634c3281247125e35e97ef09e5dac6acdc222e945,scarce,9210,robot_failure,16,2,6,15,3,0,0.0,0,0.0
f1d4b4b1e3a9a80c025939d9fcb8d52753f095f15141da93645e1742a780e140,scarce,9211,priority_change,16,2,6,16,3,1,3.3057563948094937,0,0.0
d2cfd13de55cc3f3fb49bd8832b7a357ce539829d9929c17d432badc09c0bb16,scarce,9212,robot_failure,16,2,6,15,3,0,0.0,0,0.0
ca70b63aaf8cd3f8622a03d728887eb67432a0dc092f973975fa0afab149b518,scarce,9213,priority_change,16,2,6,16,3,1,2.9267354891385953,0,0.0
e376cb3a2b06edc8ed0fe93a30850f38bff29cab1e1f551f2df826df19cb809f,scarce,9214,robot_failure,16,2,6,15,3,0,0.0,0,0.0
93cdc70f187fcf417f10cc8c178f393ac2fa1fb4dc2aea8c4ff326393bc99127,scarce,9215,priority_change,16,2,6,16,3,1,4.1716447901296165,0,0.0
cc1c8100dde82ea23ed638577cd62ced500a708315f46504c52c136a4fb563df,scarce,9216,robot_failure,16,2,6,15,3,0,0.0,0,0.0
01cedbef77712060a797ef9dcad47f1a6aaa2edf7005a948449ddde69cec0e7f,scarce,9217,priority_change,16,2,6,16,2,1,1.8329235310646703,0,0.0
843519d364c6cee4d0600afc3299d1a93a2cf38367192a58b63c3d675e40daa4,scarce,9218,robot_failure,16,2,6,15,3,0,0.0,0,0.0
2972159da66bbc3b7f6dad3520b570fbe7a08952c489395d4572424e89aa5448,scarce,9219,priority_change,16,2,6,16,3,1,3.653141073110338,0,0.0
d676b0862ef00ed678cdaaa1f2b8b36ad59cfd2a0e23ad2d32bc8b43195309ed,scarce,9220,robot_failure,16,2,6,15,3,0,0.0,0,0.0
139ed14b9129ee92009984582c360a370d1a0a65042370a8d2ab6a8ec58c2bcf,scarce,9221,priority_change,16,2,6,16,3,1,3.525818514927848,0,0.0
e92b8a9153d4e2c4e042fe7a754795a080818a81f3b193d422f8339345dfe550,scarce,9222,robot_failure,16,2,6,15,3,0,0.0,0,0.0
fef1b2c66920abfd1951ecc7cf8113572e2471dc105f42ba6e8408a0ccb068b2,scarce,9223,priority_change,16,2,6,16,3,1,3.1890794029479794,0,0.0
b95ab45822f94ecf8222c7eeba19a40268db7c420acc4836e63ce01278218703,scarce,9224,robot_failure,16,2,6,15,3,0,0.0,0,0.0
ef8696582295b72abd4612b163e662dc6c34c47751556ed74dd4497529538db1,scarce,9225,priority_change,16,2,6,16,3,1,2.1790242337792893,0,0.0
f10769e688c42b4cebc3990bf13e30508b73a7f8cb3916b63eb7ecd575b6e372,scarce,9226,robot_failure,16,2,6,15,2,0,0.0,0,0.0
fb3346e065f892a7c795381d194e9fb2a923f9fbee3060110c802a14a59acbde,scarce,9227,priority_change,16,2,6,16,3,1,2.0547280991881194,0,0.0
1c015b2a78e4a949398b9d6f4d7ce400df0371e81db75121e1582b0a4b9077ac,scarce,9228,robot_failure,16,2,6,15,2,0,0.0,0,0.0
83be4689ec84c870d481b2b3c97090085d14655f223c1c61e56b80783ace31e6,scarce,9229,priority_change,16,2,6,16,3,1,3.103633137552969,0,0.0
99584e3d09fcdfbc724a3c2333006baa5de84135c00f1f8d3dca2882372aa277,scarce,9200,robot_failure,16,3,9,15,3,0,0.0,0,0.0
eee991fbb4b205bd54ea97b4779fd0960ac5877827e8c7275a1c8a06c25f45a9,scarce,9201,priority_change,16,3,9,16,3,1,2.1758080314918113,0,0.0
3c9d1a90a8b3d5ef85fc1fadeb02e2866a3ac6a4470693e70d09e477fb5c9ea2,scarce,9202,robot_failure,16,3,9,15,3,0,0.0,0,0.0
c7200875d4c5488b73ffaaf7fb06432dba64bb2072719f618f0b4efa31fe617a,scarce,9203,priority_change,16,3,9,16,3,1,2.1876644583639027,0,0.0
cba7eb5613c308ca192b26dcd5f3b6b786dc2b1ae2e227e79915206fefc5d7a2,scarce,9204,robot_failure,16,3,9,15,3,0,0.0,0,0.0
282e29d1e52d4c0d008ae8a3383a3b6e95e33fcb3c1b4096d37bd5de90c95b2f,scarce,9205,priority_change,16,3,9,16,3,1,3.005230364884725,0,0.0
f37fd3babf24c91aa5107b32f166f36d135ecea00ea7e21f0cc9eaa236c14cde,scarce,9206,robot_failure,16,3,9,15,2,0,0.0,0,0.0
c306ec2c60e7c7de68c1cb1a11ac6f56abfa6b18b1e1128ce16e8ce84ced2254,scarce,9207,priority_change,16,3,9,16,3,1,3.0680292737653,0,0.0
caf5aec1c1046a80386d973ece9d0f3a2297e8d0efc7ab54619bc775e8d6c079,scarce,9208,robot_failure,16,3,9,15,3,0,0.0,0,0.0
542ba1c82f3c451b46cdce34df4645f17a6c02665003a12c04d1b1bd51dacc6e,scarce,9209,priority_change,16,3,9,16,3,1,3.031698420729977,0,0.0
f9ea68d3cfccce7ab23fc8aae1341f935c680b0d8606039f4d533fabfd4ec484,scarce,9210,robot_failure,16,3,9,15,3,0,0.0,0,0.0
9327fa78ed96471006d1521851405590051394cdd76bb588c1d7a63ce7080c72,scarce,9211,priority_change,16,3,9,16,3,1,3.088897995867437,0,0.0
fa673cfe1f9b5d27f463c7b59b31043d5f040a55b9c4a568a8942f57b83da00a,scarce,9212,robot_failure,16,3,9,15,3,0,0.0,0,0.0
f08b96c0597fdf36bcd55e9b3237b2ee5faf6a75c87f82849174a6a4fa85988b,scarce,9213,priority_change,16,3,9,16,2,1,2.090141848559149,0,0.0
