method,scenario,seed,n_robots,safe_docking_success,arrival_success,any_collision,timeout,docking_time_s,time_to_wrench_feasible_s,min_clearance_m,final_position_error_m,final_orientation_error_rad,energy_wh,path_length_m,guard_interventions,guard_intervention_norm,raw_barrier_violations,exec_barrier_violations,max_exec_barrier_residual,torque_saturation_events,mean_kkt_residual,final_kkt_residual,max_simplex_error,max_capacity_violation,consensus_error,messages,runtime_s,steps
direct_to_slot,symmetric_deadlock,462001,4,0,0,1,0,22.0,22.0,-0.08593527127532646,3.887482109447258,3.108533372926039,0.012880538003228444,7.235552025114109,0,0.0,6,0,1.194956705880876,0,nan,nan,0.0,0.0,0.0,0,0.00889239995740354,16
apf_navigation,symmetric_deadlock,462001,4,0,0,1,0,22.0,22.0,-0.0006931741940764402,2.1022904915137226,2.1759642203956684,0.037953397755983526,19.7286583984676,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.06323800003156066,96
rvo_proxy,symmetric_deadlock,462001,4,0,0,1,0,22.0,22.0,-0.08593527127532646,3.887482109447258,3.108533372926039,0.01288053800322844,7.235552025114109,0,0.0,6,0,1.194956705880876,0,nan,nan,0.0,0.0,0.0,0,0.01006129989400506,16
cbf_qp,symmetric_deadlock,462001,4,0,0,1,0,22.0,22.0,-0.00812608778160362,1.698015434516163,2.3158932227912015,0.04300811918212305,18.84816524402869,2651,67.95970736042368,78,17,0.1629883070670497,0,nan,nan,0.0,0.0,0.0,0,0.16321319993585348,88
central_potential_reference,symmetric_deadlock,462001,4,0,0,1,0,22.0,22.0,-0.020079496842810907,0.9262860322566338,1.6835981533476505,0.08775398697811672,26.32101957886992,1608,19.805477591001914,78,16,0.07334419270148984,0,0.00634428864717123,0.008339741118044142,5.551115123125783e-16,0.0038279615225502717,0.0,2834136,3.9689517999067903,127
nash_pd_exact,symmetric_deadlock,462001,4,0,0,0,1,22.0,22.0,0.07776194579374612,0.5513281384901534,0.7509687755674008,0.08567636608152483,29.01489271460273,0,1.0873401679886543e-14,0,0,0.0,0,0.03282368750687778,0.004253009836804317,4.440892098500626e-16,2.220446049250313e-16,0.0,1267368,2.1034040998201817,138
nash_pd_ring,symmetric_deadlock,462001,4,0,0,0,1,22.0,22.0,0.07776194579374612,0.5497039974321405,0.7207360748773914,0.08671647801681773,29.013408858702363,0,1.095352757954546e-14,0,0,0.0,0,0.04030439228444221,0.02877937087503107,5.551115123125783e-16,2.220446049250313e-16,0.07407407407407442,6786368,2.733009200077504,138
smith_primitives,symmetric_deadlock,462001,4,0,0,0,1,22.0,22.0,0.07776194579374612,0.5516940540442168,0.7177103305049729,0.08804331267512047,29.030726994572937,0,1.0670022009084252e-14,0,0,0.0,0,0.06815810227649921,0.058388683705724816,2.220446049250313e-16,0.004382330445620974,0.0,1280736,2.228130499832332,138
replicator_primitives,symmetric_deadlock,462001,4,0,0,0,1,22.0,22.0,0.3200764333231327,1.4315478786550189,1.9190427114216522,0.05228996470664368,24.175961030536186,1220,18.78466512245731,76,8,0.010478159518620415,0,0.7437426126890735,0.7383062936546402,4.440892098500626e-16,0.9999999532450099,0.0,1067328,2.1993723998311907,138
erv_bnn_primitives,symmetric_deadlock,462001,4,0,0,0,1,22.0,22.0,0.18012827806235981,0.5586734723735964,0.7877706265682848,0.08381919621649306,28.906202348253707,0,1.0419759529692898e-14,0,0,0.0,0,0.15320622345335838,0.08197412688871514,3.3306690738754696e-16,0.10298460810993948,0.0,1299744,2.183144300011918,138
direct_to_slot,actuator_limited,462000,4,0,0,1,0,22.0,22.0,-0.0603389988373485,2.3582755601488596,0.051008857963228516,0.010327086657724863,5.870512664731976,0,0.0,5,0,1.1998885772519006,0,nan,nan,0.0,0.0,0.0,0,0.010221899952739477,16
apf_navigation,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.45345295056378737,1.0513728334645862,1.0242448500250683,0.027271703622107915,16.612999199698447,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.10619720001704991,138
rvo_proxy,actuator_limited,462000,4,0,0,1,0,22.0,22.0,-0.0603389988373485,2.3582755601488596,0.051008857963228516,0.010327086657724862,5.870512664731976,0,0.0,5,0,1.1998885772519006,0,nan,nan,0.0,0.0,0.0,0,0.011588099878281355,16
cbf_qp,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.0401546214257697,0.40700539635649297,0.4759948491399806,0.030465302388148693,15.610719661656235,5871,86.25893242933097,127,4,0.052096887014955295,0,nan,nan,0.0,0.0,0.0,0,0.3079008001368493,138
central_potential_reference,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.3047694309013302,1.192253530871898,0.30994840000679647,0.03583085808825291,11.43333602604033,0,4.3408064605083186e-15,0,0,0.0,0,0.001644039223554154,3.7934037860122765e-10,2.220446049250313e-16,2.220446049250313e-16,0.0,1759596,2.1963241000194103,138
nash_pd_exact,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.3047694309013302,1.201930752607223,0.360143618987263,0.034585843905901956,11.393566011811636,0,4.094287107012332e-15,0,0,0.0,0,0.015463127514066278,1.7784123261019383e-11,3.3306690738754696e-16,2.220446049250313e-16,0.0,840168,1.1865197999868542,138
nash_pd_ring,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.3047694309013302,1.201930752607223,0.360143618987263,0.034585843905901956,11.393566011811636,0,4.094287107012332e-15,0,0,0.0,0,0.029952873664665446,0.02216155828993113,2.220446049250313e-16,2.220446049250313e-16,0.07206308581126225,8658432,2.2897638001013547,138
smith_primitives,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.3047694309013302,1.2037559315449264,0.3566664728851491,0.03520068687845194,11.380550081186826,0,4.246983180419592e-15,0,0,0.0,0,0.028632696995783115,1.6338499882099665e-11,2.220446049250313e-16,2.220446049250313e-16,0.0,1590048,2.010327000170946,138
replicator_primitives,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.041915967099021845,0.5269921699214389,0.8965012358932773,0.029913220161026585,16.562236250604947,6778,41.01232187147281,104,77,0.024217039327629093,0,1.2340063079453996,1.4142135623730951,2.220446049250313e-16,2.220446049250313e-16,0.0,1148256,2.154831500025466,138
erv_bnn_primitives,actuator_limited,462000,4,0,0,0,1,22.0,22.0,0.3047694309013302,1.2037559315449264,0.3566664728851491,0.03520068687845194,11.380550081186826,0,4.246983180419592e-15,0,0,0.0,0,0.06373966904607559,0.0039319851773326805,3.3306690738754696e-16,2.220446049250313e-16,0.0,1590048,2.078183399979025,138
direct_to_slot,actuator_limited,462001,4,0,0,1,0,22.0,22.0,-0.09511985045859134,2.058191119822449,0.2599441882504001,0.010397495176776907,7.143350398734751,0,0.0,6,0,1.109034851983717,0,nan,nan,0.0,0.0,0.0,0,0.01143199997022748,19
apf_navigation,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.4508014040810106,1.0854738928664995,0.6733961909540636,0.026969849343035788,16.395273239959298,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.101372400065884,138
rvo_proxy,actuator_limited,462001,4,0,0,1,0,22.0,22.0,-0.09511985045859134,2.058191119822449,0.2599441882504,0.010397495176776902,7.143350398734751,0,0.0,6,0,1.109034851983717,0,nan,nan,0.0,0.0,0.0,0,0.013532100012525916,19
cbf_qp,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.040686788421211595,0.40833377332881765,0.4807484026968041,0.02934300874856,14.953583518553836,7729,82.29705525755439,125,4,0.10681695524572354,0,nan,nan,0.0,0.0,0.0,0,0.3387937000952661,138
central_potential_reference,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.3468946775113459,1.0725538613404575,0.8344962846569001,0.03984417381828765,12.950358736202745,0,5.106879852620873e-15,0,0,0.0,0,0.0029066394945016383,1.301401162399518e-10,2.220446049250313e-16,2.220446049250313e-16,0.0,1830192,2.6411228000652045,138
nash_pd_exact,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.5703812711360646,1.0880029170372314,0.7937567671736359,0.03295519301612517,12.715684634047475,0,4.463737571193614e-15,0,0,0.0,0,0.019093516581905754,8.363910734332497e-11,2.220446049250313e-16,2.220446049250313e-16,0.0,814668,1.2700483999215066,138
nash_pd_ring,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.5703812711360646,1.0880029170372314,0.7937567671736359,0.03295519301612517,12.715684634047475,0,4.463737571193614e-15,0,0,0.0,0,0.032103754800904404,0.020448824006565475,2.220446049250313e-16,2.220446049250313e-16,0.07263955978396511,7891968,2.397696200059727,138
smith_primitives,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.5249428977810338,1.082354771722634,0.8068999743176205,0.03735995993948519,12.782186293730001,0,4.6085646556494235e-15,0,0,0.0,0,0.0345485816878293,9.113479709426353e-10,4.440892098500626e-16,4.440892098500626e-16,0.0,1439424,2.3485508000012487,138
replicator_primitives,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.04062701220730697,0.5657910484410618,0.3663760837767309,0.035517484141546596,16.566862962433415,3860,30.735839292308867,105,58,0.10244950598955009,0,1.1773774323134985,1.4142135623730951,3.3306690738754696e-16,2.220446049250313e-16,0.0,1086336,2.2519786001648754,138
erv_bnn_primitives,actuator_limited,462001,4,0,0,0,1,22.0,22.0,0.5208335530949606,1.0801482126434718,0.7921067512817678,0.0361488854490036,12.837889684319935,0,4.351500631958964e-15,0,0,0.0,0,0.08596332833963852,0.018616782945063533,3.3306690738754696e-16,2.220446049250313e-16,0.0,1459584,2.042916900012642,138
