world_key,method,bytes_per_agent,rounds,distance,feasible
E3:clustered:p0.85:cv1.0:r28,geo_qpg_u,879.0,46,356.99656132881125,True
E3:clustered:p0.85:cv1.0:r28,geo_qpg_p,2047.0,208,356.99656132881125,True
E3:clustered:p0.85:cv1.0:r28,geo_qpg_c3,8941.0,512,332.9602245498612,True
E3:clustered:p0.85:cv1.0:r28,geo_qpg_d,4503.5,15,321.6836677951599,True
