study,seed,N,N_original,K,M,requested_delta,observed_delta,capacity_delta,quota_mode,spatial_mode,capacity_mode,treatment,failure_count,failed_robot_was_assigned,total_capacity_kg,total_demand_kg,capacity_mean_kg,capacity_std_kg,capacity_cv,capacity_min_kg,capacity_max_kg,quota_cv,milp_feasible,milp_optimal,milp_status,milp_message,milp_mip_gap,milp_node_count,milp_assigned_robot_count,milp_idle_robot_count,milp_robot_utilization,milp_total_distance,milp_mean_distance_per_assigned_robot,milp_normalized_mean_distance_per_assigned_robot,milp_distance_per_nominal_slot,milp_normalized_distance_p95,milp_total_excess_kg,milp_objective_value,milp_matrix_bytes,milp_binary_variable_count,milp_constraint_count,milp_solver_wall_ns,milp_total_wall_ns,milp_total_cpu_ns,base_milp_total_distance,relative_distance_increase,assignment_churn,central_logical_messages,central_communication_bytes,retry_messages
scaling,612757153,4,4,3,10,-0.4,-0.42857142857142855,-0.3694810779049949,symmetric,uniform,moderate,none,0,False,20.0,43.439809018091445,5.0,0.8185348438546066,0.16370696877092134,3.6127544017923237,5.700014472046779,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=43.440.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,447,0
scaling,2569144697,4,4,3,10,-0.4,-0.42857142857142855,-0.4004422341642699,symmetric,uniform,moderate,none,0,False,20.0,46.715840039605794,5.0,1.7145734530234988,0.34291469060469976,2.9244755800966176,7.007266199763582,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=46.716.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,452,0
scaling,2409520928,4,4,3,10,-0.4,-0.42857142857142855,-0.31916204791401276,symmetric,uniform,moderate,none,0,False,20.0,38.75113142186902,5.0,1.3020543131252162,0.26041086262504326,3.3171576934453233,6.522360505662702,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=38.751.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,452,0
scaling,155533046,4,4,3,10,-0.4,-0.42857142857142855,-0.3642564000022458,symmetric,uniform,moderate,none,0,False,20.0,42.918446996778734,5.0,1.1984266869950149,0.23968533739900297,3.5991391819329466,6.895173788950897,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=42.918.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,451,0
scaling,3990538031,4,4,3,10,-0.4,-0.42857142857142855,-0.36253214168879955,symmetric,uniform,moderate,none,0,False,20.0,42.748261702118185,5.0,0.9876696037084071,0.1975339207416814,3.6946345200496036,6.398363976125178,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=42.748.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,452,0
scaling,1020075116,4,4,3,10,-0.4,-0.42857142857142855,-0.37794983236674246,symmetric,uniform,moderate,none,0,False,20.0,44.30349525053552,5.0,0.8512097439262211,0.1702419487852442,4.346409888464498,6.454265140787872,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=44.303.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,447,0
scaling,523148818,4,4,3,10,-0.4,-0.42857142857142855,-0.37723401944238893,symmetric,uniform,moderate,none,0,False,20.0,44.229584223892374,5.0,0.3854724404626765,0.0770944880925353,4.40702606595934,5.486911636865451,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=44.230.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,449,0
scaling,3652199492,4,4,3,10,-0.4,-0.42857142857142855,-0.3644835349224061,symmetric,uniform,moderate,none,0,False,20.0,42.940934181958866,4.999999999999999,1.5073396218455288,0.3014679243691058,3.278812945087801,7.407883126701176,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=42.941.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,450,0
scaling,447399933,4,4,3,10,-0.4,-0.42857142857142855,-0.3565426008011844,symmetric,uniform,moderate,none,0,False,20.0,42.164177534992945,5.0,1.4999688309129173,0.29999376618258344,3.2374184704077087,6.964812517209041,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=42.164.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,452,0
scaling,1647039047,4,4,3,10,-0.4,-0.42857142857142855,-0.3747628051980155,symmetric,uniform,moderate,none,0,False,20.0,43.97572046664336,5.000000000000001,1.0491036051909017,0.2098207210381803,4.1364080117313895,6.786767653363022,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=20.000, demanda=43.976.",nan,0,0,4,0.0,nan,nan,nan,nan,nan,nan,nan,0,12,10,nan,nan,nan,nan,nan,nan,4,449,0
scaling,810203787,5,5,3,10,-0.33,-0.3333333333333333,-0.20206531773399267,symmetric,uniform,moderate,none,0,False,25.0,37.66177058253436,5.0,2.1269275755433243,0.42538551510866485,2.080654171693696,7.558389457348844,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=37.662.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,563,0
scaling,3631318694,5,5,3,10,-0.33,-0.3333333333333333,-0.25605928347961193,symmetric,uniform,moderate,none,0,False,24.999999999999996,42.20965648158568,5.0,1.4273542574409057,0.28547085148818113,2.5582270717869364,7.016987499585592,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=42.210.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,564,0
scaling,2087282751,5,5,3,10,-0.33,-0.3333333333333333,-0.3017239635629558,symmetric,uniform,moderate,none,0,False,24.999999999999996,46.60492039097484,5.0,0.9193061384069682,0.18386122768139362,3.663011464692053,6.092501414798074,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=46.605.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,558,0
scaling,2879130062,5,5,3,10,-0.33,-0.3333333333333333,-0.27631078455311764,symmetric,uniform,moderate,none,0,False,25.0,44.090431269069974,5.0,0.9572641129307254,0.1914528225861451,3.7882408341241205,6.722993539966594,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=44.090.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,563,0
scaling,2993006858,5,5,3,10,-0.33,-0.3333333333333333,-0.22441501955822163,symmetric,uniform,moderate,none,0,False,25.0,39.46746811873493,5.0,1.4677478190240638,0.2935495638048128,3.699935395224283,7.46031726997314,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=39.467.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,555,0
scaling,28130411,5,5,3,10,-0.33,-0.3333333333333333,-0.2145067882108781,symmetric,uniform,moderate,none,0,False,25.0,38.65427383658064,5.0,1.6835540093441592,0.33671080186883184,2.660446241371587,7.564640017961096,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=38.654.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,565,0
scaling,222586308,5,5,3,10,-0.33,-0.3333333333333333,-0.23857769649614088,symmetric,uniform,moderate,none,0,False,25.0,40.666581829706786,5.0,1.1805351744207202,0.23610703488414403,3.24485872630153,6.896040684453045,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=40.667.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,561,0
scaling,1551673201,5,5,3,10,-0.33,-0.3333333333333333,-0.2537205463395245,symmetric,uniform,moderate,none,0,False,25.0,41.999030664386765,5.0,1.8752431623136907,0.3750486324627381,2.5298512179827664,8.223587897424101,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=41.999.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,559,0
scaling,2254991305,5,5,3,10,-0.33,-0.3333333333333333,-0.263489953609043,symmetric,uniform,moderate,none,0,False,25.0,42.887736555678714,5.0,0.928585878075552,0.18571717561511042,4.034510220339527,6.2962246656856555,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=42.888.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,563,0
scaling,2242929901,5,5,3,10,-0.33,-0.3333333333333333,-0.2224147169722077,symmetric,uniform,moderate,none,0,False,24.999999999999996,39.30162850473201,4.999999999999998,1.338587397472757,0.2677174794945515,2.7172791334709983,6.5660636001072525,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=39.302.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,5,563,0
scaling,1054060711,6,6,3,10,-0.27,-0.25,-0.1855863664567793,symmetric,uniform,moderate,none,0,False,29.999999999999996,43.67263700996947,5.0,1.4312008805025052,0.286240176100501,3.3283569513029954,6.857342457233612,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.673.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,677,0
scaling,452146963,6,6,3,10,-0.27,-0.25,-0.18439064062056382,symmetric,uniform,moderate,none,0,False,30.0,43.564629083770626,5.0,0.8031715097864361,0.16063430195728723,3.3010739449380098,5.750195737406056,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.565.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,670,0
scaling,2199333419,6,6,3,10,-0.27,-0.25,-0.17407251650504035,symmetric,uniform,moderate,none,0,False,30.0,42.64560291190039,5.0,1.7295102749682305,0.3459020549936461,3.3598561569432115,8.61458572671778,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=42.646.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,674,0
scaling,394389838,6,6,3,10,-0.27,-0.25,-0.14900946574000293,symmetric,uniform,moderate,none,0,False,30.0,40.50607214118392,5.0,1.6338347595884115,0.3267669519176823,3.2548618242496357,8.491064183236173,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=40.506.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,679,0
scaling,285537697,6,6,3,10,-0.27,-0.25,-0.168364069462685,symmetric,uniform,moderate,none,0,False,29.999999999999996,42.146954931630184,4.999999999999999,1.7410576219247622,0.3482115243849525,2.597796483118032,6.804551351067073,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=42.147.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,673,0
scaling,3447252941,6,6,3,10,-0.27,-0.25,-0.18719428414201714,symmetric,uniform,moderate,none,0,False,29.999999999999996,43.81837852439939,4.999999999999999,2.1292486622360935,0.4258497324472188,2.7841964845830236,8.870735544420269,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.818.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,671,0
scaling,1930766772,6,6,3,10,-0.27,-0.25,-0.1795504606542058,symmetric,uniform,moderate,none,0,False,29.999999999999996,43.130640121807474,4.999999999999999,0.7203202948736442,0.14406405897472888,4.320333957172358,6.4780763302227555,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.131.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,671,0
scaling,389524123,6,6,3,10,-0.27,-0.25,-0.18532743715262676,symmetric,uniform,moderate,none,0,False,30.0,43.649221461802,5.0,0.9193587309722856,0.18387174619445712,4.099384613648686,6.382135140782936,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.649.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,674,0
scaling,2092223253,6,6,3,10,-0.27,-0.25,-0.1860909471613686,symmetric,uniform,moderate,none,0,False,30.0,43.718310160995124,5.0,1.4061523451038014,0.28123046902076027,3.4726119465743372,7.503112089895106,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.718.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,675,0
scaling,1177133046,6,6,3,10,-0.27,-0.25,-0.18593725132866248,symmetric,uniform,moderate,none,0,False,30.000000000000007,43.70439207288169,5.000000000000001,0.88992617939406,0.177985235878812,3.6697439727911405,5.828970569167313,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.704.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,nan,nan,nan,6,674,0
scaling,2266623018,7,7,3,10,-0.2,-0.17647058823529413,-0.09460606959860504,symmetric,uniform,moderate,none,0,False,35.0,42.31441270979847,5.0,1.340809253393271,0.26816185067865417,3.837809649248038,7.235618203008701,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=42.314.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,780,0
scaling,2338375597,7,7,3,10,-0.2,-0.17647058823529413,-0.045984681148705006,symmetric,uniform,moderate,none,0,False,35.0,38.37408385044087,5.0,2.1814843584788943,0.43629687169577885,2.507511014297022,8.224517893283865,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=38.374.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,789,0
scaling,3921703984,7,7,3,10,-0.2,-0.17647058823529413,-0.10916061555198345,symmetric,uniform,moderate,none,0,False,35.0,43.57757663394454,5.0,2.6129571891691468,0.5225914378338293,3.0159747386905096,11.18442466341029,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.578.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,791,0
scaling,683088067,7,7,3,10,-0.2,-0.17647058823529413,-0.11718056054632164,symmetric,uniform,moderate,none,0,False,35.0,44.29141211856256,5.0,1.5668735973534325,0.3133747194706865,2.4153143898672873,6.760451477611357,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=44.291.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,789,0
scaling,2562519524,7,7,3,10,-0.2,-0.17647058823529413,-0.10901263747523629,symmetric,uniform,moderate,none,0,False,34.99999999999999,43.564526214651494,5.0,1.5783571095665396,0.31567142191330794,3.5920516474102437,8.091386538791715,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.565.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,786,0
scaling,1682410522,7,7,3,10,-0.2,-0.17647058823529413,-0.07034027901299979,symmetric,uniform,moderate,none,0,False,35.0,40.296367498510605,5.0,2.262083788814234,0.4524167577628468,3.0545412330556796,9.763899044035439,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=40.296.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,792,0
scaling,3522196375,7,7,3,10,-0.2,-0.17647058823529413,-0.07585694682847692,symmetric,uniform,moderate,none,0,False,35.0,40.74584882694329,5.0,2.6115129224925933,0.5223025844985186,2.7528354239823334,9.907081164688478,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=40.746.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,788,0
scaling,2780890346,7,7,3,10,-0.2,-0.17647058823529413,-0.10680796129821161,symmetric,uniform,moderate,none,0,False,35.0,43.370604491439074,5.0,2.8059677483335617,0.5611935496667123,1.6725750088337223,10.438086903017092,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.371.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,788,0
scaling,1151342440,7,7,3,10,-0.2,-0.17647058823529413,-0.04846557720852087,symmetric,uniform,moderate,none,0,False,35.0,38.56538904251488,5.0,0.9068481892257275,0.1813696378451455,3.430734141718382,6.616440009746979,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=38.565.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,786,0
scaling,1577853583,7,7,3,10,-0.2,-0.17647058823529413,-0.11326352527622015,symmetric,uniform,moderate,none,0,False,34.99999999999999,43.941153313677695,4.999999999999999,1.6247056654071206,0.3249411330814242,2.8416108385034264,6.830951296954912,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.941.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,nan,nan,nan,7,790,0
scaling,2847205774,8,8,3,10,-0.13,-0.1111111111111111,-0.032680160136465186,symmetric,uniform,moderate,none,0,False,40.0,42.702738745941616,5.0,1.495173812871404,0.2990347625742808,2.4404484413333,7.047968772281908,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=42.703.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,896,0
scaling,3946215702,8,8,3,10,-0.13,-0.1111111111111111,-0.021078514243960293,symmetric,uniform,moderate,none,0,False,40.0,41.72259079410692,5.0,2.568763166231341,0.5137526332462682,2.8257018231413706,11.5135290584892,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=41.723.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,902,0
scaling,2377248807,8,8,3,10,-0.13,-0.1111111111111111,-0.050408742253344116,symmetric,uniform,moderate,none,0,False,39.99999999999999,44.246773911795444,5.0,0.964717907011897,0.19294358140237938,3.695710198950532,6.463799690890122,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=44.247.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,901,0
scaling,2835069748,8,8,3,10,-0.13,-0.1111111111111111,-0.03020165316088791,symmetric,uniform,moderate,none,0,False,40.0,42.49137592443418,5.0,2.1093565401629686,0.4218713080325937,2.3090362467827026,8.172536843904767,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=42.491.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,898,0
scaling,3433903707,8,8,3,10,-0.13,-0.1111111111111111,-0.026677776795108642,symmetric,uniform,moderate,none,0,False,40.00000000000001,42.19271901198482,5.000000000000001,1.273038099192588,0.25460761983851754,3.548492439185722,7.602477539082261,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=42.193.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,897,0
scaling,1475956945,8,8,3,10,-0.13,-0.1111111111111111,-0.008370944359803782,symmetric,uniform,moderate,none,0,False,40.0,40.67532868765323,5.0,1.4029333837339526,0.2805866767467905,3.2197150678545454,7.611498483836444,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=40.675.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,897,0
scaling,2697324957,8,8,3,10,-0.13,-0.1111111111111111,-0.017591574315345113,symmetric,uniform,moderate,none,0,False,40.0,41.432526338774856,5.0,1.1094236889065905,0.2218847377813181,3.066143830002002,6.649517340098798,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=41.433.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,899,0
scaling,2363319301,8,8,3,10,-0.13,-0.1111111111111111,-0.04829489837592515,symmetric,uniform,moderate,none,0,False,40.0,44.05965236866003,5.0,2.3122604600618915,0.4624520920123783,2.419288239215389,10.51014227842219,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=44.060.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,900,0
scaling,1083549902,8,8,3,10,-0.13,-0.1111111111111111,-0.06568414370187955,symmetric,uniform,moderate,none,0,False,40.0,45.624148900747855,5.0,1.500743462077621,0.3001486924155242,2.904461531973261,7.069987505564867,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=45.624.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,901,0
scaling,1849778843,8,8,3,10,-0.13,-0.1111111111111111,-0.022740462257582254,symmetric,uniform,moderate,none,0,False,39.99999999999999,41.861569941603456,5.0,1.2401471730689757,0.24802943461379515,3.00467990080706,6.887934162526533,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=41.862.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,nan,nan,nan,8,894,0
scaling,3505881504,9,9,3,10,-0.07,-0.05263157894736842,0.04214088764900974,symmetric,uniform,moderate,none,0,False,45.0,41.36068411348213,5.0,1.2625248879190198,0.25250497758380397,3.2165029327656853,6.71677039528018,0.1414213562373095,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,9,0,1.0,277.104749697652,30.78941663307244,0.21771405290023402,27.710474969765198,0.4035221768539326,3.639315886517867,278.02357866928145,1288,27,15,23438200,24102600,125000000,nan,nan,nan,18,1351,0
scaling,3289046768,9,9,3,10,-0.07,-0.05263157894736842,0.05877532460193024,symmetric,uniform,moderate,none,0,False,45.0,40.00386995119807,5.0,0.9540071263996937,0.19080142527993874,3.0097817732401713,6.10618401005114,0.1414213562373095,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,9,0,1.0,346.2216974940776,38.46907749934196,0.2720174556577553,34.62216974940776,0.576742272918987,4.996130048801927,347.4797300062781,1288,27,15,11265700,11704300,0,nan,nan,nan,18,1347,0
scaling,3573139809,9,9,3,10,-0.07,-0.05263157894736842,0.03227078714836375,symmetric,uniform,moderate,none,0,False,45.00000000000001,42.18642542294932,5.000000000000002,1.1594752823589605,0.231895056471792,3.6756245049197718,6.641815015017255,0.1414213562373095,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,9,0,1.0,292.629201853626,32.514355761514,0.22991121444878437,29.2629201853626,0.5088174802816341,2.8135745770506873,293.3415954978887,1288,27,15,8827500,9289400,0,nan,nan,nan,18,1357,0
scaling,1286359143,9,9,3,10,-0.07,-0.05263157894736842,0.01737312998225415,symmetric,uniform,moderate,none,0,False,45.0,43.46311873950303,5.0,1.1641638450872296,0.23283276901744593,3.0589879329711063,7.137044335368943,0.1414213562373095,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,9,0,1.0,247.0098513132507,27.445539034805634,0.19406926764831156,24.70098513132507,0.3473489550786653,1.536881260496978,247.40307162837493,1288,27,15,5030100,5465600,31250000,nan,nan,nan,18,1355,0
scaling,4050452540,9,9,3,10,-0.07,-0.05263157894736842,-0.01989431144748292,symmetric,uniform,moderate,none,0,False,45.00000000000001,46.82683158682384,5.000000000000001,1.3942847918878538,0.27885695837757074,2.865330913493869,7.503746430576479,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=45.000, demanda=46.827.",nan,0,0,9,0.0,nan,nan,nan,nan,nan,nan,nan,0,27,15,nan,nan,nan,nan,nan,nan,9,1012,0
scaling,2390358030,9,9,3,10,-0.07,-0.05263157894736842,0.022409285734924702,symmetric,uniform,moderate,none,0,False,45.00000000000001,43.02736952384633,5.000000000000001,2.2687179386732175,0.4537435877346434,3.0121727440060315,10.370158669044521,0.1414213562373095,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,9,0,1.0,334.9341007329425,37.21490008143806,0.26314908208764654,33.49341007329425,0.46794643418950493,1.9726304761536717,335.43625835198094,1288,27,15,19864000,20254200,31250000,nan,nan,nan,18,1357,0
scaling,2880712950,9,9,3,10,-0.07,-0.05263157894736842,0.08134857502861616,symmetric,uniform,moderate,none,0,False,45.00000000000001,38.22940638971878,5.0,2.1424512985067543,0.42849025970135085,3.254461960247025,10.225822343225174,0.1414213562373095,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,7,8,1,0.8888888888888888,194.29882641207436,24.287353301509295,0.17173752216570706,19.429882641207435,0.31492205128734807,3.3567269519736147,195.1460081500678,1288,27,15,22093800,22504300,46875000,nan,nan,nan,17,1314,0
