study,seed,N,N_original,K,M,requested_delta,observed_delta,capacity_delta,quota_mode,spatial_mode,capacity_mode,treatment,failure_count,failed_robot_was_assigned,total_capacity_kg,total_demand_kg,capacity_mean_kg,capacity_std_kg,capacity_cv,capacity_min_kg,capacity_max_kg,quota_cv,milp_feasible,milp_optimal,milp_status,milp_message,milp_mip_gap,milp_node_count,milp_assigned_robot_count,milp_idle_robot_count,milp_robot_utilization,milp_total_distance,milp_mean_distance_per_assigned_robot,milp_normalized_mean_distance_per_assigned_robot,milp_distance_per_nominal_slot,milp_normalized_distance_p95,milp_total_excess_kg,milp_objective_value,milp_matrix_bytes,milp_binary_variable_count,milp_constraint_count,milp_solver_wall_ns,milp_total_wall_ns,milp_total_cpu_ns,base_milp_total_distance,relative_distance_increase,assignment_churn,central_logical_messages,central_communication_bytes,retry_messages
asymmetry,674494042,60,60,13,40,0.2,0.2,0.2872735902386862,symmetric,clustered,moderate,none,0,False,300.0,166.1013824487365,5.0,1.8221267693564396,0.36442535387128794,1.9834896244657387,9.737343576758526,0.08660254037844385,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.01741900553283371,304,32,28,0.5333333333333333,506.70789109336414,15.83462159666763,0.11196768308526636,12.667697277334103,0.20054138617993547,6.363966055282081,508.33088260718466,34824,780,86,5012919300,5014264300,5718750000,nan,nan,nan,92,8001,0
asymmetry,2330043539,60,60,13,40,0.2,0.2,0.29255359673824843,symmetric,clustered,moderate,none,0,False,300.0,164.19738532630024,5.0,1.9018883073445543,0.38037766146891083,1.5764526651810287,12.347158024139974,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,242,33,27,0.55,552.2743120613077,16.73558521397902,0.11833845791929884,13.806857801532692,0.28894011190723945,10.045972973174136,554.8188053046013,34824,780,86,4788792100,4790493100,5375000000,nan,nan,nan,93,8033,0
asymmetry,382257915,60,60,13,40,0.2,0.2,0.26727459881983734,symmetric,clustered,moderate,none,0,False,300.0,173.4569765374894,4.999999999999999,1.5965383152281447,0.319307663045629,2.1063501049904505,10.122874154765137,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,27,34,26,0.5666666666666667,582.7630384402152,17.14008936588868,0.12119873420763318,14.569075961005378,0.27490202930095053,8.373999030473442,584.8905381978335,34824,780,86,3951591700,3952924000,4531250000,nan,nan,nan,94,8082,0
asymmetry,2459679118,60,60,13,40,0.2,0.2,0.2826382568983056,symmetric,clustered,moderate,none,0,False,300.0,167.78582875808547,5.0,1.7182495442870922,0.3436499088574184,1.7344449609152708,8.98893278541527,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,32,28,0.5333333333333333,497.23258664738427,15.538518332730758,0.10987391682665405,12.430814666184606,0.2148942635915246,8.011828707024497,499.2675438241404,34824,780,86,1122601900,1124386800,1359375000,nan,nan,nan,92,8006,0
asymmetry,2107348489,60,60,13,40,0.2,0.2,0.29180653526617123,symmetric,clustered,moderate,none,0,False,300.0,164.4658341787786,5.0,1.3488368979901029,0.26976737959802055,2.614236776158715,8.580616948081296,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,31,29,0.5166666666666667,471.5406111337378,15.210987455927025,0.1075579237862951,11.788515278343445,0.24155953364276248,6.715484601417463,473.2504822840922,34824,780,86,432936500,434251400,437500000,nan,nan,nan,91,7966,0
asymmetry,561169127,60,60,13,40,0.2,0.2,0.2971500789726223,symmetric,clustered,moderate,none,0,False,300.00000000000006,162.55249082297104,5.0,1.6697210053777785,0.33394420107555567,2.5093998182808925,9.280886974377228,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,29,28,32,0.4666666666666667,396.66297731285135,14.166534904030405,0.10017252896555814,9.916574432821283,0.2609357928022145,8.307735312039203,398.7679111408612,34824,780,86,2540784900,2542617500,3046875000,nan,nan,nan,88,7863,0
asymmetry,2110547947,60,60,13,40,0.2,0.2,0.2918475003344254,symmetric,clustered,moderate,none,0,False,300.00000000000006,164.45110575720105,5.000000000000001,1.7839751158348627,0.3567950231669725,2.0146010096530484,10.330155549849863,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,30,30,0.5,513.8766618413191,17.129222061377302,0.12112189076050102,12.846916546032977,0.2013459299470923,5.798802117399845,515.356362370669,34824,780,86,757094900,758782300,843750000,nan,nan,nan,90,7933,0
asymmetry,227583041,60,60,13,40,0.2,0.2,0.29585331113018076,symmetric,clustered,moderate,none,0,False,299.99999999999994,163.01536975408806,4.999999999999999,1.4776623676875125,0.29553247353750256,1.9683078008494594,9.316748194476192,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,75,33,27,0.55,450.8267838377581,13.661417692053277,0.09660081090672745,11.270669595943954,0.17558180420626177,10.849387544539864,453.5721307238931,34824,780,86,3059728300,3061515800,3625000000,nan,nan,nan,93,8062,0
asymmetry,1247886531,60,60,13,40,0.2,0.2,0.28312566597483685,symmetric,clustered,moderate,none,0,False,300.0,167.6081352828044,5.0,1.6793552763512618,0.33587105527025235,2.315078896676848,11.105577482695344,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,48,31,29,0.5166666666666667,564.4643587914383,18.20852770294962,0.12875373414178787,14.111608969785957,0.22384285729226758,5.928424664620165,565.9774649575933,34824,780,86,2511913700,2513540000,2796875000,nan,nan,nan,91,7965,0
asymmetry,3431542688,60,60,13,40,0.2,0.2,0.2886880881704417,symmetric,clustered,moderate,none,0,False,300.00000000000006,165.58977731517925,5.0,1.6632446895643433,0.33264893791286865,1.5833811249436245,9.884439184972209,0.08660254037844385,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.051948216783810654,113,32,28,0.5333333333333333,709.1478986330343,22.16087183228232,0.1567010274961278,17.728697465825856,0.3352710002033361,4.303749973836451,710.2558361264935,34824,780,86,5016743700,5018668600,5562500000,nan,nan,nan,92,7996,0
asymmetry,313587742,60,60,13,40,0.2,0.2,0.29664382728130456,symmetric,separated,moderate,none,0,False,300.00000000000006,162.73308627707763,5.0,2.01163126646692,0.402326253293384,2.300805703585718,11.344638767653597,0.08660254037844385,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.01012166619784325,5,26,34,0.43333333333333335,1667.431416165189,64.13197754481496,0.4534815621284205,41.685785404129724,0.5941261900551731,4.065895761806576,1668.4738901056405,34824,780,86,5010414300,5011755000,5734375000,nan,nan,nan,86,7795,0
asymmetry,1286017625,60,60,13,40,0.2,0.2,0.30940342483808764,symmetric,separated,moderate,none,0,False,300.00000000000006,158.22394276553246,5.000000000000001,1.7551743555962989,0.3510348711192597,2.2606698317907323,10.717065841792827,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,38,26,34,0.43333333333333335,1575.0591955285959,60.579199828022915,0.4283596299724994,39.376479888214895,0.5969024911025482,4.0469145167289415,1576.0969241577782,34824,780,86,4862052500,4864301200,5578125000,nan,nan,nan,86,7799,0
asymmetry,968317304,60,60,13,40,0.2,0.2,0.2893638089256276,symmetric,separated,moderate,none,0,False,300.00000000000006,165.34577428534675,5.000000000000001,2.035186766161892,0.40703735323237833,1.6259989505572057,12.624561485258184,0.08660254037844385,True,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,15,26,34,0.43333333333333335,1481.5795956075679,56.98383060029107,0.4029365303545131,37.039489890189195,0.5475404371295759,5.866293597301306,1483.0721690068933,34824,780,86,3551418300,3553126800,4203125000,nan,nan,nan,86,7794,0
asymmetry,4103848846,60,60,13,40,0.2,0.2,0.2841700778047081,symmetric,separated,moderate,none,0,False,300.0,167.2278309316329,5.0,1.371078413588202,0.2742156827176404,2.6858969534899804,8.631274032405827,0.08660254037844385,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.00439796434143747,112,28,32,0.4666666666666667,1930.9522753444103,68.96258126230036,0.4876390885870092,48.273806883610256,0.67174591402555,2.2335683880311485,1931.538667441418,34824,780,86,5015139500,5017040100,5703125000,nan,nan,nan,88,7873,0
asymmetry,1901247331,60,60,13,40,0.2,0.2,0.27361158551920944,symmetric,separated,moderate,none,0,False,300.0,171.10124218554418,5.0,1.763296490737718,0.3526592981475436,2.507230173141921,9.868625013097793,0.08660254037844385,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.0048460187546763385,24,28,32,0.4666666666666667,1814.9905128249484,64.82108974374816,0.4583543212170609,45.37476282062371,0.6838204572373371,3.0613084456959214,1815.7838399363725,34824,780,86,5005162200,5006748100,5625000000,nan,nan,nan,88,7873,0
asymmetry,3871298009,60,60,13,40,0.2,0.2,0.2647649519355666,symmetric,separated,moderate,none,0,False,300.0,174.3964474045348,5.0,1.9075575816940227,0.38151151633880453,1.994208963872727,10.549076351366155,0.08660254037844385,True,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.011837317353526914,1,28,32,0.4666666666666667,1668.4166856265165,59.58631020094702,0.42133884008974787,41.71041714066291,0.611231644180306,3.0641596845250856,1669.2107255476478,34824,780,86,5014849500,5016128300,5703125000,nan,nan,nan,88,7871,0
