M,quota_mode,spatial_mode,replicates,milp_feasible_mean,milp_feasible_std,milp_feasible_median,milp_feasible_p05,milp_feasible_p95,milp_optimal_mean,milp_optimal_std,milp_optimal_median,milp_optimal_p05,milp_optimal_p95,milp_total_distance_mean,milp_total_distance_std,milp_total_distance_median,milp_total_distance_p05,milp_total_distance_p95,milp_normalized_distance_p95_mean,milp_normalized_distance_p95_std,milp_normalized_distance_p95_median,milp_normalized_distance_p95_p05,milp_normalized_distance_p95_p95,milp_total_excess_kg_mean,milp_total_excess_kg_std,milp_total_excess_kg_median,milp_total_excess_kg_p05,milp_total_excess_kg_p95,milp_assigned_robot_count_mean,milp_assigned_robot_count_std,milp_assigned_robot_count_median,milp_assigned_robot_count_p05,milp_assigned_robot_count_p95,milp_robot_utilization_mean,milp_robot_utilization_std,milp_robot_utilization_median,milp_robot_utilization_p05,milp_robot_utilization_p95,milp_assignment_distance_gini_mean,milp_assignment_distance_gini_std,milp_assignment_distance_gini_median,milp_assignment_distance_gini_p05,milp_assignment_distance_gini_p95,milp_solver_wall_ns_mean,milp_solver_wall_ns_std,milp_solver_wall_ns_median,milp_solver_wall_ns_p05,milp_solver_wall_ns_p95,milp_total_wall_ns_mean,milp_total_wall_ns_std,milp_total_wall_ns_median,milp_total_wall_ns_p05,milp_total_wall_ns_p95,milp_matrix_bytes_mean,milp_matrix_bytes_std,milp_matrix_bytes_median,milp_matrix_bytes_p05,milp_matrix_bytes_p95,assignment_churn_mean,assignment_churn_std,assignment_churn_median,assignment_churn_p05,assignment_churn_p95,relative_distance_increase_mean,relative_distance_increase_std,relative_distance_increase_median,relative_distance_increase_p05,relative_distance_increase_p95,capacity_cv_mean,capacity_cv_std,capacity_cv_median,capacity_cv_p05,capacity_cv_p95
160,low,clustered,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1740.3798457001765,143.8284992778964,1721.2903547834217,1575.2398546177437,1971.4188541722776,0.21331571254949028,0.02404342063738002,0.2115944592101927,0.18156761605564573,0.2508109583082848,50.518532253666976,8.674843898877405,47.17685004876912,41.12426330965007,65.64348222912463,130.9,3.6180105030251086,130.0,127.0,137.2,0.5454166666666667,0.015075043762604635,0.5416666666666666,0.5291666666666667,0.5716666666666667,nan,nan,nan,nan,nan,5078331970.0,22434428.53344163,5072124200.0,5056204405.0,5116310410.0,5093741930.0,22765957.004398037,5089385350.0,5070118620.0,5131615085.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3496842629387814,0.014632749146360344,0.3506398405154627,0.33020391809061095,0.3694542411325208
160,low,corridor,10,1.0,0.0,1.0,1.0,1.0,0.1,0.30000000000000004,0.0,0.0,0.5499999999999989,539.0105112813666,59.72678337266863,524.4542712400787,475.8799813014232,634.9756404150023,0.08235119715351438,0.011576941627422985,0.08577103312603447,0.06576174046915394,0.09763990366693405,49.68282720431924,7.406141847547787,53.66699749176507,37.88523505618985,58.10780083258685,128.3,3.3778691508109073,127.5,123.9,133.65,0.5345833333333333,0.01407445479504545,0.53125,0.51625,0.556875,nan,nan,nan,nan,nan,5010050370.0,162527141.11843014,5062469900.0,4762385680.0,5072049790.0,5026814110.0,162514998.0529025,5077757450.0,4778823995.0,5091483010.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35784356127659117,0.015091152631531267,0.3545177430655776,0.3401474486926808,0.38282521967956573
160,low,ring,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3334.0794264007286,212.14583804967316,3297.0931892416293,3157.5755170128473,3671.498936362167,0.2789346662619255,0.007391805345909005,0.28050978643359825,0.2688198964955367,0.2891255107849789,57.44779596602253,24.892318975760123,49.4512862074465,41.89476451766803,98.46062423517802,119.1,6.549045732013177,117.5,113.45,130.24999999999997,0.49624999999999997,0.027287690550054897,0.4895833333333333,0.47270833333333334,0.5427083333333332,nan,nan,nan,nan,nan,5075169820.0,7398894.955978224,5075290850.0,5063621885.0,5085685945.0,5091338220.0,7980049.557841104,5092698650.0,5078968880.0,5102532265.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35820759252334866,0.017143423323106744,0.36049292125900717,0.3365585496883604,0.38369199262169384
160,low,separated,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8196.901005441476,879.3377548142527,8479.385179770401,6721.821552830453,9096.11869033533,0.6446497406902257,0.02609857525818483,0.6443865500683397,0.6085561757599326,0.6845611316097412,102.5122881887191,32.40966826830305,114.88074410580691,48.03936478037381,136.59574333863574,130.6,10.297572529484802,132.5,112.7,142.0,0.5441666666666667,0.04290655220618667,0.5520833333333334,0.46958333333333335,0.5916666666666667,nan,nan,nan,nan,nan,5068941570.0,10079506.307260292,5070600750.0,5052709215.0,5082443220.0,5084751840.0,11914776.469510455,5085730200.0,5065863100.0,5101090445.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3681993909051753,0.019741864827443837,0.3688457935787471,0.3364139154706143,0.3923465176314912
160,low,uniform,10,1.0,0.0,1.0,1.0,1.0,0.1,0.30000000000000004,0.0,0.0,0.5499999999999989,930.4671505950298,85.81181336449269,938.994047818031,820.1430135098279,1060.6519922413354,0.11638242633875924,0.017534389903727614,0.11405523538365939,0.09676271171371688,0.1452168515338217,59.24313179370124,8.54105245629373,58.868178919717025,48.681597800244944,73.18739434139849,132.9,3.0805843601498726,133.5,127.9,137.0,0.5537500000000001,0.012835768167291131,0.55625,0.5329166666666667,0.5708333333333333,nan,nan,nan,nan,nan,4977496990.0,258773143.2925622,5063137650.0,4580700630.0,5082492000.0,4991939340.0,257716016.22782856,5077679100.0,4596597950.0,5096318555.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35359555426685335,0.019086440498987247,0.35355183525916956,0.3261406028489003,0.3771335867806902
160,moderate,clustered,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1986.6838294329057,318.12094473568123,1836.7425789967415,1749.8936690223813,2570.774880644204,0.2552778912258862,0.091921815018917,0.2275352418597228,0.1830703616431286,0.42800336112692516,64.06981750045757,30.5120575177654,51.727357174305524,42.52876627688556,120.66595651109552,134.1,5.682429058070149,132.0,129.0,145.1,0.5587500000000001,0.02367678774195895,0.55,0.5375,0.6045833333333333,nan,nan,nan,nan,nan,5076346800.0,17145558.85971641,5072403700.0,5059855795.0,5105748110.0,5091905060.0,18055294.01007915,5087380100.0,5072704390.0,5122734500.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3590967706140627,0.011856161504940755,0.3612546603078728,0.3398481525019001,0.3740813024429547
160,moderate,corridor,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,586.7573139010308,86.44646185725499,556.2359353462034,488.50994655585345,725.5009276156763,0.08512570317437373,0.009695139592208083,0.08457648329824957,0.071559974481874,0.09717779562721043,55.25134573066873,5.916032759164133,54.08704520145267,47.92194696535857,65.63840046658825,132.1,2.4269322199023193,132.0,129.45,136.1,0.5504166666666667,0.010112217582926344,0.55,0.5393749999999999,0.5670833333333333,nan,nan,nan,nan,nan,5071808890.0,10471221.643289765,5069798200.0,5059062915.0,5088755550.0,5087245370.0,11418349.425293483,5087277000.0,5072024355.0,5103728905.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3608007122848688,0.015820016531570776,0.3595936963002379,0.3400427320728363,0.3823225427494805
160,moderate,ring,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3205.6033250127825,99.1233710573559,3200.344157651278,3044.3202156045104,3326.8277161639867,0.28059479236742335,0.010159823191414378,0.2825797617269905,0.2647171225936753,0.2935195252566834,51.88925063433286,5.915291490342279,52.31374543025656,42.07250708777898,60.25807262104713,116.7,2.1,116.0,113.9,120.1,0.48624999999999996,0.008749999999999996,0.48333333333333334,0.47458333333333336,0.5004166666666666,nan,nan,nan,nan,nan,5076303110.0,8711430.312577838,5075229000.0,5065575485.0,5090679445.0,5091013100.0,8812682.456891319,5092048200.0,5079472215.0,5104469955.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.37108879982760534,0.02050217934694768,0.375605834350226,0.3404931430465107,0.39990872997820137
160,moderate,separated,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8368.2281234336,747.9211128719747,8453.677691132129,7030.900093003406,9248.294917050396,0.6465118702428658,0.04104759490418676,0.6499590285855086,0.5825628314992051,0.69373731445119,108.29339405082035,31.95089889587852,123.05756692318238,45.10770724458262,131.0451840457589,133.6,7.8,137.5,118.25,139.0,0.5566666666666666,0.03250000000000001,0.5729166666666666,0.4927083333333333,0.5791666666666667,nan,nan,nan,nan,nan,5075498730.0,16831105.173163764,5076192000.0,5052469715.0,5099016070.0,5090752020.0,17324619.604759004,5094383000.0,5067926565.0,5114794945.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36520561285473785,0.010452877224314398,0.3621143034286475,0.35538606781832943,0.3843755909387947
160,moderate,uniform,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,899.5525740013629,72.73529633262535,897.3572361775798,796.9996575839366,1008.2131445973569,0.10694376067894269,0.006897083955847127,0.10561788725836802,0.09828600686692547,0.11734939995457065,63.095137026999154,8.612682485384518,63.14538228307057,51.138588424119995,76.4212734861979,133.9,2.7367864366808017,134.0,129.45,137.65,0.5579166666666666,0.011403276819503356,0.5583333333333333,0.5393749999999999,0.5735416666666667,nan,nan,nan,nan,nan,5069701390.0,14601243.019993195,5067491850.0,5053539325.0,5093295705.0,5086231170.0,15421649.2006562,5083214800.0,5068431395.0,5110884355.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3608247234047565,0.019479851181712197,0.3583057986037359,0.33979214869093166,0.393916703285103
160,symmetric,clustered,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2967.916841020867,219.22766261548247,3034.219893745725,2587.2952794167495,3176.1820524587993,0.43060801164240414,0.06802625105693728,0.4399225925910654,0.3204191749292122,0.4842606377254333,132.70358672494078,9.345407641705737,133.58444650218703,120.90663210562245,143.95692194953756,150.3,3.034798181098703,150.0,146.45,155.2,0.62625,0.012644992421244594,0.625,0.6102083333333334,0.6466666666666666,nan,nan,nan,nan,nan,5074858260.0,16985536.400902975,5070609100.0,5052804050.0,5100430920.0,5090842810.0,17504732.53017309,5085915650.0,5067859955.0,5118173040.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36013750406721096,0.0240702964360121,0.36165323669251215,0.3291375130510484,0.3956584515546925
160,symmetric,corridor,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,555.2086111867285,50.50708860439283,559.1685705888112,482.28725183028064,626.0539265082379,0.08453987002397166,0.012596682265037216,0.0881434869185082,0.06420210241909433,0.10040803098766957,45.03734791977343,7.789402258863486,44.52549788900014,34.77207326412106,56.80104918320074,127.6,3.2924155266308652,127.5,122.45,132.55,0.5316666666666665,0.013718398027628625,0.53125,0.5102083333333333,0.5522916666666667,nan,nan,nan,nan,nan,5083900030.0,17312435.7680859,5084082400.0,5059206070.0,5111628230.0,5100105990.0,17418693.978852145,5098680600.0,5074906005.0,5127783110.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3548710514733777,0.011429544262105065,0.35735624253981324,0.3375009040029919,0.3707243537787218
160,symmetric,ring,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4221.8041811964395,187.77745936366907,4219.286953732224,3974.4036653317607,4501.884446389621,0.37299601094078316,0.017968166410695575,0.3720913502773653,0.3463839780542887,0.4001966838759762,118.98620495381199,8.177931241857848,119.91676149068903,105.13342293327574,128.89656303869984,134.8,3.682390527904394,134.5,130.45,140.65,0.5616666666666666,0.015343293866268325,0.5604166666666667,0.5435416666666666,0.5860416666666667,nan,nan,nan,nan,nan,5071763430.0,14536460.848985905,5072963950.0,5054753150.0,5095652235.0,5086994440.0,14792694.878432395,5086576000.0,5070165145.0,5110737935.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3624449183664057,0.015877178657575867,0.36428844740010957,0.3401006067534106,0.3847243431704136
160,symmetric,separated,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7953.431993656153,908.7564110316295,8276.359374085574,6828.185950055377,9174.401249432858,0.6576734493683344,0.03632296096455148,0.649654886087325,0.6155444620514984,0.7133947056454443,85.32162050042339,30.677255458055935,102.21244443394498,43.52635087992612,117.58429137523444,126.5,11.307077429645558,131.5,111.0,140.2,0.5270833333333333,0.047112822623523155,0.5479166666666666,0.4625,0.5841666666666666,nan,nan,nan,nan,nan,5077102480.0,17312430.896948006,5076065950.0,5054083420.0,5101960355.0,5092268490.0,17429146.595484816,5089814000.0,5068952300.0,5117913920.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36203904210365384,0.017731058905966702,0.3620798672301101,0.33289089218141865,0.3821262441769278
160,symmetric,uniform,10,1.0,0.0,1.0,1.0,1.0,0.3,0.45825756949558405,0.0,0.0,1.0,859.5549850207132,79.33854552075132,894.7962829010653,746.1880811011841,942.560002849556,0.10189987344670573,0.010570952692156162,0.09727214243542034,0.09056141021814607,0.11750930922825413,50.995432514539395,7.830973756416659,52.8791637747599,38.30640010160203,60.8973850548617,131.7,3.465544690232691,132.0,126.9,136.55,0.54875,0.01443976954263621,0.55,0.52875,0.5689583333333333,nan,nan,nan,nan,nan,4795022010.0,478982088.95351285,5089526300.0,3911244425.0,5106100515.0,4814505510.0,478781975.3878511,5108101750.0,3931152435.0,5126151085.0,561704.0,0.0,561704.0,561704.0,561704.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36261785899169463,0.018432798948207096,0.36096246281367717,0.33736730623789735,0.3902215890014719
40,extreme,clustered,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,794.3161372977123,154.04508537369748,808.6190241394507,561.7784031690344,1019.1477756080395,0.36684574019675964,0.09189722473721214,0.37568348810754926,0.22170369921526717,0.4987658343446752,19.55552385974742,2.855827087385955,19.366465180695997,14.883772214158057,22.707194968816555,33.5,1.02469507659596,33.0,32.45,35.099999999999994,0.5583333333333333,0.017078251276599316,0.55,0.5408333333333334,0.585,nan,nan,nan,nan,nan,1008628090.0,674010036.5779808,810509450.0,308833745.0,2171980334.9999986,1010345070.0,674058845.3562523,812125100.0,310221355.0,2173665014.9999986,34824.0,0.0,34824.0,34824.0,34824.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34826057774058156,0.0276575454134508,0.3531455511276266,0.30357215922956354,0.38354349397669074
40,extreme,corridor,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,338.02424327031514,88.83870193472629,367.18218508587586,223.37074325569134,448.48181510118536,0.15522708645881375,0.05162430323748988,0.15094142683377676,0.09346585687689846,0.24481349742952477,22.244045523093085,5.566453479795038,22.35990506433808,15.270789920102175,30.609678159631127,34.9,1.5132745950421556,35.0,33.0,37.0,0.5816666666666668,0.02522124325070258,0.5833333333333334,0.55,0.6166666666666667,nan,nan,nan,nan,nan,643483810.0,851593126.9653336,323512650.0,105262250.0,2294788454.9999986,645240770.0,851577769.0252935,325550700.0,107010960.0,2296502674.9999986,34824.0,0.0,34824.0,34824.0,34824.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35930846528318405,0.032490673555176625,0.3526698025954069,0.31912600205636704,0.41022782720185
40,extreme,ring,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,977.8925404090687,86.3488450146548,966.9221273016171,855.76064740611,1112.4028358525097,0.3157333136036501,0.025846888175606698,0.31306012009746265,0.2790525287747887,0.3566854738920941,17.59385895352674,3.1508713126146564,17.293539695147405,13.033244658313492,21.86715457912288,31.3,1.3453624047073711,31.5,29.0,33.0,0.5216666666666667,0.022422706745122856,0.525,0.48333333333333334,0.55,nan,nan,nan,nan,nan,1693644010.0,992993823.7961074,1742525100.0,302821780.0,3165485379.999999,1695315030.0,993006661.2343837,1744052450.0,304460070.0,3167020974.999999,34824.0,0.0,34824.0,34824.0,34824.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36749347212615585,0.03768389455043568,0.3724504995666529,0.31440759434386223,0.4100288696123058
