cfg_protocol,corridor_double,cpu_s,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,wall_pen_max
best_response,0.0,162.90266060002614,9.297220774182772,0,154.77999999993173,-0.01210633265495159,-0.09022157853916557,867076,2,159.08794149024982,0,6,0,13138,True,154.7999999999317,0.13567599334405103
best_response,0.9200000000000005,351.6205766000785,17.342422404311993,0,300.01999999979967,-0.08402052065993693,-0.16422600029084666,1740283,0,164.30284052668833,0,18,1,15475,False,300.01999999979967,0.12594384335522185
best_response,3.960000000000003,218.66936469997745,14.490600655210885,0,218.9199999998734,-0.2281154217018087,0.9271029575602352,1262744,2,164.48216171767052,0,6,2,21064,True,218.93999999987338,0.08129642306253299
best_response,0.0,249.83000499999616,12.758472985373173,0,199.7799999998908,-0.11211778488454924,-0.1045523428250057,1227148,2,164.99191714740508,0,6,3,21728,True,199.7999999998908,0.0927106394765087
best_response,4.639999999999989,146.91431789996568,9.250028919486793,0,133.7199999999509,-0.05141088618782169,-0.19896433122850432,946128,2,164.39158327703177,0,6,4,14122,True,133.73999999995087,0.0645004414877004
best_response,0.0,127.5675276000984,8.345787850108186,0,133.51999999995107,-0.04066689562628184,0.03263422981918396,698656,2,162.53916119675563,0,6,5,6481,True,133.53999999995105,0.07078219437007682
best_response,0.0,280.1701891999692,14.71057998463928,0,261.65999999983455,-0.1969306980838926,-0.1566939507599061,1453864,2,164.73394516928846,0,18,6,16874,True,261.67999999983454,0.14064378636448577
best_response,0.0,165.3655797999818,8.839975011068125,0,130.5199999999538,-0.12884325954940878,-0.0843218010862401,812896,2,164.1693678202221,0,6,7,11937,True,130.53999999995378,0.09696359366846075
best_response,0.0,133.40090739994776,8.51715731093967,0,132.57999999995192,-0.19143694983971887,-0.14476402363702423,748744,2,164.82799323822968,0,6,8,10187,True,132.5999999999519,0.06292445959351767
best_response,0.0,125.16793250001501,9.54635145102908,0,141.89999999994345,-0.08880816163503641,-0.0010039027723705019,778340,2,162.6988266292967,0,6,9,13891,True,141.91999999994343,0.1443483904886005
best_response,0.0,156.7461649000179,9.456920992183102,0,138.01999999994698,-0.00994920833330265,-0.09386472947124602,905012,2,164.78577062159414,0,6,10,17795,True,138.03999999994696,0.07546589255253089
best_response,0.0,290.9472759999335,14.352266352774537,0,168.19999999991953,-0.08334911485061552,3.1958474122394556,1599534,1,162.62033852338874,0,21,11,11556,False,300.01999999979967,0.03998421570272903
best_response,0.7000000000000003,226.93560840003192,14.124524803458296,0,194.63999999989548,-0.2710964607531158,-0.13044416866781994,992400,2,162.84306823519117,0,6,12,34715,True,194.65999999989546,0.14957259265056247
best_response,0.0,169.9371805000119,9.45303891872068,0,151.09999999993508,-0.08511698797794143,-0.09443986132408577,840864,2,161.40556095143774,0,6,13,13402,True,151.11999999993506,0.025808739807983372
best_response,0.0,318.1402909999015,15.316133943304715,0,300.01999999979967,-0.061599280957922886,11.081332134486367,1656885,0,155.53903812382,0,15,14,793,False,300.01999999979967,0.14977544239232837
best_response,0.0,136.34952739998698,10.143210585369246,0,145.63999999994004,-0.05520120474033208,-0.05526956271659156,864012,2,164.04594460792066,0,6,15,12977,True,145.65999999994003,0.050900690935601456
best_response,0.0,300.09462490002625,16.300237974950978,0,300.01999999979967,-0.1546082500959069,6.707462912759454,918186,0,164.27208058168665,0,30,16,36302,False,300.01999999979967,0.1636202136763799
best_response,0.0,121.28502770001069,6.56577730321026,0,102.799999999979,-0.4667532661017074,-0.050549752259435365,633980,2,164.95158979780044,0,6,17,8062,True,102.81999999997898,0.0
best_response,0.0,285.1930680000223,15.167666394955747,0,44.700000000004415,-0.37370704772668406,4.067542855570699,1229893,1,162.40829282647059,0,18,18,12513,False,300.01999999979967,0.1495318554448387
best_response,0.0,305.1838076999411,14.615807873519595,0,252.9999999998424,-0.38460062039472204,0.8647250562846236,1554884,1,164.03314879530987,0,27,19,5882,False,300.01999999979967,0.1468248876985836
best_response,0.0,300.6356874000048,12.705854631109547,0,159.4399999999275,-0.16350792812766424,0.9952158567807494,1592646,1,164.4865489404765,0,21,20,7813,False,300.01999999979967,0.14983506696044735
best_response,0.0,346.03744980006013,17.005118291040773,0,115.93999999996704,-0.14454042936913347,0.5549153483466469,1659717,1,163.3560085253781,0,18,21,32329,False,300.01999999979967,0.14973166415633088
