cfg_belief_err,cfg_protocol,cfg_recertify,corridor_double,cpu_s,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,wall_pen_max
0.0,smith,True,0.0,115.14688619994558,8.593800911653132,0,126.25999999995766,-0.09964164524751018,-0.056892712094505526,763208,2,159.08794149024982,0,6,0,16657,True,126.27999999995764,0.07211597008231507
0.0,smith,True,0.0,150.58241490006912,8.384035017343574,0,123.93999999995977,-0.14294171030914862,-0.06574244794589745,703644,2,164.30284052668833,0,6,1,8413,True,123.95999999995975,0.038777191825712265
0.0,smith,True,13.5399999999998,203.85836219997145,10.575041257454554,0,154.67999999993182,-0.09764108765987606,-0.08879807583480659,971640,2,164.48216171767052,0,6,2,15731,True,154.6999999999318,0.057966625958624896
0.0,smith,True,0.0,295.8783102000598,13.974402724761593,0,156.31999999993033,-0.14354515835066797,-0.14899992335451984,1782999,1,164.99191714740508,0,13,3,13326,False,300.01999999979967,0.07674118411653938
0.0,smith,True,0.0,218.32214320008643,11.09862017365138,0,180.11999999990869,-0.0910639372621887,-0.08230129734975566,1259248,2,164.39158327703177,0,6,4,12949,True,180.13999999990867,0.0
0.0,smith,True,0.0,185.5773082000669,11.136670022101326,0,150.87999999993528,-0.181139599018238,-0.08208213507944673,819568,2,162.53916119675563,0,6,5,14167,True,150.89999999993526,0.10198467514768517
0.0,smith,True,0.0,444.26247850002255,13.281324041301584,0,300.01999999979967,-0.1362155080917059,-0.7108261399238192,1753942,0,164.73394516928846,0,24,6,18682,False,300.01999999979967,0.15242584785945795
0.0,smith,True,0.0,150.9603189000627,8.915793732149275,0,126.61999999995733,-0.17015305962343907,0.3399450213092212,750928,2,164.1693678202221,0,6,7,10692,True,126.63999999995731,0.027745474236025913
0.0,smith,True,0.0,200.6912792000221,11.449020937792524,0,177.53999999991103,0.012228776285166942,-0.12508614386792072,1024612,2,164.82799323822968,0,6,8,12042,True,177.559999999911,0.02753924751137049
0.0,smith,True,0.0,409.0226887000026,16.720744004063565,0,74.8600000000044,-0.3409505264063673,3.1409334470238885,1615021,1,162.6988266292967,0,18,9,36841,False,300.01999999979967,0.1491498697515583
0.0,smith,True,0.0,407.4401070999447,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,164.78577062159414,0,30,10,122889,False,300.01999999979967,0.23529862027246584
0.0,smith,True,0.0,130.17971029994078,8.029280746205025,0,123.31999999996033,-0.14698301585439766,-0.12137302122190441,670100,2,162.62033852338874,0,6,11,9483,True,123.33999999996031,0.032749284423069014
0.0,smith,True,0.0,126.47992050007451,8.528040890813545,0,132.2599999999522,-0.02247387795423833,-0.10611671829251001,683208,2,162.84306823519117,0,6,12,12552,True,132.2799999999522,0.0
0.0,smith,True,11.919999999999835,117.54990540002473,8.195896615861182,0,126.69999999995726,-0.08792008724755129,0.3510794055424906,804716,2,161.40556095143774,0,6,13,15437,True,126.71999999995724,0.079214987518613
0.0,smith,True,0.0,419.0764250999782,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,155.53903812382,0,15,14,22410,False,300.01999999979967,0.1470761269605041
0.0,smith,True,0.0,177.48020160000306,11.679688711944042,0,172.59999999991552,-0.17788519310170942,-0.11757304543023395,1205452,2,164.04594460792066,0,6,15,25807,True,172.6199999999155,0.11983355484443592
0.0,smith,True,0.0,209.03091760003008,9.45002924629642,0,165.27999999992218,-0.28628434861658847,-0.10061422607342063,934480,2,164.27208058168665,0,6,16,11384,True,165.29999999992216,0.12355063833457627
0.0,smith,True,0.0,134.2415701999562,7.344969448491241,0,115.39999999996753,-0.1433738362298086,-0.13057735404407778,681216,2,164.95158979780044,0,6,17,13220,True,115.41999999996752,0.0
0.0,smith,True,16.87999999999973,163.47651460010093,8.494196605613014,0,154.31999999993215,-0.08635364687561387,-0.08931562419309635,873722,2,162.40829282647059,0,6,18,13113,True,154.33999999993213,0.08904513980400641
0.0,smith,True,2.1200000000000014,128.85140949999914,8.589958687428886,0,132.0399999999524,-0.11655694113748927,-0.09458449913290945,775952,2,164.03314879530987,0,6,19,14268,True,132.0599999999524,0.06572798373986011
0.0,smith,False,0.0,150.54913589998614,8.593800911653132,0,126.25999999995766,-0.09964164524751018,-0.056892712094505526,763208,2,159.08794149024982,0,6,0,16657,True,126.27999999995764,0.07211597008231507
0.0,smith,False,0.0,140.12223149999045,8.384035017343574,0,123.93999999995977,-0.14294171030914862,-0.06574244794589745,703644,2,164.30284052668833,0,6,1,8413,True,123.95999999995975,0.038777191825712265
0.0,smith,False,13.5399999999998,188.5217544999905,10.575041257454554,0,154.67999999993182,-0.09764108765987606,-0.08879807583480659,971640,2,164.48216171767052,0,6,2,15731,True,154.6999999999318,0.057966625958624896
0.0,smith,False,0.0,323.25039960001595,13.974402724761593,0,156.31999999993033,-0.14354515835066797,-0.14899992335451984,1782999,1,164.99191714740508,0,13,3,13326,False,300.01999999979967,0.07674118411653938
0.0,smith,False,0.0,201.5285514999414,11.09862017365138,0,180.11999999990869,-0.0910639372621887,-0.08230129734975566,1259248,2,164.39158327703177,0,6,4,12949,True,180.13999999990867,0.0
0.0,smith,False,0.0,243.24514230003115,11.136670022101326,0,150.87999999993528,-0.181139599018238,-0.08208213507944673,819568,2,162.53916119675563,0,6,5,14167,True,150.89999999993526,0.10198467514768517
0.0,smith,False,0.0,571.7938522999175,13.281324041301584,0,300.01999999979967,-0.1362155080917059,-0.7108261399238192,1753942,0,164.73394516928846,0,24,6,18682,False,300.01999999979967,0.15242584785945795
0.0,smith,False,0.0,194.52270460000727,8.915793732149275,0,126.61999999995733,-0.17015305962343907,0.3399450213092212,750928,2,164.1693678202221,0,6,7,10692,True,126.63999999995731,0.027745474236025913
0.0,smith,False,0.0,220.70148230006453,11.449020937792524,0,177.53999999991103,0.012228776285166942,-0.12508614386792072,1024612,2,164.82799323822968,0,6,8,12042,True,177.559999999911,0.02753924751137049
0.0,smith,False,0.0,313.759110199986,16.720744004063565,0,74.8600000000044,-0.3409505264063673,3.1409334470238885,1615021,1,162.6988266292967,0,18,9,36841,False,300.01999999979967,0.1491498697515583
0.0,smith,False,0.0,608.4510107999668,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,164.78577062159414,0,30,10,122889,False,300.01999999979967,0.23529862027246584
0.0,smith,False,0.0,144.51269919995684,8.029280746205025,0,123.31999999996033,-0.14698301585439766,-0.12137302122190441,670100,2,162.62033852338874,0,6,11,9483,True,123.33999999996031,0.032749284423069014
0.0,smith,False,0.0,154.57053479994647,8.528040890813545,0,132.2599999999522,-0.02247387795423833,-0.10611671829251001,683208,2,162.84306823519117,0,6,12,12552,True,132.2799999999522,0.0
0.0,smith,False,11.919999999999835,231.15461209998466,8.195896615861182,0,126.69999999995726,-0.08792008724755129,0.3510794055424906,804716,2,161.40556095143774,0,6,13,15437,True,126.71999999995724,0.079214987518613
0.0,smith,False,0.0,579.005347999977,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,155.53903812382,0,15,14,22410,False,300.01999999979967,0.1470761269605041
0.0,smith,False,0.0,201.41757900000084,11.679688711944042,0,172.59999999991552,-0.17788519310170942,-0.11757304543023395,1205452,2,164.04594460792066,0,6,15,25807,True,172.6199999999155,0.11983355484443592
0.0,smith,False,0.0,185.96532670001034,9.45002924629642,0,165.27999999992218,-0.28628434861658847,-0.10061422607342063,934480,2,164.27208058168665,0,6,16,11384,True,165.29999999992216,0.12355063833457627
0.0,smith,False,0.0,126.35439039999619,7.344969448491241,0,115.39999999996753,-0.1433738362298086,-0.13057735404407778,681216,2,164.95158979780044,0,6,17,13220,True,115.41999999996752,0.0
0.0,smith,False,16.87999999999973,176.29050729994196,8.494196605613014,0,154.31999999993215,-0.08635364687561387,-0.08931562419309635,873722,2,162.40829282647059,0,6,18,13113,True,154.33999999993213,0.08904513980400641
0.0,smith,False,2.1200000000000014,140.05538729997352,8.589958687428886,0,132.0399999999524,-0.11655694113748927,-0.09458449913290945,775952,2,164.03314879530987,0,6,19,14268,True,132.0599999999524,0.06572798373986011
0.35,smith,True,0.0,128.57960810000077,8.593800911653132,0,126.25999999995766,-0.09964164524751018,-0.056892712094505526,763208,2,159.08794149024982,0,6,0,16657,True,126.27999999995764,0.07211597008231507
0.35,smith,True,0.0,273.8468034999678,8.384035017343574,0,123.93999999995977,-0.14294171030914862,-0.06574244794589745,703644,2,164.30284052668833,0,6,1,8413,True,123.95999999995975,0.038777191825712265
0.35,smith,True,13.5399999999998,168.22411710000597,10.575041257454554,0,154.67999999993182,-0.09764108765987606,-0.08879807583480659,971640,2,164.48216171767052,0,6,2,15731,True,154.6999999999318,0.057966625958624896
0.35,smith,True,0.0,589.6679083000636,13.974402724761593,0,156.31999999993033,-0.14354515835066797,-0.14899992335451984,1782999,1,164.99191714740508,0,13,3,13326,False,300.01999999979967,0.07674118411653938
0.35,smith,True,0.0,204.85345860000234,11.09862017365138,0,180.11999999990869,-0.0910639372621887,-0.08230129734975566,1259248,2,164.39158327703177,0,6,4,12949,True,180.13999999990867,0.0
0.35,smith,True,0.0,341.3464441000251,11.136670022101326,0,150.87999999993528,-0.181139599018238,-0.08208213507944673,819568,2,162.53916119675563,0,6,5,14167,True,150.89999999993526,0.10198467514768517
0.35,smith,True,0.0,567.0229084000457,13.281324041301584,0,300.01999999979967,-0.1362155080917059,-0.7108261399238192,1753942,0,164.73394516928846,0,24,6,18682,False,300.01999999979967,0.15242584785945795
0.35,smith,True,0.0,278.01936789997853,8.915793732149275,0,126.61999999995733,-0.17015305962343907,0.3399450213092212,750928,2,164.1693678202221,0,6,7,10692,True,126.63999999995731,0.027745474236025913
0.35,smith,True,0.0,201.4410579999676,11.449020937792524,0,177.53999999991103,0.012228776285166942,-0.12508614386792072,1024612,2,164.82799323822968,0,6,8,12042,True,177.559999999911,0.02753924751137049
0.35,smith,True,0.0,531.5249263999285,16.720744004063565,0,74.8600000000044,-0.3409505264063673,3.1409334470238885,1615021,1,162.6988266292967,0,18,9,36841,False,300.01999999979967,0.1491498697515583
0.35,smith,True,0.0,524.3235372999916,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,164.78577062159414,0,30,10,122889,False,300.01999999979967,0.23529862027246584
0.35,smith,True,0.0,130.3703019999666,8.029280746205025,0,123.31999999996033,-0.14698301585439766,-0.12137302122190441,670100,2,162.62033852338874,0,6,11,9483,True,123.33999999996031,0.032749284423069014
0.35,smith,True,0.0,143.17463449994102,8.528040890813545,0,132.2599999999522,-0.02247387795423833,-0.10611671829251001,683208,2,162.84306823519117,0,6,12,12552,True,132.2799999999522,0.0
0.35,smith,True,11.919999999999835,139.49075590004213,8.195896615861182,0,126.69999999995726,-0.08792008724755129,0.3510794055424906,804716,2,161.40556095143774,0,6,13,15437,True,126.71999999995724,0.079214987518613
0.35,smith,True,0.0,291.50301610003226,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,155.53903812382,0,15,14,22410,False,300.01999999979967,0.1470761269605041
0.35,smith,True,0.0,210.36624579993077,11.679688711944042,0,172.59999999991552,-0.17788519310170942,-0.11757304543023395,1205452,2,164.04594460792066,0,6,15,25807,True,172.6199999999155,0.11983355484443592
0.35,smith,True,0.0,203.78762980003376,9.45002924629642,0,165.27999999992218,-0.28628434861658847,-0.10061422607342063,934480,2,164.27208058168665,0,6,16,11384,True,165.29999999992216,0.12355063833457627
0.35,smith,True,0.0,135.61264279996976,7.344969448491241,0,115.39999999996753,-0.1433738362298086,-0.13057735404407778,681216,2,164.95158979780044,0,6,17,13220,True,115.41999999996752,0.0
0.35,smith,True,16.87999999999973,172.0743686000351,8.494196605613014,0,154.31999999993215,-0.08635364687561387,-0.08931562419309635,873722,2,162.40829282647059,0,6,18,13113,True,154.33999999993213,0.08904513980400641
0.35,smith,True,2.1200000000000014,135.8949650999857,8.589958687428886,0,132.0399999999524,-0.11655694113748927,-0.09458449913290945,775952,2,164.03314879530987,0,6,19,14268,True,132.0599999999524,0.06572798373986011
0.35,smith,False,0.0,155.5953990999842,8.593800911653132,0,126.25999999995766,-0.09964164524751018,-0.056892712094505526,763208,2,159.08794149024982,0,6,0,16657,True,126.27999999995764,0.07211597008231507
0.35,smith,False,0.0,145.0953081001062,8.384035017343574,0,123.93999999995977,-0.14294171030914862,-0.06574244794589745,703644,2,164.30284052668833,0,6,1,8413,True,123.95999999995975,0.038777191825712265
0.35,smith,False,13.5399999999998,168.26341819996014,10.575041257454554,0,154.67999999993182,-0.09764108765987606,-0.08879807583480659,971640,2,164.48216171767052,0,6,2,15731,True,154.6999999999318,0.057966625958624896
0.35,smith,False,0.0,430.27799410000443,13.974402724761593,0,156.31999999993033,-0.14354515835066797,-0.14899992335451984,1782999,1,164.99191714740508,0,13,3,13326,False,300.01999999979967,0.07674118411653938
0.35,smith,False,0.0,187.69082469993737,11.09862017365138,0,180.11999999990869,-0.0910639372621887,-0.08230129734975566,1259248,2,164.39158327703177,0,6,4,12949,True,180.13999999990867,0.0
0.35,smith,False,0.0,177.3061452000402,11.136670022101326,0,150.87999999993528,-0.181139599018238,-0.08208213507944673,819568,2,162.53916119675563,0,6,5,14167,True,150.89999999993526,0.10198467514768517
0.35,smith,False,0.0,269.4988137000473,13.281324041301584,0,300.01999999979967,-0.1362155080917059,-0.7108261399238192,1753942,0,164.73394516928846,0,24,6,18682,False,300.01999999979967,0.15242584785945795
0.35,smith,False,0.0,114.29302929993719,8.915793732149275,0,126.61999999995733,-0.17015305962343907,0.3399450213092212,750928,2,164.1693678202221,0,6,7,10692,True,126.63999999995731,0.027745474236025913
0.35,smith,False,0.0,276.71449640009087,11.449020937792524,0,177.53999999991103,0.012228776285166942,-0.12508614386792072,1024612,2,164.82799323822968,0,6,8,12042,True,177.559999999911,0.02753924751137049
0.35,smith,False,0.0,262.52964389999397,16.720744004063565,0,74.8600000000044,-0.3409505264063673,3.1409334470238885,1615021,1,162.6988266292967,0,18,9,36841,False,300.01999999979967,0.1491498697515583
0.35,smith,False,0.0,249.3640309999464,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,164.78577062159414,0,30,10,122889,False,300.01999999979967,0.23529862027246584
0.35,smith,False,0.0,186.53355380007997,8.029280746205025,0,123.31999999996033,-0.14698301585439766,-0.12137302122190441,670100,2,162.62033852338874,0,6,11,9483,True,123.33999999996031,0.032749284423069014
0.35,smith,False,0.0,136.2038317999104,8.528040890813545,0,132.2599999999522,-0.02247387795423833,-0.10611671829251001,683208,2,162.84306823519117,0,6,12,12552,True,132.2799999999522,0.0
0.35,smith,False,11.919999999999835,113.13951460004319,8.195896615861182,0,126.69999999995726,-0.08792008724755129,0.3510794055424906,804716,2,161.40556095143774,0,6,13,15437,True,126.71999999995724,0.079214987518613
0.35,smith,False,0.0,321.8667429999914,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,155.53903812382,0,15,14,22410,False,300.01999999979967,0.1470761269605041
0.35,smith,False,0.0,172.21905509999488,11.679688711944042,0,172.59999999991552,-0.17788519310170942,-0.11757304543023395,1205452,2,164.04594460792066,0,6,15,25807,True,172.6199999999155,0.11983355484443592
0.35,smith,False,0.0,165.95058449998032,9.45002924629642,0,165.27999999992218,-0.28628434861658847,-0.10061422607342063,934480,2,164.27208058168665,0,6,16,11384,True,165.29999999992216,0.12355063833457627
0.35,smith,False,0.0,167.7928812999744,7.344969448491241,0,115.39999999996753,-0.1433738362298086,-0.13057735404407778,681216,2,164.95158979780044,0,6,17,13220,True,115.41999999996752,0.0
0.35,smith,False,16.87999999999973,214.5296682000626,8.494196605613014,0,154.31999999993215,-0.08635364687561387,-0.08931562419309635,873722,2,162.40829282647059,0,6,18,13113,True,154.33999999993213,0.08904513980400641
0.35,smith,False,2.1200000000000014,117.85398380004335,8.589958687428886,0,132.0399999999524,-0.11655694113748927,-0.09458449913290945,775952,2,164.03314879530987,0,6,19,14268,True,132.0599999999524,0.06572798373986011
