cfg_fitness,cfg_protocol,corridor_double,cpu_s,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,wall_pen_max
vector,smith,0.0,102.40543210005853,8.593800911653132,0,126.25999999995766,-0.09964164524751018,-0.056892712094505526,763208,2,159.08794149024982,0,6,0,16657,True,126.27999999995764,0.07211597008231507
vector,smith,0.0,193.54846399999224,8.384035017343574,0,123.93999999995977,-0.14294171030914862,-0.06574244794589745,703644,2,164.30284052668833,0,6,1,8413,True,123.95999999995975,0.038777191825712265
vector,smith,13.5399999999998,193.59561509999912,10.575041257454554,0,154.67999999993182,-0.09764108765987606,-0.08879807583480659,971640,2,164.48216171767052,0,6,2,15731,True,154.6999999999318,0.057966625958624896
vector,smith,0.0,300.48310790001415,13.974402724761593,0,156.31999999993033,-0.14354515835066797,-0.14899992335451984,1782999,1,164.99191714740508,0,13,3,13326,False,300.01999999979967,0.07674118411653938
vector,smith,0.0,199.69542609993368,11.09862017365138,0,180.11999999990869,-0.0910639372621887,-0.08230129734975566,1259248,2,164.39158327703177,0,6,4,12949,True,180.13999999990867,0.0
vector,smith,0.0,194.6536229000194,11.136670022101326,0,150.87999999993528,-0.181139599018238,-0.08208213507944673,819568,2,162.53916119675563,0,6,5,14167,True,150.89999999993526,0.10198467514768517
vector,smith,0.0,459.1107788999798,13.281324041301584,0,300.01999999979967,-0.1362155080917059,-0.7108261399238192,1753942,0,164.73394516928846,0,24,6,18682,False,300.01999999979967,0.15242584785945795
vector,smith,0.0,145.0474839999806,8.915793732149275,0,126.61999999995733,-0.17015305962343907,0.3399450213092212,750928,2,164.1693678202221,0,6,7,10692,True,126.63999999995731,0.027745474236025913
vector,smith,0.0,193.37011749995872,11.449020937792524,0,177.53999999991103,0.012228776285166942,-0.12508614386792072,1024612,2,164.82799323822968,0,6,8,12042,True,177.559999999911,0.02753924751137049
vector,smith,0.0,301.1210980999749,16.720744004063565,0,74.8600000000044,-0.3409505264063673,3.1409334470238885,1615021,1,162.6988266292967,0,18,9,36841,False,300.01999999979967,0.1491498697515583
vector,smith,0.0,461.2586311000632,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,164.78577062159414,0,30,10,122889,False,300.01999999979967,0.23529862027246584
vector,smith,0.0,99.6317260999931,8.029280746205025,0,123.31999999996033,-0.14698301585439766,-0.12137302122190441,670100,2,162.62033852338874,0,6,11,9483,True,123.33999999996031,0.032749284423069014
vector,smith,0.0,190.68821520009078,8.528040890813545,0,132.2599999999522,-0.02247387795423833,-0.10611671829251001,683208,2,162.84306823519117,0,6,12,12552,True,132.2799999999522,0.0
vector,smith,11.919999999999835,176.17747599992435,8.195896615861182,0,126.69999999995726,-0.08792008724755129,0.3510794055424906,804716,2,161.40556095143774,0,6,13,15437,True,126.71999999995724,0.079214987518613
vector,smith,0.0,281.9296265000012,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,155.53903812382,0,15,14,22410,False,300.01999999979967,0.1470761269605041
vector,smith,0.0,241.6639333999483,11.679688711944042,0,172.59999999991552,-0.17788519310170942,-0.11757304543023395,1205452,2,164.04594460792066,0,6,15,25807,True,172.6199999999155,0.11983355484443592
vector,smith,0.0,160.964097600081,9.45002924629642,0,165.27999999992218,-0.28628434861658847,-0.10061422607342063,934480,2,164.27208058168665,0,6,16,11384,True,165.29999999992216,0.12355063833457627
vector,smith,0.0,164.5195754999295,7.344969448491241,0,115.39999999996753,-0.1433738362298086,-0.13057735404407778,681216,2,164.95158979780044,0,6,17,13220,True,115.41999999996752,0.0
vector,smith,16.87999999999973,261.9673984000692,8.494196605613014,0,154.31999999993215,-0.08635364687561387,-0.08931562419309635,873722,2,162.40829282647059,0,6,18,13113,True,154.33999999993213,0.08904513980400641
vector,smith,2.1200000000000014,133.61423589999322,8.589958687428886,0,132.0399999999524,-0.11655694113748927,-0.09458449913290945,775952,2,164.03314879530987,0,6,19,14268,True,132.0599999999524,0.06572798373986011
vector,smith,0.9400000000000005,143.2613431001082,8.464885753029709,0,128.3199999999558,0.05628193759172814,0.8043012470117112,739496,2,164.4865489404765,0,6,20,14259,True,128.33999999995578,0.06205726898755337
vector,smith,3.3200000000000025,130.48693580005784,9.245849815575795,0,130.67999999995365,-0.44898944381656125,-0.1036463429997383,899364,2,163.3560085253781,0,6,21,15086,True,130.69999999995363,0.019391013008320745
vector,smith,0.0,216.86644090001937,13.595882571558246,0,205.21999999988586,-0.14922931497454228,-0.12739511277183801,1310112,2,164.21251082494666,0,6,22,11883,True,205.23999999988584,0.04098298350150831
vector,smith,0.0,294.591944099986,15.41667940824007,0,150.43999999993568,-0.3599157740605725,1.914237979382028,1515638,1,164.09383038051985,0,21,23,32764,False,300.01999999979967,0.2834941616268134
vector,smith,41.360000000000866,471.8091496000998,18.90308737544103,0,173.9399999999143,-0.002151532274431489,-0.11859134115584347,2040671,1,164.5402290768433,0,6,24,37784,False,300.01999999979967,0.09962029655744509
vector,smith,0.0,255.89985950000118,14.339903260235369,0,260.87999999983526,-0.13324856076572517,1.7438265792122092,1278351,2,163.11594441134687,0,15,25,22066,True,260.89999999983525,0.11974613062916772
vector,smith,0.0,207.15265539998654,9.980119309461193,0,154.83999999993168,-0.17472644905807772,-0.09290209773003966,855148,2,164.22530809440505,0,6,26,16959,True,154.85999999993166,0.14916519789132388
vector,smith,0.0,192.33868299995083,6.929739311704256,0,129.83999999995441,-0.059717238475902296,2.4213124917030875,622661,2,161.6785730938033,0,9,27,6928,True,129.8599999999544,0.0
vector,smith,0.0,395.5018837999087,15.846248386470547,0,137.49999999994745,-0.1477470071752851,1.6482390712989465,1766057,1,162.57580510857449,0,18,28,14598,False,300.01999999979967,0.14759967738435348
vector,smith,0.0,439.308151400066,21.091279010371885,0,300.01999999979967,-0.17892006703546312,12.181325036315243,847114,0,162.6431845327441,0,30,29,47852,False,300.01999999979967,0.1610155760511067
scalar,smith,0.0,178.56403240002692,8.593800911653132,0,126.25999999995766,-0.09964164524751018,-0.056892712094505526,763208,2,131.08794149024982,0,6,0,16657,True,126.27999999995764,0.07211597008231507
scalar,smith,0.0,171.352068600012,8.384035017343574,0,123.93999999995977,-0.14294171030914862,-0.06574244794589745,703644,2,136.30284052668833,0,6,1,8413,True,123.95999999995975,0.038777191825712265
scalar,smith,13.5399999999998,185.92556299990974,10.575041257454554,0,154.67999999993182,-0.09764108765987606,-0.08879807583480659,971640,2,136.48216171767052,0,6,2,15731,True,154.6999999999318,0.057966625958624896
scalar,smith,0.0,293.9144683999475,13.974402724761593,0,156.31999999993033,-0.14354515835066797,-0.14899992335451984,1782999,1,136.99191714740508,0,13,3,13326,False,300.01999999979967,0.07674118411653938
scalar,smith,0.0,188.99998259998392,11.09862017365138,0,180.11999999990869,-0.0910639372621887,-0.08230129734975566,1259248,2,136.39158327703177,0,6,4,12949,True,180.13999999990867,0.0
scalar,smith,0.0,166.8692197999917,11.136670022101326,0,150.87999999993528,-0.181139599018238,-0.08208213507944673,819568,2,134.53916119675566,0,6,5,14167,True,150.89999999993526,0.10198467514768517
scalar,smith,0.0,362.57023890002165,13.281324041301584,0,300.01999999979967,-0.1362155080917059,-0.7108261399238192,1753942,0,136.73394516928846,0,24,6,18682,False,300.01999999979967,0.15242584785945795
scalar,smith,0.0,123.82494719990063,8.915793732149275,0,126.61999999995733,-0.17015305962343907,0.3399450213092212,750928,2,136.1693678202221,0,6,7,10692,True,126.63999999995731,0.027745474236025913
scalar,smith,0.0,194.3773130000336,11.449020937792524,0,177.53999999991103,0.012228776285166942,-0.12508614386792072,1024612,2,136.82799323822968,0,6,8,12042,True,177.559999999911,0.02753924751137049
scalar,smith,0.0,289.42178219999187,16.720744004063565,0,74.8600000000044,-0.3409505264063673,3.1409334470238885,1615021,1,134.6988266292967,0,18,9,36841,False,300.01999999979967,0.1491498697515583
scalar,smith,0.0,246.72998989990447,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,136.78577062159414,0,30,10,122889,False,300.01999999979967,0.23529862027246584
scalar,smith,0.0,156.41697819996625,8.029280746205025,0,123.31999999996033,-0.14698301585439766,-0.12137302122190441,670100,2,134.62033852338874,0,6,11,9483,True,123.33999999996031,0.032749284423069014
scalar,smith,0.0,166.51168529991992,8.528040890813545,0,132.2599999999522,-0.02247387795423833,-0.10611671829251001,683208,2,134.84306823519117,0,6,12,12552,True,132.2799999999522,0.0
scalar,smith,11.919999999999835,216.98414479999337,8.195896615861182,0,126.69999999995726,-0.08792008724755129,0.3510794055424906,804716,2,133.40556095143774,0,6,13,15437,True,126.71999999995724,0.079214987518613
scalar,smith,0.0,349.78755419992376,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,127.53903812382,0,15,14,22410,False,300.01999999979967,0.1470761269605041
scalar,smith,0.0,181.81562159990426,11.679688711944042,0,172.59999999991552,-0.17788519310170942,-0.11757304543023395,1205452,2,136.04594460792066,0,6,15,25807,True,172.6199999999155,0.11983355484443592
scalar,smith,0.0,162.18790349992923,9.45002924629642,0,165.27999999992218,-0.28628434861658847,-0.10061422607342063,934480,2,136.27208058168668,0,6,16,11384,True,165.29999999992216,0.12355063833457627
scalar,smith,0.0,110.01596720004454,7.344969448491241,0,115.39999999996753,-0.1433738362298086,-0.13057735404407778,681216,2,136.95158979780044,0,6,17,13220,True,115.41999999996752,0.0
scalar,smith,16.87999999999973,158.37836360000074,8.494196605613014,0,154.31999999993215,-0.08635364687561387,-0.08931562419309635,873722,2,134.40829282647059,0,6,18,13113,True,154.33999999993213,0.08904513980400641
scalar,smith,2.1200000000000014,132.61805369996,8.589958687428886,0,132.0399999999524,-0.11655694113748927,-0.09458449913290945,775952,2,136.03314879530987,0,6,19,14268,True,132.0599999999524,0.06572798373986011
scalar,smith,0.9400000000000005,118.38539589999709,8.464885753029709,0,128.3199999999558,0.05628193759172814,0.8043012470117112,739496,2,136.4865489404765,0,6,20,14259,True,128.33999999995578,0.06205726898755337
scalar,smith,3.3200000000000025,194.07823350001127,9.245849815575795,0,130.67999999995365,-0.44898944381656125,-0.1036463429997383,899364,2,135.3560085253781,0,6,21,15086,True,130.69999999995363,0.019391013008320745
scalar,smith,0.0,247.63969270000234,13.595882571558246,0,205.21999999988586,-0.14922931497454228,-0.12739511277183801,1310112,2,136.21251082494666,0,6,22,11883,True,205.23999999988584,0.04098298350150831
scalar,smith,0.0,234.65036329999566,15.41667940824007,0,150.43999999993568,-0.3599157740605725,1.914237979382028,1515638,1,136.09383038051985,0,21,23,32764,False,300.01999999979967,0.2834941616268134
scalar,smith,41.360000000000866,228.24909930001013,18.90308737544103,0,173.9399999999143,-0.002151532274431489,-0.11859134115584347,2040671,1,136.5402290768433,0,6,24,37784,False,300.01999999979967,0.09962029655744509
scalar,smith,0.0,226.86749239999335,14.339903260235369,0,260.87999999983526,-0.13324856076572517,1.7438265792122092,1278351,2,135.11594441134687,0,15,25,22066,True,260.89999999983525,0.11974613062916772
scalar,smith,0.0,127.0035266999621,9.980119309461193,0,154.83999999993168,-0.17472644905807772,-0.09290209773003966,855148,2,136.22530809440505,0,6,26,16959,True,154.85999999993166,0.14916519789132388
scalar,smith,0.0,115.42021630005911,6.929739311704256,0,129.83999999995441,-0.059717238475902296,2.4213124917030875,622661,2,133.6785730938033,0,9,27,6928,True,129.8599999999544,0.0
scalar,smith,0.0,213.08086509990972,15.846248386470547,0,137.49999999994745,-0.1477470071752851,1.6482390712989465,1766057,1,134.57580510857449,0,18,28,14598,False,300.01999999979967,0.14759967738435348
scalar,smith,0.0,221.30463049991522,21.091279010371885,0,300.01999999979967,-0.17892006703546312,12.181325036315243,847114,0,134.6431845327441,0,30,29,47852,False,300.01999999979967,0.1610155760511067
