block_id,unit_id,method_variant,N,K,regime,n,failures,timeouts,success_rate,success_CI95_low,success_CI95_high,mean_normalized_regret,median_normalized_regret,NR_CI95_low,NR_CI95_high,CVaR95_NR,mean_runtime_wall_s,mean_messages,mean_bytes,mean_time_to_epsilon_s,time_to_epsilon_event_rate,mean_messages_to_epsilon,mean_bytes_to_epsilon
B6,BNN,BNN,32.0,32.0,balanced,80,0,80,1.0,1.0,1.0,3.9536455854802937e-05,2.8040289298671833e-05,3.042828552063698e-05,4.9813414343509094e-05,0.00019232378197069292,0.23908882875548443,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
B6,EPS-AUCTION,EPS-AUCTION,32.0,32.0,balanced,80,0,0,1.0,1.0,1.0,4.43810156309982e-07,1.81507869736091e-08,2.90129662631403e-07,6.258531212889484e-07,2.8369589195138863e-06,0.007605576245987322,1172.9,37532.8,0.0,1.0,1172.9,37532.8
B6,GRD,GRD,32.0,32.0,balanced,80,0,0,1.0,1.0,1.0,0.0005661961777115559,0.0005024718931177755,0.0005008143064483618,0.0006340805758814977,0.0012514747431948913,0.0005694500083336607,32.0,1024.0,0.0,1.0,32.0,1024.0
B6,HUN,HUN,32.0,32.0,balanced,80,0,0,1.0,1.0,1.0,1.4030851643930058e-19,0.0,0.0,0.0,8.163404592832034e-19,8.367249538423493e-05,1024.0,32768.0,0.0,1.0,1024.0,32768.0
B6,HYB,HYB,32.0,32.0,balanced,80,0,80,1.0,1.0,1.0,4.225295763796346e-05,2.4383538655395882e-05,3.271683327009961e-05,5.2483383772013875e-05,0.00018834095326349557,0.2791783487497014,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
B6,LOG,LOG,32.0,32.0,balanced,80,0,0,1.0,1.0,1.0,3.7334305880704085e-05,2.575191420408878e-05,3.0301493232299442e-05,4.4552210311943435e-05,0.00012959284177124756,0.16833078750350977,67743.2,2167782.4,6.822500000000001,1.0,67743.2,2167782.4
B6,MAPPO-GNN::train_seed=15001,MAPPO-GNN,32.0,32.0,balanced,80,0,0,1.0,1.0,1.0,0.0004441422102197427,0.0003899386570258283,0.0003955447285955015,0.0004949794408082191,0.0009539147651571459,0.011022738757310436,992.0,31744.0,0.09999999999999999,1.0,992.0,31744.0
B6,MAPPO-GNN::train_seed=15002,MAPPO-GNN,32.0,32.0,balanced,80,0,0,1.0,1.0,1.0,0.0004441422102197427,0.0003899386570258283,0.0003955447285955015,0.0004949794408082191,0.0009539147651571459,0.010238297496107407,992.0,31744.0,0.09999999999999999,1.0,992.0,31744.0
B6,MAPPO-GNN::train_seed=15003,MAPPO-GNN,32.0,32.0,balanced,80,0,0,1.0,1.0,1.0,0.0004441422102197427,0.0003899386570258283,0.0003955447285955015,0.0004949794408082191,0.0009539147651571459,0.010074462507327553,992.0,31744.0,0.09999999999999999,1.0,992.0,31744.0
B6,PROJ,PROJ,32.0,32.0,balanced,80,0,80,1.0,1.0,1.0,4.026057487015028e-05,2.509379438006574e-05,3.129749519873423e-05,5.138743012493427e-05,0.00019881262736114958,0.5107709162577521,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
B6,REP,REP,32.0,32.0,balanced,80,0,80,1.0,1.0,1.0,4.503066328763416e-05,2.813359221069984e-05,3.606466564447815e-05,5.476867515704203e-05,0.00015658016677674348,0.20374704125424614,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
B6,SMI,SMI,32.0,32.0,balanced,80,0,80,1.0,1.0,1.0,5.1370148065188424e-05,3.168786236174799e-05,4.060687208534791e-05,6.385935548794621e-05,0.000222384269062975,0.28610017374303426,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
