geometry_id,N,K,R,lambda2,num_components
G-UNI,64.0,64.0,4.844985133314355,0.5559151523305826,1.0
G-UNI,64.0,64.0,5.020817223752934,0.24142432788380122,1.0
G-UNI,64.0,64.0,5.02365804250282,0.10242385557347414,1.0
G-UNI,64.0,64.0,4.951417675812473,0.19845110487665557,1.0
G-UNI,64.0,64.0,4.955979681549895,0.4724712553508583,1.0
G-UNI,64.0,64.0,5.065533313128743,0.32064189681368516,1.0
G-UNI,64.0,64.0,5.06190665357966,0.26451025480540946,1.0
G-UNI,64.0,64.0,4.8024010974290245,1.531400621776887e-14,2.0
G-UNI,64.0,64.0,5.407166488412687,0.41689168531140763,1.0
G-UNI,64.0,64.0,4.975244280197534,0.3194868782585424,1.0
G-UNI,64.0,64.0,5.20332473384102,0.48032414879763896,1.0
G-UNI,64.0,64.0,5.101280892189177,0.18503110199827622,1.0
G-UNI,64.0,64.0,5.171313137075643,0.4797397793367527,1.0
G-UNI,64.0,64.0,23.462528516603697,63.99999999999988,1.0
G-UNI,64.0,64.0,26.1203959186832,63.99999999999988,1.0
G-UNI,64.0,64.0,25.838413315015437,63.99999999999988,1.0
G-UNI,64.0,64.0,25.42242334702316,63.99999999999988,1.0
G-UNI,64.0,64.0,22.905878393653403,63.99999999999988,1.0
G-UNI,64.0,64.0,24.858934346018472,63.99999999999988,1.0
G-UNI,64.0,64.0,24.659443651960885,63.99999999999988,1.0
G-UNI,64.0,64.0,23.040184413328294,63.99999999999988,1.0
G-UNI,64.0,64.0,24.50132062950173,63.99999999999988,1.0
G-UNI,64.0,64.0,25.020853971999955,63.99999999999988,1.0
G-UNI,64.0,64.0,24.230483519691717,63.99999999999988,1.0
G-UNI,64.0,64.0,25.34463370169353,63.99999999999988,1.0
G-UNI,64.0,64.0,25.096974326081206,63.99999999999988,1.0
G-UNI,64.0,64.0,24.868150847599203,63.99999999999988,1.0
G-UNI,64.0,64.0,24.716135254124154,63.99999999999988,1.0
G-UNI,64.0,64.0,26.65877850500597,63.99999999999988,1.0
G-UNI,64.0,64.0,26.80176021108429,63.99999999999988,1.0
G-UNI,64.0,64.0,25.78511374734087,63.99999999999988,1.0
G-UNI,64.0,64.0,25.75602060449272,63.99999999999988,1.0
G-UNI,64.0,64.0,25.86124479205726,63.99999999999988,1.0
G-UNI,32.0,32.0,1.9615248223429345,-5.825799090213006e-16,11.0
G-UNI,32.0,32.0,2.314071946595468,-4.639969173217804e-16,9.0
G-UNI,32.0,32.0,2.3151005086357292,-6.112677134125378e-16,10.0
G-UNI,32.0,32.0,2.0797300752018235,-1.0175998240537728e-15,10.0
G-UNI,32.0,32.0,2.4747627643552184,-3.094242521526536e-16,9.0
G-UNI,32.0,32.0,2.2228574141547557,-3.049576360345087e-16,7.0
G-UNI,32.0,32.0,1.930628724022595,-7.0308222362618e-16,13.0
G-UNI,32.0,32.0,2.238883095531481,-2.562573463838957e-16,9.0
G-UNI,32.0,32.0,2.312835122238969,-4.2384052612894003e-16,10.0
G-UNI,32.0,32.0,2.3805061391807625,-4.493875459267898e-16,7.0
G-UNI,32.0,32.0,2.108228679771713,-3.3606196679274436e-16,12.0
G-UNI,32.0,32.0,2.2978640602259537,-1.973380948742756e-16,9.0
G-UNI,32.0,32.0,1.9304236447290237,-9.321978030971015e-16,11.0
G-UNI,32.0,32.0,2.3353239415804716,-3.705634139993964e-16,8.0
G-UNI,32.0,32.0,2.1036921910345487,-8.567071849606467e-16,10.0
G-UNI,32.0,32.0,2.275167900829281,-5.49100753923796e-16,10.0
G-UNI,32.0,32.0,2.4285683867419867,-1.4414165637022602e-15,7.0
G-UNI,32.0,32.0,2.2202894079429476,-6.137597996129253e-16,13.0
G-UNI,32.0,32.0,2.545180563307315,-6.749951396393352e-16,6.0
G-UNI,32.0,32.0,2.377779771922044,-3.6560452486400653e-16,9.0
G-UNI,32.0,32.0,2.147768643389316,-5.611030693496339e-16,10.0
G-UNI,32.0,32.0,1.961348852849071,-6.358129602458134e-16,11.0
G-UNI,32.0,32.0,2.6013153435395737,-2.3148058374408755e-16,7.0
G-UNI,32.0,32.0,1.8816090833387664,-5.374319134463699e-16,12.0
G-UNI,32.0,32.0,2.0059404192578034,-4.673323825353564e-16,11.0
G-UNI,32.0,32.0,2.2045132633552083,-5.28571661339339e-16,7.0
G-UNI,32.0,32.0,1.9470311728903686,-7.504348460289423e-16,11.0
G-UNI,32.0,32.0,1.9302752889622214,-5.312130292287753e-16,13.0
G-UNI,32.0,32.0,1.9575584124253507,-8.892469610471562e-16,11.0
G-UNI,32.0,32.0,2.093225659133448,-3.6478608225611297e-16,10.0
G-UNI,32.0,32.0,2.479256619153369,-5.974411624267658e-16,7.0
G-UNI,32.0,32.0,2.3530515296907666,-6.403432497253723e-16,12.0
G-UNI,32.0,32.0,2.085172840409138,-5.923289578519324e-16,13.0
G-UNI,32.0,32.0,1.8651395995798792,-1.199223348176236e-16,11.0
G-UNI,32.0,32.0,2.454150521736962,-1.0563268649137273e-15,13.0
G-UNI,32.0,32.0,2.1982290751293108,-1.110492280749621e-15,12.0
G-UNI,32.0,32.0,1.9318074903810665,-5.532593931254706e-16,11.0
G-UNI,32.0,32.0,2.2533932586312,-4.614200712892443e-16,11.0
G-UNI,32.0,32.0,2.3662496445502033,-3.107149271304236e-16,11.0
G-UNI,32.0,32.0,2.110142445010646,-7.103473957976321e-16,10.0
G-UNI,32.0,32.0,2.70635603971154,-3.00263128064857e-16,3.0
G-UNI,32.0,32.0,3.5517630430278953,-1.629180805459548e-15,3.0
G-UNI,32.0,32.0,3.2402414080298083,1.8762330328094272e-16,2.0
G-UNI,32.0,32.0,3.438113891510252,7.947538891632364e-16,2.0
G-UNI,32.0,32.0,3.533857080059911,1.3444146355289609e-15,2.0
G-UNI,32.0,32.0,3.1097197453021614,0.04347661326090687,1.0
G-UNI,32.0,32.0,2.9516391348076927,-4.800499820161275e-16,4.0
G-UNI,32.0,32.0,3.069936729863217,1.439114689594979e-15,4.0
G-UNI,32.0,32.0,3.3895173936624436,6.17419535820541e-17,3.0
G-UNI,32.0,32.0,3.217652974317172,-1.174739765897385e-18,2.0
G-UNI,32.0,32.0,3.1581543703111556,-1.4522015046960884e-17,3.0
G-UNI,32.0,32.0,3.1655972483759958,0.07139145005037595,1.0
G-UNI,32.0,32.0,3.090372612729932,-5.241208835409097e-16,6.0
G-UNI,32.0,32.0,3.758483770241864,1.1997042296014385e-15,2.0
G-UNI,32.0,32.0,3.234653412214125,-8.826912708047335e-16,4.0
G-UNI,32.0,32.0,3.30422932732143,-2.4851233538105284e-16,3.0
G-UNI,32.0,32.0,3.3048224960357784,-4.260618022511088e-16,2.0
G-UNI,32.0,32.0,3.538701479312812,-5.274677667898471e-16,3.0
G-UNI,32.0,32.0,3.6092590957081194,0.0862967192294563,1.0
G-UNI,32.0,32.0,3.4797172467285535,-3.177944391578957e-17,3.0
G-UNI,32.0,32.0,3.0177252788542424,-1.5170470393915627e-16,3.0
G-UNI,32.0,32.0,3.0506413792689484,-6.254051207260931e-16,5.0
G-UNI,32.0,32.0,3.865683117028432,0.15168212958541571,1.0
G-UNI,32.0,32.0,2.896517216064699,-1.52458686689849e-15,7.0
G-UNI,32.0,32.0,3.2113449542419037,1.9438102555249503e-16,3.0
G-UNI,32.0,32.0,3.033289794116394,0.07703780541151589,1.0
G-UNI,32.0,32.0,3.192296174922369,2.3374954513376287e-15,2.0
G-UNI,32.0,32.0,3.159340910509292,-6.261829234633497e-16,5.0
G-UNI,32.0,32.0,2.7227674223133813,2.6383502961452745e-15,2.0
G-UNI,32.0,32.0,3.372949678886445,1.2665571651941199e-15,3.0
G-UNI,32.0,32.0,3.1272978907578373,0.08129176557089451,1.0
G-UNI,32.0,32.0,3.057115868254641,-2.582849797967224e-16,5.0
G-UNI,32.0,32.0,3.1203118641867116,1.358579535399733e-15,2.0
G-UNI,32.0,32.0,3.0466644322871588,-2.716753520671406e-15,4.0
G-UNI,32.0,32.0,3.338873463168675,-8.100665377741856e-17,2.0
G-UNI,32.0,32.0,3.689659426386954,9.176793378960002e-17,2.0
G-UNI,32.0,32.0,3.0211423706359675,-4.437136054896776e-16,4.0
G-UNI,32.0,32.0,3.421683044924066,6.459081083641738e-16,2.0
G-UNI,32.0,32.0,3.589983279987962,0.13051815541931058,1.0
G-UNI,32.0,32.0,2.993593033502347,2.2724877535296173e-16,4.0
G-UNI,32.0,32.0,3.4428386465834357,1.5777551032229862e-15,2.0
G-UNI,32.0,32.0,4.4061633894625665,0.4505036044095314,1.0
G-UNI,32.0,32.0,3.9847505783302015,2.373842101044322e-15,2.0
G-UNI,32.0,32.0,4.338193445035758,0.23553098105425072,1.0
G-UNI,32.0,32.0,4.159309462443593,8.514311634376546e-16,2.0
G-UNI,32.0,32.0,4.123286829122305,0.21318862440455338,1.0
G-UNI,32.0,32.0,3.666707565251443,5.619451180556457e-16,2.0
G-UNI,32.0,32.0,4.054772868378549,1.9714393631470656e-15,2.0
G-UNI,32.0,32.0,4.020275715347138,-2.2027223630483268e-16,2.0
G-UNI,32.0,32.0,3.9952331207015273,0.3401735341408094,1.0
G-UNI,32.0,32.0,3.867039719446816,7.030880553383408e-16,2.0
G-UNI,32.0,32.0,3.8413399419344736,0.21417484819868193,1.0
G-UNI,32.0,32.0,3.730176540880653,3.5801535761714826e-16,3.0
G-UNI,32.0,32.0,4.418732487872464,0.4224150098207503,1.0
G-UNI,32.0,32.0,3.837406468905858,2.2467402734380387e-15,2.0
G-UNI,32.0,32.0,4.232566160509644,-2.941713322221397e-15,2.0
G-UNI,32.0,32.0,4.244084302770194,0.5769497542281201,1.0
G-UNI,32.0,32.0,4.479253348700023,0.2577317604778829,1.0
G-UNI,32.0,32.0,4.43342046569005,0.23435675095794148,1.0
G-UNI,32.0,32.0,4.369741687377373,0.15368970350024855,1.0
G-UNI,32.0,32.0,3.874195159060516,1.7219624020949748e-15,2.0
G-UNI,32.0,32.0,3.8680928129446834,2.904721996268714e-15,2.0
G-UNI,32.0,32.0,4.556851929657311,0.46406324341963434,1.0
G-UNI,32.0,32.0,3.512858065523506,-5.23217573509529e-15,2.0
G-UNI,32.0,32.0,4.34239770436263,0.27512514818319195,1.0
G-UNI,32.0,32.0,3.6740661461256323,0.19890132868539562,1.0
G-UNI,32.0,32.0,4.313463568737848,3.758549969853914e-15,2.0
G-UNI,32.0,32.0,3.9391262660915514,-5.989262324430653e-17,3.0
G-UNI,32.0,32.0,3.5833885420790095,-3.461425720718075e-16,2.0
G-UNI,32.0,32.0,4.0822394848913355,0.254378065427952,1.0
G-UNI,32.0,32.0,3.868409361175971,0.3882799177532149,1.0
G-UNI,32.0,32.0,3.724087242624523,8.999473392407863e-16,3.0
G-UNI,32.0,32.0,3.8878385676446854,0.2480495677238573,1.0
G-UNI,32.0,32.0,3.9527976013738506,0.32452136666851733,1.0
G-UNI,32.0,32.0,3.940490958404713,0.22178669435062523,1.0
G-UNI,32.0,32.0,4.557214215417867,0.21183457388280064,1.0
G-UNI,32.0,32.0,3.830065741512357,-1.3144754370079126e-15,2.0
G-UNI,32.0,32.0,4.239035524533889,0.3204470808176957,1.0
G-UNI,32.0,32.0,4.256183664104524,0.3863199016709118,1.0
G-UNI,32.0,32.0,3.8271297460843154,-3.1182851317993632e-16,2.0
G-UNI,32.0,32.0,4.742106781249171,0.8011135629608831,1.0
G-UNI,32.0,32.0,5.955593224985048,1.557146528792701,1.0
G-UNI,32.0,32.0,5.365464143744669,0.8461207211815122,1.0
G-UNI,32.0,32.0,5.644399958384787,1.300727882505611,1.0
G-UNI,32.0,32.0,5.632409121830113,1.1959066290309426,1.0
G-UNI,32.0,32.0,5.760592843677154,0.9224188554463832,1.0
G-UNI,32.0,32.0,4.792128557893502,1.1101806869281496,1.0
G-UNI,32.0,32.0,5.46203087874718,1.1970704078413545,1.0
G-UNI,32.0,32.0,5.036345976486928,0.33409322324937646,1.0
G-UNI,32.0,32.0,5.179901154496191,1.3384419742275697,1.0
G-UNI,32.0,32.0,5.228382939917911,1.0899573713844017,1.0
G-UNI,32.0,32.0,5.308515526413928,1.2985010602963638,1.0
G-UNI,32.0,32.0,4.853934211957046,1.0341785422649923,1.0
G-UNI,32.0,32.0,5.924132929813256,1.733271880888807,1.0
G-UNI,32.0,32.0,5.328726086979115,0.7115515234354476,1.0
G-UNI,32.0,32.0,5.494007100659325,0.8030618045286926,1.0
G-UNI,32.0,32.0,5.166846866593215,1.4469540117964552,1.0
G-UNI,32.0,32.0,5.984149158690558,1.1951118048876892,1.0
G-UNI,32.0,32.0,5.791124342663489,1.1941933611316125,1.0
G-UNI,32.0,32.0,6.0951840265535395,0.9632728139720884,1.0
G-UNI,32.0,32.0,5.052400672874871,1.4800106169386165,1.0
G-UNI,32.0,32.0,5.043375761434843,1.1645202429991637,1.0
G-UNI,32.0,32.0,6.048939928759061,1.626552914191915,1.0
G-UNI,32.0,32.0,5.035149571200574,0.6550577034478464,1.0
G-UNI,32.0,32.0,5.743807454628943,1.5862716985258414,1.0
G-UNI,32.0,32.0,4.812973379393093,1.1162233192083477,1.0
G-UNI,32.0,32.0,5.718171233718319,0.6780154668034459,1.0
G-UNI,32.0,32.0,5.268366768403027,1.4442391626279185,1.0
G-UNI,32.0,32.0,4.55690793801361,0.9733743899955672,1.0
G-UNI,32.0,32.0,5.479626732992105,1.2689866721582619,1.0
G-UNI,32.0,32.0,4.9570449461515835,1.6936408260426896,1.0
G-UNI,32.0,32.0,4.948828674183419,2.0599049705018383e-15,2.0
G-UNI,32.0,32.0,5.193150514315614,1.2257171037208703,1.0
G-UNI,32.0,32.0,5.361049963980146,1.40448229526775,1.0
G-UNI,32.0,32.0,5.530216632693969,1.2321471784071467,1.0
G-UNI,32.0,32.0,6.0648988050554395,1.5416417817484123,1.0
G-UNI,32.0,32.0,5.008510970030285,0.7709970273918846,1.0
G-UNI,32.0,32.0,6.084773148331503,1.2984826336355568,1.0
G-UNI,32.0,32.0,5.718273277541303,1.5693278203147887,1.0
G-UNI,32.0,32.0,5.416491292563771,0.8166875424192261,1.0
G-UNI,32.0,32.0,14.973388540826182,31.999999999999947,1.0
G-UNI,32.0,32.0,18.031459511324105,31.999999999999947,1.0
G-UNI,32.0,32.0,15.966411442636623,31.999999999999947,1.0
G-UNI,32.0,32.0,15.62866046693441,31.999999999999947,1.0
G-UNI,32.0,32.0,17.4777961301393,31.999999999999947,1.0
G-UNI,32.0,32.0,15.754127723424775,31.999999999999947,1.0
G-UNI,32.0,32.0,15.58014114410088,31.999999999999947,1.0
G-UNI,32.0,32.0,16.488027507213634,31.999999999999947,1.0
G-UNI,32.0,32.0,16.397109658425954,31.999999999999947,1.0
G-UNI,32.0,32.0,17.39957710407307,31.999999999999947,1.0
G-UNI,32.0,32.0,14.937124539827433,31.999999999999947,1.0
G-UNI,32.0,32.0,15.485151021859425,31.999999999999947,1.0
G-UNI,32.0,32.0,16.71250289317962,31.999999999999947,1.0
G-UNI,32.0,32.0,16.960844483133954,31.999999999999947,1.0
G-UNI,32.0,32.0,16.30166324232848,31.999999999999947,1.0
G-UNI,32.0,32.0,17.120346300188594,31.999999999999947,1.0
G-UNI,32.0,32.0,16.36929297328474,31.999999999999947,1.0
G-UNI,32.0,32.0,17.718448473125115,31.999999999999947,1.0
G-UNI,32.0,32.0,17.6485232440922,31.999999999999947,1.0
G-UNI,32.0,32.0,17.468524864208185,31.999999999999947,1.0
G-UNI,32.0,32.0,16.192724284055124,31.999999999999947,1.0
G-UNI,32.0,32.0,19.06079499937748,31.999999999999947,1.0
G-UNI,32.0,32.0,17.623024335180215,31.999999999999947,1.0
G-UNI,32.0,32.0,16.073341329371917,31.999999999999947,1.0
G-UNI,32.0,32.0,15.883574716589562,31.999999999999947,1.0
G-UNI,32.0,32.0,17.19420702706004,31.999999999999947,1.0
G-UNI,32.0,32.0,16.17037252698751,31.999999999999947,1.0
G-UNI,32.0,32.0,17.7224752937111,31.999999999999947,1.0
G-UNI,32.0,32.0,17.35180624598662,31.999999999999947,1.0
G-UNI,32.0,32.0,14.739995301817249,31.999999999999947,1.0
G-UNI,32.0,32.0,15.498225377366888,31.999999999999947,1.0
G-UNI,32.0,32.0,17.81045453130668,31.999999999999947,1.0
G-UNI,32.0,32.0,14.654484320670738,31.999999999999947,1.0
G-UNI,32.0,32.0,15.122252124218438,31.999999999999947,1.0
G-UNI,32.0,32.0,18.543738784984075,31.999999999999947,1.0
G-UNI,32.0,32.0,17.15213036680474,31.999999999999947,1.0
G-UNI,32.0,32.0,16.44244702637569,31.999999999999947,1.0
G-UNI,32.0,32.0,16.76975555494072,31.999999999999947,1.0
G-UNI,32.0,32.0,17.08212214686423,31.999999999999947,1.0
G-UNI,32.0,32.0,15.568229843977264,31.999999999999947,1.0
G-UNI,64.0,64.0,2.289833439032531,-6.157721147607185e-16,17.0
G-UNI,64.0,64.0,2.2187020601523524,-1.4110461753426473e-15,21.0
G-UNI,64.0,64.0,2.3159610801894384,-1.0740137655894645e-15,21.0
G-UNI,64.0,64.0,1.8794445181421708,-9.149546922164841e-16,24.0
G-UNI,64.0,64.0,2.3806897754905645,-8.281713893108434e-16,19.0
G-UNI,64.0,64.0,2.072805747466001,-1.3069254302392658e-15,19.0
G-UNI,64.0,64.0,1.9339490212356294,-7.080865500635816e-16,20.0
G-UNI,64.0,64.0,1.8895379759487199,-9.895577870452198e-16,22.0
G-UNI,64.0,64.0,2.0706757182047895,-1.2768276476642906e-15,22.0
G-UNI,64.0,64.0,1.9859250793303092,-6.727224180119692e-16,18.0
G-UNI,64.0,64.0,2.0219821066316603,-9.958374358056452e-16,23.0
G-UNI,64.0,64.0,2.128945611659532,-1.2877697707331757e-15,21.0
G-UNI,64.0,64.0,1.9834726060721786,-1.2488931853110026e-15,19.0
G-UNI,64.0,64.0,2.2247350756873416,-1.1517696718550715e-15,19.0
G-UNI,64.0,64.0,2.186946757876426,-7.087041130482055e-16,18.0
G-UNI,64.0,64.0,2.192135413160761,-1.276438630951167e-15,22.0
G-UNI,64.0,64.0,2.138627945298259,-8.028917193315169e-16,16.0
G-UNI,64.0,64.0,2.061548577229553,-6.793194825475724e-16,20.0
G-UNI,64.0,64.0,2.274474386025137,-1.0266305181314013e-15,16.0
G-UNI,64.0,64.0,2.2090025581180814,-1.1553365551240314e-15,18.0
G-UNI,64.0,64.0,2.2405899928305786,-1.0261201315630573e-15,17.0
G-UNI,64.0,64.0,2.0337614969389355,-1.0687179280358065e-15,21.0
G-UNI,64.0,64.0,2.1292499753579435,-1.5621910545794958e-15,19.0
G-UNI,64.0,64.0,1.8779543233437295,-1.1898363113633521e-15,23.0
G-UNI,64.0,64.0,2.039225130447722,-1.3236172418926618e-15,20.0
G-UNI,64.0,64.0,2.079462455246075,-8.85486041876276e-16,22.0
G-UNI,64.0,64.0,1.9045661718275575,-9.32332056603032e-16,25.0
G-UNI,64.0,64.0,1.9779043294980858,-8.959918700850635e-16,19.0
G-UNI,64.0,64.0,1.7977585892103858,-1.1350250533275941e-15,24.0
G-UNI,64.0,64.0,2.1636812660663347,-4.802978515397691e-16,18.0
G-UNI,64.0,64.0,2.2047337461863985,-1.0372111012007967e-15,16.0
G-UNI,64.0,64.0,2.2743609498934196,-6.877880296859341e-16,19.0
G-UNI,64.0,64.0,1.9946841740485528,-8.342515972860369e-16,17.0
G-UNI,64.0,64.0,2.0632748684927593,-1.284574879026363e-15,21.0
G-UNI,64.0,64.0,2.2460893973921023,-9.137636027875311e-16,18.0
G-UNI,64.0,64.0,2.0725276784301414,-1.2911597342869643e-15,22.0
G-UNI,64.0,64.0,1.9808850278035228,-8.094151486869499e-16,25.0
G-UNI,64.0,64.0,2.1733326943423235,-1.3725573974640292e-15,21.0
G-UNI,64.0,64.0,2.284371241176764,-5.1419668617964185e-16,18.0
G-UNI,64.0,64.0,2.0351075931747182,-7.484132391231425e-16,23.0
G-UNI,64.0,64.0,3.0980196986175903,2.0787599918367228e-16,3.0
G-UNI,64.0,64.0,3.1078841978053102,7.461332904199645e-16,4.0
G-UNI,64.0,64.0,3.0818358667294437,-2.996283054136889e-16,5.0
G-UNI,64.0,64.0,2.994745280979547,-3.5972920740695156e-16,8.0
G-UNI,64.0,64.0,3.13111988447813,-3.5424636415434944e-16,3.0
G-UNI,64.0,64.0,2.983177804527611,0.0,5.0
G-UNI,64.0,64.0,3.1442157761314986,-8.946689926930358e-16,7.0
G-UNI,64.0,64.0,3.06415473225253,-2.2514009777191985e-15,9.0
G-UNI,64.0,64.0,3.060852132397155,4.800339893645622e-17,5.0
G-UNI,64.0,64.0,2.9266223055227476,-6.68422068965756e-16,6.0
G-UNI,64.0,64.0,3.0244889814898066,-1.410805000973022e-15,4.0
G-UNI,64.0,64.0,3.2551069884574364,-4.1001077728639524e-16,5.0
G-UNI,64.0,64.0,2.7791710732814785,-7.4151471180695575e-16,5.0
G-UNI,64.0,64.0,3.1046264365790215,-3.473201817119872e-16,5.0
G-UNI,64.0,64.0,2.981416937229761,1.3695093560276506e-16,5.0
G-UNI,64.0,64.0,3.000337049948826,-1.5323910580077467e-16,5.0
G-UNI,64.0,64.0,3.0482682721745435,-1.1237712679451444e-15,4.0
G-UNI,64.0,64.0,3.002723580872077,-1.8226808868805006e-16,8.0
G-UNI,64.0,64.0,3.175834519510979,-2.6906432919054754e-16,4.0
G-UNI,64.0,64.0,3.2563718635392203,-3.3406153387249818e-15,5.0
G-UNI,64.0,64.0,3.1048252766547924,0.04969262121308294,1.0
G-UNI,64.0,64.0,3.0147080956549157,-1.436526269973549e-15,6.0
G-UNI,64.0,64.0,3.0304273716365078,-3.34269732422814e-16,7.0
G-UNI,64.0,64.0,2.829108268671998,-4.911267763842624e-16,7.0
G-UNI,64.0,64.0,2.9500852638482113,-1.124285796333632e-15,5.0
G-UNI,64.0,64.0,3.0636947672428,1.2934386246046985e-16,4.0
G-UNI,64.0,64.0,2.7158612063925336,-1.1883864871677363e-15,6.0
G-UNI,64.0,64.0,2.7279559213767453,-9.131475586946728e-16,9.0
G-UNI,64.0,64.0,2.807117639986599,-1.1522063974145166e-15,7.0
G-UNI,64.0,64.0,3.130582930918364,-8.723888908524976e-16,6.0
G-UNI,64.0,64.0,3.0472301434259297,-3.436578715118883e-17,6.0
G-UNI,64.0,64.0,3.187812430604934,-5.216443406090117e-16,5.0
G-UNI,64.0,64.0,2.971838603504805,-1.3839180385168273e-15,3.0
G-UNI,64.0,64.0,2.8514880501660906,-1.4637015572832796e-15,9.0
G-UNI,64.0,64.0,3.2947508548277584,-5.669358994871173e-16,5.0
G-UNI,64.0,64.0,3.060500202957077,-2.904505800699209e-15,5.0
G-UNI,64.0,64.0,2.8024137857571976,-1.072106561009518e-15,7.0
G-UNI,64.0,64.0,3.2838349728824534,-1.4347507798603716e-15,6.0
G-UNI,64.0,64.0,3.232934540107601,4.070181482072275e-16,3.0
G-UNI,64.0,64.0,2.872015912209766,-1.052083126701399e-15,7.0
G-UNI,64.0,64.0,3.755611225968521,0.13539561353705185,1.0
G-UNI,64.0,64.0,3.7991996801759282,0.15769266751577599,1.0
G-UNI,64.0,64.0,3.8237019127045064,6.184552393218503e-16,2.0
G-UNI,64.0,64.0,3.968803904851592,-1.4024347641540446e-15,2.0
G-UNI,64.0,64.0,3.8316131175470627,0.11360367252966978,1.0
G-UNI,64.0,64.0,3.6325968308308374,0.04176948750841074,1.0
G-UNI,64.0,64.0,3.8383083413005643,0.079445432426432,1.0
G-UNI,64.0,64.0,3.7584614707912896,6.74780085356215e-16,3.0
G-UNI,64.0,64.0,3.6646223261484385,-3.658761945251362e-16,2.0
G-UNI,64.0,64.0,3.8295886946202824,-9.720676303230433e-16,2.0
G-UNI,64.0,64.0,3.8703927772221887,0.12615214388050702,1.0
G-UNI,64.0,64.0,3.9769213967889465,0.09661077196218014,1.0
G-UNI,64.0,64.0,3.6309313414375692,-1.7763568394002505e-15,4.0
G-UNI,64.0,64.0,3.889147576835976,1.1374712879161345e-15,2.0
G-UNI,64.0,64.0,3.8680816368034368,5.9495023405554525e-18,3.0
G-UNI,64.0,64.0,3.8103800252779,1.0594314707038139e-15,3.0
G-UNI,64.0,64.0,3.641093794893485,-1.185734353523964e-15,3.0
G-UNI,64.0,64.0,3.9002791809363337,0.014357122737343037,1.0
G-UNI,64.0,64.0,3.948886122394919,0.09892110565180562,1.0
G-UNI,64.0,64.0,4.104307432639122,0.08184023377561671,1.0
G-UNI,64.0,64.0,3.89895229306785,0.1231323469655662,1.0
G-UNI,64.0,64.0,3.7817765313680276,8.922189082367413e-17,3.0
G-UNI,64.0,64.0,4.053754972196243,3.9269995577844094e-15,2.0
G-UNI,64.0,64.0,3.501242014805701,-9.179695604296411e-16,3.0
G-UNI,64.0,64.0,3.620410973009496,-1.6296385310805052e-15,3.0
G-UNI,64.0,64.0,3.9328311779869205,0.05185611213557887,1.0
G-UNI,64.0,64.0,3.5001114665085313,0.022949532503259353,1.0
G-UNI,64.0,64.0,3.6236798908452528,-1.7840440139229803e-16,3.0
G-UNI,64.0,64.0,3.547992384403597,7.598088824778415e-16,3.0
G-UNI,64.0,64.0,3.862959195852011,2.442493453016384e-15,2.0
G-UNI,64.0,64.0,3.756077779075486,0.03845544812794823,1.0
G-UNI,64.0,64.0,3.9194885875122036,1.9426996605852625e-14,2.0
G-UNI,64.0,64.0,3.8121339946693658,0.09191907291536144,1.0
G-UNI,64.0,64.0,3.493263246893491,-3.4731973848109604e-16,4.0
G-UNI,64.0,64.0,3.900726590501198,6.742260535763139e-15,2.0
G-UNI,64.0,64.0,3.8482752433890486,0.020344867590354098,1.0
G-UNI,64.0,64.0,3.5651453192003384,-1.2313115204698653e-15,3.0
G-UNI,64.0,64.0,4.183119046599902,-6.661338147750939e-16,3.0
G-UNI,64.0,64.0,4.115030890498163,0.15467002242018307,1.0
G-UNI,64.0,64.0,3.505056348364991,5.0129888271459956e-15,2.0
G-UNI,64.0,64.0,4.884730434922631,0.5439497228268184,1.0
G-UNI,64.0,64.0,5.029776338096286,0.3264031289464492,1.0
G-UNI,64.0,64.0,5.029685409559453,0.3875740010714996,1.0
G-UNI,64.0,64.0,5.516690906190663,0.5272381729751464,1.0
G-UNI,64.0,64.0,5.0636368468720185,0.43701570593686895,1.0
G-UNI,64.0,64.0,4.825464848623774,0.45663514717893644,1.0
G-UNI,64.0,64.0,5.00850448524522,0.3505405732940493,1.0
G-UNI,64.0,64.0,5.236708195245551,0.3006642893648633,1.0
G-UNI,64.0,64.0,4.953561661660512,0.317036262194277,1.0
G-UNI,64.0,64.0,4.789330564604944,0.16744174103700696,1.0
G-UNI,64.0,64.0,5.220535175948289,0.5338750418037599,1.0
G-UNI,64.0,64.0,5.124733625896976,0.6485046650852423,1.0
G-UNI,64.0,64.0,4.8306930130283545,1.723812871053004e-15,2.0
G-UNI,64.0,64.0,5.332665855717565,0.5540252481223287,1.0
G-UNI,64.0,64.0,5.124505483968806,0.38092667133291974,1.0
G-UNI,64.0,64.0,5.127463783751444,0.5458612129229471,1.0
G-UNI,64.0,64.0,4.986340549517327,0.49082308785807666,1.0
G-UNI,64.0,64.0,5.367068987898639,0.3657925662685343,1.0
G-UNI,64.0,64.0,5.178745589968195,0.34951976267000245,1.0
G-UNI,64.0,64.0,5.408474309367772,0.4267267101006748,1.0
G-UNI,64.0,64.0,5.1339789721757985,0.6197758457851053,1.0
G-UNI,64.0,64.0,4.934134872096847,-1.2414358132233565e-15,2.0
G-UNI,64.0,64.0,5.524297819740181,0.4024556174045386,1.0
G-UNI,64.0,64.0,4.5602234106467385,-1.0750231982276341e-14,2.0
G-UNI,64.0,64.0,5.018417346426505,0.24268962397256566,1.0
G-UNI,64.0,64.0,5.104451887251743,0.3960697468741434,1.0
