experiment,world_id,world_digest,world_seed,scenario,scenario_label,capacity_cv,realized_cv,pressure,N,K,method,graph_regime,recovery_applied,recovered_certificate,runtime_ms,rounds,messages,bytes,delivered,dropped,algorithm_status,cycle_detected,cycle_length,consistent,raw_certificate,total_deficit,distance_cost,conflicts,unserved_loads,excess_capacity,assigned_robots,max_coalition_size,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected,oracle_status,oracle_objective,oracle_runtime_s,oracle_feasible,oracle_certified,optimality_gap,regime_lambda_2,regime_components
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,capacity_cbba,dense,False,,30.430300044827163,22,949,186355,949,0,QUIESCENT_OBSERVED,True,1,True,CAPACITY_DEFICIT,3.3006928874712234,351.9010922254465,0,2,15.30069288747121,16,5,96,12.0,8,2,1,6.063966592784824,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,,6.063966592784824,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_grape,dense,False,,172.61429998325184,241,12835,538494,12835,0,CONVERGED,False,0,True,FEASIBLE,0.0,250.22146629311584,0,0,6.455354899965068,14,5,96,12.0,8,2,1,6.063966592784824,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,0.8061342249257494,6.063966592784824,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_pair_grape,dense,False,,887.3341999715194,161,8739,366462,8739,0,CONVERGED,False,0,True,FEASIBLE,0.0,200.94091728264456,0,0,3.8020824971242915,13,4,96,12.0,8,2,1,6.063966592784824,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,0.4504201948325937,6.063966592784824,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,capacity_cbba,medium,False,,41.39159998157993,28,1364,163468,1364,0,QUIESCENT_OBSERVED,True,1,True,CAPACITY_DEFICIT,1.6618292651460784,328.6974678980396,0,1,13.661829265146066,16,5,74,9.25,3,3,1,1.3940521178398657,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,,1.3940521178398657,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_grape,medium,False,,179.01000002166256,241,10181,427158,10181,0,CONVERGED,False,0,True,FEASIBLE,0.0,250.22146629311584,0,0,6.455354899965068,14,5,74,9.25,3,3,1,1.3940521178398657,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,0.8061342249257494,1.3940521178398657,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_pair_grape,medium,False,,706.8482000031509,161,6859,287634,6859,0,CONVERGED,False,0,True,FEASIBLE,0.0,200.94091728264456,0,0,3.8020824971242915,13,4,74,9.25,3,3,1,1.3940521178398657,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,0.4504201948325937,1.3940521178398657,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,capacity_cbba,threshold,False,,28.287500026635826,28,733,98731,733,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,247.42714680603058,0,0,11.99999999999999,16,6,50,6.25,3,5,1,0.24324096805537754,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,0.7859644284020189,0.24324096805537754,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_grape,threshold,False,,177.92410001857206,241,7586,318312,7586,0,CONVERGED,False,0,True,FEASIBLE,0.0,250.22146629311584,0,0,6.455354899965068,14,5,50,6.25,3,5,1,0.24324096805537754,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,0.8061342249257494,0.24324096805537754,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_pair_grape,threshold,False,,624.7678999789059,177,5459,228978,5459,0,CONVERGED,False,0,True,FEASIBLE,0.0,379.85650745438613,0,0,4.451122851100551,14,4,50,6.25,3,5,1,0.24324096805537754,True,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,1.7418584377986488,0.24324096805537754,1
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,capacity_cbba,partitioned,False,,12.591900012921542,21,370,55006,370,0,QUIESCENT_OBSERVED,True,1,True,CAPACITY_DEFICIT,8.031262995968758,187.8490563856709,0,4,20.031262995968746,16,5,46,5.75,3,-1,2,1.8105110847653716e-15,False,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,,1.8105110847653716e-15,2
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_grape,partitioned,False,,131.53409998631105,209,4950,207624,4950,0,DIVERGED,False,0,False,CAPACITY_DEFICIT,5.2641263659806,333.64269354188195,0,2,17.26412636598058,16,5,46,5.75,3,-1,2,1.8105110847653716e-15,False,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,,1.8105110847653716e-15,2
E3,corridor-0.85-0,ef998137f27b9d6f80dea99889acdcf5b0f9505f64976867ce9ddb4f1073f899,2440651991,corridor,Pasillo,0.65,0.48301666687001593,0.85,16,5,weighted_pair_grape,partitioned,False,,424.77490002056584,145,3470,145464,3470,0,DIVERGED,False,0,False,CAPACITY_DEFICIT,4.384758791158415,222.9176857266805,0,2,16.384758791158397,16,6,46,5.75,3,-1,2,1.8105110847653716e-15,False,OPTIMAL,138.53979556995688,0.011093800014350563,True,True,,1.8105110847653716e-15,2
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,capacity_cbba,complete,False,,108.56850002892315,22,1440,290880,1440,0,QUIESCENT_OBSERVED,True,1,True,CAPACITY_DEFICIT,0.6377529110816926,200.32948909007283,0,1,7.899519011940718,13,4,120,15.0,15,1,1,15.999999999999972,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,,15.999999999999972,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_grape,complete,False,,219.6616000146605,241,15540,651960,15540,0,CONVERGED,False,0,True,FEASIBLE,0.0,319.8572506778323,0,0,8.114160211483638,14,5,120,15.0,15,1,1,15.999999999999972,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,1.2841326059976739,15.999999999999972,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_pair_grape,complete,False,,1761.7404999909922,241,15810,663300,15810,0,CONVERGED,False,0,True,FEASIBLE,0.0,171.418218217726,0,0,5.228044965323804,13,4,120,15.0,15,1,1,15.999999999999972,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,0.22411463446080396,15.999999999999972,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,capacity_cbba,dense,False,,33.793200040236115,25,1026,172230,1026,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,270.76228618947164,0,0,9.509193962473338,14,4,69,8.625,5,3,1,1.9985202320559903,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,0.9335405561363063,1.9985202320559903,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_grape,dense,False,,164.1247000079602,241,9874,414294,9874,0,CONVERGED,False,0,True,FEASIBLE,0.0,319.8572506778323,0,0,8.114160211483638,14,5,69,8.625,5,3,1,1.9985202320559903,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,1.2841326059976739,1.9985202320559903,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_pair_grape,dense,False,,1246.0965000209399,273,11217,470700,11217,0,CONVERGED,False,0,True,FEASIBLE,0.0,171.418218217726,0,0,5.228044965323804,13,4,69,8.625,5,3,1,1.9985202320559903,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,0.22411463446080396,1.9985202320559903,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,capacity_cbba,medium,False,,24.9634999781847,26,882,120834,882,0,QUIESCENT_OBSERVED,True,1,True,CAPACITY_DEFICIT,0.6377529110816926,211.69752390779493,0,1,7.396226632582659,13,4,49,6.125,3,4,1,0.5545607102441362,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,,0.5545607102441362,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_grape,medium,False,,155.7164000114426,241,7543,316512,7543,0,CONVERGED,False,0,True,FEASIBLE,0.0,319.8572506778323,0,0,8.114160211483638,14,5,49,6.125,3,4,1,0.5545607102441362,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,1.2841326059976739,0.5545607102441362,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_pair_grape,medium,False,,501.5313999610953,161,4905,205716,4905,0,CONVERGED,False,0,True,FEASIBLE,0.0,328.43905073379597,0,0,9.509193962473338,14,4,49,6.125,3,4,1,0.5545607102441362,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,1.345416098194394,0.5545607102441362,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,capacity_cbba,threshold,False,,17.745399964042008,32,675,75601,675,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,329.07291056810016,0,0,10.864880452456006,15,5,29,3.625,2,8,1,0.12133184854853366,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,1.3499425546436328,0.12133184854853366,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_grape,threshold,False,,136.09480002196506,241,5360,224946,5360,0,CONVERGED,False,0,True,FEASIBLE,0.0,319.8572506778323,0,0,8.114160211483638,14,5,29,3.625,2,8,1,0.12133184854853366,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,1.2841326059976739,0.12133184854853366,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_pair_grape,threshold,False,,271.29489998333156,129,2876,120618,2876,0,CONVERGED,False,0,True,FEASIBLE,0.0,230.00542538096343,0,0,3.044950257549857,12,4,29,3.625,2,8,1,0.12133184854853366,True,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,0.6424917382854056,0.12133184854853366,1
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,capacity_cbba,partitioned,False,,16.427199996542186,29,369,32951,369,0,QUIESCENT_OBSERVED,True,1,True,CAPACITY_DEFICIT,4.048614263392141,232.02539495601582,0,2,16.048614263392153,16,6,26,3.25,2,-1,2,1.3908672248342017e-15,False,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,,1.3908672248342017e-15,2
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_grape,partitioned,False,,100.56729998905212,193,2470,103584,2470,0,DIVERGED,False,0,False,CAPACITY_DEFICIT,2.367048358516305,355.07121150166705,0,2,14.367048358516316,16,4,26,3.25,2,-1,2,1.3908672248342017e-15,False,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,,1.3908672248342017e-15,2
E3,corridor-0.85-1,7ceecf6e9d90d0c4617ac24cc24e11d496f160869532f20c2a93605152b736a6,4048617625,corridor,Pasillo,0.65,0.6986399898087976,0.85,16,5,weighted_pair_grape,partitioned,False,,350.2054999698885,241,2934,123072,2934,0,DIVERGED,False,0,False,CAPACITY_DEFICIT,7.253431180025882,244.4268048693728,0,2,19.253431180025895,16,6,26,3.25,2,-1,2,1.3908672248342017e-15,False,OPTIMAL,140.03444889230659,0.06571350002195686,True,True,,1.3908672248342017e-15,2
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,capacity_cbba,complete,False,,50.296900037210435,22,1440,334560,1440,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,682.0147776957073,0,0,11.999999999999993,16,6,120,15.0,15,1,1,15.999999999999972,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,1.2797155045055997,15.999999999999972,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_grape,complete,False,,201.2216000002809,241,15525,651330,15525,0,CONVERGED,False,0,True,FEASIBLE,0.0,502.76157854251227,0,0,7.489916439196486,14,5,120,15.0,15,1,1,15.999999999999972,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.6805403682681657,15.999999999999972,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_pair_grape,complete,False,,983.2151000155136,145,9510,398700,9510,0,CONVERGED,False,0,True,FEASIBLE,0.0,387.4033860030314,0,0,5.689087236545683,13,3,120,15.0,15,1,1,15.999999999999972,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.2949418904866013,15.999999999999972,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,capacity_cbba,dense,False,,59.27040003007278,23,1340,306820,1340,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,682.0147776957073,0,0,11.999999999999993,16,6,110,13.75,9,2,1,8.70292945563672,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,1.2797155045055997,8.70292945563672,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_grape,dense,False,,234.20300002908334,241,14451,606282,14451,0,CONVERGED,False,0,True,FEASIBLE,0.0,502.76157854251227,0,0,7.489916439196486,14,5,110,13.75,9,2,1,8.70292945563672,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.6805403682681657,8.70292945563672,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_pair_grape,dense,False,,1012.4387999530882,145,8936,374652,8936,0,CONVERGED,False,0,True,FEASIBLE,0.0,387.4033860030314,0,0,5.689087236545683,13,3,110,13.75,9,2,1,8.70292945563672,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.2949418904866013,8.70292945563672,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,capacity_cbba,medium,False,,46.094999997876585,23,1249,287255,1249,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,682.0147776957073,0,0,11.999999999999993,16,6,103,12.875,5,2,1,4.780569405272102,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,1.2797155045055997,4.780569405272102,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_grape,medium,False,,207.32139999745414,241,13639,572220,13639,0,CONVERGED,False,0,True,FEASIBLE,0.0,502.76157854251227,0,0,7.489916439196486,14,5,103,12.875,5,2,1,4.780569405272102,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.6805403682681657,4.780569405272102,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_pair_grape,medium,False,,951.0834999964572,145,8350,350082,8350,0,CONVERGED,False,0,True,FEASIBLE,0.0,387.4033860030314,0,0,5.689087236545683,13,3,103,12.875,5,2,1,4.780569405272102,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.2949418904866013,4.780569405272102,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,capacity_cbba,threshold,False,,46.39940004562959,24,1003,215021,1003,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,682.8359804642232,0,0,11.999999999999991,16,5,80,10.0,1,4,1,0.40330635880800175,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,1.2824604724226496,0.40330635880800175,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_grape,threshold,False,,198.45229998463765,241,11215,470550,11215,0,CONVERGED,False,0,True,FEASIBLE,0.0,502.76157854251227,0,0,7.489916439196486,14,5,80,10.0,1,4,1,0.40330635880800175,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.6805403682681657,0.40330635880800175,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_pair_grape,threshold,False,,571.6143000172451,113,5367,224934,5367,0,CONVERGED,False,0,True,FEASIBLE,0.0,326.49195376477167,0,0,2.856724634269723,12,3,80,10.0,1,4,1,0.40330635880800175,True,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,0.09133818420861492,0.40330635880800175,1
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,capacity_cbba,partitioned,False,,34.784399962518364,23,903,176361,903,0,QUIESCENT_OBSERVED,True,1,True,FEASIBLE,0.0,682.8359804642232,0,0,11.999999999999991,16,5,72,9.0,1,-1,2,8.330142131640628e-15,False,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,1.2824604724226496,8.330142131640628e-15,2
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_grape,partitioned,False,,151.25329996226355,241,9343,391974,9343,0,DIVERGED,False,0,False,CAPACITY_DEFICIT,1.4870212737698694,688.290991880144,0,3,13.48702127376986,16,8,72,9.0,1,-1,2,8.330142131640628e-15,False,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,,8.330142131640628e-15,2
E3,corridor-0.85-2,1d6f2a3cd0d917e0567c4b6f45f6829a38a83fe89346a83d6b877176a07645ee,2573021898,corridor,Pasillo,0.65,0.6074432897759581,0.85,16,5,weighted_pair_grape,partitioned,False,,833.7641999823973,193,7721,323850,7721,0,DIVERGED,False,0,False,CAPACITY_DEFICIT,1.4508514147394465,597.8672978121763,0,3,13.450851414739438,16,6,72,9.0,1,-1,2,8.330142131640628e-15,False,OPTIMAL,299.1666180923814,0.05475560005288571,True,True,,8.330142131640628e-15,2
