scalar_feasible_rate,wrench_feasible_rate,false_positive_rate,false_positive_given_scalar_rate,assigned_loads,feasible_assigned_loads,infeasible_assigned_loads,feasible_available_loads,relative_feasibility,feasible_coverage,precision_given_assigned,fp_given_assigned,wrench_residual_norm,max_wrench_residual_norm,wrench_residual_feasible_available,max_wrench_residual_feasible_available,wrench_margin,torque_error_nm,force_error_n,slot_coverage_ratio,complementarity_gain,scalar_wrench_success_gap,slot_conflict_count,assignment_valid,travel_distance_m,mean_assigned_travel_distance_m,max_assigned_travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,communication_messages,runtime_ms,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_wrench_oracle,captured_reward,oracle_reward,assigned_robots,idle_robots,world_id,seed,scenario,method,strict_score,runtime_s,raw_fp_given_assigned,raw_wrench_feasible_rate,raw_closed_distinct,iterations,messages,simplex_error,slot_violation,kkt_residual,complementarity_residual,consensus_error,potential_initial,potential_final,potential_gain,converged,qp_potential,qp_potential_gap,qp_success
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,10.730300098657608,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,wrench_oracle,39.69039436028886,0.010730300098657608,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,0.6192000582814217,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,oracle_scalar_assignment,39.69039436028886,0.0006192000582814217,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,7.873600115999579,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,cbba_slots,39.69039436028886,0.00787360011599958,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,10.153699899092317,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,wrench_greedy,39.69039436028886,0.010153699899092317,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,10.190699947997928,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,smith_wrench_pairs_guarded,39.69039436028886,0.010190699947997928,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.2027185054971921,0.0,0,True,9.756443990874855,4.8782219954374275,6.5949813214265935,8.755347361183803,57.09154477197484,8,1.4967999886721373,39.60437689972351,39.69039436028886,-0.0860174605653512,False,0.0021672110330910096,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,uniform_guarded,39.60437689972351,0.0014967999886721373,0.0,0.0,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,97.25290001370013,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,nash_pd_exact_unguarded,39.69039436028886,0.09725290001370013,0.0,0.0,True,400,0,0.0,0.0,0.008647464774546818,0.0,0.0,-0.5848414748884228,-0.036882419893466134,0.5479590549949567,True,-0.0319158591313768,0.004966560762089331,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,98.05039991624653,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,nash_pd_exact_guarded,39.69039436028886,0.09805039991624653,0.0,0.0,True,400,0,0.0,0.0,0.008647464774546818,0.0,0.0,-0.5848414748884228,-0.036882419893466134,0.5479590549949567,True,-0.0319158591313768,0.004966560762089331,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,175.66630011424422,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,nash_pd_ring_guarded,39.69039436028886,0.17566630011424422,0.0,0.0,True,400,64000,0.0,0.0,0.010642716239820922,0.0,0.014353715774652305,-0.5848414748884228,-0.037490961363604185,0.5473505135248186,True,-0.0319158591313768,0.005575102232227382,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19152392597174772,0.0,0,True,3.8493054605234773,1.9246527302617387,2.4937235071810124,3.3019270249167993,26.82794836972108,8,155.2163001615554,39.69039436028886,39.69039436028886,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed459900,459900,point_load_degenerate,smith_price_guarded,39.69039436028886,0.1552163001615554,0.0,0.0,True,400,0,0.0,0.0,0.03867717023942262,0.0,0.0,-0.5848414748884228,-0.04097791002165239,0.5438635648667703,False,-0.0319158591313768,0.009062050890275584,True
