block,method_family,method,architecture,dynamic_id,fitness_id,rounding_id,bytes_mean,bytes_std,convergence_time_mean,convergence_time_std,cost_gap_mean,cost_gap_std,coverage_mean,coverage_std,epsilon_ne_1_mean,epsilon_ne_1_std,epsilon_ne_2_mean,epsilon_ne_2_std,fractionality_mean,fractionality_std,makespan_proxy_mean,makespan_proxy_std,matching_valid_mean,matching_valid_std,memory_peak_mean,memory_peak_std,messages_mean,messages_std,n,normalized_regret_mean,normalized_regret_std,observed_poa_ratio_mean,observed_poa_ratio_std,occupancy_error_mean,occupancy_error_std,p95_individual_cost_mean,p95_individual_cost_std,potential_violations_mean,potential_violations_std,price_of_integrality_mean,price_of_integrality_std,rank,ranking_rule,runtime_wall_mean,runtime_wall_std,social_cost_mean,social_cost_std,social_regret_mean,social_regret_std,success_mean,success_std,switches_mean,switches_std,timeout_mean,timeout_std
ALL_BLOCKS,data_driven_debug,MAPPO-GNN,distributed_local,,,DEBUG_UNTRAINED_POLICY_REPAIR,2944.0,1305.3489954797528,2.0,0.0,0.1370077174342036,0.05582809356072384,1.0,0.0,0.0,0.0,0.10463675199077548,0.04075727484242049,0.0,0.0,0.44587686100981105,0.16045506403844695,1.0,0.0,0.0009918212890625,0.00010187047856399904,92.0,40.792156108742276,8,0.0017329351287306482,0.0006496428737176719,1.0600585664999407,0.03164566097120953,,0.0,0.41070957248133527,0.14343173484361105,0.0,0.0,1.0600585664999407,0.03164566097120953,11,"max success/coverage, min regret/runtime/messages/timeout",0.003691312493174337,0.00073176255150058,1.4616973322479327,0.47176840166937883,0.1370077174342036,0.05582809356072384,1.0,0.0,0.0,0.0,0.0,0.0
ALL_BLOCKS,classic,GRD,distributed_global,,,POLICY,256.0,0.0,0.0,0.0,0.19238206684858855,0.1421373349472108,1.0,0.0,0.0,0.0,0.08782250139306565,0.12058654379498214,0.0,0.0,0.5066372043311193,0.08427136973518336,1.0,0.0,0.0009918212890625,0.00010187047856399904,8.0,0.0,8,0.0029537103409754202,0.003288630608826696,1.0942824289359285,0.08949979696802252,0.0,0.0,0.44706217699598916,0.09724841188019531,0.0,0.0,1.0942824289359285,0.08949979696802252,12,"max success/coverage, min regret/runtime/messages/timeout",9.365000005345792e-05,3.205820972808426e-05,1.5170716816623178,0.3723922227285951,0.19238206684858855,0.1421373349472108,1.0,0.0,0.0,0.0,0.0,0.0
ALL_BLOCKS,data_driven_debug,IPPO-GNN,distributed_local,,,DEBUG_UNTRAINED_POLICY_REPAIR,2720.0,1333.2906659839782,1.875,0.3535533905932738,0.6979431461338945,0.35269803000062766,1.0,0.0,0.050004606639583365,0.141434385781661,0.5397884097168875,0.2602422592277872,0.0,0.0,0.5623755658016654,0.1585676166724941,1.0,0.0,0.0009918212890625,0.00010187047856399904,85.0,41.66533331199932,8,0.00967530936051427,0.005702221761442265,1.3003808843732814,0.15152993617570773,,0.0,0.5457132354472582,0.1506512507685166,0.0,0.0,1.3003808843732814,0.15152993617570773,13,"max success/coverage, min regret/runtime/messages/timeout",0.0038514250045409426,0.000918947013971128,2.022632760947624,0.6549883623793855,0.6979431461338945,0.35269803000062766,1.0,0.0,4.0,1.927248223318863,0.0,0.0
smoke_connected_local,classic,HUN,centralized,,,EXACT,2048.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064351645327043,0.0,1.0,0.0,0.0009765625,0.0,64.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.4241989682970836,0.0,0.0,0.0,1.0,0.0,1,"max success/coverage, min regret/runtime/messages/timeout",9.100069291889668e-06,0.0,1.584333169770187,0.0,-2.220446049250313e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_connected_local,classic,EPS-AUCTION,distributed_global,,,POLICY,9600.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064351645327043,0.0,1.0,0.0,0.0009765625,0.0,300.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.4241989682970836,0.0,0.0,0.0,1.0,0.0,2,"max success/coverage, min regret/runtime/messages/timeout",0.000714799971319735,0.0,1.584333169770187,0.0,-2.220446049250313e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_connected_local,population,HYB,distributed_global,HYB,ASYM,QR2,108032.0,0.0,,0.0,-2.220446049250313e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7033158452876972,0.0,0.5064351645327043,0.0,1.0,0.0,0.00152587890625,0.0,3376.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.4241989682970836,0.0,15.0,0.0,0.13686522694347716,0.0,3,"max success/coverage, min regret/runtime/messages/timeout",0.023823400028049946,0.0,1.584333169770187,0.0,-2.220446049250313e-16,0.0,1.0,0.0,7.0,0.0,1.0,0.0
smoke_connected_local,population,LOG,distributed_global,LOG,SIG,REPAIR,107776.0,0.0,,0.0,0.0008892833695732794,0.0,1.0,0.0,0.0,0.0,0.0008892833695735014,0.0,0.8022713187652342,0.0,0.5312297475986173,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,1.1116042119665992e-05,0.0,1.0003441055433469,0.0,0.0,0.0,0.440315447289927,0.0,0.0,0.0,0.2230077668553884,0.0,4,"max success/coverage, min regret/runtime/messages/timeout",0.02662859996780753,0.0,1.5852224531397605,0.0,0.0008892833695732794,0.0,1.0,0.0,9.0,0.0,1.0,0.0
smoke_connected_local,population,IBR,distributed_global,IBR,LIN,QR1,107776.0,0.0,,0.0,0.02041439774055198,0.0,1.0,0.0,0.0,0.0,0.019525114370978702,0.0,0.6070790353522365,0.0,0.5312297475986173,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.0002551799717568998,0.0,1.0078992902228499,0.0,0.0,0.0,0.440315447289927,0.0,26.0,0.0,0.6490823428256087,0.0,5,"max success/coverage, min regret/runtime/messages/timeout",0.011904799961484969,0.0,1.6047475675107392,0.0,0.02041439774055198,0.0,1.0,0.0,390.0,0.0,1.0,0.0
smoke_connected_local,population,REP,distributed_global,REP,LIN,QR1,107776.0,0.0,,0.0,0.02041439774055198,0.0,1.0,0.0,0.0,0.0,0.019525114370978702,0.0,0.8222752775784952,0.0,0.5312297475986173,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.0002551799717568998,0.0,1.0078992902228499,0.0,0.0,0.0,0.440315447289927,0.0,0.0,0.0,0.1706028081106255,0.0,6,"max success/coverage, min regret/runtime/messages/timeout",0.013503700029104948,0.0,1.6047475675107392,0.0,0.02041439774055198,0.0,1.0,0.0,4.0,0.0,1.0,0.0
smoke_connected_local,population,GPC,distributed_global,GPC,LIN,QR1,107776.0,0.0,,0.0,0.02041439774055198,0.0,1.0,0.0,0.0,0.0,0.019525114370978702,0.0,0.680015544696413,0.0,0.5312297475986173,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.0002551799717568998,0.0,1.0078992902228499,0.0,0.0,0.0,0.440315447289927,0.0,0.0,0.0,0.13778017829150496,0.0,7,"max success/coverage, min regret/runtime/messages/timeout",0.015397900016978383,0.0,1.6047475675107392,0.0,0.02041439774055198,0.0,1.0,0.0,7.0,0.0,1.0,0.0
smoke_connected_local,population,SMI,distributed_global,SMI,ASYM,QR1,107776.0,0.0,,0.0,0.02041439774055198,0.0,1.0,0.0,0.0,0.0,0.019525114370978702,0.0,0.6800155446964131,0.0,0.5312297475986173,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.0002551799717568998,0.0,1.0078992902228499,0.0,0.0,0.0,0.440315447289927,0.0,14.0,0.0,0.13778017829150502,0.0,8,"max success/coverage, min regret/runtime/messages/timeout",0.01770079997368157,0.0,1.6047475675107392,0.0,0.02041439774055198,0.0,1.0,0.0,7.0,0.0,1.0,0.0
smoke_connected_local,population,BNN,distributed_global,BNN,MC,QR1,107776.0,0.0,,0.0,0.02041439774055198,0.0,1.0,0.0,0.0,0.0,0.019525114370978702,0.0,0.6098778723659948,0.0,0.5312297475986173,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.0002551799717568998,0.0,1.0078992902228499,0.0,0.0,0.0,0.440315447289927,0.0,60.0,0.0,0.08599389980893517,0.0,9,"max success/coverage, min regret/runtime/messages/timeout",0.019198899972252548,0.0,1.6047475675107392,0.0,0.02041439774055198,0.0,1.0,0.0,0.0,0.0,1.0,0.0
smoke_connected_local,population,PROJ,distributed_global,PROJ,QUAD,QR1,107776.0,0.0,,0.0,0.02041439774055198,0.0,1.0,0.0,0.0,0.0,0.019525114370978702,0.0,0.6330534154245573,0.0,0.5312297475986173,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.0002551799717568998,0.0,1.0078992902228499,0.0,0.0,0.0,0.440315447289927,0.0,0.0,0.0,0.13675733487211408,0.0,10,"max success/coverage, min regret/runtime/messages/timeout",0.027709199930541217,0.0,1.6047475675107392,0.0,0.02041439774055198,0.0,1.0,0.0,8.0,0.0,1.0,0.0
smoke_connected_local,classic,GRD,distributed_global,,,POLICY,256.0,0.0,0.0,0.0,0.146399012982372,0.0,1.0,0.0,0.0,0.0,0.03377840972217694,0.0,0.0,0.0,0.5312297475986173,0.0,1.0,0.0,0.0009765625,0.0,8.0,0.0,1,0.00182998766227965,0.0,1.0566486607434562,0.0,0.0,0.0,0.49636698990573114,0.0,0.0,0.0,1.0566486607434562,0.0,11,"max success/coverage, min regret/runtime/messages/timeout",7.529999129474163e-05,0.0,1.7307321827525592,0.0,0.146399012982372,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_connected_local,data_driven_debug,MAPPO-GNN,distributed_local,,,DEBUG_UNTRAINED_POLICY_REPAIR,2048.0,0.0,2.0,0.0,0.15508891945926662,0.0,1.0,0.0,0.0,0.0,0.13467452171871463,0.0,0.0,0.0,0.5312297475986173,0.0,1.0,0.0,0.0009765625,0.0,64.0,0.0,1,0.0019386114932408327,0.0,1.06001119409579,0.0,,0.0,0.49636698990573114,0.0,0.0,0.0,1.06001119409579,0.0,12,"max success/coverage, min regret/runtime/messages/timeout",0.0033045000163838267,0.0,1.7394220892294538,0.0,0.15508891945926662,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_connected_local,data_driven_debug,IPPO-GNN,distributed_local,,,DEBUG_UNTRAINED_POLICY_REPAIR,2048.0,0.0,2.0,0.0,1.3881602307288716,0.0,1.0,0.0,0.0,0.0,0.8934541181159861,0.0,0.0,0.0,0.6210419494765197,0.0,1.0,0.0,0.0009765625,0.0,64.0,0.0,1,0.017352002884110894,0.0,1.5371444545024797,0.0,,0.0,0.6158506503206476,0.0,0.0,0.0,1.5371444545024797,0.0,13,"max success/coverage, min regret/runtime/messages/timeout",0.0043963000643998384,0.0,2.972493400499059,0.0,1.3881602307288716,0.0,1.0,0.0,5.0,0.0,0.0,0.0
smoke_cross,classic,HUN,centralized,,,EXACT,2048.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5694167018526369,0.0,1.0,0.0,0.0009765625,0.0,64.0,0.0,1,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.45647718264124426,0.0,0.0,0.0,0.9999999999999999,0.0,1,"max success/coverage, min regret/runtime/messages/timeout",8.09994526207447e-06,0.0,1.7641884181877354,0.0,-4.440892098500626e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_cross,classic,EPS-AUCTION,distributed_global,,,POLICY,7296.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5694167018526369,0.0,1.0,0.0,0.0009765625,0.0,228.0,0.0,1,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.45647718264124426,0.0,0.0,0.0,0.9999999999999999,0.0,2,"max success/coverage, min regret/runtime/messages/timeout",0.0003739000530913472,0.0,1.7641884181877354,0.0,-4.440892098500626e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_cross,population,HYB,distributed_global,HYB,ASYM,QR2,108032.0,0.0,,0.0,-4.440892098500626e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6791866520154854,0.0,0.5694167018526369,0.0,1.0,0.0,0.00152587890625,0.0,3376.0,0.0,1,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.45647718264124426,0.0,31.0,0.0,0.13280133186689164,0.0,3,"max success/coverage, min regret/runtime/messages/timeout",0.017381799989379942,0.0,1.7641884181877354,0.0,-4.440892098500626e-16,0.0,1.0,0.0,6.0,0.0,1.0,0.0
smoke_cross,population,IBR,distributed_global,IBR,LIN,QR1,107776.0,0.0,,0.0,0.003277805834153158,0.0,1.0,0.0,0.0,0.0,0.003277805834153602,0.0,0.641880413835094,0.0,0.5694167018526369,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,4.0972572926914475e-05,0.0,1.0011858112900647,0.0,0.0,0.0,0.45647718264124426,0.0,26.0,0.0,0.33836862351823493,0.0,4,"max success/coverage, min regret/runtime/messages/timeout",0.01187940000090748,0.0,1.767466224021889,0.0,0.003277805834153158,0.0,1.0,0.0,388.0,0.0,1.0,0.0
smoke_cross,population,LOG,distributed_global,LOG,SIG,REPAIR,107776.0,0.0,,0.0,0.003277805834153158,0.0,1.0,0.0,0.0,0.0,0.003277805834153602,0.0,0.7817178707638318,0.0,0.5694167018526369,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,4.0972572926914475e-05,0.0,1.0011858112900647,0.0,0.0,0.0,0.45647718264124426,0.0,0.0,0.0,0.22571359597761567,0.0,5,"max success/coverage, min regret/runtime/messages/timeout",0.02465819998178631,0.0,1.767466224021889,0.0,0.003277805834153158,0.0,1.0,0.0,10.0,0.0,1.0,0.0
smoke_cross,population,REP,distributed_global,REP,LIN,QR1,107776.0,0.0,,0.0,0.0323950598987186,0.0,1.0,0.0,0.0,0.0,0.029117254064565445,0.0,0.8152484389331869,0.0,0.5694167018526369,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.00040493824873398255,0.0,1.0117195556155167,0.0,0.0,0.0,0.46768857255300433,0.0,0.0,0.0,0.17245320302908088,0.0,6,"max success/coverage, min regret/runtime/messages/timeout",0.011266299989074469,0.0,1.7965834780864545,0.0,0.0323950598987186,0.0,1.0,0.0,2.0,0.0,1.0,0.0
smoke_cross,population,GPC,distributed_global,GPC,LIN,QR1,107776.0,0.0,,0.0,0.0323950598987186,0.0,1.0,0.0,0.0,0.0,0.029117254064565445,0.0,0.6483000749566242,0.0,0.5694167018526369,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.00040493824873398255,0.0,1.0117195556155167,0.0,0.0,0.0,0.46768857255300433,0.0,0.0,0.0,0.1339078629393626,0.0,7,"max success/coverage, min regret/runtime/messages/timeout",0.013589499983936548,0.0,1.7965834780864545,0.0,0.0323950598987186,0.0,1.0,0.0,6.0,0.0,1.0,0.0
smoke_cross,population,SMI,distributed_global,SMI,ASYM,QR1,107776.0,0.0,,0.0,0.0323950598987186,0.0,1.0,0.0,0.0,0.0,0.029117254064565445,0.0,0.6483000749566242,0.0,0.5694167018526369,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.00040493824873398255,0.0,1.0117195556155167,0.0,0.0,0.0,0.46768857255300433,0.0,22.0,0.0,0.1339078629393626,0.0,8,"max success/coverage, min regret/runtime/messages/timeout",0.01573019998613745,0.0,1.7965834780864545,0.0,0.0323950598987186,0.0,1.0,0.0,6.0,0.0,1.0,0.0
smoke_cross,population,PROJ,distributed_global,PROJ,QUAD,QR1,107776.0,0.0,,0.0,0.0323950598987186,0.0,1.0,0.0,0.0,0.0,0.029117254064565445,0.0,0.597574176045955,0.0,0.5694167018526369,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.00040493824873398255,0.0,1.0117195556155167,0.0,0.0,0.0,0.46768857255300433,0.0,0.0,0.0,0.12971408696053535,0.0,9,"max success/coverage, min regret/runtime/messages/timeout",0.024330299929715693,0.0,1.7965834780864545,0.0,0.0323950598987186,0.0,1.0,0.0,6.0,0.0,1.0,0.0
smoke_cross,classic,GRD,distributed_global,,,POLICY,256.0,0.0,0.0,0.0,0.10059112639669854,0.0,1.0,0.0,0.0,0.0,0.06819606649797993,0.0,0.0,0.0,0.5694167018526369,0.0,1.0,0.0,0.0009765625,0.0,8.0,0.0,1,0.0012573890799587317,0.0,1.036390835637264,0.0,0.0,0.0,0.47163441269917017,0.0,0.0,0.0,1.036390835637264,0.0,10,"max success/coverage, min regret/runtime/messages/timeout",5.9999991208314896e-05,0.0,1.8647795445844344,0.0,0.10059112639669854,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_cross,data_driven_debug,MAPPO-GNN,distributed_local,,,DEBUG_UNTRAINED_POLICY_REPAIR,3584.0,0.0,2.0,0.0,0.17578873200163203,0.0,1.0,0.0,0.0,0.0,0.08290931086383857,0.0,0.0,0.0,0.6117627489660046,0.0,1.0,0.0,0.0009765625,0.0,112.0,0.0,1,0.0021973591500204005,0.0,1.063595061336985,0.0,,0.0,0.5514069652833244,0.0,0.0,0.0,1.063595061336985,0.0,11,"max success/coverage, min regret/runtime/messages/timeout",0.003338299924507737,0.0,1.939977150189368,0.0,0.17578873200163203,0.0,1.0,0.0,0.0,0.0,0.0,0.0
smoke_cross,population,BNN,distributed_global,BNN,MC,QR1,107776.0,0.0,,0.0,0.17578873200163203,0.0,1.0,0.0,0.0,0.0,0.08290931086383857,0.0,0.5816550655135704,0.0,0.6117627489660046,0.0,1.0,0.0,0.00152587890625,0.0,3368.0,0.0,1,0.0021973591500204005,0.0,1.063595061336985,0.0,0.0,0.0,0.5514069652833244,0.0,60.0,0.0,0.090749292761171,0.0,12,"max success/coverage, min regret/runtime/messages/timeout",0.020571200060658157,0.0,1.939977150189368,0.0,0.17578873200163203,0.0,1.0,0.0,0.0,0.0,1.0,0.0
smoke_cross,data_driven_debug,IPPO-GNN,distributed_local,,,DEBUG_UNTRAINED_POLICY_REPAIR,3584.0,0.0,2.0,0.0,0.7687583594622742,0.0,1.0,0.0,0.0,0.0,0.5126593013649505,0.0,0.0,0.0,0.5928495987954462,0.0,1.0,0.0,0.0009765625,0.0,112.0,0.0,1,0.009609479493278427,0.0,1.2781135882069463,0.0,,0.0,0.5726516939634448,0.0,0.0,0.0,1.2781135882069463,0.0,13,"max success/coverage, min regret/runtime/messages/timeout",0.0030922999139875174,0.0,2.53294677765001,0.0,0.7687583594622742,0.0,1.0,0.0,6.0,0.0,0.0,0.0
smoke_disconnected,classic,HUN,centralized,,,EXACT,2048.0,0.0,0.0,0.0,-2.220446049250313e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064351645327043,0.0,1.0,0.0,0.0009765625,0.0,64.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.4241989682970836,0.0,0.0,0.0,1.0,0.0,1,"max success/coverage, min regret/runtime/messages/timeout",1.0399962775409222e-05,0.0,1.584333169770187,0.0,-2.220446049250313e-16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
