method,label,n,safe_docking_success,safe_docking_success_ci_low,safe_docking_success_ci_high,arrival_success,arrival_success_ci_low,arrival_success_ci_high,any_collision,any_collision_ci_low,any_collision_ci_high,timeout,timeout_ci_low,timeout_ci_high,docking_time_s,docking_time_s_ci_low,docking_time_s_ci_high,time_to_wrench_feasible_s,time_to_wrench_feasible_s_ci_low,time_to_wrench_feasible_s_ci_high,min_clearance_m,min_clearance_m_ci_low,min_clearance_m_ci_high,energy_wh,energy_wh_ci_low,energy_wh_ci_high,guard_intervention_norm,guard_intervention_norm_ci_low,guard_intervention_norm_ci_high,closure_interventions,closure_interventions_ci_low,closure_interventions_ci_high,exec_barrier_violations,exec_barrier_violations_ci_low,exec_barrier_violations_ci_high,final_kkt_residual,final_kkt_residual_ci_low,final_kkt_residual_ci_high,messages,messages_ci_low,messages_ci_high,runtime_s,runtime_s_ci_low,runtime_s_ci_high
direct_to_slot,Directo al contacto,12,0.16666666666666666,0.0,0.4166666666666667,0.16666666666666666,0.0,0.4166666666666667,0.8333333333333334,0.5833333333333334,1.0,0.0,0.0,0.0,30.113333333333333,22.790000000000003,35.0,30.113333333333333,22.790000000000003,35.0,-0.02072845841291857,-0.07381456728482085,0.04653901763191652,0.015122616371193292,0.012754481170325141,0.01784747960316131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.013800408341921866,0.010827163952247549,0.01745273272002426
apf_navigation,APF,12,0.16666666666666666,0.0,0.4166666666666667,0.16666666666666666,0.0,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.9166666666666666,0.16666666666666666,0.0,0.4166666666666667,30.113333333333333,22.80333333333333,35.0,30.113333333333333,22.790000000000003,35.0,0.05277286749018225,-0.02698766995496925,0.15442038924009968,0.043857898451855254,0.03074797594368299,0.05884936226272261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.07104085833998397,0.03754041818028782,0.10942166377305204
rvo_proxy,RVO proxy,12,0.16666666666666666,0.0,0.4166666666666667,0.16666666666666666,0.0,0.4166666666666667,0.8333333333333334,0.5833333333333334,1.0,0.0,0.0,0.0,30.113333333333333,22.790000000000003,35.0,30.113333333333333,22.790000000000003,35.0,-0.031336863585832576,-0.08522885909277583,0.03401683439546845,0.016248934229008794,0.013255323852347619,0.019885472317344624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.014135108368160823,0.01085684583861924,0.01818620483148455
cbf_qp,CBF-QP,12,0.16666666666666666,0.0,0.4166666666666667,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.8333333333333334,0.5833333333333334,1.0,30.113333333333333,22.790000000000003,35.0,30.113333333333333,22.789999999999996,35.0,0.051781531068727106,0.020076895118067272,0.09583221440670589,0.10155209014464128,0.06738883680187312,0.13991982948512494,53.5267799684027,31.112726946453378,80.33198414920513,0.0,0.0,0.0,56.5,30.166666666666668,88.50208333333332,nan,nan,nan,0.0,0.0,0.0,0.6744386833743192,0.47686807794380004,0.8287723879538438
central_potential_reference,Potencial central,12,0.16666666666666666,0.0,0.4166666666666667,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.8333333333333334,0.5833333333333334,1.0,30.19333333333333,22.963333333333328,35.0,30.19333333333333,23.00333333333333,35.0,0.13732949260632554,0.08555261191017854,0.19626329635262157,0.045290149515127116,0.03040284756297432,0.06123426587169022,7.211405379512055,4.771729880596227,9.89636544603196,0.25,0.0,0.6666666666666666,2.4166666666666665,0.9166666666666666,4.083333333333333,0.004809539946982361,7.873585676551003e-05,0.01299615054577539,887057.0,703161.925,1089612.6,1.2647767083447736,1.0071521110551354,1.5195145952461944
nash_pd_exact_raw,Nash-PD RAW,12,0.08333333333333333,0.0,0.25,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.9166666666666666,0.75,1.0,32.85666666666666,28.569999999999993,35.0,32.85666666666666,28.569999999999997,35.0,0.14955445230307327,0.08581424151755959,0.22186670457959054,0.050561010245378325,0.03352328744993291,0.06780217025999925,6.6452225174791435,4.845787712258815,8.662681087678116,0.0,0.0,0.0,1.4166666666666667,0.25,2.8333333333333335,0.005048087925185956,2.9552982418495686e-05,0.014940164299275024,385515.0,308413.35,462385.125,0.8071580666777057,0.6622341206520408,0.9368152489483084
nash_pd_exact,Nash-PD exacto,12,0.08333333333333333,0.0,0.25,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.9166666666666666,0.75,1.0,32.85666666666666,28.569999999999997,35.0,32.85666666666666,28.569999999999997,35.0,0.14968479787997038,0.08805304352343096,0.2219994200807161,0.0470790385665594,0.030715572535176445,0.0642479507091918,6.494421471879122,4.4373973186795475,8.91431702479289,0.5,0.0,1.25,2.0,0.5833333333333334,3.5833333333333335,0.026555135898955622,8.176272190075649e-05,0.07447162593277207,422291.0,319470.975,529630.525,0.8160765249437342,0.6770708126602888,0.9375178280562978
nash_pd_ring,Nash-PD anillo,12,0.08333333333333333,0.0,0.25,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.9166666666666666,0.75,1.0,32.85666666666666,28.569999999999997,35.0,32.85666666666666,28.569999999999997,35.0,0.14808271729405142,0.08398448084581485,0.22362950978477963,0.046150757934391086,0.029931913383895573,0.06373231655128109,6.440874038701277,4.386328950116582,8.924269337042162,0.5,0.0,1.25,1.8333333333333333,0.4166666666666667,3.5,0.040630980437658816,0.014564846390066754,0.08207000978155986,3502485.3333333335,2887988.8000000003,4024656.5333333323,1.2332090583707516,1.047199018202567,1.3521540264822154
smith_primitives,Smith + CBF,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,35.0,35.0,35.0,35.0,35.0,0.14019723192342504,0.0849317299698827,0.20222619359252836,0.04939651081977695,0.03225847277622676,0.0689155270857312,7.816170764485595,5.27820164465053,10.470899396181137,1.1666666666666667,0.0,2.9166666666666665,3.4166666666666665,1.3333333333333333,5.918749999999989,0.0011993423743154369,0.0003264682531986401,0.002253311387502251,667200.0,591515.0,747730.9999999999,1.2881120416956644,1.1643028481664564,1.470157183338597
replicator_primitives,Replicator + CBF,12,0.5833333333333334,0.3333333333333333,0.8333333333333334,0.5833333333333334,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.75,24.97,18.388583333333337,31.1105,24.97,18.263166666666667,30.871083333333328,0.05101536477072057,0.03185862387463626,0.07314369747225591,0.08130833427842873,0.05723268764807216,0.10462525667079753,26.985299492409407,13.308095468541246,43.415682314000065,4.833333333333333,1.2479166666666668,9.416666666666666,20.583333333333332,9.747916666666667,36.0,1.439995095148829,1.3451115512935699,1.5606601717798216,450000.0,333213.0,575579.4999999999,1.1311272666789591,0.793842740424346,1.4864045402098174
erv_bnn_primitives,ERV-BNN + CBF,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,35.0,35.0,35.0,35.0,35.0,0.14659087552096975,0.08646000581996321,0.21401333367022277,0.051752595669183526,0.03337989610131104,0.07186899144854454,7.837449444402753,5.218594161350992,10.712951465019422,4.416666666666667,0.16666666666666666,12.416666666666666,3.1666666666666665,1.0833333333333333,6.083333333333333,0.09110033689117576,0.03704185214228364,0.16361053625343006,682400.0,608336.0,755263.0,1.2624589916085824,1.137633252859329,1.4340228038772085
