method,scenario,seed,n_robots,safe_docking_success,arrival_success,any_collision,timeout,docking_time_s,time_to_wrench_feasible_s,min_clearance_m,final_position_error_m,final_orientation_error_rad,energy_wh,path_length_m,guard_interventions,closure_interventions,guard_intervention_norm,raw_barrier_violations,exec_barrier_violations,max_exec_barrier_residual,torque_saturation_events,mean_kkt_residual,final_kkt_residual,max_simplex_error,max_capacity_violation,consensus_error,messages,runtime_s,steps
direct_to_slot,open_docking,462000,4,1,1,0,0,5.6000000000000005,5.6000000000000005,0.23441185563380124,0.1386320600800111,0.008584870781286003,0.024619916289374027,13.712447973587693,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.01411260012537241,35
apf_navigation,open_docking,462000,4,1,1,0,0,5.6000000000000005,5.6000000000000005,0.23441185563380124,0.1386320600800111,0.008584870781286003,0.024619916289374027,13.712447973587693,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.015677800169214606,35
rvo_proxy,open_docking,462000,4,1,1,0,0,5.6000000000000005,5.6000000000000005,0.23441185563380124,0.1386320600800111,0.008584870781286003,0.024619916289374027,13.712447973587693,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.01564259990118444,35
cbf_qp,open_docking,462000,4,1,1,0,0,5.6000000000000005,5.6000000000000005,0.23441185563380124,0.1386320600800111,0.008584870781286003,0.024619916289374027,13.712447973587693,0,0,2.1654915588281654,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.018365500029176474,35
central_potential_reference,open_docking,462000,4,1,1,0,0,5.92,5.92,0.09929070217303776,0.07403839798135028,0.07228644402063367,0.0284335255367811,14.001721840304297,1,0,3.909083649160682,1,2,0.09219462826792468,0,0.011425339287864968,0.04875668471574857,2.220446049250313e-16,2.220446049250313e-16,0.0,430920,0.4919847999699414,37
nash_pd_exact_raw,open_docking,462000,4,0,0,0,1,35.0,35.0,0.1753704440962764,0.1286743720519924,0.05029790968951042,0.02635882347808549,13.771007984543049,0,0,3.301914514335843,0,0,0.0,0,0.013140225782303889,8.722040191300454e-12,3.3306690738754696e-16,2.220446049250313e-16,0.0,225240,0.5791819000151008,219
nash_pd_exact,open_docking,462000,4,0,0,0,1,35.0,35.0,0.1753704440962764,0.1286743720519924,0.05029790968951042,0.02635882347808549,13.771007984543049,0,0,3.301914514335843,0,0,0.0,0,0.013140225782303889,8.722040191300454e-12,3.3306690738754696e-16,2.220446049250313e-16,0.0,225240,0.5824615999590605,219
nash_pd_ring,open_docking,462000,4,0,0,0,1,35.0,35.0,0.17537044409626573,0.14871968307464187,0.012958824864968577,0.02638643652116851,13.689754156038246,0,0,3.6811775150716306,0,0,0.0,0,0.01466657382672582,0.001976091538990576,2.220446049250313e-16,2.220446049250313e-16,0.08298097306533544,2574080,1.1203362001106143,219
smith_primitives,open_docking,462000,4,0,0,0,1,35.0,35.0,0.09929070217303776,0.1463415733889039,0.015405697548589448,0.028965563873874067,13.705883650773748,1,0,4.136455505277745,1,2,0.09219462826792468,0,0.02407705993189768,0.0038997174720822115,2.220446049250313e-16,2.220446049250313e-16,0.0,483360,1.041104600066319,219
replicator_primitives,open_docking,462000,4,1,1,0,0,5.44,5.44,0.1381362686849938,0.09978697625925681,0.030881761443906197,0.023038915586909695,13.878981705436933,0,0,2.5244698992936416,0,0,0.0,0,0.4511611113582124,1.1378055180549937,2.220446049250313e-16,2.220446049250313e-16,0.0,115200,0.17076360015198588,34
