experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,robot_id,robot_index,final_active,assigned_load_label,start_x,start_y,final_x,final_y,path_length_m,initial_battery_fraction,final_battery_fraction,battery_reserve_fraction,max_speed_mps,force_limit_n,torque_limit_nm,payload_kg,method_variant,method_comparison_group
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-01,1,True,0,0.01764092370934439,-7.125654332845258,4.616208927091012,-3.520614879772173,25.488769725147264,0.7828157174173517,0.4850797685780078,0.15,0.7429439487525791,92.24522861521577,31.224522861521578,32.09886632317653,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-02,2,True,0,0.4167255776410418,-1.7055366295861543,5.148639574399167,2.1435687512205996,15.123498966555584,0.89363881470811,0.7071307477081522,0.15,0.8192024671186341,90.6644835090377,31.06644835090377,36.44676755058388,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-03,3,True,0,-0.016485615176422504,3.9545844563381864,4.494652178019746,-2.6373893648493554,17.938850747108727,0.7663762309504595,0.562336792997914,0.15,0.8443003236461298,91.05729954141846,31.105729954141847,39.90790143720186,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-04,4,True,0,0.8724860434434855,-6.342880350610425,6.161492517994246,-3.2796219011960304,25.061396800248115,0.7939945099548058,0.42777465146891946,0.15,0.7147064117193164,91.74409320579232,31.174409320579233,33.69130849960275,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-05,5,True,0,0.9515278609980118,-0.992796482629438,5.9564177056327745,-0.5530944947438502,9.254705589752014,0.8750206876227505,0.7682075935728717,0.15,0.7422202166746754,96.29859480930287,31.629859480930286,28.96903568826273,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-06,6,True,0,1.312152041349602,4.888140546240592,4.674476486906208,3.2073351799541645,22.214764897538128,0.9279774586106517,0.6823994555753614,0.15,0.7487025474193968,95.08703462856336,31.50870346285634,33.8398467215658,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-07,7,True,0,1.0862261483650044,-4.93084552277579,6.268995355751807,-2.398165746479615,21.458751838835667,0.9426143501247979,0.598032170231925,0.15,0.7693097724611235,112.75169374879111,33.27516937487911,32.40047075229247,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,classic,centralized,baseline,amr-08,8,True,0,1.2982621462839163,0.44197940377547645,6.510069836887586,3.0851321999720893,20.642679559467247,0.8607443554800775,0.5406693576756486,0.15,0.7818867985795506,105.86821293128159,32.58682129312816,35.67831104240685,periodic_global_replan,baseline_classic_centralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-01,1,True,3,0.01764092370934439,-7.125654332845258,4.782744760588618,-3.522242530926594,25.628359189285835,0.7828157174173517,0.48344921512243944,0.15,0.7429439487525791,92.24522861521577,31.224522861521578,32.09886632317653,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-02,2,True,0,0.4167255776410418,-1.7055366295861543,5.165661665080912,2.136551387530259,16.040421555155213,0.89363881470811,0.6958229504869887,0.15,0.8192024671186341,90.6644835090377,31.06644835090377,36.44676755058388,local_greedy_recovery,baseline_classic_decentralized
