experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,robot_id,robot_index,assigned_to_selected_load,assigned_load_label,assigned_slot_label,start_x,start_y,final_x,final_y,path_length_m,battery_fraction,max_speed_mps,force_limit_n,payload_kg,method_variant,method_comparison_group
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-01,1,True,1,3,-10.56,-5.819754339016752,3.1571568670820884,8.093007627986115,25.833417044632945,0.8007043867533864,0.8375752451710072,94.51840611305325,34.930715302650114,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-02,2,True,1,2,-10.595502148388501,-4.462334195326068,0.4852773328203151,7.452180229699346,24.86241273094958,0.829255587597224,0.8280493139019386,89.48996536610109,33.072378504863444,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-03,3,True,1,1,-9.945456960839872,-4.760102988427137,1.1255670980219625,6.6326504763784,23.879554249629006,0.7974119030932709,0.7904907245842626,98.57927426383281,36.43147092359039,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-04,4,True,1,4,-9.153223458462664,-3.6662058814853324,2.9318023628135865,9.274792442326806,25.544629119748194,0.7195488071209808,0.8154218344313109,91.47233652208995,33.80499393207672,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-05,5,False,0,0,7.193994325797073,2.830678609307177,7.193994325797073,2.830678609307177,0.0,0.9439753149567511,0.8086548795738555,92.22692745749406,34.083864495160846,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_centralized_shortest_push,classic,centralized,baseline,amr-06,6,False,2,1,3.6003676179519752,-3.991765867013239,3.318678282860037,-6.1929195966469495,2.3305319001011293,0.7027353447398215,0.7583498773467768,93.09092975601277,34.403169692439505,shortest_path_push_drag,baseline_classic_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-01,1,True,1,2,-10.56,-5.819754339016752,6.378631162398376,7.067342127809502,27.29684919604821,0.8007043867533864,0.8375752451710072,94.51840611305325,34.930715302650114,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-02,2,False,0,0,-10.595502148388501,-4.462334195326068,-10.712236996780103,-4.404803720901257,0.13241118881761074,0.829255587597224,0.8280493139019386,89.48996536610109,33.072378504863444,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-03,3,True,1,1,-9.945456960839872,-4.760102988427137,6.998636398674578,6.099238209596147,26.467839066014438,0.7974119030932709,0.7904907245842626,98.57927426383281,36.43147092359039,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-04,4,False,0,0,-9.153223458462664,-3.6662058814853324,-8.82696495297802,-3.4001610363675527,0.4318500848999958,0.7195488071209808,0.8154218344313109,91.47233652208995,33.80499393207672,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-05,5,False,0,0,7.193994325797073,2.830678609307177,7.193994325797073,2.830678609307177,0.0,0.9439753149567511,0.8086548795738555,92.22692745749406,34.083864495160846,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,classic_decentralized_apf_push,classic,decentralized,baseline,amr-06,6,False,2,1,3.6003676179519752,-3.991765867013239,3.318678282860037,-6.1929195966469495,2.3305319001011293,0.7027353447398215,0.7583498773467768,93.09092975601277,34.403169692439505,apf_push_drag,baseline_classic_decentralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_push,sota,centralized,baseline,amr-01,1,True,1,3,-10.56,-5.819754339016752,5.163182798168134,5.323806705754378,25.70461523534899,0.8007043867533864,0.8375752451710072,94.51840611305325,34.930715302650114,cbf_payload_push_drag,baseline_sota_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_push,sota,centralized,baseline,amr-02,2,True,1,2,-10.595502148388501,-4.462334195326068,2.448550771534327,4.784430210277985,25.057453033167224,0.829255587597224,0.8280493139019386,89.48996536610109,33.072378504863444,cbf_payload_push_drag,baseline_sota_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_push,sota,centralized,baseline,amr-03,3,True,1,1,-9.945456960839872,-4.760102988427137,3.1432909222392156,3.880710936670086,24.00622380468605,0.7974119030932709,0.7904907245842626,98.57927426383281,36.43147092359039,cbf_payload_push_drag,baseline_sota_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_push,sota,centralized,baseline,amr-04,4,False,2,1,-9.153223458462664,-3.6662058814853324,-8.68150652348716,-4.5709811074842035,1.1366833834780659,0.7195488071209808,0.8154218344313109,91.47233652208995,33.80499393207672,cbf_payload_push_drag,baseline_sota_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_push,sota,centralized,baseline,amr-05,5,False,0,0,7.193994325797073,2.830678609307177,7.193994325797073,2.830678609307177,0.0,0.9439753149567511,0.8086548795738555,92.22692745749406,34.083864495160846,cbf_payload_push_drag,baseline_sota_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,sota_centralized_cbf_push,sota,centralized,baseline,amr-06,6,True,1,4,3.6003676179519752,-3.991765867013239,4.9320379824883265,6.589562581008533,31.48591620405984,0.7027353447398215,0.7583498773467768,93.09092975601277,34.403169692439505,cbf_payload_push_drag,baseline_sota_centralized_push_drag
SP5_DEBUG_smoke,formation_corridor_push,formation_corridor_push_v00,6100,sota_decentralized_vo_push,sota,decentralized,baseline,amr-01,1,True,1,3,-10.56,-5.819754339016752,4.719632082003145,6.05602048189441,23.755547609883124,0.8007043867533864,0.8375752451710072,94.51840611305325,34.930715302650114,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag
