t_s,method,robot,x_m,y_m,command_x_m,command_y_m,replay_error_m
11.16,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
11.16,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
11.28,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
11.28,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
11.28,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
11.28,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
11.28,distributed_pd_hocbf,0,-1.66062084,2.23340014,-1.6606208373849585,2.2334001352095343,5.457747221359707e-09
11.28,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
11.28,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
11.28,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
11.4,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
11.4,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
11.4,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
11.4,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
11.4,distributed_pd_hocbf,0,-1.6047032799999998,2.21711631,-1.6047032831856844,2.217116307187155,4.24978632156833e-09
11.4,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
11.4,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
11.4,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
11.52,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
11.52,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
11.52,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
11.52,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
11.52,distributed_pd_hocbf,0,-1.5450327899999996,2.19187367,-1.5450327935030117,2.19187366806136,4.003675625236684e-09
11.52,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
11.52,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
11.52,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
11.64,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
11.64,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
11.64,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
11.64,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
11.64,distributed_pd_hocbf,0,-1.4830708799999996,2.15893543,-1.4830708832633137,2.15893543110452,3.44516809101699e-09
11.64,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
11.64,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
11.64,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
11.76,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
11.76,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
11.76,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
11.76,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
11.76,distributed_pd_hocbf,0,-1.4197678900000001,2.12014446,-1.4197678886587166,2.120144458470657,2.034190868781718e-09
11.76,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
11.76,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
11.76,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
11.88,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
11.88,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
11.88,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
11.88,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
11.88,distributed_pd_hocbf,0,-1.3555358699999998,2.07738465,-1.3555358695361202,2.0773846459645493,4.062024883604396e-09
11.88,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
11.88,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
11.88,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.0,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.0,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.0,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.0,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.0,distributed_pd_hocbf,0,-1.2904356999999997,2.03226458,-1.2904357020579722,2.032264584382945,4.842051068448017e-09
12.0,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.0,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.0,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.12,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.12,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.12,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.12,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.12,distributed_pd_hocbf,0,-1.2243810899999996,1.98600781,-1.224381090082697,1.9860078144563793,4.457146510899244e-09
12.12,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.12,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.12,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.24,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.24,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.24,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.24,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.24,distributed_pd_hocbf,0,-1.1572776400000002,1.93946353,-1.1572776412167451,1.9394635311872594,1.7000156190080434e-09
12.24,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.24,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.24,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.36,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.36,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.36,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.36,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.36,distributed_pd_hocbf,0,-1.0890900399999994,1.8931668,-1.0890900377109283,1.89316680177929,2.8992619455850475e-09
12.36,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.36,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.36,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.48,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.48,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.48,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.48,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.48,distributed_pd_hocbf,0,-1.0198578099999995,1.84740972,-1.0198578149462403,1.847409721742541,5.2442107793340015e-09
12.48,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.48,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.48,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.6,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.6,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.6,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.6,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.6,distributed_pd_hocbf,0,-0.9496828800000001,1.80230776,-0.9496828757512015,1.8023077610186857,4.369211679502238e-09
12.6,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.6,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.6,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.72,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.72,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.72,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.72,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.72,distributed_pd_hocbf,0,-0.8787061600000001,1.75785656,-0.8787061564247809,1.757856555810619,5.5075499323210626e-09
12.72,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.72,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.72,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.84,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.84,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.84,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.84,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.84,distributed_pd_hocbf,0,-0.8070840800000001,1.71397829,-0.8070840780902815,1.7139782938506507,4.298201468860901e-09
12.84,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.84,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.84,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
12.96,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
12.96,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
12.96,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
12.96,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
12.96,distributed_pd_hocbf,0,-0.7349699300000001,1.67055788,-0.7349699282550013,1.6705578778365666,2.7794720848946865e-09
12.96,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
12.96,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
12.96,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.08,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.08,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.08,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.08,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.08,distributed_pd_hocbf,0,-0.6625016299999995,1.62746943,-0.6625016347626316,1.6274694322385193,5.262473959654663e-09
13.08,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.08,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.08,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.2,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.2,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.2,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.2,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.2,distributed_pd_hocbf,0,-0.5897953600000001,1.58459411,-0.5897953557342612,1.5845941098808878,4.267401535934992e-09
13.2,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.2,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.2,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.32,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.32,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.32,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.32,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.32,distributed_pd_hocbf,0,-0.5169434800000001,1.54183054,-0.5169434845290581,1.5418305439209201,5.990490833972559e-09
13.32,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.32,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.32,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.44,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.44,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.44,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.44,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.44,distributed_pd_hocbf,0,-0.4440155799999994,1.49909954,-0.4440155774028014,1.499099536254953,4.5575008603033426e-09
13.44,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.44,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.44,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.56,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.56,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.56,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.56,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.56,distributed_pd_hocbf,0,-0.37106095999999944,1.45634461,-0.37106096055295534,1.456344610731441,9.169331259533348e-10
13.56,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.56,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.56,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.68,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.68,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.68,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.68,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.68,distributed_pd_hocbf,0,-0.29811210999999993,1.41352991,-0.2981121114153087,1.413529914244206,4.473967187889428e-09
13.68,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.68,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.68,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.8,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.8,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.8,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.8,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.8,distributed_pd_hocbf,0,-0.22518820999999978,1.37063669,-0.2251882132009957,1.37063668901428,3.3493310755524193e-09
13.8,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.8,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.8,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
13.92,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
13.92,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
13.92,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
13.92,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
13.92,distributed_pd_hocbf,0,-0.1522985099999996,1.32765924,-0.15229851320481824,1.327659235722021,5.3452752497207075e-09
13.92,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
13.92,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
13.92,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
14.04,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
14.04,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
14.04,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
14.04,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
14.04,distributed_pd_hocbf,0,-0.07944527999999984,1.28460099,-0.07944527788700206,1.284600993103863,3.754827048056904e-09
14.04,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
14.04,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
14.04,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
14.16,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
14.16,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
14.16,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
14.16,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
14.16,distributed_pd_hocbf,0,-0.006626250000000056,1.24147111,-0.006626247972191024,1.241471107383059,3.3106478325835013e-09
14.16,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
14.16,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
14.16,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
14.28,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
14.28,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
14.28,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
14.28,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
14.28,distributed_pd_hocbf,0,0.06616343000000047,1.19828167,0.06616342911139395,1.1982816684978714,1.7452827887219431e-09
14.28,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
14.28,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
14.28,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
14.4,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
14.4,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
14.4,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
14.4,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
14.4,distributed_pd_hocbf,0,0.1389297599999999,1.15504565,0.1389297631318227,1.1550456507199622,3.2135120644152333e-09
14.4,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
14.4,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
14.4,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
14.52,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
14.52,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
14.52,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
14.52,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
14.52,distributed_pd_hocbf,0,0.21167891999999977,1.11177551,0.2116789243937287,1.1117755064436596,5.652646329959792e-09
14.52,distributed_pd_hocbf,1,4.63871635,-0.54270509,4.638716346875129,-0.542705090777555,3.2201569457262833e-09
14.52,distributed_pd_hocbf,2,-1.0861572199999996,0.03378678,-1.0861572211207022,0.03378678301931949,3.2206000352764674e-09
14.52,distributed_pd_hocbf,3,4.665811820000001,0.57391501,4.6658118168650295,0.5739150118791336,3.655022410986712e-09
14.64,direct_hocbf,0,-1.3899338100000005,0.08108932,-1.3899338077921621,0.08108932284800327,3.603563902484192e-09
14.64,direct_hocbf,1,1.3606462199999996,0.16784227,1.3606462183603938,0.16784226761772758,2.891976651048784e-09
14.64,direct_hocbf,2,-1.0382281400000002,0.03812484,-1.038228136007791,0.0381248449136816,6.331034781616598e-09
14.64,direct_hocbf,3,0.98567508,-0.41011369,0.9856750775765688,-0.4101136937250247,4.443965369538512e-09
14.64,distributed_pd_hocbf,0,0.28441661000000007,1.06848231,0.28441661335502033,1.0684823136473443,4.95573210549683e-09
