campaign,status,scene,real_coppelia,kinematic_playback,synthetic_fallback,gates_pass,montage,video
SP4_V4_COPPELIA_PAIRED_NARROW,coppelia_real_kinematic_replay_pass,coppeliasim/real_scenes/sp4_v4_paired_narrow_passage.ttt,True,True,False,True,results/sp4/SP4_V4_COPPELIA_PAIRED_NARROW/plots/sp4_v4_coppelia_montage.png,results/sp4/SP4_V4_COPPELIA_PAIRED_NARROW/animations/sp4_v4_coppelia_paired.mp4
