experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,event_kind,event_time_s,event_observation_delay_s,event_observed_time_s,n_robots,n_loads,world_size_m,obstacle_count_initial,obstacle_count_post_event,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius_initial,communication_radius_post_event,feasible_load_count,completed_load_count,task_completion_rate,recovery_success,recovery_time_s,load_target_reached_rate,mean_final_pose_error_m,max_final_pose_error_m,mean_final_orientation_error_deg,max_final_orientation_error_deg,lost_load_rate,infeasible_load_count,infeasible_load_detection_rate,post_event_wrench_feasible_rate,mean_wrench_residual_norm,min_wrench_margin,unsupported_time_s,load_pause_time_s,degraded_speed_time_s,replacement_arrival_time_s,final_assigned_loads,final_idle_robots,reassignment_count,final_active_robot_rate,failed_robot_count,battery_margin_final,min_battery_fraction,communication_coverage_ratio,communication_messages,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_load_clearance_m,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,classic_centralized_replan,Classic centralized replanning,classic,centralized,baseline,periodic_global_replan,baseline_classic_centralized,none,centralized_periodic_replan,global_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,11.325409360210756,11.325409360210756,44.000000000000014,44.000000000000014,1.0,2,0.5,1.0,5.48110307956372,0.0,0.0,34.440000000000005,0.0,0.10000000000000142,2,0,76,1.0,0,0.20283418336610662,0.3528341833661066,1.0,20832,553,0.05294906166219839,767,-0.5973680778954478,inf,inf,252.6225017367416,31.5778127170927,0.13017231165390988,1973.7365456813786,0.6047072523380441,0.762329019378934,0.0,230.8985999552533,-232.80396930466634,-175.09750815868566,-57.70646114598068,0.262302096118094,0.262302096118094
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,0,0.0,False,52.0,0.0,6.407126572484422,11.325409360210756,22.018645842419744,44.000000000000014,1.0,1,1.0,0.9857723577235772,4.0323866019371986,-0.04349379751537252,0.0,60.760000000000005,8.120000000000001,0.10000000000000142,2,1,56,1.0,0,0.2501324688231382,0.40013246882313824,0.6839477726574501,14248,288,0.027575641516660282,416,-0.5762918991025212,inf,inf,226.4476654972186,28.305958187152324,0.13617858643914924,1776.8491821767736,0.5420520526072827,0.7284477296287591,0.0,247.81229998916388,-163.23406127813735,-175.09750815868566,11.86344688054831,0.0,0.0
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,cbba_recovery,CBBA recovery,sota,decentralized,baseline,cbba_recovery_auction,baseline_sota_decentralized,none,distributed_auction_recovery,local_bids_plus_neighbors,0,4,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,1,0.5,False,52.0,0.5,5.662704680105378,11.325409360210756,22.000000000000007,44.000000000000014,0.5,1,0.0,0.983739837398374,3.7058578121797794,-0.05531266260619472,0.0,42.980000000000004,11.9,0.10000000000000142,2,0,93,1.0,0,0.22961898108075265,0.37961898108075265,0.82968509984639,17284,366,0.03504404442742244,491,-0.5611156945999889,inf,inf,239.49833993816037,29.937292492270046,0.1553942297105425,1865.0880792210494,0.5732916984348915,0.7453883745038467,0.0,221.07669990509748,-127.29235524313002,-175.09750815868566,47.80515291555564,0.0,0.0
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,0,0.0,False,52.0,0.0,6.696375464151041,11.325409360210756,22.002802121458657,44.000000000000014,1.0,1,1.0,0.9735772357723578,4.4470989074307345,-0.0457195971377542,0.0,61.60000000000001,6.86,0.10000000000000142,2,0,101,1.0,0,0.25886760695759836,0.40886760695759833,1.0,20832,487,0.04662964381463041,642,-0.5632805310643623,inf,inf,229.34055252091406,28.667569065114257,0.13352681495906008,1790.9151858741834,0.5489768108983967,0.7453883745038468,0.0,223.61550002824515,-206.61936893203858,-175.09750815868566,-31.521860773352927,0.1432811853334224,0.1432811853334224
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,replicator_repair_recovery,Replicator repair recovery,model_based,decentralized,proposed,replicator_integer_repair,proposed_model_based_decentralized,model_based_tuning_optional,distributed_replicator_repair,local_payoff_and_repair,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,0,0.0,False,52.0,0.0,6.586982199127894,11.325409360210756,22.002651176213917,44.000000000000014,1.0,1,1.0,0.983739837398374,4.031548799924986,-0.05235948737642471,0.0,58.940000000000005,9.940000000000001,0.10000000000000142,2,0,107,1.0,0,0.23476916758947566,0.38476916758947566,0.8259408602150538,17206,678,0.06491765607047108,881,-0.5757691924553856,inf,inf,236.70379126218555,29.587973907773193,0.13004463935339108,1850.4945328015601,0.5666023345035073,0.7623290193789342,0.0,243.54040005709976,-227.9419008634437,-175.09750815868566,-52.844392704758036,0.24020178502162742,0.24020178502162742
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,11.325409360210756,11.325409360210756,44.000000000000014,44.000000000000014,1.0,2,0.5,0.967479674796748,6.127136715985471,-0.04250745799022393,0.0,34.440000000000005,0.0,0.10000000000000142,2,0,126,1.0,0,0.17800596946224437,0.32800596946224436,0.7704493087557603,16050,491,0.047012638835695134,646,-0.5635077365425437,inf,inf,240.6170409119151,30.077130113989387,0.1298467291591212,1884.3241993589913,0.575969554078693,0.7623290193789342,0.0,228.95929997321218,-237.54723611536713,-175.09750815868566,-62.44972795668147,0.2838623998030976,0.2838623998030976
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,primal_dual_recovery,Primal-dual recovery,model_based,decentralized,proposed,primal_dual_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_primal_dual_recovery,local_dual_prices,0,6,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,11.325409360210756,11.325409360210756,44.000000000000014,44.000000000000014,1.0,2,0.5,1.0,6.18641375132783,0.0,0.0,34.440000000000005,0.0,0.10000000000000142,2,0,153,1.0,0,0.21095151478752658,0.3609515147875266,0.830837173579109,17308,869,0.08320566832631175,1084,-0.5732486018010498,inf,inf,243.61956050025594,30.452445062531993,0.1512421501979833,1917.9297089780025,0.583156741909842,0.762329019378934,0.0,228.90520002692938,-287.85159207645495,-175.09750815868566,-112.7540839177693,0.5125185632625877,0.5125185632625877
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,11.325409360210756,11.325409360210756,44.000000000000014,44.000000000000014,1.0,2,0.5,1.0,6.101598995419868,-0.024428892322670537,0.0,34.440000000000005,0.0,0.10000000000000142,2,0,147,1.0,0,0.22730517050410134,0.37730517050410134,0.8074116743471581,16820,797,0.07631175794714669,1029,-0.572915645032999,inf,inf,237.83852614619622,29.729815768274527,0.1299497495380791,1857.7246588394328,0.5693185708210359,0.7623290193789342,0.0,231.52960010338575,-276.57705698043463,-175.09750815868566,-101.47954882174898,0.46127067646249537,0.46127067646249537
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,ours_guarded_wrench_market_recovery,Ours guarded wrench-market recovery,model_based,decentralized,proposed,guarded_wrench_market_recovery,proposed_model_based_decentralized,model_based_tuning_optional,guarded_wrench_market_recovery,local_wrench_prices_and_repair,0,8,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,0,0.0,False,52.0,0.0,7.317093810933862,11.325409360210756,22.222112908844338,44.000000000000014,1.0,1,1.0,0.9654471544715447,7.711893771841846,-1.0,2.3800000000000003,60.34,8.540000000000001,0.10000000000000142,1,4,171,1.0,0,0.22713205660201272,0.3771320566020127,0.7946428571428569,16554,444,0.0425124473381846,607,-0.5738310308394916,inf,inf,236.09019430844,29.511274288555,0.12974580595516214,1850.248860884075,0.5651335558896016,0.7792696642540214,0.0,223.12780003994703,-225.4517961300215,-175.09750815868566,-50.35428797133585,0.2288831271424357,0.2288831271424357
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7101,reference_resilient_oracle,Reference centralized resilient recovery,model_based_reference,centralized,reference,centralized_resilient_recovery,reference_model_based_reference_centralized,none,centralized_resilient_recovery,global_state_and_event_observation,0,10,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,0,0.0,False,52.0,0.0,5.8338425820437925,10.824127636631683,12.51191082042784,25.023290978266438,1.0,1,1.0,0.9939024390243902,3.5722451358121505,-0.034123204296199305,0.0,50.96000000000001,17.5,0.10000000000000142,2,1,92,1.0,0,0.26159016063618434,0.4115901606361843,1.0,20832,275,0.026330907698199922,351,-0.5619930344146863,inf,inf,213.5362777427796,26.69203471784745,0.187377441587682,1659.2716104155277,0.5111458199511185,0.7792696642540216,0.0,212.5266999937594,-175.09750815868566,-175.09750815868566,0.0,0.0,0.0
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7102,classic_centralized_replan,Classic centralized replanning,classic,centralized,baseline,periodic_global_replan,baseline_classic_centralized,none,centralized_periodic_replan,global_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,11.220566370651722,11.220566370651722,44.000000000000014,44.000000000000014,1.0,2,0.5,0.9471544715447154,5.171071858789584,-0.06404738580898772,0.0,34.440000000000005,0.0,0.10000000000000142,2,0,70,1.0,0,0.10651172482523799,0.256511724825238,1.0,20832,446,0.042703944848716965,587,-0.5655346385126795,inf,inf,229.62931232038332,28.703664040047915,0.14188305705274618,1866.4697784914629,0.54966802068265,0.6986327524459179,0.0,219.27640005014837,-215.88523333428813,-100.07765264924116,-115.80758068504697,0.5263980940229408,0.5263980940229408
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7102,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,10.69908856118228,10.69908856118228,23.331338573070255,23.331338573070255,1.0,2,0.5,0.8292682926829268,4.866590054042348,-0.1512998882711838,0.0,32.900000000000006,1.54,0.10000000000000142,2,0,51,1.0,0,0.10820086384962915,0.25820086384962915,0.8570468509984639,17854,627,0.06003446955189583,804,-0.5715975260620405,inf,inf,224.55649756704457,28.06956219588057,0.15967794720020936,1807.842643645686,0.537525128224447,0.667582407892766,0.0,237.73689998779446,-230.1967357847794,-100.07765264924116,-130.11908313553823,0.5914503778888102,0.5914503778888102
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7102,cbba_recovery,CBBA recovery,sota,decentralized,baseline,cbba_recovery_auction,baseline_sota_decentralized,none,distributed_auction_recovery,local_bids_plus_neighbors,0,4,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,11.220566370651722,11.220566370651722,44.000000000000014,44.000000000000014,1.0,2,0.5,0.9715447154471545,5.577476319738877,-0.05060531193345352,0.0,34.440000000000005,0.0,0.10000000000000142,2,0,90,1.0,0,0.1094880877509046,0.2594880877509046,0.8858486943164362,18454,615,0.058885484488701643,835,-0.5487136595309681,inf,inf,231.91935934418612,28.989919918023265,0.14905903807064702,1872.5983521286264,0.5551497494834027,0.683107580169342,0.0,220.39239993318915,-239.329707971881,-100.07765264924116,-139.25205532263982,0.632963887830181,0.632963887830181
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7102,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,0,0.0,False,52.0,0.0,7.043182810609332,11.073682794739229,20.88824745431664,41.76906406629636,1.0,1,1.0,0.967479674796748,7.149806616549654,-1.0,1.8200000000000003,61.46000000000001,7.420000000000001,0.10000000000000142,1,3,92,1.0,0,0.14496605734559134,0.29496605734559134,1.0,20832,522,0.049980850248946766,675,-0.5697409916193454,inf,inf,206.90489138334908,25.863111422918635,0.16826729666260107,1675.5426873922418,0.4952721452110046,0.6831075801693421,0.0,223.5973000060767,-202.60402581440772,-100.07765264924116,-102.52637316516656,0.4660289689325753,0.4660289689325753
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7102,replicator_repair_recovery,Replicator repair recovery,model_based,decentralized,proposed,replicator_integer_repair,proposed_model_based_decentralized,model_based_tuning_optional,distributed_replicator_repair,local_payoff_and_repair,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,10.996827555955374,10.996827555955374,38.95721463008192,38.95721463008192,1.0,2,1.0,0.9715447154471545,5.477377377644915,-0.04845492470972512,0.0,34.440000000000005,0.0,0.10000000000000142,1,3,98,1.0,0,0.1491334438142298,0.2991334438142298,0.7969470046082949,16602,660,0.06319417847567982,791,-0.5625954373471264,inf,inf,215.66928875673074,26.958661094591342,0.17009664328320354,1739.3069579388452,0.5162516486899922,0.6986327524459179,0.0,214.52230005525053,-217.19692524176565,-100.07765264924116,-117.1192725925245,0.5323603299660205,0.5323603299660205
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7102,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,1,0,0.0,False,52.0,0.0,11.220566370651722,11.220566370651722,44.000000000000014,44.000000000000014,1.0,2,1.0,1.0,6.032923064403855,-0.013172912091237832,0.0,34.440000000000005,0.0,0.10000000000000142,1,4,117,1.0,0,0.13372115444817453,0.28372115444817453,0.7840821812596006,16334,435,0.04165070854078897,543,-0.5445438614494249,inf,inf,214.28843168832702,26.786053961040878,0.16400409797565343,1734.938695651558,0.512946265052488,0.6986327524459179,0.0,267.72759994491935,-198.2393667877778,-100.07765264924116,-98.16171413853665,0.44618960972062116,0.44618960972062116
