experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,rates_valid,finite_metrics,shape_valid,speed_valid,event_valid,clearance_evaluated,battery_valid,message
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7103,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7103,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7103,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7103,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7104,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7105,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7106,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7107,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7108,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7109,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7110,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7111,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7112,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7113,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7114,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7115,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7116,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7117,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7118,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,smith_qr_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,primal_dual_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,tensor_flow_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7119,reference_resilient_oracle,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7120,classic_centralized_replan,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7120,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7120,cbba_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7120,cbf_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7120,replicator_repair_recovery,True,True,True,True,True,True,True,True,
SP6_MC_robustness_comparison,communication_radius_decay,communication_radius_decay_v00,7120,smith_qr_recovery,True,True,True,True,True,True,True,True,
