id,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,methods
H6.1_ours_reduces_lost_load_rate_vs_classic_greedy,lost_load_rate,wilcoxon_signed_rank,400,1.152514596023312e-09,1.152514596023312e-09,2.305029192046624e-09,-0.16916666666666663,mean_paired_difference,-0.20667708333333332,-0.13040625000000006,-0.43993086766711587,cohens_dz,-0.939060939060939,0.05,True,True,True,ok,ours_guarded_wrench_market_recovery vs classic_decentralized_greedy_recovery
H6.2_ours_improves_completion_vs_smith_qr,task_completion_rate,wilcoxon_signed_rank,400,0.14625867233338952,0.14625867233338952,0.14625867233338952,0.025,mean_paired_difference,0.0075,0.045,0.13228756555322954,cohens_dz,0.6526315789473685,0.05,False,False,False,ok,ours_guarded_wrench_market_recovery vs smith_qr_recovery
H6.3_ours_reduces_reference_gap_vs_cbba,performance_gap_vs_reference,wilcoxon_signed_rank,400,6.034654107870573e-25,6.034654107870573e-25,1.810396232361172e-24,-0.1740163981731991,mean_paired_difference,-0.20622026546860145,-0.14031251157136929,-0.5155148332039278,cohens_dz,-0.6034361471861471,0.05,True,True,True,ok,ours_guarded_wrench_market_recovery vs cbba_recovery
H6.4_recovery_family_differs_on_reference_gap,performance_gap_vs_reference,friedman_chi_square,400,1.0013748174389956e-68,1.0013748174389956e-68,4.005499269755982e-68,0.16394819047619047,kendall_w,nan,nan,0.16394819047619047,kendall_w,nan,0.05,True,True,True,ok,"classic_decentralized_greedy_recovery,cbba_recovery,smith_qr_recovery,primal_dual_recovery,tensor_flow_recovery,ours_guarded_wrench_market_recovery"
