experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,finite_ok,load_clearance_ok,messages_ok,passed,rates_ok,shape_ok
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,True,True,True,True,True,True
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_decentralized_sensor_apf,True,True,True,True,True,True
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,ours_connectivity_wrench_game,True,True,True,True,True,True
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,reference_full_communication,True,True,True,True,True,True
