experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,entity,entity_id,formation_error_m,phase,theta_rad,time_s,wrench_residual_norm,x,y
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,payload,load-01,2.468753464644251,0,-0.3141592653589793,0.0,1.0,-7.857672769590048,-4.6673557398297305
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-01,2.468753464644251,0,,0.0,1.0,-10.56,-6.200879114243737
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-02,2.468753464644251,0,,0.0,1.0,-10.56,-3.897289147489031
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-03,2.468753464644251,0,,0.0,1.0,-9.440171499267105,-6.019720380070817
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-04,2.468753464644251,0,,0.0,1.0,-8.758288184481943,-4.591928541934074
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-05,2.468753464644251,0,,0.0,1.0,-2.442666296053922,-4.678526883132972
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-06,2.468753464644251,0,,0.0,1.0,-8.413479882046893,3.408238796237026
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,payload,load-01,2.2852853667290107,0,-0.3141592653589793,0.54,1.0,-7.857672769590048,-4.6673557398297305
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-01,2.2852853667290107,0,,0.54,1.0,-10.453651205987079,-6.049654695752993
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-02,2.2852853667290107,0,,0.54,1.0,-10.375939514805813,-3.8703258181313807
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-03,2.2852853667290107,0,,0.54,1.0,-9.245701556878206,-5.979956682275305
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-04,2.2852853667290107,0,,0.54,1.0,-8.575005551863109,-4.600175937459069
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-05,2.2852853667290107,0,,0.54,1.0,-2.442666296053922,-4.678526883132972
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-06,2.2852853667290107,0,,0.54,1.0,-8.413479882046893,3.408238796237026
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,payload,load-01,2.101817268813771,0,-0.3141592653589793,1.08,1.0,-7.857672769590048,-4.6673557398297305
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-01,2.101817268813771,0,,1.08,1.0,-10.347302411974155,-5.89843027726225
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-02,2.101817268813771,0,,1.08,1.0,-10.191879029611625,-3.8433624887737303
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-03,2.101817268813771,0,,1.08,1.0,-9.051231614489307,-5.940192984479793
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-04,2.101817268813771,0,,1.08,1.0,-8.391722919244275,-4.608423332984064
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-05,2.101817268813771,0,,1.08,1.0,-2.442666296053922,-4.678526883132972
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-06,2.101817268813771,0,,1.08,1.0,-8.413479882046893,3.408238796237026
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,payload,load-01,1.9183491708985305,0,-0.3141592653589793,1.6199999999999999,1.0,-7.857672769590048,-4.6673557398297305
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-01,1.9183491708985305,0,,1.6199999999999999,1.0,-10.24095361796123,-5.7472058587715065
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-02,1.9183491708985305,0,,1.6199999999999999,1.0,-10.007818544417438,-3.81639915941608
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-03,1.9183491708985305,0,,1.6199999999999999,1.0,-8.856761672100408,-5.900429286684282
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-04,1.9183491708985305,0,,1.6199999999999999,1.0,-8.208440286625441,-4.616670728509058
SP7_DEBUG_smoke,setup,setup_relay_chain_seed8700,radius_4m_loss_delay,8700,classic_centralized_global_mpc,robot,amr-05,1.9183491708985305,0,,1.6199999999999999,1.0,-2.442666296053922,-4.678526883132972
