id,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,methods
H3_HP_1_scalar_false_positives_rotational_loads,false_positive_rate,one_sample_wilcoxon_signed_rank,2004,2.1162931699838786e-198,2.1162931699838786e-198,8.465172679935514e-198,0.5,mean_minus_threshold,0.47904191616766467,0.5224550898203593,0.9997504678688537,cohens_dz,1.0,0.05,True,True,True,ok,oracle_scalar_assignment
H3_HP_2_smith_wrench_lower_residual_than_capacity,wrench_residual_feasible_available,wilcoxon_signed_rank,2004,0.9864866166476255,0.9864866166476255,1.0,-0.0001002667147106268,mean_paired_difference,-0.0002984995047713367,3.2417743137652646e-18,-0.031597008689922025,cohens_dz,-1.0,0.05,False,False,False,ok,smith_wrench_deficit vs capacity_greedy_slots
H3_HP_3_capacity_greedy_more_infeasible_assignments_than_support_dual,fp_given_assigned,wilcoxon_signed_rank,2004,0.4644447419149908,0.4644447419149908,1.0,0.000499001996007984,mean_paired_difference,0.0,0.0014970059880239522,0.03159909010570531,cohens_dz,1.0,0.05,False,False,False,ok,capacity_greedy_slots vs support_dual_wrench_market
H3_HP_4_support_dual_lower_gap_than_cbba,optimality_gap_vs_wrench_oracle,wilcoxon_signed_rank,2004,0.9999999731092774,0.9999999731092774,1.0,0.00016139377026619617,mean_paired_difference,-0.0001540050505021276,0.00045944695266654696,0.022929662652418886,cohens_dz,0.0940376390504613,0.05,False,False,False,ok,support_dual_wrench_market vs cbba_slots
H3_HP_5_methods_differ_wrench_gap,optimality_gap_vs_wrench_oracle,friedman_chi_square,2004,0.0,0.0,0.0,0.11748635279075212,kendall_w,nan,nan,0.11748635279075212,kendall_w,nan,0.05,True,True,True,ok,"hungarian_slots,capacity_greedy_slots,cbba_slots,replicator_wrench_deficit,bnn_wrench_deficit,smith_wrench_deficit,smith_wrench_marginal,support_dual_wrench_market"
