experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,assigned_under_loads,invalid_label_count,robots_overassigned,robots_underassigned,shape_ok,strict_complete_coalition_method
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,greedy_nearest,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,hungarian_expanded,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,centralized_coalition_milp,True,0,0,0,0,True,True
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,cbba,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,replicator_cardinality,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,smith_cardinality,True,0,0,3,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,bnn_cardinality,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,primal_dual_cardinality_capacity,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,primal_dual_wrench_market,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,local_primal_dual_wrench_market,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,imitation_oracle,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,mappo_recruitment,True,0,0,0,0,True,True
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,oracle_reference,True,0,0,0,0,True,True
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,greedy_nearest,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,hungarian_expanded,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,centralized_coalition_milp,True,0,0,0,0,True,True
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,cbba,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,replicator_cardinality,True,0,0,1,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,smith_cardinality,True,0,0,3,1,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,bnn_cardinality,True,0,0,1,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,primal_dual_wrench_market,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,local_primal_dual_wrench_market,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,imitation_oracle,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,mappo_recruitment,True,0,0,0,0,True,True
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,oracle_reference,True,0,0,0,0,True,True
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,greedy_nearest,True,0,0,0,0,True,False
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,hungarian_expanded,True,0,0,0,0,True,False
