scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,assignment_cost_mean,assignment_cost_std,coalition_success_rate_mean,coalition_success_rate_std,communication_messages_mean,communication_messages_std,demand_satisfaction_ratio_mean,demand_satisfaction_ratio_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_arrival_time_s_mean,estimated_arrival_time_s_std,max_assigned_travel_distance_m_mean,max_assigned_travel_distance_m_std,mean_assigned_travel_distance_m_mean,mean_assigned_travel_distance_m_std,optimality_gap_vs_oracle_mean,optimality_gap_vs_oracle_std,priority_regret_mean,priority_regret_std,robots_overassigned_mean,robots_overassigned_std,robots_underassigned_mean,robots_underassigned_std,runtime_ms_mean,runtime_ms_std,served_load_rate_mean,served_load_rate_std,travel_distance_m_mean,travel_distance_m_std
balanced_demand,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,400,33.51489868953254,8.84776924873616,0.6175,0.24880527671224179,21.0,3.0037570459305534,0.8591666666666667,0.10875424304420017,167.5744934476627,44.2388462436808,13.980302095742093,3.230540228213062,9.08719636223236,2.0998511483384905,5.325758406489622,1.1573387188823052,0.4650162057475727,0.4001745074499493,1.584325,1.2529848250495736,0.3125,0.5343759389327664,0.9575,0.7155233638467204,0.15961049823090434,0.05913552050872672,0.6175,0.24880527671224179,33.51489868953254,8.84776924873616
balanced_demand,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,400,32.361350386394726,8.363842687351545,0.545,0.18334282651809605,21.0,3.0037570459305534,0.6959375,0.15712003664106874,161.80675193197362,41.81921343675773,12.71715468977202,2.595530617983101,8.266150548351813,1.6870949016890158,4.810829730658642,1.0304383061698252,0.6012612580216099,0.3520637635061921,2.1407,1.1479854906386193,1.8525,1.033641517629501,2.09,1.0486415606903141,0.14575174660421908,0.06242756462591158,0.545,0.18334282651809605,32.361350386394726,8.363842687351545
monte_carlo,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,100,47.10418791212202,16.813625346086273,0.675,0.2682664554758157,16.43,13.081141487892506,0.8650694583194583,0.1341605301001843,235.5209395606101,84.06812673043136,15.069516317528254,3.8877314269655834,9.795185606393364,2.527025427527629,5.473074154203582,1.2978843647141352,0.42707145621076203,0.30855485785990516,1.707145926979142,1.8078720555258567,1.51,1.7551943113818114,1.27,1.3322343956108043,0.19396900082938373,0.08231417326414404,0.675,0.2682664554758157,47.10418791212202,16.813625346086273
monte_carlo,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,100,37.086098547514354,15.092145079100188,0.7713333333333334,0.2698367964997177,16.43,13.081141487892506,0.9258677988677989,0.11761853898977077,185.4304927375718,75.46072539550093,14.729673356480514,5.177829028207527,9.574287681712336,3.365588868334893,4.871967721510283,1.370200939872668,0.23269994191681434,0.3332201575834005,1.0709729038992881,1.7223544160342794,0.0,0.0,0.8,1.3180947376322152,0.5724959878716618,0.26700164091092077,0.7713333333333334,0.2698367964997177,37.086098547514354,15.092145079100188
monte_carlo,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,100,35.814223257078964,13.480330316869834,0.8909999999999998,0.1577482544578918,30.78,11.823260757908324,0.8967920412920413,0.15584961085488394,179.07111628539482,67.40165158434917,13.323155921810146,3.9337159660680237,8.660051349176593,2.5569153779442155,4.802837358732714,1.2234923157836228,1.0432396508088465e-17,4.3448464995695656e-17,0.0,0.0,0.19,0.5064233865696237,1.12,1.7825189304390952,7.199792000465095,10.38196371233632,0.8909999999999998,0.1577482544578918,35.814223257078964,13.480330316869834
monte_carlo,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,100,37.83173967090049,15.02808719122843,0.7961666666666666,0.24092804808626514,16.43,13.081141487892506,0.9258677988677989,0.11761853898977077,189.1586983545024,75.14043595614216,15.66649046557444,5.3150216491894255,10.183218802623387,3.454764071973127,4.980184842471215,1.3854296700702433,0.20774743901896678,0.26985885118217706,0.9119201720748378,1.4253991065312384,0.0,0.0,0.8,1.3180947376322152,0.15573199023492634,0.07368486337366374,0.7961666666666666,0.24092804808626514,37.83173967090049,15.02808719122843
monte_carlo,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,100,35.458770248776055,14.035981148663563,0.8086666666666666,0.23468200898729327,30.78,11.823260757908324,0.9258677988677989,0.11761853898977077,177.29385124388023,70.1799057433178,12.87641088090594,4.059496268315706,8.369667072588863,2.638672574405209,4.6686082542269585,1.2739616918124228,0.1608230748073032,0.25074232988859235,0.8180909433870588,1.3804580883437845,0.0,0.0,0.8,1.3180947376322152,0.06975100026465952,0.02352078973236774,0.8086666666666666,0.23468200898729327,35.458770248776055,14.035981148663563
monte_carlo,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,100,34.81915638271196,12.756954722853063,0.722,0.2792072310847469,16.43,13.081141487892506,0.9023475968475969,0.12588223089979045,174.09578191355976,63.78477361426532,14.264617299372196,4.1153283927079185,9.272001244591927,2.6749634552601473,4.724478279568556,1.1617137551410528,0.29209975290382933,0.34707505968573105,1.5212030846339963,1.8868729939635611,0.0,0.0,1.0,1.3632996217214537,0.7149829948320985,0.21938799627624678,0.722,0.2792072310847469,34.81915638271196,12.756954722853063
monte_carlo,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,100,25.707289804953547,17.36476587808736,0.4601666666666667,0.3701616036201118,16.43,13.081141487892506,0.682576701076701,0.26934285315495754,128.53644902476776,86.8238293904368,9.670809380193166,5.129365384776768,6.286026097125558,3.334087500104899,3.7302468591174045,1.545844064392248,0.5698544546914956,0.4191007969148379,3.542612566598269,2.990599565237026,0.57,1.0754843869934452,2.69,2.286079967140611,0.7554829923901707,0.5028897650580973,0.4601666666666667,0.3701616036201118,25.707289804953547,17.36476587808736
monte_carlo,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,100,35.793648052458714,13.540642735198345,0.8909999999999998,0.1577482544578918,16.43,13.081141487892506,0.8967920412920413,0.15584961085488394,178.9682402622936,67.70321367599173,13.387816256310275,3.936366509849703,8.70208056660168,2.5586382314023073,4.800891566585511,1.232696193528618,0.0003455404229280175,0.0009421316656590408,0.00040000000000000034,0.004000000000000002,0.19,0.5064233865696237,1.12,1.7825189304390952,35.25645100045949,46.440750752269764,0.8909999999999998,0.1577482544578918,35.793648052458714,13.540642735198345
monte_carlo,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,100,35.814223257078964,13.480330316869834,0.8909999999999998,0.1577482544578918,30.78,11.823260757908324,0.8967920412920413,0.15584961085488394,179.07111628539482,67.40165158434917,13.323155921810146,3.9337159660680237,8.660051349176593,2.5569153779442155,4.802837358732714,1.2234923157836228,1.0432396508088465e-17,4.3448464995695656e-17,0.0,0.0,0.19,0.5064233865696237,1.12,1.7825189304390952,7.073307000100613,9.357475407205355,0.8909999999999998,0.1577482544578918,35.814223257078964,13.480330316869834
monte_carlo,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,100,40.36524425422143,15.230909721893301,0.7375,0.2797041787485979,16.43,13.081141487892506,0.8938281163281162,0.12916697214167716,201.82622127110716,76.1545486094665,14.96853783590804,4.729205244729733,9.729549593340227,3.073983409074326,5.0721164156089795,1.389164892105798,0.2746148651545637,0.3309836019991453,1.300149193016408,1.6484868551894831,0.62,1.2208624207932073,1.03,1.3367758589119183,0.9491590119432658,0.5340477233754285,0.7375,0.2797041787485979,40.36524425422143,15.230909721893301
monte_carlo,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,100,40.64144980033203,15.562786840463525,0.745,0.2810663916200521,16.43,13.081141487892506,0.8987447829947831,0.12507137797445333,203.20724900166024,77.81393420231763,14.927196347708362,4.618365110777985,9.702677626010434,3.001937322005691,5.114969715432739,1.4253631760576828,0.2690675553063047,0.33438771821918517,1.2426083127405494,1.6284774856352433,0.56,1.2003366531136508,0.99,1.314219052202378,0.9227489994373173,0.4706253680079073,0.745,0.2810663916200521,40.64144980033203,15.562786840463525
monte_carlo,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,100,44.779481283906364,16.804226600142147,0.6573333333333333,0.2635158980162206,16.43,13.081141487892506,0.8401762404262404,0.14986915066029693,223.8974064195318,84.02113300071075,14.364685087987947,3.781287598031175,9.337045307192165,2.457836938720264,5.227060141226739,1.2740219716229382,0.4253881447095433,0.28592517885005003,1.8170621408551733,1.7905208920581321,1.64,1.8063859784194247,1.47,1.445683229480096,0.192849007435143,0.06914155655890891,0.6573333333333333,0.2635158980162206,44.779481283906364,16.804226600142147
monte_carlo,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,100,45.3932202644447,18.215422102507,0.5726666666666668,0.23907697552141421,16.43,13.081141487892506,0.6968304195804197,0.21496232907606563,226.96610132222347,91.07711051253499,13.840686800933545,3.601656085020665,8.996446420606802,2.341076455263432,5.133988464053789,1.53078659933421,0.5670481365280032,0.3242631854437013,2.571899078200918,1.8557423312414625,3.17,2.0253694013984735,2.72,2.1792409020323817,0.1983859995380044,0.10304044718142061,0.5726666666666668,0.23907697552141421,45.3932202644447,18.215422102507
over_demand,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,800,38.166409937342266,9.678468248133484,0.29,0.18541972816961286,28.0,4.002502346194079,0.7104409722222222,0.06063983388132904,190.83204968671131,48.39234124066742,15.615654239080257,3.770848294465982,10.150175255402166,2.4510513914028884,5.539615903802505,1.2589662367232877,0.9570809339073716,0.526263566305859,2.7367500000000002,1.1207783534879048,0.01875,0.1357256951738064,2.84,0.8110007106599004,0.16603612413746305,0.08249290633604156,0.29,0.18541972816961286,38.166409937342266,9.678468248133484
over_demand,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,800,34.7688417590932,9.889313968270299,0.4275,0.18693228613457702,28.0,4.002502346194079,0.7208333333333334,0.05701395457735298,173.844208795466,49.4465698413515,15.135889559437219,4.432541130576924,9.838328213634192,2.8811517348750004,4.974643878225532,1.2660290263047536,0.6119839454564713,0.43977213231952955,1.839475,1.173092561169552,0.0,0.0,2.75,0.8296749065526835,0.43244150045211427,0.17863062736843996,0.4275,0.18693228613457702,34.7688417590932,9.889313968270299
over_demand,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,800,33.66662351173215,9.722021252446094,0.6634375,0.11901791955507803,28.0,4.002502346194079,0.6454791666666668,0.10693980493162762,168.33311755866075,48.61010626223047,14.460130395423382,4.0513290545742615,9.399084757025198,2.63336388547327,5.264786187087209,1.3100051740593586,5.2070680456569935e-18,3.3050737330332196e-17,0.0,0.0,0.18625,0.41746710766535616,3.5525,1.5264849968332301,2.2888391262677033,1.0229390491336954,0.6634375,0.11901791955507803,33.66662351173215,9.722021252446094
over_demand,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,800,34.917015129946236,10.003368114789724,0.48125,0.19407284156932803,28.0,4.002502346194079,0.7208333333333334,0.05701395457735298,174.58507564973118,50.01684057394862,15.272666411357582,4.403315609118058,9.927233167382429,2.8621551459267383,4.997007505664807,1.2913079851300673,0.5015076342391854,0.4368076985392292,1.4723374999999999,1.2155211951313383,0.0,0.0,2.75,0.8296749065526835,0.1401427507516928,0.058304051281782864,0.48125,0.19407284156932803,34.917015129946236,10.003368114789724
over_demand,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,800,33.706545249149656,9.443333623599925,0.48,0.19675082874225322,28.0,4.002502346194079,0.7208333333333334,0.05701395457735298,168.5327262457483,47.216668117999625,13.515082380252707,3.63048927289499,8.78480354716426,2.3598180273817433,4.822347261496279,1.2051110093294077,0.4885092765017955,0.43374124146276877,1.47995,1.2137115048566016,0.0,0.0,2.75,0.8296749065526835,0.06716862641042098,0.02666741721139074,0.48,0.19675082874225322,33.706545249149656,9.443333623599925
over_demand,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,800,32.985334920827114,9.141656620791412,0.4140625,0.18729781547939686,28.0,4.002502346194079,0.7066145833333334,0.06721750705138348,164.92667460413563,45.70828310395706,14.131563603284322,3.6288873856524586,9.185516342134811,2.3587768006740983,4.810109152116821,1.1317491321884496,0.6139985950765143,0.4430593753907821,1.9348874999999999,1.195829522822261,0.0,0.0,2.88125,0.876418035652234,0.690911749843508,0.21014019213751733,0.4140625,0.18729781547939686,32.985334920827114,9.141656620791412
over_demand,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,800,38.036717460235394,10.554776604183136,0.27375,0.20337807355022627,28.0,4.002502346194079,0.7208333333333334,0.05701395457735298,190.18358730117697,52.773883020915676,16.070280585107422,4.351461251666097,10.445682380319827,2.828449813582963,5.440847850893655,1.331272220746524,1.0371733024581364,0.5711745854878677,2.9821124999999995,1.1026324910670353,0.0,0.0,2.75,0.8296749065526835,0.6425933743594214,0.2880481775827146,0.27375,0.20337807355022627,38.036717460235394,10.554776604183136
over_demand,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,800,33.5705634123493,9.64597204109667,0.6621875,0.11941488490624384,28.0,4.002502346194079,0.6458472222222221,0.10642931423821671,167.8528170617465,48.22986020548334,14.479199999363834,4.059175552413057,9.411479999586494,2.6384641090684875,5.239567724287082,1.296285895495634,0.005308240071168543,0.04402953908338792,0.011224999999999999,0.1071592425041703,0.195,0.43267656657609743,3.54875,1.523326653287393,13.743470373592572,5.128416790136483,0.6621875,0.11941488490624384,33.5705634123493,9.64597204109667
over_demand,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,800,33.66662351173215,9.722021252446094,0.6634375,0.11901791955507803,28.0,4.002502346194079,0.6454791666666668,0.10693980493162762,168.33311755866075,48.61010626223047,14.460130395423382,4.0513290545742615,9.399084757025198,2.63336388547327,5.264786187087209,1.3100051740593586,5.2070680456569935e-18,3.3050737330332196e-17,0.0,0.0,0.18625,0.41746710766535616,3.5525,1.5264849968332301,2.3471943753247615,1.0459019135289933,0.6634375,0.11901791955507803,33.66662351173215,9.722021252446094
over_demand,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,800,37.627704725113155,10.362481229545589,0.28125,0.19766708842725725,28.0,4.002502346194079,0.7207083333333334,0.05694975486633182,188.13852362556577,51.81240614772794,15.827696459090719,4.32295833885049,10.288002698408969,2.8099229202528178,5.385793776410715,1.3207334185651602,1.0072411124741905,0.5513776417940291,2.9161124999999997,1.0944639448158524,0.00125,0.03535533905932738,2.75125,0.8292967526041868,0.6345887515635695,0.2732809686253633,0.28125,0.19766708842725725,37.627704725113155,10.362481229545589
