id,class,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,message,methods,statistic
H01_methods_differ_theoretical_gap,MultiMethodFriedmanHypothesis,optimality_gap_vs_oracle,friedman_chi_square,2100,0.0,0.0,0.0,0.6062833812440109,kendall_w,nan,nan,0.6062833812440109,kendall_w,nan,0.05,True,True,True,ok,,greedy_nearest centralized_coalition_milp primal_dual_wrench_market imitation_oracle mappo_recruitment,5092.780402449692
H02_mappo_lower_gap_than_imitation,PairedSuperiorityHypothesis,optimality_gap_vs_oracle,wilcoxon_signed_rank,2100,0.0,0.0,0.0,-0.37308246632514636,mean_paired_difference,-0.3903051190607108,-0.354979472128331,-0.8951187891713478,cohens_dz,-0.9941373754520906,0.05,True,True,True,ok,,mappo_recruitment imitation_oracle,4683.0
H03_mappo_lower_gap_than_hungarian_classic,PairedSuperiorityHypothesis,optimality_gap_vs_oracle,wilcoxon_signed_rank,2100,1.557652134334876e-182,1.557652134334876e-182,1.557652134334876e-182,-0.27219259223707887,mean_paired_difference,-0.2886368019628138,-0.2546555542813192,-0.6903911420115546,cohens_dz,-0.9749791492910759,0.05,True,True,True,ok,,mappo_recruitment hungarian_expanded,9204.0
H04_smith_lower_runtime_than_mappo,PairedSuperiorityHypothesis,runtime_ms,wilcoxon_signed_rank,2100,0.0,0.0,0.0,-13.706510903735069,mean_paired_difference,-14.268736483252031,-13.212625536574272,-1.092194399797098,cohens_dz,-1.0,0.05,True,True,True,ok,,smith_cardinality mappo_recruitment,0.0
H05_mappo_higher_coalition_success_than_smith,PairedSuperiorityHypothesis,coalition_success_rate,wilcoxon_signed_rank,2100,0.0,0.0,0.0,0.2872619047619048,mean_paired_difference,0.27874523809523816,0.2952541666666667,1.4819365807571516,cohens_dz,1.0,0.05,True,True,True,ok,,mappo_recruitment smith_cardinality,1337430.0
