experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,entity,entity_id,formation_error_m,phase,theta_rad,time_s,wrench_residual_norm,x,y
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,payload,load-01,2.7007771624383343,0,-0.3141592653589793,0.0,1.0,-7.936802032082843,-4.165238644578593
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-01,2.7007771624383343,0,,0.0,1.0,-10.600221554154384,-4.859890006177804
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-02,2.7007771624383343,0,,0.0,1.0,-10.56,-3.4280822894827905
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-03,2.7007771624383343,0,,0.0,1.0,-9.925251593047934,-5.095772501509604
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-04,2.7007771624383343,0,,0.0,1.0,-8.54629165903926,-3.1568640195567164
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-05,2.7007771624383343,0,,0.0,1.0,-0.014334670659788218,0.47695009351297113
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-06,2.7007771624383343,0,,0.0,1.0,2.9990797833189204,2.1850746904862235
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,payload,load-01,2.3815396235007014,0,-0.3141592653589793,0.54,1.0,-7.936802032082843,-4.165238644578593
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-01,2.3815396235007014,0,,0.54,1.0,-10.316548549244157,-4.672608768460711
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-02,2.3815396235007014,0,,0.54,1.0,-10.168208473204578,-3.3573759910170233
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-03,2.3815396235007014,0,,0.54,1.0,-9.606063042676798,-5.090180044184817
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,robot,amr-04,2.3815396235007014,0,,0.54,1.0,-8.251913405517026,-3.298146809959557
