experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,method_label,active_control_messages,assigned_robots,attempted_messages,base_connected_time_ratio,burst_loss_probability,coalition_connected_time_ratio,collision_count,collision_rate,communication_dependency,communication_messages,communication_outage_count,communication_radius_m,completion_time_s,control_packet_ratio,delay_jitter_s,delay_mean_s,delay_violation_rate,delivered_messages,direct_clique_time_ratio,disconnected_time_ratio,dt_s,energy_proxy_wh,final_orientation_error_deg,final_orientation_error_rad,final_position_error_m,formation_broken_rate,formation_integrity_rate,horizon_s,idle_robots,latency_tolerance_s,load_travel_distance_m,longest_outage_s,max_formation_error_m,max_speed_mps,max_speed_violation_mps,max_wrench_residual_norm,mean_active_link_count,mean_algebraic_connectivity,mean_component_count,mean_formation_error_m,mean_largest_component_ratio,mean_link_delay_s,mean_outage_duration_s,mean_position_error_m,mean_speed_mps,mean_wrench_residual_norm,method_communication_dependency,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,min_load_clearance_m,min_mobile_group_clearance_m,min_obstacle_clearance_m,min_robot_clearance_m,mobile_group_count,mobile_group_detection_rate,n_loads,n_robots,network_quality_score,network_severity,obstacle_count,obstacle_detection_rate,optimality_gap_vs_reference,packet_delivery_ratio,packet_loss_probability,path_efficiency_ratio,performance_gap_vs_reference,pickup_complete_time_s,pickup_success,reference_score_value,relay_success_rate,robots_minus_loads,runtime_ms,safety_violation_count,scenario_description,score_value,selected_task_load,sensor_coverage_rate,sensor_false_negative_probability,sensor_noise_std_m,sensor_range_m,signed_score_delta_vs_reference,sp5_backing_policy,target_reached,temporal_coalition_connected_rate,transport_mode,transport_network_score,transport_success,travel_distance_m,world_size_m
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,Classic centralized global comms,7050,4,7050,1.0,0.0,1.0,0,0.0,high,7020,0,inf,42.0,1.0,0.01,0.02,0.0,7050,1.0,0.0,0.18,712.0562938665595,15.26000274203847,0.2663372917119342,2.939325598030323,0.14553990610328638,0.8544600938967136,42.0,2,0.18,16.660429865651174,0.0,2.7007771624383343,0.7372602981957406,0.0,1.0,30.0,5.999999999999998,1.0,0.4229464625183031,1.0,0.0200623110643336,0.0,9.62166849128866,0.3228142376591898,0.5324508920474316,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.0800623827606064,0.08016180569573161,0.1408068209943028,0.11499999962280616,2,0.980885757268736,2,6,0.9972748088790642,0.028733333333333333,2,0.9802707930367504,0.0,1.0,0.0,0.93313628375919,0.0,3.2399999999999998,True,-72.05477270180327,0.0,4,481.5445999847725,0,Balanced push/drag task with radio radius sweep.,-29.93545807005423,True,0.9805782751527432,0.02,0.03,6.0,42.11931463174904,classic_centralized_shortest_push,False,1.0,push_drag,0.3763320882665432,False,82.3138323930866,24.0
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_decentralized_sensor_apf,Classic decentralized sensor APF,7050,2,7050,1.0,0.0,1.0,0,0.0,low,7020,0,inf,42.0,1.0,0.01,0.02,0.0,7050,1.0,0.0,0.18,162.7276767053822,95.69717888105154,1.6702308563443324,12.60101233629523,0.2885572139303483,0.7114427860696517,42.0,4,0.18,4.902295821203413,0.0,11.339340262198107,0.6962067469712053,0.0,1.021601199318158,30.0,5.999999999999998,1.0,2.312577909908639,1.0,0.02005372252636359,0.0,14.163646749543846,0.0883587901281266,0.9863138878220282,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,4.181937816713584,0.6948639541582673,1.4558881412809677,0.11499999999999977,2,0.9812765957446808,2,6,0.9970609929078014,0.028733333333333333,2,0.9773049645390072,0.3015692649299777,1.0,0.0,1.0,0.3015692649299777,5.9399999999999995,True,-72.05477270180327,0.0,4,547.0750000094995,0,Balanced push/drag task with radio radius sweep.,-138.40001098639837,True,0.979290780141844,0.02,0.03,6.0,-66.3452382845951,classic_decentralized_apf_push,False,1.0,push_drag,0.3534193847782364,False,22.56153945386467,24.0
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,7050,4,7050,1.0,0.0,1.0,0,0.0,low,7020,0,inf,42.0,1.0,0.01,0.02,0.0,7050,1.0,0.0,0.18,638.8160181266419,0.9846408833208377,0.017185225363693934,3.5009303344409712,0.01449275362318836,0.9855072463768116,42.0,2,0.18,13.877767846047574,0.0,3.6650464964165708,0.7533620629467829,0.0,1.0,30.0,5.999999999999998,1.0,0.5126652045768745,1.0,0.020248535231871128,0.0,10.115842121618197,0.29536852943125624,0.7534005107600945,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.08000111638634766,0.08041620349026657,0.3099342654189308,0.11499999965169272,2,0.9865344938749193,2,6,0.9979077369439071,0.028733333333333333,2,0.9839458413926497,0.0,1.0,0.0,1.0,0.0,4.859999999999999,True,-72.05477270180327,0.0,4,815.4600999550894,0,Balanced push/drag task with radio radius sweep.,-15.898988437313049,True,0.9852401676337845,0.02,0.03,6.0,56.15578426449022,ours_tensor_game_push,False,1.0,push_drag,0.3973882425924369,False,75.21487532819567,24.0
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed8800,nominal_full_mesh,8800,reference_full_communication,Reference full-communication controller,7050,4,7050,1.0,0.0,1.0,0,0.0,high,7020,0,inf,42.0,1.0,0.01,0.02,0.0,7050,1.0,0.0,0.18,443.6173231522242,0.08310748642834932,0.0014504992712311982,10.059164156940142,0.05392156862745101,0.946078431372549,42.0,2,0.18,9.061149630470647,0.0,4.280114420530199,0.7572787084267661,0.0,1.0,30.0,5.999999999999998,1.0,0.5567400218577429,1.0,0.02011948022972911,0.0,11.505258073648966,0.2085394515546682,0.7382014599395113,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.10709828716636349,0.11499999999999871,0.36665296888136273,0.11499999999999944,2,0.979306745264192,2,6,0.9972453409474685,0.028733333333333333,2,0.9810867028952135,0.0,1.0,0.0,1.0,0.0,5.3999999999999995,True,-72.05477270180327,0.0,4,503.16510000266135,0,Balanced push/drag task with radio radius sweep.,-72.05477270180327,True,0.9801967240797027,0.02,0.03,6.0,0.0,sota_centralized_cbf_push,False,1.0,push_drag,0.3909868967522534,False,53.05683002791832,24.0
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed8800,harsh_4m_35loss_400ms,8800,classic_centralized_global_mpc,Classic centralized global comms,334,4,3364,0.3269503546099291,0.1,0.02553191489361702,0,0.0,high,7020,7,4.0,42.0,0.09928656361474435,0.24,0.4,0.5702603661114298,1472,0.0,0.9744680851063829,0.18,573.5498060020527,15.518250359267395,0.27084456291800896,2.193327793007725,0.9901477832512315,0.009852216748768473,42.0,2,0.22,13.964837836683367,12.24,2.671596486569505,0.40277187809438314,0.0,1.0000633729224355,1.421276595744681,-0.02792238415981843,5.263829787234043,2.150725742622561,0.27375886524822696,0.4064710089204097,5.888571428571429,9.603575707674622,0.2304479402174296,0.5028925509811352,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.0802987970225908,0.0802987970225908,0.7762435808121293,0.1149999999999991,2,0.7815149980043596,2,6,0.34555679069864054,0.6450095238095238,2,0.7790376408461515,0.0,0.43757431629013077,0.35,1.0,0.0,5.58,True,-100.49840071085985,0.02553191489361702,4,473.0785998981446,0,Balanced push/drag task with radio radius sweep.,-97.58165814324832,True,0.7802763194252555,0.22,0.25,6.0,2.9167425676115357,classic_centralized_shortest_push,False,0.6893617021276596,push_drag,0.14995430537761265,False,58.44371551535002,24.0
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed8800,harsh_4m_35loss_400ms,8800,classic_decentralized_sensor_apf,Classic decentralized sensor APF,193,2,1752,0.18439716312056736,0.1,0.11063829787234042,0,0.0,low,1746,24,4.0,42.0,0.11015981735159817,0.24,0.4,0.5632017745847533,784,0.01702127659574468,0.8893617021276596,0.18,469.37336278418206,0.9437405151623521,0.016471379274050513,1.0980200246330656,0.013043478260869601,0.9869565217391304,42.0,4,0.22,20.31885338363613,4.859999999999999,0.9213896729587658,0.5815833482056733,0.0,1.0,0.8212765957446808,-0.0184095230691458,5.56595744680851,0.3218021535518014,0.23049645390070925,0.39399525972930804,1.5675,7.913401461777551,0.16826658020383387,0.2676852906237813,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.0803904620894782,0.0803904620894782,0.5973723000247046,0.11499999999999966,2,0.7876849037487337,2,6,0.3488182808010993,0.6450095238095238,2,0.8066008105369807,0.0,0.4474885844748858,0.35,0.7807144120003824,0.0,0.18,True,-100.49840071085985,0.0,4,305.6234000250697,0,Balanced push/drag task with radio radius sweep.,13.754274933601586,True,0.7971428571428572,0.22,0.25,6.0,114.25267564446145,classic_decentralized_apf_push,False,0.5234042553191489,push_drag,0.3067476027904148,False,42.75249571986177,24.0
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed8800,harsh_4m_35loss_400ms,8800,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,349,4,3544,0.38085106382978723,0.1,0.029787234042553193,0,0.0,low,3516,7,4.0,42.0,0.0984762979683973,0.24,0.4,0.574247049033789,1564,0.0,0.9702127659574468,0.18,736.8406151077837,12.411651275758244,0.21662418037133602,3.244219771577643,0.22660098522167482,0.7733990147783252,42.0,2,0.22,15.68701958928998,14.94,3.721058797183287,0.6472897683300881,0.0,1.0,1.4851063829787234,-0.03529545347365683,5.293617021276596,0.7159517054617078,0.275886524822695,0.4151929128544208,5.862857142857142,10.026163852518499,0.30088849307332455,0.6539139980204999,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.08030394603571855,0.08030394603571855,0.36440297114782655,0.11499999999999899,2,0.7828611341377298,2,6,0.328707445644185,0.6450095238095238,2,0.7774205581652391,0.0,0.44130925507900676,0.35,1.0,0.0,5.58,True,-100.49840071085985,0.029787234042553193,4,717.375100008212,0,Balanced push/drag task with radio radius sweep.,-38.71685225475816,True,0.7801408461514845,0.22,0.25,6.0,61.781548456101696,ours_tensor_game_push,False,0.5574468085106383,push_drag,0.269762884754718,False,76.39143381401566,24.0
SP7_MC_communication_robustness,radius_sweep_balanced_push,radius_sweep_balanced_push_harsh_4m_35loss_400ms_seed8800,harsh_4m_35loss_400ms,8800,reference_full_communication,Reference full-communication controller,335,4,3290,0.25106382978723396,0.1,0.01702127659574468,0,0.0,high,7020,5,4.0,42.0,0.10182370820668693,0.24,0.4,0.5660860416179566,1470,0.0,0.9829787234042553,0.18,468.0341134810404,0.3161625249165768,0.005518077031212876,8.633167490044404,0.4925373134328358,0.5074626865671642,42.0,2,0.22,9.8798586028664,23.759999999999998,3.721058797183287,0.49797250382578273,0.0,1.0,1.425531914893617,-0.03198026841001673,5.297872340425532,1.1928208432348966,0.274468085106383,0.4047201505589895,8.315999999999999,11.321475553092707,0.1936067735271172,0.7071280731840919,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.08076746901892284,0.31802712973808855,0.41699786105044306,0.11499999969825714,2,0.8031336157931901,2,6,0.34639926621841516,0.6450095238095238,2,0.7748670596542937,0.0,0.44680851063829785,0.35,1.0,0.0,5.9399999999999995,True,-100.49840071085985,0.01702127659574468,4,485.126500017941,0,Balanced push/drag task with radio radius sweep.,-100.49840071085985,True,0.7890003377237419,0.22,0.25,6.0,0.0,sota_centralized_cbf_push,False,0.6808510638297872,push_drag,0.2296899271213244,False,48.85063208892506,24.0
SP7_MC_communication_robustness,multi_group_obstacle_crossing,multi_group_obstacle_crossing_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_centralized_global_mpc,Classic centralized global comms,13160,4,13160,1.0,0.0,1.0,0,0.0,high,13104,0,inf,42.0,1.0,0.01,0.02,0.0,13160,1.0,0.0,0.18,797.3746414357468,0.256037479933934,0.004468697033356062,4.982233671261261,0.04166666666666663,0.9583333333333334,42.0,4,0.18,17.004583601275538,0.0,2.4183146123992336,0.7780963672112909,0.0,1.0,56.0,7.99999999999999,1.0,0.3216537793337678,1.0,0.019934963179098247,0.0,9.01397469735237,0.23581808830620965,0.4396691471454285,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.36141201551553326,0.11499999946988665,inf,0.11499999999999955,2,0.9821187500442821,3,8,0.9189271250026569,0.028733333333333333,0,0.0,0.0,1.0,0.0,0.9142506500128704,0.0,2.52,True,-78.41431852627046,0.0,5,509.1045000590384,0,Several AMR groups cross while a coalition transports a payload around obstacles.,-35.646457022468574,True,0.49105937502214103,0.02,0.03,6.0,42.76786150380189,classic_centralized_shortest_push,False,1.0,push_drag,0.3819831308337053,False,87.21715779974737,24.0
SP7_MC_communication_robustness,multi_group_obstacle_crossing,multi_group_obstacle_crossing_nominal_full_mesh_seed8800,nominal_full_mesh,8800,classic_decentralized_sensor_apf,Classic decentralized sensor APF,13160,2,13160,1.0,0.0,1.0,0,0.0,low,13104,0,inf,42.0,1.0,0.01,0.02,0.0,13160,1.0,0.0,0.18,237.70942702329089,97.14832861913106,1.6955581972132734,11.883867383458565,0.1691542288557214,0.8308457711442786,42.0,6,0.18,5.778425851991893,0.0,9.351898845721001,0.6883244013039204,0.0,1.022192758253814,56.0,7.99999999999999,1.0,1.5542620153490703,1.0,0.020162429266455166,0.0,13.60139017414131,0.0644830230793892,0.9585648558335783,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,3.5706241850116367,0.11499999999999683,inf,0.11499999999999977,2,0.9859354947652821,3,8,0.9191561296859169,0.028733333333333333,0,0.0,0.2015436890148559,1.0,0.0,1.0,0.2015436890148559,5.9399999999999995,True,-78.41431852627046,0.0,5,547.4239999894053,0,Several AMR groups cross while a coalition transports a payload around obstacles.,-122.75393010953876,True,0.49296774738264104,0.02,0.03,6.0,-44.339611583268294,classic_decentralized_apf_push,False,1.0,push_drag,0.36161718153911293,False,26.982840238887405,24.0
