scenario_generator,communication_profile,method,method_label,active_control_messages_mean,active_control_messages_std,assigned_robots_mean,assigned_robots_std,attempted_messages_mean,attempted_messages_std,base_connected_time_ratio_mean,base_connected_time_ratio_std,coalition_connected_time_ratio_mean,coalition_connected_time_ratio_std,collision_rate_mean,collision_rate_std,communication_outage_count_mean,communication_outage_count_std,completion_time_s_mean,completion_time_s_std,control_packet_ratio_mean,control_packet_ratio_std,delay_violation_rate_mean,delay_violation_rate_std,delivered_messages_mean,delivered_messages_std,direct_clique_time_ratio_mean,direct_clique_time_ratio_std,disconnected_time_ratio_mean,disconnected_time_ratio_std,energy_proxy_wh_mean,energy_proxy_wh_std,final_orientation_error_deg_mean,final_orientation_error_deg_std,final_position_error_m_mean,final_position_error_m_std,formation_broken_rate_mean,formation_broken_rate_std,formation_integrity_rate_mean,formation_integrity_rate_std,idle_robots_mean,idle_robots_std,longest_outage_s_mean,longest_outage_s_std,mean_active_link_count_mean,mean_active_link_count_std,mean_algebraic_connectivity_mean,mean_algebraic_connectivity_std,mean_component_count_mean,mean_component_count_std,mean_largest_component_ratio_mean,mean_largest_component_ratio_std,mean_link_delay_s_mean,mean_link_delay_s_std,mean_outage_duration_s_mean,mean_outage_duration_s_std,method_communication_dependency,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,min_mobile_group_clearance_m_mean,min_mobile_group_clearance_m_std,min_obstacle_clearance_m_mean,min_obstacle_clearance_m_std,mobile_group_detection_rate_mean,mobile_group_detection_rate_std,n,network_quality_score_mean,network_quality_score_std,network_severity_mean,network_severity_std,obstacle_detection_rate_mean,obstacle_detection_rate_std,optimality_gap_vs_reference_mean,optimality_gap_vs_reference_std,packet_delivery_ratio_mean,packet_delivery_ratio_std,pickup_success_mean,pickup_success_std,relay_success_rate_mean,relay_success_rate_std,runtime_ms_mean,runtime_ms_std,score_value_mean,score_value_std,selected_task_load_mean,selected_task_load_std,sensor_coverage_rate_mean,sensor_coverage_rate_std,target_reached_mean,target_reached_std,temporal_coalition_connected_rate_mean,temporal_coalition_connected_rate_std,transport_network_score_mean,transport_network_score_std,transport_success_mean,transport_success_std,travel_distance_m_mean,travel_distance_m_std
cargo_sensor_degradation,nominal_full_mesh,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,4700.0,0.0,3.0,0.0,4700.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.699999999999996,0.0,1.0,0.0,0.0,0.0,4700.0,0.0,1.0,0.0,0.0,0.0,636.4051209307024,0.0,1.4889496801234529e-05,0.0,0.3367947549416891,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.02012154295985454,0.0,0.0,0.0,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,nan,0.0,0.11500000000000005,0.0,0.0,0.0,1,0.9385098277608915,0.0,0.028733333333333333,0.0,0.9813728470111449,0.0,0.9389043745125197,0.0,1.0,0.0,1.0,0.0,0.0,0.0,168.98289998061955,0.0,18.77123914409929,0.0,1.0,0.0,0.49068642350557246,0.0,0.0,0.0,1.0,0.0,0.39139137588652484,0.0,0.0,0.0,64.08745518102057,0.0
cargo_sensor_degradation,nominal_full_mesh,reference_full_communication,Reference full-communication controller,4700.0,0.0,4.0,0.0,4700.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.54,0.0,1.0,0.0,0.0,0.0,4700.0,0.0,1.0,0.0,0.0,0.0,824.4571391239083,0.0,3.974667254000281e-06,0.0,0.006060602557753836,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.01993363598511963,0.0,0.0,0.0,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,nan,0.0,0.11500000000000005,0.0,0.0,0.0,1,0.9386314083080041,0.0,0.028733333333333333,0.0,0.9828926038500507,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,213.79000006709248,0.0,307.2435873161803,0.0,1.0,0.0,0.49144630192502536,0.0,1.0,0.0,1.0,0.0,0.9914083971631206,0.0,1.0,0.0,85.57433523685826,0.0
monte_carlo,mc_r100_loss08_delay351,classic_centralized_global_mpc,Classic centralized global comms,1859.0,0.0,4.0,0.0,10860.0,0.0,0.9787234042553191,0.0,0.04680851063829787,0.0,0.0,0.0,11.0,0.0,42.0,0.0,0.17117863720073664,0.0,0.5904009143887793,0.0,7591.0,0.0,0.0,0.0,0.9531914893617022,0.0,721.7767391861572,0.0,2.9086737227328006,0.0,5.0140068531056965,0.0,0.95260663507109,0.0,0.04739336492890995,0.0,4.0,0.0,8.459999999999999,0.0,7.910638297872341,0.0,-0.07087395178156623,0.0,4.523404255319149,0.0,0.5015957446808511,0.0,0.34932932617391105,0.0,3.6654545454545446,0.0,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.11499999946988665,0.0,nan,0.0,0.9179553779553781,0.0,1,0.3925336527584324,0.0,0.31965266309605594,0.0,0.0,0.0,0.0,0.0,0.698987108655617,0.0,1.0,0.0,0.04680851063829787,0.0,490.212699980475,0.0,-120.85953843788334,0.0,1.0,0.0,0.45897768897768904,0.0,0.0,0.0,0.7829787234042553,0.0,0.16253764977480614,0.0,0.0,0.0,78.67077087801069,0.0
monte_carlo,mc_r100_loss08_delay351,classic_decentralized_sensor_apf,Classic decentralized sensor APF,1318.0,0.0,2.0,0.0,7916.0,0.0,0.7702127659574468,0.0,0.13191489361702127,0.0,0.0,0.0,28.0,0.0,42.0,0.0,0.16649823143001516,0.0,0.5944551618997138,0.0,5488.0,0.0,0.03829787234042553,0.0,0.8680851063829788,0.0,235.9404623939045,0.0,97.1132181097835,0.0,11.888398461239847,0.0,0.1840796019900498,0.0,0.8159203980099502,0.0,6.0,0.0,4.859999999999999,0.0,5.608510638297872,0.0,-0.13044184859215047,0.0,5.340425531914893,0.0,0.3898936170212766,0.0,0.35229481714815,0.0,1.3114285714285714,0.0,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.11499999999999683,0.0,nan,0.0,0.9285309017223909,0.0,1,0.3884435045178017,0.0,0.31965266309605594,0.0,0.0,0.0,0.0,0.0,0.6932794340576048,0.0,1.0,0.0,0.0,0.0,540.4877999098971,0.0,-124.13644176188431,0.0,1.0,0.0,0.46426545086119547,0.0,0.0,0.0,0.6340425531914894,0.0,0.2849293543140843,0.0,0.0,0.0,26.738836749601063,0.0
monte_carlo,mc_r100_loss08_delay351,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,1734.0,0.0,4.0,0.0,10222.0,0.0,0.9739361702127659,0.0,0.07659574468085106,0.0,0.0,0.0,18.0,0.0,42.0,0.0,0.1696341224809235,0.0,0.5919697819704935,0.0,7138.0,0.0,0.0,0.0,0.9234042553191489,0.0,844.5774939412283,0.0,1.8024562152833308,0.0,6.631883411654878,0.0,0.08415841584158412,0.0,0.9158415841584159,0.0,4.0,0.0,5.3999999999999995,0.0,7.378723404255319,0.0,-0.0713411512213868,0.0,4.642553191489362,0.0,0.4797872340425532,0.0,0.35125185622834204,0.0,2.17,0.0,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.11499999946988665,0.0,nan,0.0,0.9211059684995855,0.0,1,0.40884508068164993,0.0,0.31965266309605594,0.0,0.0,0.0,0.0,0.0,0.6982977890823714,0.0,1.0,0.0,0.07659574468085106,0.0,952.9272000072524,0.0,-56.54460510204271,0.0,1.0,0.0,0.46055298424979274,0.0,0.0,0.0,0.8553191489361702,0.0,0.30377296476077753,0.0,0.0,0.0,92.5634258026024,0.0
monte_carlo,mc_r100_loss08_delay351,reference_full_communication,Reference full-communication controller,1486.0,0.0,4.0,0.0,8850.0,0.0,0.8867021276595745,0.0,0.09361702127659574,0.0,0.0,0.0,22.0,0.0,42.0,0.0,0.16790960451977402,0.0,0.5930179196316605,0.0,6156.0,0.0,0.0,0.0,0.9063829787234042,0.0,795.3491045538708,0.0,164.3951224169786,0.0,8.324298592534927,0.0,0.9104477611940298,0.0,0.08955223880597014,0.0,4.0,0.0,5.58,0.0,6.323404255319149,0.0,-0.08113700532541139,0.0,5.1191489361702125,0.0,0.43563829787234043,0.0,0.35265369814353326,0.0,1.7427272727272725,0.0,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.11499999946988665,0.0,nan,0.0,0.9335186562846137,0.0,1,0.4104400170811278,0.0,0.31965266309605594,0.0,0.0,0.0,0.0,0.0,0.6955932203389831,0.0,1.0,0.0,0.09361702127659574,0.0,671.3514000875875,0.0,-199.00118951327823,0.0,1.0,0.0,0.46675932814230686,0.0,0.0,0.0,0.8425531914893617,0.0,0.17178996060031312,0.0,0.0,0.0,82.77513736259519,0.0
multi_group_obstacle_crossing,harsh_4m_35loss_400ms,classic_centralized_global_mpc,Classic centralized global comms,471.0,0.0,4.0,0.0,4500.0,0.0,0.40691489361702127,0.0,0.00425531914893617,0.0,0.0,0.0,2.0,0.0,42.0,0.0,0.10466666666666667,0.0,0.564944092239725,0.0,1986.0,0.0,0.0,0.0,0.9957446808510638,0.0,564.1269441586583,0.0,2.186535593526647,0.0,10.432015705145963,0.0,0.6633663366336633,0.0,0.33663366336633666,0.0,4.0,0.0,41.4,0.0,2.0042553191489363,0.0,-0.04779020623001834,0.0,7.051063829787234,0.0,0.23297872340425532,0.0,0.4039803430278859,0.0,21.06,0.0,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.08000332355955808,0.0,nan,0.0,0.7900350358860997,0.0,1,0.27896593194040004,0.0,0.6450095238095238,0.0,0.0,0.0,0.0,0.0,0.44133333333333336,0.0,1.0,0.0,0.00425531914893617,0.0,469.9653999414295,0.0,-136.09928723099108,0.0,1.0,0.0,0.39501751794304985,0.0,0.0,0.0,0.6723404255319149,0.0,0.19291661661026988,0.0,0.0,0.0,56.86055643795521,0.0
multi_group_obstacle_crossing,harsh_4m_35loss_400ms,classic_decentralized_sensor_apf,Classic decentralized sensor APF,249.0,0.0,2.0,0.0,2388.0,0.0,0.28936170212765955,0.0,0.07659574468085106,0.0,0.0,0.0,18.0,0.0,42.0,0.0,0.10427135678391959,0.0,0.5593977771637346,0.0,1056.0,0.0,0.00851063829787234,0.0,0.9234042553191489,0.0,551.3530451262488,0.0,2.2799273298034977,0.0,3.981082782315186,0.0,0.26315789473684215,0.0,0.7368421052631579,0.0,6.0,0.0,8.1,0.0,1.0595744680851065,0.0,-0.015963247275915048,0.0,7.451063829787234,0.0,0.18563829787234043,0.0,0.4046029968028765,0.0,2.17,0.0,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.11499999979862457,0.0,nan,0.0,0.7745287218691475,0.0,1,0.2583263688804157,0.0,0.6450095238095238,0.0,0.0,0.0,0.0,0.0,0.44221105527638194,0.0,1.0,0.0,0.0,0.0,295.99590005818754,0.0,-38.504822039877496,0.0,1.0,0.0,0.3872643609345737,0.0,0.0,0.0,0.41702127659574467,0.0,0.2540604284853635,0.0,0.0,0.0,49.12544534734946,0.0
multi_group_obstacle_crossing,harsh_4m_35loss_400ms,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,301.0,0.0,4.0,0.0,3072.0,0.0,0.2648936170212766,0.0,0.00851063829787234,0.0,0.0,0.0,3.0,0.0,42.0,0.0,0.09798177083333333,0.0,0.5735610488801977,0.0,1345.0,0.0,0.0,0.0,0.9914893617021276,0.0,806.7076449295223,0.0,1.0599686985411139,0.0,6.401822395896537,0.0,0.0531400966183575,0.0,0.9468599033816425,0.0,4.0,0.0,23.58,0.0,1.2808510638297872,0.0,-0.013149659335104143,0.0,7.361702127659575,0.0,0.19946808510638298,0.0,0.4031424327628588,0.0,13.979999999999999,0.0,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.11499999999999927,0.0,nan,0.0,0.779952588782376,0.0,1,0.27436599952020496,0.0,0.6450095238095238,0.0,0.0,0.0,0.0,0.0,0.4378255208333333,0.0,1.0,0.0,0.00851063829787234,0.0,859.7592000151053,0.0,-49.10458456620056,0.0,1.0,0.0,0.389976294391188,0.0,0.0,0.0,0.6553191489361702,0.0,0.2899088244738915,0.0,0.0,0.0,82.92435054220167,0.0
multi_group_obstacle_crossing,harsh_4m_35loss_400ms,reference_full_communication,Reference full-communication controller,410.0,0.0,4.0,0.0,4220.0,0.0,0.3840425531914894,0.0,0.00851063829787234,0.0,0.0,0.0,3.0,0.0,42.0,0.0,0.0971563981042654,0.0,0.5755029833190033,0.0,1870.0,0.0,0.0,0.0,0.9914893617021276,0.0,693.8335732470555,0.0,65.77837913286086,0.0,10.222398173324498,0.0,1.0,0.0,0.0,0.0,4.0,0.0,17.64,0.0,1.7446808510638299,0.0,-0.029110637287534172,0.0,7.178723404255319,0.0,0.21914893617021278,0.0,0.4081776284024611,0.0,13.979999999999999,0.0,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.11499999999999927,0.0,nan,0.0,0.7729085807809212,0.0,1,0.26910517936233375,0.0,0.6450095238095238,0.0,0.0,0.0,0.0,0.0,0.4431279620853081,0.0,1.0,0.0,0.00851063829787234,0.0,540.2575999032706,0.0,-190.18647682013713,0.0,1.0,0.0,0.3864542903904606,0.0,0.0,0.0,0.6127659574468085,0.0,0.13767472511072673,0.0,0.0,0.0,70.52223953537786,0.0
multi_group_obstacle_crossing,nominal_full_mesh,classic_centralized_global_mpc,Classic centralized global comms,13160.0,0.0,4.0,0.0,13160.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,13160.0,0.0,1.0,0.0,0.0,0.0,797.3746414357468,0.0,0.256037479933934,0.0,4.982233671261261,0.0,0.04166666666666663,0.0,0.9583333333333334,0.0,4.0,0.0,0.0,0.0,56.0,0.0,7.99999999999999,0.0,1.0,0.0,1.0,0.0,0.019934963179098247,0.0,0.0,0.0,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.11499999946988665,0.0,nan,0.0,0.9821187500442821,0.0,1,0.9189271250026569,0.0,0.028733333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,509.1045000590384,0.0,-35.646457022468574,0.0,1.0,0.0,0.49105937502214103,0.0,0.0,0.0,1.0,0.0,0.3819831308337053,0.0,0.0,0.0,87.21715779974737,0.0
multi_group_obstacle_crossing,nominal_full_mesh,classic_decentralized_sensor_apf,Classic decentralized sensor APF,13160.0,0.0,2.0,0.0,13160.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,13160.0,0.0,1.0,0.0,0.0,0.0,237.70942702329089,0.0,97.14832861913106,0.0,11.883867383458565,0.0,0.1691542288557214,0.0,0.8308457711442786,0.0,6.0,0.0,0.0,0.0,56.0,0.0,7.99999999999999,0.0,1.0,0.0,1.0,0.0,0.020162429266455166,0.0,0.0,0.0,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.11499999999999683,0.0,nan,0.0,0.9859354947652821,0.0,1,0.9191561296859169,0.0,0.028733333333333333,0.0,0.0,0.0,0.2015436890148559,0.0,1.0,0.0,1.0,0.0,0.0,0.0,547.4239999894053,0.0,-122.75393010953876,0.0,1.0,0.0,0.49296774738264104,0.0,0.0,0.0,1.0,0.0,0.36161718153911293,0.0,0.0,0.0,26.982840238887405,0.0
multi_group_obstacle_crossing,nominal_full_mesh,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,13160.0,0.0,4.0,0.0,13160.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,13160.0,0.0,1.0,0.0,0.0,0.0,846.5216741901273,0.0,1.9570028517687856,0.0,6.938292772876882,0.0,0.06372549019607843,0.0,0.9362745098039216,0.0,4.0,0.0,0.0,0.0,56.0,0.0,7.99999999999999,0.0,1.0,0.0,1.0,0.0,0.02016910594564626,0.0,0.0,0.0,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.11499999946988665,0.0,nan,0.0,0.9807597662384896,0.0,1,0.9188455859743093,0.0,0.028733333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,999.8882999643683,0.0,-57.474488334837325,0.0,1.0,0.0,0.4903798831192448,0.0,0.0,0.0,1.0,0.0,0.3784423036050307,0.0,0.0,0.0,92.7936730101072,0.0
multi_group_obstacle_crossing,nominal_full_mesh,reference_full_communication,Reference full-communication controller,13160.0,0.0,4.0,0.0,13160.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,13160.0,0.0,1.0,0.0,0.0,0.0,914.4934615833881,0.0,5.524240960206873,0.0,8.046196620833324,0.0,0.154228855721393,0.0,0.845771144278607,0.0,4.0,0.0,0.0,0.0,56.0,0.0,7.99999999999999,0.0,1.0,0.0,1.0,0.0,0.02012768032013522,0.0,0.0,0.0,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.11499999946988665,0.0,nan,0.0,0.9833964380772892,0.0,1,0.9190037862846373,0.0,0.028733333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,673.1396000832319,0.0,-78.41431852627046,0.0,1.0,0.0,0.4916982190386446,0.0,0.0,0.0,1.0,0.0,0.36398391316442635,0.0,0.0,0.0,95.20774791396093,0.0
radius_sweep_balanced_push,harsh_4m_35loss_400ms,classic_centralized_global_mpc,Classic centralized global comms,334.0,0.0,4.0,0.0,3364.0,0.0,0.3269503546099291,0.0,0.02553191489361702,0.0,0.0,0.0,7.0,0.0,42.0,0.0,0.09928656361474435,0.0,0.5702603661114298,0.0,1472.0,0.0,0.0,0.0,0.9744680851063829,0.0,573.5498060020527,0.0,15.518250359267395,0.0,2.193327793007725,0.0,0.9901477832512315,0.0,0.009852216748768473,0.0,2.0,0.0,12.24,0.0,1.421276595744681,0.0,-0.02792238415981843,0.0,5.263829787234043,0.0,0.27375886524822696,0.0,0.4064710089204097,0.0,5.888571428571429,0.0,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.0802987970225908,0.0,0.7762435808121293,0.0,0.7815149980043596,0.0,1,0.34555679069864054,0.0,0.6450095238095238,0.0,0.7790376408461515,0.0,0.0,0.0,0.43757431629013077,0.0,1.0,0.0,0.02553191489361702,0.0,473.0785998981446,0.0,-97.58165814324832,0.0,1.0,0.0,0.7802763194252555,0.0,0.0,0.0,0.6893617021276596,0.0,0.14995430537761265,0.0,0.0,0.0,58.44371551535002,0.0
radius_sweep_balanced_push,harsh_4m_35loss_400ms,classic_decentralized_sensor_apf,Classic decentralized sensor APF,193.0,0.0,2.0,0.0,1752.0,0.0,0.18439716312056736,0.0,0.11063829787234042,0.0,0.0,0.0,24.0,0.0,42.0,0.0,0.11015981735159817,0.0,0.5632017745847533,0.0,784.0,0.0,0.01702127659574468,0.0,0.8893617021276596,0.0,469.37336278418206,0.0,0.9437405151623521,0.0,1.0980200246330656,0.0,0.013043478260869601,0.0,0.9869565217391304,0.0,4.0,0.0,4.859999999999999,0.0,0.8212765957446808,0.0,-0.0184095230691458,0.0,5.56595744680851,0.0,0.23049645390070925,0.0,0.39399525972930804,0.0,1.5675,0.0,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.0803904620894782,0.0,0.5973723000247046,0.0,0.7876849037487337,0.0,1,0.3488182808010993,0.0,0.6450095238095238,0.0,0.8066008105369807,0.0,0.0,0.0,0.4474885844748858,0.0,1.0,0.0,0.0,0.0,305.6234000250697,0.0,13.754274933601586,0.0,1.0,0.0,0.7971428571428572,0.0,0.0,0.0,0.5234042553191489,0.0,0.3067476027904148,0.0,0.0,0.0,42.75249571986177,0.0
radius_sweep_balanced_push,harsh_4m_35loss_400ms,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,349.0,0.0,4.0,0.0,3544.0,0.0,0.38085106382978723,0.0,0.029787234042553193,0.0,0.0,0.0,7.0,0.0,42.0,0.0,0.0984762979683973,0.0,0.574247049033789,0.0,1564.0,0.0,0.0,0.0,0.9702127659574468,0.0,736.8406151077837,0.0,12.411651275758244,0.0,3.244219771577643,0.0,0.22660098522167482,0.0,0.7733990147783252,0.0,2.0,0.0,14.94,0.0,1.4851063829787234,0.0,-0.03529545347365683,0.0,5.293617021276596,0.0,0.275886524822695,0.0,0.4151929128544208,0.0,5.862857142857142,0.0,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.08030394603571855,0.0,0.36440297114782655,0.0,0.7828611341377298,0.0,1,0.328707445644185,0.0,0.6450095238095238,0.0,0.7774205581652391,0.0,0.0,0.0,0.44130925507900676,0.0,1.0,0.0,0.029787234042553193,0.0,717.375100008212,0.0,-38.71685225475816,0.0,1.0,0.0,0.7801408461514845,0.0,0.0,0.0,0.5574468085106383,0.0,0.269762884754718,0.0,0.0,0.0,76.39143381401566,0.0
radius_sweep_balanced_push,harsh_4m_35loss_400ms,reference_full_communication,Reference full-communication controller,335.0,0.0,4.0,0.0,3290.0,0.0,0.25106382978723396,0.0,0.01702127659574468,0.0,0.0,0.0,5.0,0.0,42.0,0.0,0.10182370820668693,0.0,0.5660860416179566,0.0,1470.0,0.0,0.0,0.0,0.9829787234042553,0.0,468.0341134810404,0.0,0.3161625249165768,0.0,8.633167490044404,0.0,0.4925373134328358,0.0,0.5074626865671642,0.0,2.0,0.0,23.759999999999998,0.0,1.425531914893617,0.0,-0.03198026841001673,0.0,5.297872340425532,0.0,0.274468085106383,0.0,0.4047201505589895,0.0,8.315999999999999,0.0,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.31802712973808855,0.0,0.41699786105044306,0.0,0.8031336157931901,0.0,1,0.34639926621841516,0.0,0.6450095238095238,0.0,0.7748670596542937,0.0,0.0,0.0,0.44680851063829785,0.0,1.0,0.0,0.01702127659574468,0.0,485.126500017941,0.0,-100.49840071085985,0.0,1.0,0.0,0.7890003377237419,0.0,0.0,0.0,0.6808510638297872,0.0,0.2296899271213244,0.0,0.0,0.0,48.85063208892506,0.0
radius_sweep_balanced_push,nominal_full_mesh,classic_centralized_global_mpc,Classic centralized global comms,7050.0,0.0,4.0,0.0,7050.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,7050.0,0.0,1.0,0.0,0.0,0.0,712.0562938665595,0.0,15.26000274203847,0.0,2.939325598030323,0.0,0.14553990610328638,0.0,0.8544600938967136,0.0,2.0,0.0,0.0,0.0,30.0,0.0,5.999999999999998,0.0,1.0,0.0,1.0,0.0,0.0200623110643336,0.0,0.0,0.0,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.08016180569573161,0.0,0.1408068209943028,0.0,0.980885757268736,0.0,1,0.9972748088790642,0.0,0.028733333333333333,0.0,0.9802707930367504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,481.5445999847725,0.0,-29.93545807005423,0.0,1.0,0.0,0.9805782751527432,0.0,0.0,0.0,1.0,0.0,0.3763320882665432,0.0,0.0,0.0,82.3138323930866,0.0
radius_sweep_balanced_push,nominal_full_mesh,classic_decentralized_sensor_apf,Classic decentralized sensor APF,7050.0,0.0,2.0,0.0,7050.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,7050.0,0.0,1.0,0.0,0.0,0.0,162.7276767053822,0.0,95.69717888105154,0.0,12.60101233629523,0.0,0.2885572139303483,0.0,0.7114427860696517,0.0,4.0,0.0,0.0,0.0,30.0,0.0,5.999999999999998,0.0,1.0,0.0,1.0,0.0,0.02005372252636359,0.0,0.0,0.0,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.6948639541582673,0.0,1.4558881412809677,0.0,0.9812765957446808,0.0,1,0.9970609929078014,0.0,0.028733333333333333,0.0,0.9773049645390072,0.0,0.3015692649299777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,547.0750000094995,0.0,-138.40001098639837,0.0,1.0,0.0,0.979290780141844,0.0,0.0,0.0,1.0,0.0,0.3534193847782364,0.0,0.0,0.0,22.56153945386467,0.0
