candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw,screening_decision,exclusion_reason,screening_reason,screening_basis,screening_protocol,screening_method,screening_relevant_axes,problem_family,method_family,coordination_architecture,robot_type,heterogeneity,coalition_or_team,physical_transport,contact_or_wrench,local_communication,robustness_or_failures,industrial_context,theoretical_guarantees_claimed,experimental_platform,manual_audit_status,manual_audit_decision,manual_audit_correction,manual_audit_reviewer,doi_recovery_status,doi_recovery_method,doi_recovery_candidates,snowball_anchor_ids,snowball_directions,identity_resolution,version_relationship,doi_recovered,alias_candidate_ids,alias_dois,alias_titles,alias_source_ids
C639C30C86C3C,Cooperative Localization in Multi-Robot Systems: Addressing Complex Communication Constraints,Cooperative Localization in Multi-Robot Systems: Addressing Complex Communication Constraints,cooperative localization in multi robot systems addressing complex communication constraints,Zhen Sun; Lei Shi; Shuaiming Yan,Zhen Sun; Lei Shi; Shuaiming Yan,zhen sun; lei shi; shuaiming yan,2025,2025,2025 IEEE 14th Data Driven Control and Learning Systems (DDCLS),2025 IEEE 14th Data Driven Control and Learning Systems (DDCLS),10.1109/ddcls66240.2025.11066024,10.1109/ddcls66240.2025.11066024,10.1109/ddcls66240.2025.11066024,,proceedings-article,crossref:10.1109/ddcls66240.2025.11066024,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-12T18:02:44.199785+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,robustness_or_communication,robustness_communication,unclear,unclear,mobile_robot,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C33F7AC523F54,Cooperative Path Planning for Object Transportation with Fault Management,Cooperative Path Planning for Object Transportation with Fault Management,cooperative path planning for object transportation with fault management,Bandita Sahu; Indrajeet Kumar,"Sahu, B.; Kumar, I.","sahu, b.; kumar, i.",2025,2026,Automation,Automation,10.3390/automation7010001,10.3390/automation7010001,10.3390/automation7010001,,journal-article,crossref:10.3390/automation7010001,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,screened_title_abstract,L027,,,crossref,2026-09-12T18:02:44.100883+00:00,unique,unique,,,"{""authors"": ""Sahu, B.; Kumar, I."", ""doi"": ""10.3390/automation7010001"", ""legacy_seed_id"": ""L027"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Cooperative Path Planning for Object Transportation with Fault Management"", ""venue"": ""Automation"", ""verification_status"": ""unverified_seed"", ""year"": ""2026""}",maybe_fulltext,,"Relevant axis is present, but the robotic applicability or method scope remains incomplete in metadata.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,transport_or_manipulation;robustness_or_communication;safety_or_navigation,cooperative_transport;robustness_communication;safety_navigation,planning;physical_manipulation,unclear,unclear,unclear,unclear,explicit_transport_or_manipulation,unclear,explicit_local_or_network_constraint,explicit_fault_recovery,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CB010FC862245,Cooperative Primed Probabilistic Search of People in Industrial Outdoor Environments Using a Heterogeneous Robot Team,Cooperative Primed Probabilistic Search of People in Industrial Outdoor Environments Using a Heterogeneous Robot Team,cooperative primed probabilistic search of people in industrial outdoor environments using a heterogeneous robot team,Markus Kramer; Jonathan Lichtenfeld; Kevin Daun; Oskar von Stryk,Markus Kramer; Jonathan Lichtenfeld; Kevin Daun; Oskar von Stryk,markus kramer; jonathan lichtenfeld; kevin daun; oskar von stryk,2025,2025,2025 IEEE International Symposium on Multi-Robot and Multi-Agent Systems (MRS),2025 IEEE International Symposium on Multi-Robot and Multi-Agent Systems (MRS),10.1109/mrs66243.2025.11357271,10.1109/mrs66243.2025.11357271,10.1109/mrs66243.2025.11357271,,proceedings-article,crossref:10.1109/mrs66243.2025.11357271,crossref,crossref,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,1,crossref,2026-09-12T18:02:44.175443+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,heterogeneous_capabilities,unclear,unclear,unclear,unclear,explicit_heterogeneous,team,unclear,unclear,unclear,unclear,explicit_industrial,unclear,unclear,selected_single_reviewer,include_fulltext,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CA5A4BBA9A8CC,Cooperative transportation of an object with a nonholonomic constraint by a swarm robot,Cooperative transportation of an object with a nonholonomic constraint by a swarm robot,cooperative transportation of an object with a nonholonomic constraint by a swarm robot,Yuto Fukao; Tatsuro Terakawa; Takahiro Endo; Fumitoshi Matsuno; Yoshihiro Morimoto; Takumi Koshimoto; Daisuke Mizuno,"Fukao, T.; et al.","fukao, t.; et al.",2025,2025,ROBOMECH Journal,ROBOMECH Journal,10.1186/s40648-025-00308-3,10.1186/s40648-025-00308-3,10.1186/s40648-025-00308-3,,journal-article,crossref:10.1186/s40648-025-00308-3,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,screened_title_abstract,L022,,1,crossref,2026-09-12T18:02:44.097274+00:00,unique,unique,,,"{""authors"": ""Fukao, T.; et al."", ""doi"": ""10.1186/s40648-025-00308-3"", ""legacy_seed_id"": ""L022"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Cooperative transportation of an object with a nonholonomic constraint by a swarm robot"", ""venue"": ""ROBOMECH Journal"", ""verification_status"": ""unverified_seed"", ""year"": ""2025""}",include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,transport_or_manipulation,cooperative_transport,physical_manipulation,unclear,unclear,unclear,unclear,explicit_transport_or_manipulation,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CE8AA9D7499C9,Distributed Event-Triggered Consensus Tracking Control of Multi-Agent Systems with Packet Loss and Communication Delay,Distributed Event-Triggered Consensus Tracking Control of Multi-Agent Systems with Packet Loss and Communication Delay,distributed event triggered consensus tracking control of multi agent systems with packet loss and communication delay,Yuanqing Fang; Jiaxin Wang; Mingyang Xie,Yuanqing Fang; Jiaxin Wang; Mingyang Xie,yuanqing fang; jiaxin wang; mingyang xie,2025,2025,2025 44th Chinese Control Conference (CCC),2025 44th Chinese Control Conference (CCC),10.23919/ccc64809.2025.11179678,10.23919/ccc64809.2025.11179678,10.23919/ccc64809.2025.11179678,,proceedings-article,crossref:10.23919/ccc64809.2025.11179678,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-12T18:02:44.198917+00:00,unique,unique,,,,maybe_fulltext,,"Relevant axis is present, but the robotic applicability or method scope remains incomplete in metadata.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;robustness_or_communication,distributed_coordination;robustness_communication,consensus_control,distributed,unclear,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,unclear,selected_single_reviewer,maybe_fulltext,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C980AAB7A17C7,Event-Triggered Consensus Control for Multi-Robot Systems with Collaborative Localization in Intelligent Manufacturing,Event-Triggered Consensus Control for Multi-Robot Systems with Collaborative Localization in Intelligent Manufacturing,event triggered consensus control for multi robot systems with collaborative localization in intelligent manufacturing,Shuang Yu,Shuang Yu,shuang yu,2025,2025,,,10.21203/rs.3.rs-7772689/v1,10.21203/rs.3.rs-7772689/v1,10.21203/rs.3.rs-7772689/v1,"Abstract 
                 Intelligent manufacturing leverages multi-robot systems to collaboratively perform tasks such as material handling, assembly, and inspection, thereby enhancing production flexibility and efficiency. However, most existing multi-robot coordination control strategies rely on periodic communication or continuous data transmission, which cannot balance energy efficiency and real-time performance, and face challenges such as communication congestion and collision risks in dynamic tasks or high-dimensional factory environments. To address these shortcomings, this paper proposes an event-triggered consensus control method for multi-robot systems with collaborative localization. This method is based on collaborative localization among robots, employing an event-triggered mechanism to update control inputs only when the state error meets the triggering condition, and utilizes a consensus protocol to achieve formation and task synchronization. The approach constructs a multi-robot dynamics model, a collaborative localization filter, and event-triggered conditions, with system stability proven using the Lyapunov method. Experiments comparing the proposed method with various state-of-the-art control approaches validate its advantages in reducing energy consumption, minimizing communication events, and shortening convergence time. The results demonstrate that the proposed event-triggered consensus control effectively enhances the coordination efficiency of multi-robot systems in intelligent manufacturing while ensuring system stability and safety.",posted-content,crossref:10.21203/rs.3.rs-7772689/v1,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-12T18:02:44.199635+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination,distributed_coordination,consensus_control,unclear,mobile_robot,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,explicit_industrial,explicit_theory_or_guarantee_terms,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CBF6172F0E1D7,Fast and Robust Multi-Robot Image-Guided Navigation Using a Decentralized Cooperative Consensus,Fast and Robust Multi-Robot Image-Guided Navigation Using a Decentralized Cooperative Consensus,fast and robust multi robot image guided navigation using a decentralized cooperative consensus,Damian Lyons; Mohamed Rahouti; Nasim Paykari,Damian Lyons; Mohamed Rahouti; Nasim Paykari,damian lyons; mohamed rahouti; nasim paykari,2025,2025,,,10.2139/ssrn.5123189,10.2139/ssrn.5123189,10.2139/ssrn.5123189,,posted-content,crossref:10.2139/ssrn.5123189,crossref,crossref,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-12T18:02:44.117548+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;safety_or_navigation,distributed_coordination;safety_navigation,consensus_control;planning,decentralized;centralized,mobile_robot,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C4649C0749E2E,Learning Policies for Dynamic Coalition Formation in Multi-Robot Task Allocation,Learning Policies for Dynamic Coalition Formation in MRTA,learning policies for dynamic coalition formation in multi robot task allocation,Lucas C. D. Bezerra; Ataíde M. G. dos Santos; Shinkyu Park,"Bezerra, L. C. D.; et al.","bezerra, l. c. d.; et al.",2025,2025,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,10.1109/lra.2025.3592080,10.1109/LRA.2025.3592080,10.1109/lra.2025.3592080,,journal-article,crossref:10.1109/lra.2025.3592080,legacy_review;crossref;crossref,legacy_review;crossref;crossref,legacy_seed;legacy_seed_verify;Q1_coalition_transport,unverified_seed,metadata_verified,not_evidence,screened_title_abstract,L020,,8,crossref,2026-09-12T18:02:44.095573+00:00,unique,unique,,,"{""authors"": ""Bezerra, L. C. D.; et al."", ""doi"": ""10.1109/LRA.2025.3592080"", ""legacy_seed_id"": ""L020"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Learning Policies for Dynamic Coalition Formation in MRTA"", ""venue"": ""IEEE Robotics and Automation Letters"", ""verification_status"": ""unverified_seed"", ""year"": ""2025""}",include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition,task_allocation,learning,unclear,mobile_robot,unclear,explicit_coalition,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C824C187693EF,Mobile robot replacement in multi-robot fault-tolerant formation,Mobile robot replacement in multi-robot fault-tolerant formation,mobile robot replacement in multi robot fault tolerant formation,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,ahmed m. elsayed; mohamed elshalakani; sherif ali hammad; shady ahmed maged,2025,2025,IAES International Journal of Robotics and Automation (IJRA),IAES International Journal of Robotics and Automation (IJRA),10.11591/ijra.v14i4.pp463-471,10.11591/ijra.v14i4.pp463-471,10.11591/ijra.v14i4.pp463-471,"Formation control in multi-robot systems (MRS) is essential for collaborative transport, environmental surveillance, material handling, and distributed monitoring. A major challenge in MRS is maintaining predefined formations or cooperative task execution when individual robots experience operational faults, potentially isolating them from the group. In mission-critical scenarios, preserving the number of operational robots is crucial for task success. To address this, we propose a Robot Replacement approach framework for differential wheeled mobile robots. This approach isolates faulty robots and dynamically replaces them with pre-deployed spares, ensuring uninterrupted formation tasks. A graph theory-based framework models inter-robot communication and formation topology, enabling decentralized coordination. The proposed techniques were implemented in a MATLAB/Simulink simulation environment. The simulated robots are equipped with LiDAR, an inertial measurement unit (IMU), and wheel encoders for navigation. Simulation results demonstrate that the framework successfully maintains the target formation and task continuity during robot failures by dynamically integrating replacements with minimal disruption.",journal-article,crossref:10.11591/ijra.v14i4.pp463-471,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-12T18:02:44.161129+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;physical_feasibility;robustness_or_communication;safety_or_navigation,distributed_coordination;physical_feasibility;robustness_communication;safety_navigation,consensus_control;planning;physical_manipulation,distributed;decentralized;centralized,mobile_robot,unclear,unclear,unclear,explicit_contact_force,explicit_local_or_network_constraint,explicit_fault_recovery,unclear,explicit_theory_or_guarantee_terms,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C81C4EBC5F38D,Mobile robot replacement in multi-robot fault-tolerant formation,Mobile robot replacement in multi-robot fault-tolerant formation,mobile robot replacement in multi robot fault tolerant formation,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,ahmed m. elsayed; mohamed elshalakani; sherif ali hammad; shady ahmed maged,2025,2025,IAES International Journal of Robotics and Automation (IJRA),IAES International Journal of Robotics and Automation (IJRA),10.11591/ijra.v14i3.pp311-319,10.11591/ijra.v14i3.pp311-319,10.11591/ijra.v14i3.pp311-319,"Formation control in multi-robot systems (MRS) is essential for collaborative transport, environmental surveillance, material handling, and distributed monitoring. A major challenge in MRS is maintaining predefined formations or cooperative task execution when individual robots experience operational faults, potentially isolating them from the group. In mission-critical scenarios, preserving the number of operational robots is crucial for task success. To address this, we propose a Robot Replacement approach framework for differential wheeled mobile robots. This approach isolates faulty robots and dynamically replaces them with pre-deployed spares, ensuring uninterrupted formation tasks. A graph theory-based framework models inter-robot communication and formation topology, enabling decentralized coordination. The proposed techniques were implemented in a MATLAB/Simulink simulation environment. The simulated robots are equipped with LiDAR, an inertial measurement unit (IMU), and wheel encoders for navigation. Simulation results demonstrate that the framework successfully maintains the target formation and task continuity during robot failures by dynamically integrating replacements with minimal disruption.",journal-article,crossref:10.11591/ijra.v14i3.pp311-319,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-12T18:02:44.161149+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;physical_feasibility;robustness_or_communication;safety_or_navigation,distributed_coordination;physical_feasibility;robustness_communication;safety_navigation,consensus_control;planning;physical_manipulation,distributed;decentralized;centralized,mobile_robot,unclear,unclear,unclear,explicit_contact_force,explicit_local_or_network_constraint,explicit_fault_recovery,unclear,explicit_theory_or_guarantee_terms,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CEB6E822A55B8,Mobile robot replacement in multi-robot fault-tolerant formation,Mobile robot replacement in multi-robot fault-tolerant formation,mobile robot replacement in multi robot fault tolerant formation,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,ahmed m. elsayed; mohamed elshalakani; sherif ali hammad; shady ahmed maged,2025,2025,IAES International Journal of Robotics and Automation (IJRA),IAES International Journal of Robotics and Automation (IJRA),10.11591/ijra.v14i4.pp311-319,10.11591/ijra.v14i4.pp311-319,10.11591/ijra.v14i4.pp311-319,"Formation control in multi-robot systems (MRS) is essential for collaborative transport, environmental surveillance, material handling, and distributed monitoring. A major challenge in MRS is maintaining predefined formations or cooperative task execution when individual robots experience operational faults, potentially isolating them from the group. In mission-critical scenarios, preserving the number of operational robots is crucial for task success. To address this, we propose a Robot Replacement approach framework for differential wheeled mobile robots. This approach isolates faulty robots and dynamically replaces them with pre-deployed spares, ensuring uninterrupted formation tasks. A graph theory-based framework models inter-robot communication and formation topology, enabling decentralized coordination. The proposed techniques were implemented in a MATLAB/Simulink simulation environment. The simulated robots are equipped with LiDAR, an inertial measurement unit (IMU), and wheel encoders for navigation. Simulation results demonstrate that the framework successfully maintains the target formation and task continuity during robot failures by dynamically integrating replacements with minimal disruption.",journal-article,crossref:10.11591/ijra.v14i4.pp311-319,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,crossref,2026-09-12T18:02:44.161169+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;physical_feasibility;robustness_or_communication;safety_or_navigation,distributed_coordination;physical_feasibility;robustness_communication;safety_navigation,consensus_control;planning;physical_manipulation,distributed;decentralized;centralized,mobile_robot,unclear,unclear,unclear,explicit_contact_force,explicit_local_or_network_constraint,explicit_fault_recovery,unclear,explicit_theory_or_guarantee_terms,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CE3EC521638F5,Multi-agent reinforcement learning for resources allocation optimization: a survey,Multi-agent reinforcement learning for resources allocation optimization: a survey,multi agent reinforcement learning for resources allocation optimization a survey,Mohamad Abdul Hady; Siyi Hu; Mahardhika Pratama; Zehong Cao; Ryszard Kowalczyk,Mohamad Abdul Hady; Siyi Hu; Mahardhika Pratama; Zehong Cao; Ryszard Kowalczyk,mohamad abdul hady; siyi hu; mahardhika pratama; zehong cao; ryszard kowalczyk,2025,2025,Artificial Intelligence Review,Artificial Intelligence Review,10.1007/s10462-025-11340-5,https://doi.org/10.1007/s10462-025-11340-5,10.1007/s10462-025-11340-5,,article,openalex:https://openalex.org/W4413736352,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,82,openalex,2026-09-12T18:02:44.218290+00:00,unique,unique,,,,maybe_fulltext,,"A multi-robot signal is explicit, but the available metadata does not identify a specific TFM coordination axis; full-text inspection is required.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,optimization;learning;physical_manipulation;survey,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CE490248EFFC2,Multi-Robot Cooperative Transportation of Irregular Objects by Multi-Objective Optimization With Distributed Control,Multi-Robot Cooperative Transportation of Irregular Objects by Multi-Objective Optimization With Distributed Control,multi robot cooperative transportation of irregular objects by multi objective optimization with distributed control,Dujie Tian; Lelai Zhou; Chen Zhang; Yibin Li,"Tian, Y.; et al.","tian, y.; et al.",2025,2025,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,10.1109/lra.2025.3597895,10.1109/LRA.2025.3597895,10.1109/lra.2025.3597895,,journal-article,crossref:10.1109/lra.2025.3597895,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,screened_title_abstract,L023,,5,crossref,2026-09-12T18:02:44.098047+00:00,unique,unique,,,"{""authors"": ""Tian, Y.; et al."", ""doi"": ""10.1109/LRA.2025.3597895"", ""legacy_seed_id"": ""L023"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Multi-Robot Cooperative Transportation of Irregular Objects by Multi-Objective Optimization With Distributed Control"", ""venue"": ""IEEE Robotics and Automation Letters"", ""verification_status"": ""unverified_seed"", ""year"": ""2025""}",include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;transport_or_manipulation,cooperative_transport;distributed_coordination,optimization;consensus_control;physical_manipulation,distributed,mobile_robot,unclear,unclear,explicit_transport_or_manipulation,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C7C4B3F758B85,Multi-Robot System for Cooperative Tidying Up with Mobile Manipulators and Transport Agents,Multi-Robot System for Cooperative Tidying Up with Mobile Manipulators and Transport Agents,multi robot system for cooperative tidying up with mobile manipulators and transport agents,Jae-Bong Yi; Shady Nasrat; Dongwoon Song; Joonyoung Kim; Seung-Joon Yi,Jae-Bong Yi; Shady Nasrat; Dongwoon Song; Joonyoung Kim; Seung-Joon Yi,jae-bong yi; shady nasrat; dongwoon song; joonyoung kim; seung-joon yi,2025,2025,Sensors,Sensors,10.3390/s25113269,10.3390/s25113269,10.3390/s25113269,"This paper presents a system in which mobile manipulators and transport agents cooperate to solve a multi-agent pickup and delivery (MAPD) problem. The primary objective is to allocate appropriate tasks to heterogeneous robots by considering their capabilities and states. Unlike previous studies that focused on homogeneous teams or assigned distinct roles to heterogeneous robots, this work emphasizes synergy through cooperative task execution. A key feature of the proposed system is that mobile manipulators behave differently depending on whether they are paired with a transport agent. Additionally, rather than generating a full trajectory from start to end, the system plans partial trajectories, allowing dynamic re-pairing of transport agents through an auction algorithm. After re-pairing, new starting nodes are defined, and the following trajectory is updated accordingly. The proposed system is validated through simulations, and its effectiveness is demonstrated by comparing it against a baseline system without dynamic pairing.",journal-article,crossref:10.3390/s25113269,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,4,crossref,2026-09-12T18:02:44.161463+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;heterogeneous_capabilities;game_or_distributed_optimization,task_allocation,auction_market;physical_manipulation,unclear,mobile_robot,explicit_heterogeneous,team,unclear,unclear,unclear,unclear,unclear,unclear,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CA9EA6431B5EC,Multi-UAV Task Assignment in Dynamic Environments: Current Trends and Future Directions,Multi-UAV Task Assignment in Dynamic Environments: Current Trends and Future Directions,multi uav task assignment in dynamic environments current trends and future directions,Shahad Alqefari; Mohamed El Bachir Menaï,Shahad Alqefari; Mohamed El Bachir Menaï,shahad alqefari; mohamed el bachir menaï,2025,2025,Drones,Drones,10.3390/drones9010075,https://doi.org/10.3390/drones9010075,10.3390/drones9010075,,article,openalex:https://openalex.org/W4406612975,openalex,openalex,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,72,openalex,2026-09-12T18:02:44.197129+00:00,unique,unique,,,,maybe_fulltext,,"Relevant axis is present, but the robotic applicability or method scope remains incomplete in metadata.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition,task_allocation,unclear,unclear,uav_drone,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,selected_single_reviewer,maybe_fulltext,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CF1331F6D8F85,Optimizing Coalition Formation Strategies for Scalable Multi-Robot Task Allocation: A Comprehensive Survey of Methods and Mechanisms,Optimizing Coalition Formation Strategies for Scalable Multi-Robot Task Allocation: A Comprehensive Survey of Methods and Mechanisms,optimizing coalition formation strategies for scalable multi robot task allocation a comprehensive survey of methods and mechanisms,Krishna Arjun; David Parlevliet; Hai Wang; Amirmehdi Yazdani,Krishna Arjun; David Parlevliet; Hai Wang; Amirmehdi Yazdani,krishna arjun; david parlevliet; hai wang; amirmehdi yazdani,2025,2025,Robotics,Robotics,10.3390/robotics14070093,10.3390/robotics14070093,10.3390/robotics14070093,"In practical applications, the utilization of multi-robot systems (MRS) is extensive and spans various domains such as search and rescue operations, mining operations, agricultural tasks, and warehouse management. The surge in demand for MRS has prompted extensive exploration of Multi-Robot Task Allocation (MRTA). Researchers have devised a range of methodologies to tackle MRTA problems, aiming to achieve optimal solutions, yet there remains room for further enhancements in this field. Among the complex challenges in MRTA, the identification of an optimal coalition formation (CF) solution stands out as one of the (Nondeterministic Polynomial) NP-hard problems. CF pertains to the effective coordination and grouping of agents or robots for efficient task execution, achieved through optimal task allocation. In this context, this paper delivers a succinct overview of dynamic task allocation and CF strategies. It conducts a comprehensive examination of diverse strategies employed for MRTA. The analysis encompasses the advantages, disadvantages, and comparative assessments of these strategies with a focus on CF. Furthermore, this study introduces a novel classification system for prominent task allocation methods and compares these methods with simulation analysis. The fidelity and effectiveness of the proposed CF approach are substantiated through comparative assessments and simulation studies.",journal-article,crossref:10.20944/preprints202505.0606.v1;crossref:10.3390/robotics14070093,crossref;openalex,crossref;openalex,Q1_coalition_transport;Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,10,crossref,2026-09-12T18:02:44.108060+00:00,unique,resolved_version_merge,,Stage1B merged 1 version alias(es): published_version_of_preprint,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;distributed_coordination,task_allocation;distributed_coordination,survey,unclear,mobile_robot,unclear,explicit_coalition,unclear,unclear,explicit_local_or_network_constraint,unclear,explicit_industrial,explicit_theory_or_guarantee_terms,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,merge_published_preprint,published_version_of_preprint,,C46EB2C3DF5F6;CF1331F6D8F85,10.20944/preprints202505.0606.v1;10.3390/robotics14070093,Optimizing Coalition Formation Strategies for Scalable Multi-Robot Task Allocation: A Comprehensive Survey of Methods and Mechanisms,crossref:10.20944/preprints202505.0606.v1;crossref:10.3390/robotics14070093
