world_hash,scenario,reserve_size,seed,physically_recoverable,delta_min,penalty,pure_nash_count,exact_potential_verified,all_nash_feasible,all_feasible_nash_minimal
e8724d5294035522280eb423172ead776dd554cf601ee35b523e69b7c94fc259,complementary_recoverable,6,8605,True,0.03235680127003404,27.840029488396112,3,True,True,True
24e1f2c3e4508daf0d7e481939be618d4d894f4d345a74743b673ae69317e422,complementary_recoverable,6,8606,True,0.04463092512242084,16.26916028475763,3,True,True,True
9e04a17c509039eaa605d67642083b394e743651434550b92c49574cee8bb387,complementary_recoverable,6,8607,True,0.007832539328958443,117.51935731741615,7,True,True,True
2a24e86eaf432cf40d3c37dbf5777977bf8e754ae55249d327b40f404ff3f79d,complementary_recoverable,6,8608,True,0.018511112188479673,43.77766546110499,1,True,True,True
888bbb222581b10ff92d1fe919ca756d512a3d13bd863724462678a87c4388b2,complementary_recoverable,6,8609,True,0.07134524126607222,15.109446498700095,4,True,True,True
a692a50e60d5d2179bc347ca508e8e1a5158eb64125a67dcf9df0792b4ba8752,complementary_recoverable,6,8610,True,0.011216675319959624,84.17800620919837,5,True,True,True
cf2c25b9ac4c6dfcccf3ab9c96fe06cb604baff4f5751115cdcb556789e0f2db,complementary_recoverable,6,8611,True,0.0066326590395969776,147.65009981438715,3,True,True,True
67af8fa513b62aca9c28f99de91ab44619bcdb02b340e71a28dc0ea1800b691c,complementary_recoverable,6,8612,True,0.02984099569588483,23.07618770660963,5,True,True,True
b19fbdd45cd6c6d21f976e5babee49d1db255d0b6215cae2a59666562081fd49,complementary_recoverable,6,8613,True,0.014490897217096288,67.71180622053605,6,True,True,True
c46504f0a424a67c76407e0b9b98accdd4b52a64f8ecdc5b38237c7ec71c78d4,complementary_recoverable,6,8614,True,0.003870985266668625,247.4532460311697,6,True,True,True
27859b60354c6378cdda52a8982ba6d64595473a411f4eb095c11680e79c16e8,complementary_recoverable,6,8615,True,0.0036404746846019354,277.16850420441193,8,True,True,True
b99c6bcbbf130ad839aeea83a311587833c599fe63f231cfbb647a7a16553a26,complementary_recoverable,6,8616,True,0.04273934357555342,22.87760537312011,2,True,True,True
b1cc3baa09713f71652ddcd9a422bcee615ea77c7661cf6343985c99aec32e1f,complementary_recoverable,6,8617,True,0.01398488281803012,78.58887910770066,3,True,True,True
4e517d60c6f4a427d8b0e53f334a9a4e9dc19a4ee3915fddc6fdbd52e2b19cfb,complementary_recoverable,6,8618,True,0.006299498350096577,151.06014887372075,4,True,True,True
2f5647c8c1bbbe9ed3d56f59311bc4e3d0e24abb57b9c603cff7a2568e5216c0,complementary_recoverable,6,8619,True,0.0014828752363997832,747.2901860725715,1,True,True,True
f2896bed6d78c9366dfb3934cc0c298fbfd336a8d7fbf806746a0702fe453625,complementary_recoverable,6,8620,True,0.027963029540477247,24.53953462819977,5,True,True,True
83ca09ae9cc559de3bc1284e277a7fdc6a61737de0d8f4093b600dd3dd7bf4b2,complementary_recoverable,6,8621,True,0.005542317703066679,154.81421362397424,3,True,True,True
55454e2a086e00f9171e62d10ce44513e89e9f6a0312929a3b845a03f4920bb9,complementary_recoverable,6,8622,True,0.018105803847028756,58.7819750587457,3,True,True,True
5837581aa2b006700b2c85243a33417bb4592ca9b12ff929ed2648f4ff7db265,complementary_recoverable,6,8623,True,0.002132612206659279,442.75237508594006,7,True,True,True
8b6a20fac8f20604a42685546fc4ff8c65f8a22c93a87977e721dc800ab43edc,complementary_recoverable,6,8624,True,0.008631775009563025,119.62685454772742,4,True,True,True
6b815828a09601c48096a92e8f79f37617ab9bffe9b39a99957759ae4b9114e3,complementary_recoverable,6,8625,True,0.01237702104314553,86.03638271329164,3,True,True,True
e2e4161a3eeec8a8de1f0e924d444f009a847208ff889f881f74aef7707245f2,complementary_recoverable,6,8626,True,0.02007883291996715,44.446680544199005,3,True,True,True
c918542457c5193a8be73f223a9a253d024ac671d570c16360eb444bcbaa66bb,complementary_recoverable,6,8627,True,0.0019536727602380566,475.490789522931,6,True,True,True
78020a61f6d83448aa3dec439f80551ed5538f77b33cbb925bb206c9429093c4,complementary_recoverable,6,8628,True,0.006278376126717444,146.89540230694408,3,True,True,True
0a09ffc0f2cc77f2fe780944df23182637f5a9db91f24604141e9f5e89e60bdc,complementary_recoverable,6,8629,True,0.05401756272124825,16.90366622214101,2,True,True,True
f4449e183ae80d23f03251edc2875c5d6c3cce15b12835a1e3db367c48a84a35,complementary_recoverable,6,8630,True,0.00888245135330823,101.29438829541446,6,True,True,True
8216b571f67b5aa0c52670f3b0170dce7cb658d5468ce95541c0fd04ee9d889c,complementary_recoverable,6,8631,True,0.024335842513190764,42.1719278332367,7,True,True,True
071d3332aceda36eba7e91c84d86592e6a1005ea9fbf3f47ef020c7b5092ff06,complementary_recoverable,6,8632,True,0.02020093747228413,48.193943470741594,4,True,True,True
10a68dac94a33353d970a4b4c9973879d9fcae3f793b479e48de1f9ecaff5912,complementary_recoverable,6,8633,True,0.01743099959422867,57.17312126457962,4,True,True,True
e9380a8e5dbbf97d8386ea49f92a4e6638657edbc68e62550a0e4445730b9f1e,complementary_recoverable,6,8634,True,0.013768312213020661,62.80650259049204,4,True,True,True
fc84b219257aa549aa7d641da1d087f75bf8534793e1949731ad70c2785d1081,complementary_recoverable,6,8635,True,0.04319233201745831,18.865436140767383,4,True,True,True
2dae7cfca83b2748927cd0a314c53c5d62303059e29b2531bd736a5aab4046fb,complementary_recoverable,6,8636,True,0.0014456093478901755,699.9474758625666,2,True,True,True
b7b0c5ad947ea0c3b5a4f40fbe33f2102378ec99c539eeefcae158ea93f62cbf,complementary_recoverable,6,8637,True,0.07138419373180027,14.701011331530692,3,True,True,True
b02e2378e549064f2c72db7d9ca0c04bcb4ec5777402e3f9384545ee2162751f,complementary_recoverable,6,8638,True,0.010190338104860808,97.84484422014413,3,True,True,True
d25574b23fe1871e10d7f847421620d698c348d4992c6f69529150d381b89d4d,complementary_recoverable,6,8639,True,0.022370906561059334,42.68812472609098,1,True,True,True
26008e4fb4f59e38e69483e689b007acbfbb4826613b007946b475ae0ec07193,complementary_recoverable,8,8600,True,1.740529855764894e-05,49423.77936088405,33,True,True,True
34af090ce69ed2e724d1e12d563d7052e4cd7ea9c7525b40d6d3934aa67be432,complementary_recoverable,8,8601,True,0.0003016104083060078,2432.314861973082,14,True,True,True
5f977b7b349534718a53c0c0a3ba6eb1d3089fbd0c90f2e7b66bd3ed271c2525,complementary_recoverable,8,8602,True,0.001001958148787896,863.5210131318811,23,True,True,True
6460b71e6ca1a73bad7de3f4f08ab7f7076216023d6bea4f8462ad332e5f88a5,complementary_recoverable,8,8603,True,5.106109150898597e-05,19302.80363904565,14,True,True,True
7c3fe2ba1b00a211648659ea96004cfc57247a5b5e43c2180cd221b0df202978,complementary_recoverable,8,8604,True,0.005421240493217128,165.47892680485805,18,True,True,True
4f5861cc3b70333ca2f1d5fed05090b5696297727ea7e75f1d181c96703cafa0,complementary_recoverable,8,8605,True,0.0017347787186534624,626.9481654851548,15,True,True,True
5f916f6109029ab3fefe1e017fab93f7c372c5ae9f8f5d4a805082b455229508,complementary_recoverable,8,8606,True,0.0007350927585207945,1355.311715587911,11,True,True,True
3cda050f651925ae93d01dbae2919b0db979961785b3e437114bb4aaded0e02e,complementary_recoverable,8,8607,True,0.014347174839435817,70.46304455603953,12,True,True,True
b6565a396e350b2bdb5ecd5df77eb9498e9a71ad9b7d1cea5d9149cd8d2a62ed,complementary_recoverable,8,8608,True,0.0009196700187001916,1165.1256511135032,17,True,True,True
baa4838254abe5820239bcf9cdac04f4091845802090214b241dad6a879932d2,complementary_recoverable,8,8609,True,7.950094954689568e-05,11984.92433505363,11,True,True,True
a031c0a825c1888d33a65d85711f72bc3af0afb62b5e7cae078de85b9803297a,complementary_recoverable,8,8610,True,0.0017708161352028018,557.1579953351783,17,True,True,True
bab413d21e5672762e62d9ddd00f42abde0438fbc64a18d9be232da689448218,complementary_recoverable,8,8611,True,0.0024597121037621683,413.8427834831592,15,True,True,True
9c64974f05f686a777af55a3b1cc309ccbccd978f008053b6e31311a19a41888,complementary_recoverable,8,8612,True,0.0033493453706107124,328.82204355721296,20,True,True,True
c1dacacdce992088b2d950ad094935fb516cc303310fcf53f8631a49607c05fd,complementary_recoverable,8,8613,True,0.006038178653882564,158.0321080526129,10,True,True,True
eb480793a0b63ec1b4f6b6f7d03fcf3827df9f2c86751f480a144c72c9144aae,complementary_recoverable,8,8614,True,0.000727972543228872,1435.839837337537,8,True,True,True
c785af04ab3ab5a46095f5f9ec6518cbfa91006917db3498f4be63eeccd9dd5d,complementary_recoverable,8,8615,True,0.0006979811147647119,1563.5326478106476,24,True,True,True
94c30096f6229225de607b42619e69d20cadc6a6a8868fcd3c66805446e3068a,complementary_recoverable,8,8616,True,0.0038867492680437765,251.1648952164693,23,True,True,True
91d8c21b3bd47c7e338840c714d8271e72bf1c5f7ab94c1d063c6e684446d0a7,complementary_recoverable,8,8617,True,0.002479417613671986,417.4930473067819,10,True,True,True
17006872bc5182684ca2c69199e785ba1a40a1763da7e95237a09b766d293d9c,complementary_recoverable,8,8618,True,0.0008131489957846627,1210.3376493216504,13,True,True,True
7d71f81a75bf6af88b7a0b78de4949035e0a97b54f87cf171505980bfbac7a69,complementary_recoverable,8,8619,True,0.0040669460606310714,248.15074371610112,18,True,True,True
6eea6f74d791c0a3585d29d99308c642786584cdb00f7e094aa25364049ccc7e,complementary_recoverable,8,8620,True,0.000573835964766789,1745.3198905855877,23,True,True,True
6d23a4a0655a13765681a8f2bd6ad1c5179c3077b0942b958d1a1dec83959afa,complementary_recoverable,8,8621,True,6.765552456822199e-05,15618.741624733831,12,True,True,True
2ac630d48f10ccb21f6478bd4479cc85f4ce3112e33a37655ede47844c9c4027,complementary_recoverable,8,8622,True,0.0005707884638128657,1881.7730269405322,22,True,True,True
3cf0df5fe1a162972a2e2dc0f472df57c4eebfc6b13a25d66fb2b276b7f12df3,complementary_recoverable,8,8623,True,0.0005602710236923825,1858.3214100144514,23,True,True,True
daed2e71dadac71ffccfc90f86e59430091cec3d808deb7e218de4ca939a13f1,complementary_recoverable,8,8624,True,0.0007879640711598856,1262.257336089926,18,True,True,True
102ac5ec31768d1b7448bfb14f8433a6920c39f783c3b91e1da562a20232f3a0,complementary_recoverable,8,8625,True,0.0021218816480280678,357.5416675011726,22,True,True,True
a1292a3cd7fe377bbf805e9dddd14aecf289945f3a8260fe2a783aef98bca77e,complementary_recoverable,8,8626,True,0.0026634679844432796,350.4694522220189,15,True,True,True
51beb97215ec84585c43473784d369d686f45b21f75c3518904aa27a1ba0b74a,complementary_recoverable,8,8627,True,0.003587170557081798,284.7965822572629,27,True,True,True
98092e4ba2970a9d335c3b824d930fd32d4914b3bc0e85fea461ac5ac98bb0ff,complementary_recoverable,8,8628,True,0.011304777365441443,88.73964952689359,31,True,True,True
3b848c0603427d03c172abfd74b08c6c3f668cb3e504fda557d859907af987d2,complementary_recoverable,8,8629,True,0.0011204028402503896,937.0871221095158,24,True,True,True
3c49bb1b9c8bafbd411f59a3033f39c0d116f55fae97fde365bae6533bc5752b,complementary_recoverable,8,8630,True,0.0011353071645531232,803.7547883615117,27,True,True,True
58b3ab19c02edfcf0e611ef53219a78fea97b3a625546adf219dc08f78932f0e,complementary_recoverable,8,8631,True,0.003383964221346125,300.6435872182018,9,True,True,True
b6e21c89a37ca8936f3003157411796b4741b6b4bfbfd89fa1a370cd762e9689,complementary_recoverable,8,8632,True,0.002029731517165456,515.4966163191536,17,True,True,True
7306b671833fc5dbb7fcdf391b7cbf5784de66d9fb21b665c13125b559a14f48,complementary_recoverable,8,8633,True,0.0042049279669872375,261.80721955100273,7,True,True,True
ec097577b9d5cb2ca0b99ab29faae6c2606872e52f7c4d17a6c03673cf5cce8c,complementary_recoverable,8,8634,True,0.0004192675630700915,2250.6845743368094,28,True,True,True
5be6f66b9f363d03b2f230f81b88f48c207510b1b835d010f61f3d82c23f6f36,complementary_recoverable,8,8635,True,0.0008071849406172671,861.9712789480926,20,True,True,True
7db5d595c041612ba77c0d876564d1037f9979577e10b65629bb283a5e6f90c7,complementary_recoverable,8,8636,True,0.003857905670907824,242.15786773246188,19,True,True,True
b8d0a9185041d9ee4300c976de62a76adf253f051455ad7abf47a9e7dd6e3b5e,complementary_recoverable,8,8637,True,0.004956259478800962,203.54927476333575,10,True,True,True
332c8fc1440716f33266fcc4919d26def500303c3a28f156163ae8a9b1e23d1e,complementary_recoverable,8,8638,True,0.008573283155151934,123.8701673925722,10,True,True,True
235227ead614c88b9c631c1644b0ba073f69ffe28900bfd84570a5505fb58d4b,complementary_recoverable,8,8639,True,0.01382628819193854,74.06836322739235,16,True,True,True
ae71dbcdda2cb8b247d54fa49a75c8af1771360a87d14fe7b0c0df2f43ee49ca,tight_deadline,4,8600,True,0.1525244037374639,3.653010704283196,1,True,True,True
441971915fb369fb919b8740469b3e76ee6056b182842981c8dedc682b5dcfb7,tight_deadline,4,8601,True,0.07958096882248022,13.73454312992415,1,True,True,True
bd2fc26b0fd94a482e263a32bf5cbc4ea0b89b251988f0a738d10a098ae0c1bd,tight_deadline,4,8602,True,0.1334442635706029,6.528771656381152,1,True,True,True
b30fee92e78692a96bb142eb0a7cc6db0fae1d9f3bcff34f5bcf557eccbd9a50,tight_deadline,4,8603,True,0.16010999499664025,6.1792262532874185,1,True,True,True
d29d8299554e1490e34a764194799cfabcef2f7f8a13119dd80dda220a8e0c7f,tight_deadline,4,8604,True,0.08219397035471265,8.317293642891604,1,True,True,True
9f61c0ce62c2284b3572d9020ce06eb32b6ee18aa1c854e643ed075e94d0a835,tight_deadline,4,8605,True,0.09860244472278279,11.152922657518642,1,True,True,True
35622d38f7281fd810a5d3842a076b77d4b95e17a728cb08b4d987f711f17a08,tight_deadline,4,8606,True,0.18942908287266824,2.847029372674131,1,True,True,True
3abd0f68cc0dd3b624842301d5a95f678f1fd663109af06df6584d19a5176b22,tight_deadline,4,8607,True,0.17255061249149783,4.811365608368532,1,True,True,True
7a3e5f8e806b395119a90977cc5377d0b7d3dbd4cb1523473a8853f721601cd5,tight_deadline,4,8608,True,0.03254873149977988,28.18736928549465,1,True,True,True
06f38eb9d3fde0585b8a6c304eabd1dd33f334626cee07f9d8c37508cb342f3c,tight_deadline,4,8609,True,0.14512376748355316,5.618271444000828,1,True,True,True
a0bc65c0cef7afdcb6a641cd0f49125d15e6da0ef1214b8c6af2df3689ddc2dd,tight_deadline,4,8610,True,0.09409386289400334,10.300922503871941,1,True,True,True
43b48cad0bb2b343d3cf09568ae0e5cf5bdd75d2599579353825faea9b08ab4f,tight_deadline,4,8611,True,0.1384233112869192,7.5144655045638435,1,True,True,True
7ace1e8e7fff5bf125c2e8096cf70053d90af3217f1409abea87359fc0ba3210,tight_deadline,4,8612,True,0.11110008818648598,8.891388126272666,1,True,True,True
782c97f58e8c04bf0dd073e40f1607cbf7ea08030184375dffad50e9dc4f1074,tight_deadline,4,8613,True,0.05656631050073879,17.070893898290873,1,True,True,True
b8b91bb7ad17ff8d45e921aa879b47c150c475a7fffd59f64cf49368e7564e59,tight_deadline,4,8614,True,0.01938903527186442,41.37118621968871,1,True,True,True
ada4c3eb955424d3f291fe19ac9fbc71557fd24f45629e65f695e46186289dcf,tight_deadline,4,8615,True,0.010904073500763833,85.76847853468371,2,True,True,True
0fa27e2f43ece9cab48f560075c4aa25e2fa6bd0c09ee646f9f1f3f05bc93262,tight_deadline,4,8616,True,0.0866193087766588,8.887011695655785,1,True,True,True
53e2bc0adc3a65fd202f15620ad2a2b1b16ebb73691cca1e690055ebd4314719,tight_deadline,4,8617,True,0.08216225313523418,11.47872559627531,1,True,True,True
2bb526ea847af3521a76078a69ccf93f9740c6ed4012531e2be14d02b1958a43,tight_deadline,4,8618,True,0.2390714576892608,4.359989558645736,1,True,True,True
64405fd34be0ef2573b3c764899b3b8b84e80a439834b947d7d4ada397404862,tight_deadline,4,8619,True,0.0517931351676848,16.179501222060882,1,True,True,True
f1ef68832128a52b3b20c4fd544ce0d102070078066d91445b28147dcf7be016,tight_deadline,4,8620,True,0.023255493576195163,40.08184658084222,1,True,True,True
9d426f4d519786774a49689a4e45aff15c05bb04bef99e3f0c41ad415c85119e,tight_deadline,4,8621,True,0.03517394492311465,31.07074205557231,1,True,True,True
a3da7a66bf0270c8ab9edd6048dcb67a710478cf5b7f3778393f061ec939564e,tight_deadline,4,8622,True,0.08867051156215955,10.408131807834682,1,True,True,True
7ffd67405373204e3abe4fe225936e85453e7b9fdf4081732531db47edf90e6c,tight_deadline,4,8623,True,0.143784878512336,7.043111227644617,1,True,True,True
efcc7e5255b821fd3083f594c1b4e937475c298c1cecc907a8efb7e1854d22b2,tight_deadline,4,8624,True,0.07227214462932086,13.333886229205783,1,True,True,True
dd7b095295df692114024a0739f3c801e219e1204fce7894509b6d776740a036,tight_deadline,4,8625,True,0.16544956456088566,6.046431360749498,1,True,True,True
c4458c05f515ac8dcc34b34b09fd7c6c5089bb08ed5d7d8a45e12ee1c818449d,tight_deadline,4,8626,True,0.22602408644909866,3.9107204662184265,1,True,True,True
5fa226f37081f9b9cbfdbe0c8f2f427294d7469682580254d60003104411bb90,tight_deadline,4,8627,True,0.009638388591457492,99.72648374259332,1,True,True,True
e7b8d0255d454a6551f8671624cf9dba5c01671538fc82c5622206a743d881f6,tight_deadline,4,8628,True,0.10086734950429999,8.9399711749524,1,True,True,True
fc0c939a0518fd08d57c02ae0a1361046b4c747314bc6b44985b83dff42a2169,tight_deadline,4,8629,True,0.21787969054434275,4.482774342411012,1,True,True,True
60a5bc51ae778f1fd9dc5fc51a00f2a8f8bca89397778a55920ca545a236aa57,tight_deadline,4,8630,True,0.2876513213114209,3.3728601223883907,1,True,True,True
9a02eb089152bf34fd0cf10112246e489a0f6556c69162648654b14bbeed4e68,tight_deadline,4,8631,True,0.1184606911278292,7.716381804856723,1,True,True,True
b80b64752d730cc0a0f710d8a9300ab2d6462b130baf35a2f2b41545807d6192,tight_deadline,4,8632,True,0.13893707623250873,7.440456464838657,1,True,True,True
8e0c9f9286da1433e61a8afb1994c729a52282274e48516f9eaea302525718b6,tight_deadline,4,8633,True,0.10761255225793465,8.077765786874927,1,True,True,True
56650eaf51b2e26886b1dcbfa9b6c75742c64cff97a425b4f5017c01274e4eab,tight_deadline,4,8634,True,0.043932501332689444,25.92380315653906,1,True,True,True
3528789b360a93f4aa8f9f65e5b2e37d867f987c4d27ca7f4b88002b8814dcff,tight_deadline,4,8635,True,0.25014343159435815,3.681457760622838,1,True,True,True
401f8b39bdbfbf0be060a38c49b9d87789ebd0b4c2f9e10131f19abd9d6bc0b0,tight_deadline,4,8636,True,0.08448267121448938,10.176429684044844,1,True,True,True
f2cd8adecb6afbfd6ea69980e4f852c0c7ff3ee068e709caf92aafddc5ee65ab,tight_deadline,4,8637,True,0.14362169380115908,7.9985792874734365,1,True,True,True
9380bfc73e9c711c2a7ea68444fda7b492948503ddcd7dff2813552e77fb359c,tight_deadline,4,8638,True,0.17860220472238153,4.320954804609256,1,True,True,True
b845ff3c3d850a12f2fd9e79fb91032877d6327cc0ced3bfab78548e0e881635,tight_deadline,4,8639,True,0.21610988714166635,4.743408732803247,1,True,True,True
b842fa1737824d549085ec13f9be484289a77b95916b85e0663610959ff84f77,tight_deadline,6,8600,True,0.023722514103444614,38.2918463688982,7,True,True,True
c1dca3c24c896c544789d9c900f18af172dde1c86b422df9409dab4aad5cb7a9,tight_deadline,6,8601,True,0.00709004911842559,139.7357471735687,6,True,True,True
7cafba515a2253fa0c7dc21e99da628d70c412344ccca985d32e1e7afdf6e580,tight_deadline,6,8602,True,0.0035371863620887734,267.29438284017345,6,True,True,True
903f94e386b3aeb14e3e8e8437d6603d3545614eafa964098fa120bef9aafed6,tight_deadline,6,8603,True,0.035379875243432224,29.303935791663065,7,True,True,True
5d66c4f4f750fd214817b3bd2041557a499d323f79e7a826b993505398439634,tight_deadline,6,8604,True,0.056636027944443224,16.566355955149714,5,True,True,True
987f170bad20b3029402dca05e969ed9392449f361686353577ad18ff37be296,tight_deadline,6,8605,True,0.04716025354954201,20.68147488234949,6,True,True,True
cab2cb5bfd051def7bf017d31949651be9fbbee85957d24d141ec71bc6ee7bfe,tight_deadline,6,8606,True,0.004450808306975862,217.22963819624388,9,True,True,True
ce486cf1facb1db77ed5b2eca0d2cdd5a4151726a01bd7f6492c581ddc88c908,tight_deadline,6,8607,True,0.03536779010454927,25.098282627852207,12,True,True,True
30562e154e2b693765fc13e100081136105acbf690781084c213e48c69157790,tight_deadline,6,8608,True,0.010484428750234254,91.82373805888595,8,True,True,True
9dbc27ae45ccad9093f0ac8d0b7e8d17aa027a17dc2562edc6891b6f8e33a354,tight_deadline,6,8609,True,0.002726803828178026,373.38295496334047,11,True,True,True
8779a249b1363e572686347ecfa240e1495b04c2631a9c7fed7cf7cb4d671168,tight_deadline,6,8610,True,0.014253733290466863,67.23751946529002,11,True,True,True
fe199c5acdc9fc49477ed8d163df7f28616373b71e3d14050832565aff18d89f,tight_deadline,6,8611,True,0.030264938926676033,31.05934567143067,15,True,True,True
358f5ac756e882f6fe3cbc7275f9c87bd559ad1f06c5eabf724e6f0017dc785c,tight_deadline,6,8612,True,0.004751673532201295,184.1630628147525,10,True,True,True
0c830ed280eecc52bd69a596a8ce5d1e77b2572dbfb3f9a570ce6011a4a7b54b,tight_deadline,6,8613,True,0.0020800036782582243,519.9572616190281,11,True,True,True
995316cb2f10a5224e0c1e9e5618c2a9f6511b7d8f68285b13a51ba2ac9aa2c6,tight_deadline,6,8614,True,0.036557105053836914,21.430415758617425,11,True,True,True
b3008c8d60fd65caf1517a9a52998513c2a2b854c7b87c3bba639aafb22051c0,tight_deadline,6,8615,True,0.0024430957793538655,420.4367490522237,6,True,True,True
3dab2638930d4f7910e0a0181ba0ab3a3038dfdda43f084d4a33ea0a5805c59e,tight_deadline,6,8616,True,0.003791324886186387,271.55475895190494,8,True,True,True
d7cadc1f0e1b30b86bcec94feeb9e860860fec5ef0b691a330946203a11a999c,tight_deadline,6,8617,True,0.011911802028132135,89.04507699824124,4,True,True,True
3b8515eac851b203f9908724122e424b3377232b460a6304d104cc0b22ec7390,tight_deadline,6,8618,True,0.005136393330944622,221.40430111599434,5,True,True,True
8647398c6427650a0b84a324297abc68a0c6d5b1f7ae17ed50f346f346e751fa,tight_deadline,6,8619,True,0.0028695438074127777,364.21358106217014,12,True,True,True
841966cfe8d58301d9d0dc4c61566636d31a83dd0e43d88f0661dfe27637f069,tight_deadline,6,8620,True,0.028075048795112578,38.29808808135179,11,True,True,True
b0c5108d645e9429b18903bd5e1db69cf7ddb9ba4628ddd1b90d5d9b05c4d018,tight_deadline,6,8621,True,0.00488084489699836,217.45743239254423,11,True,True,True
c30956d29c500a7ae5c6a9179e061da537a78e50cb4f688b0c804f23404d76d2,tight_deadline,6,8622,True,0.0041966293359907425,241.0482447797852,10,True,True,True
d09ab97cc6fd73de78064565b286132b630f81aa8a946ea7d947686c26c28336,tight_deadline,6,8623,True,0.0158682629512511,60.85020531159736,8,True,True,True
dfe0f24fc544a922a57fce65d7365c2a5f60cc5d941d9b74701ca729b0f549ed,tight_deadline,6,8624,True,0.004332127266711283,207.3868333733095,11,True,True,True
e878006a1f3cbd69ac23f95063baac0c54c014f599f5f284abc5da1b7d6de135,tight_deadline,6,8625,True,0.0061537635687755055,143.36164236066548,7,True,True,True
e16664ff4c570bbe6c123ed08133df144a765ea4811260748a283febf1e711da,tight_deadline,6,8626,True,0.033153328681863714,28.915530842663323,6,True,True,True
89ab689355d620a85e5c07270930b1e4fbac5c4c4dcff5ac0784146d473ffb1c,tight_deadline,6,8627,True,0.0013746718968185023,738.551318984917,10,True,True,True
b554721bd8c3c6d631a865d35f83aaa6e62e787cdbd46b626f62dc52d643077d,tight_deadline,6,8628,True,0.0005904502960512037,1534.1818809034219,13,True,True,True
750ab8d39b25a8a91e7592f9595d84209629dd2de16187c72a0b4b2814beaf2e,tight_deadline,6,8629,True,0.0067456344905332255,144.73970570046984,5,True,True,True
d94ff956ae931fe012d21398e4aa63e92aec71c1d8cc44533bb95bf60224ecdb,tight_deadline,6,8630,True,0.04099679863062411,23.113930739760296,11,True,True,True
59812ca29d9d408063237eaf721d96d3e460dc305566fc9050893d9bf2914203,tight_deadline,6,8631,True,0.03197940900448715,24.06312584860471,8,True,True,True
3c5b8417cdc0a2c2dd07b2ea191a1bc7cf4d5c1cf442de2b79eb29a0a100de81,tight_deadline,6,8632,True,0.007298810981656079,138.3737896002873,1,True,True,True
dcff23db30c1a6536241b5f445c2409476fd75234b72d0db1cc8d5dcb8a9c3cc,tight_deadline,6,8633,True,0.014300066072557072,78.05808574903193,10,True,True,True
4009d508765ee86e5b4ace8cd431002136c4b9c676133b52e3faeb6a0f8b21f6,tight_deadline,6,8634,True,0.0037639772803711447,247.10860432284957,14,True,True,True
8b8707f31fad3331f937950fecdbff174cae494f516acbc3f90cb1e088e0fb8f,tight_deadline,6,8635,True,0.010669671386021373,91.65002952568379,10,True,True,True
4096febdcfafec75677d96416704d63e48405bddea09922308a982fcc0e03e59,tight_deadline,6,8636,True,0.03507586182882738,22.63059373081195,11,True,True,True
557aeb8c817b2bca381fa428d0b5d59b30b69fa83bde3e51d39f53cbf4d3e56e,tight_deadline,6,8637,True,0.0004251487999616943,2449.545646343662,8,True,True,True
f075ee2e976ac546d3c19971a336a596df86aabb28c9702fff2e3322bd6678a7,tight_deadline,6,8638,True,0.004985748773536969,143.51772402131337,10,True,True,True
b4972dc348d54b38706166c02dad31706005fb0cbefc2226058be2f35acd92c0,tight_deadline,6,8639,True,0.019060884218357832,52.879481523096636,5,True,True,True
dbe6bf92c9c5426f4227637db4543e8863608742cf56e4e212843b520173f6bd,tight_deadline,8,8600,True,0.0011390751925289822,882.4783587217223,35,True,True,True
b9bf3dd87a528461914c1bad864b8a55b6da9a020f27f570282359823cb33359,tight_deadline,8,8601,True,0.0019619799858758835,528.4533691447498,44,True,True,True
7de6093d5cb33a0a25e2d49dcf2ac056aced4d52ee87258af06a663265abb2eb,tight_deadline,8,8602,True,0.034516583457486094,31.70544697456804,48,True,True,True
bc6ae3fa85b0fbe48a8ead4decdfe6a6b172b694314ce917d3705c52653bc13b,tight_deadline,8,8603,True,0.0018902908602480561,505.34069005264206,47,True,True,True
95afeab1d3f694bfbfd595de6a0645dab28532ed9ba77d8bd5b3b8986259b8f3,tight_deadline,8,8604,True,0.001630149785949997,536.3903264082303,55,True,True,True
d22833d9ac78ee6600997bc59c71c4740f2866ec47f75c68ab387bb2649b13cb,tight_deadline,8,8605,True,0.0017152873109015365,616.7150950316197,39,True,True,True
972ba4c9ee79513ec00fa15774c7a59cdb165ca00a500e8deec4a8712399477f,tight_deadline,8,8606,True,0.00024066285512058805,4339.275009016036,44,True,True,True
c6c58c4b187acfb12a57840bb92fe817252e44d280f0b424b88af8756af101c6,tight_deadline,8,8607,True,0.009339625636634485,95.26950735280029,59,True,True,True
ba1d39289682ca3cb5ef3731891f934235f37112e2e8502a16041f84e0511e8d,tight_deadline,8,8608,True,0.008242111192240276,116.73825987961658,53,True,True,True
a98b2fabff860042cf6f55e3ae8b7338575e4bab711293aecf96a9bc222f72f8,tight_deadline,8,8609,True,0.0006269227293245194,1417.9194936549582,49,True,True,True
3425e3228ebb6dbbb1f2cf80edaf0f9b5b0f6ba1c2715d45310ce44950ccc3c4,tight_deadline,8,8610,True,0.0005423883000851282,2080.9855268516512,50,True,True,True
0622ed1134d481b43e2c5312cd1950b1b5283cfbcc83cf02542e015e4ad8df52,tight_deadline,8,8611,True,0.004708129625444868,226.84924312692365,40,True,True,True
