method,method_label,n,certificate_restored_mean,certificate_restored_ci_low,certificate_restored_ci_high,recovery_success_mean,recovery_success_ci_low,recovery_success_ci_high,impossibility_classification_correct_mean,impossibility_classification_correct_ci_low,impossibility_classification_correct_ci_high,recovery_time_s_mean,recovery_time_s_ci_low,recovery_time_s_ci_high,selected_count_mean,selected_count_ci_low,selected_count_ci_high,redundant_count_mean,redundant_count_ci_low,redundant_count_ci_high,cost_gap_vs_oracle_mean,cost_gap_vs_oracle_ci_low,cost_gap_vs_oracle_ci_high,messages_mean,messages_ci_low,messages_ci_high,runtime_ms_mean,runtime_ms_ci_low,runtime_ms_ci_high
guarded_potential,Juego potencial guardado,480,0.75,0.7104166666666667,0.787552083333333,0.54375,0.5,0.5875,1.0,1.0,1.0,10.000820424124695,9.486572382019643,10.491788852437965,3.089583333333333,2.9249479166666665,3.252083333333333,0.0,0.0,0.0,0.1549528015284514,0.13398014588695523,0.17817124072516868,24.025,22.975,25.033541666666668,0.36507812413522817,0.3410531922569741,0.3890465924147672
marginal_auction,Subasta marginal,480,0.75,0.7104166666666667,0.787552083333333,0.5958333333333333,0.5520833333333334,0.6375,1.0,1.0,1.0,12.013403313254464,11.755248552650524,12.26966096473523,4.658333333333333,4.55,4.76875,0.175,0.12083333333333333,0.23333333333333334,0.05495644826395228,0.04499227736855842,0.06514995724273136,86.3875,82.674375,89.975,0.341042498924556,0.32583708145618095,0.3579557751466685
distance_greedy,Greedy por distancia,480,0.75,0.7104166666666667,0.787552083333333,0.5958333333333333,0.5520833333333334,0.6375,1.0,1.0,1.0,12.097008029999424,11.847398342318163,12.351343560700768,4.891666666666667,4.777083333333334,5.00625,0.6041666666666666,0.4875,0.7145833333333333,0.1408798600756623,0.12228507730179404,0.16063688252816524,9.783333333333333,9.554166666666667,10.0125,0.1153170832064158,0.11083625035704851,0.1200151142196167
no_repair,Sin reparación,480,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7104166666666667,0.787552083333333,0.856943752140424,0.8353311791020113,0.8782024779215593,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.04478624978219159,0.04172168688304131,0.04831148915097098
central_exact,Oráculo exacto,480,0.75,0.7104166666666667,0.787552083333333,0.5833333333333334,0.5395833333333333,0.625,1.0,1.0,1.0,9.068167436925089,8.598131632239172,9.535540176767544,2.93125,2.7686979166666665,3.0875,0.0,0.0,0.0,0.0,0.0,0.0,32.666666666666664,31.062395833333333,34.283541666666665,0.9793618753974442,0.8868292034488453,1.0777104109077602
