campaign_id,experiment,world_key,world_seed,scenario,N,K,capacity_cv,pressure,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,method,feasible,distance_cost,runtime_ms,messages,bytes,utility_messages,value_messages,utility_entries,induced_width,profiles_evaluated,method_family,optimality_gap
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r0,3078339308,uniform,6,2,0.35,0.7,OPTIMAL,213.843323596999,213.843323596999,0.0,0.0069407999981194735,True,True,dpop_exact_small,True,213.843323596999,3.7081000045873225,10.0,2944.0,5.0,5.0,363.0,5.0,729.0,EXACT_DISTRIBUTED,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r0,3078339308,uniform,6,2,0.35,0.7,OPTIMAL,213.843323596999,213.843323596999,0.0,0.0069407999981194735,True,True,milp_highs,True,213.843323596999,6.9407999981194735,,,,,,,,CENTRAL_ORACLE,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r0,3078339308,uniform,6,2,0.35,0.7,OPTIMAL,213.843323596999,213.843323596999,0.0,0.0069407999981194735,True,True,geo_qpg_u,True,314.33845707542065,1.5944000042509288,43.0,1456.0,,,,,,N4_ATOMIC,0.4699474914064231
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r0,3078339308,uniform,6,2,0.35,0.7,OPTIMAL,213.843323596999,213.843323596999,0.0,0.0069407999981194735,True,True,geo_qpg_p,True,275.81171582848015,5.053400003816932,125.0,4684.0,,,,,,N4_ATOMIC,0.28978408672820866
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r0,3078339308,uniform,6,2,0.35,0.7,OPTIMAL,213.843323596999,213.843323596999,0.0,0.0069407999981194735,True,True,geo_qpg_c3,True,213.843323596999,11.767199990572408,292.0,11384.0,,,,,,N4_ATOMIC,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r0,3078339308,uniform,6,2,0.35,0.7,OPTIMAL,213.843323596999,213.843323596999,0.0,0.0069407999981194735,True,True,geo_qpg_d,True,292.4608949468775,6.857300002593547,211.0,7692.0,,,,,,N4_ATOMIC,0.3676409907378646
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r1,1922372963,uniform,6,2,0.35,0.7,OPTIMAL,169.0942362710231,169.0942362710231,0.0,0.004442899982677773,True,True,dpop_exact_small,True,169.0942362710231,3.4605000109877437,10.0,2944.0,5.0,5.0,363.0,5.0,729.0,EXACT_DISTRIBUTED,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r1,1922372963,uniform,6,2,0.35,0.7,OPTIMAL,169.0942362710231,169.0942362710231,0.0,0.004442899982677773,True,True,milp_highs,True,169.0942362710231,4.442899982677773,,,,,,,,CENTRAL_ORACLE,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r1,1922372963,uniform,6,2,0.35,0.7,OPTIMAL,169.0942362710231,169.0942362710231,0.0,0.004442899982677773,True,True,geo_qpg_u,True,210.22621686468818,1.4192999806255102,35.0,1220.0,,,,,,N4_ATOMIC,0.24324886229557235
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r1,1922372963,uniform,6,2,0.35,0.7,OPTIMAL,169.0942362710231,169.0942362710231,0.0,0.004442899982677773,True,True,geo_qpg_p,True,169.0942362710231,6.686599983368069,143.0,5424.0,,,,,,N4_ATOMIC,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r1,1922372963,uniform,6,2,0.35,0.7,OPTIMAL,169.0942362710231,169.0942362710231,0.0,0.004442899982677773,True,True,geo_qpg_c3,True,169.0942362710231,13.107100006891415,319.0,12464.0,,,,,,N4_ATOMIC,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r1,1922372963,uniform,6,2,0.35,0.7,OPTIMAL,169.0942362710231,169.0942362710231,0.0,0.004442899982677773,True,True,geo_qpg_d,True,169.0942362710231,8.789799991063774,240.0,8896.0,,,,,,N4_ATOMIC,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r2,2878508110,uniform,6,2,0.35,0.7,OPTIMAL,178.01798585820734,178.01798585820734,0.0,0.002806800010148436,True,True,dpop_exact_small,True,178.01798585820734,4.233599989674985,10.0,2944.0,5.0,5.0,363.0,5.0,729.0,EXACT_DISTRIBUTED,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r2,2878508110,uniform,6,2,0.35,0.7,OPTIMAL,178.01798585820734,178.01798585820734,0.0,0.002806800010148436,True,True,milp_highs,True,178.01798585820734,2.806800010148436,,,,,,,,CENTRAL_ORACLE,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r2,2878508110,uniform,6,2,0.35,0.7,OPTIMAL,178.01798585820734,178.01798585820734,0.0,0.002806800010148436,True,True,geo_qpg_u,True,262.95531897683304,1.583100005518645,49.0,1708.0,,,,,,N4_ATOMIC,0.4771278177828555
SP1_N4_DISTRIBUTED_FAMILY_v2,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.35:p0.7:r2,2878508110,uniform,6,2,0.35,0.7,OPTIMAL,178.01798585820734,178.01798585820734,0.0,0.002806800010148436,True,True,geo_qpg_p,True,178.01798585820734,6.457499985117465,185.0,7312.0,,,,,,N4_ATOMIC,0.0
