campaign_id,experiment,world_key,world_seed,scenario,N,K,method,feasible,capacity_deficit,runtime_ms,rounds,messages,bytes,bytes_per_agent,max_parallel_commits,algorithm_status,arbitration_messages,transaction_messages
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r0,358920991,uniform,64,16,geo_qpg_d,True,0.0,12160.151499992935,32,41809,2235800,34934.375,14,LOCAL_MINIMUM,24726,705
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r1,3766251060,uniform,64,16,geo_qpg_u,True,0.0,88.55270000640303,160,4903,161196,2518.6875,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r1,3766251060,uniform,64,16,geo_qpg_d,True,0.0,20694.388599978993,42,49669,3114804,48668.8125,13,LOCAL_MINIMUM,25040,930
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r2,3946772169,uniform,64,16,geo_qpg_u,True,0.0,87.56479999283329,169,5040,165060,2579.0625,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r2,3946772169,uniform,64,16,geo_qpg_d,True,0.0,24836.146099987673,47,52792,3562448,55663.25,14,LOCAL_MINIMUM,23598,1086
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r3,1021453009,uniform,64,16,geo_qpg_u,True,0.0,94.57699998165481,156,4419,144648,2260.125,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r3,1021453009,uniform,64,16,geo_qpg_d,True,0.0,10630.266899999697,32,43358,2197928,34342.625,15,LOCAL_MINIMUM,25874,810
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r4,3304643133,uniform,64,16,geo_qpg_u,True,0.0,114.47450000559911,182,5488,178932,2795.8125,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:uniform:cv0.65:p0.8:r4,3304643133,uniform,64,16,geo_qpg_d,True,0.0,31308.784499997273,40,52784,4022732,62855.1875,14,LOCAL_MINIMUM,20456,852
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r0,1733897503,clustered,64,16,geo_qpg_u,True,0.0,102.17620001640171,183,5694,186444,2913.1875,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r0,1733897503,clustered,64,16,geo_qpg_d,True,0.0,17947.480200004065,37,43529,2690640,42041.25,13,LOCAL_MINIMUM,22024,786
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r1,531011231,clustered,64,16,geo_qpg_u,True,0.0,107.98259999137372,172,4958,161616,2525.25,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r1,531011231,clustered,64,16,geo_qpg_d,True,0.0,26428.977999981726,38,46260,3359576,52493.375,14,LOCAL_MINIMUM,17798,855
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r2,1970525042,clustered,64,16,geo_qpg_u,True,0.0,89.3682999885641,170,4529,148008,2312.625,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r2,1970525042,clustered,64,16,geo_qpg_d,True,0.0,18645.638900023187,38,40746,2640268,41254.1875,15,LOCAL_MINIMUM,19126,762
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r3,2889906552,clustered,64,16,geo_qpg_u,True,0.0,113.05149999679998,161,4956,161532,2523.9375,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r3,2889906552,clustered,64,16,geo_qpg_d,True,0.0,20490.564400010044,33,46862,2983604,46618.8125,13,LOCAL_MINIMUM,23844,675
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r4,3399800351,clustered,64,16,geo_qpg_u,True,0.0,107.71740000927821,157,4339,141288,2207.625,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:clustered:cv0.65:p0.8:r4,3399800351,clustered,64,16,geo_qpg_d,True,0.0,33237.07229999127,41,63409,4425620,69150.3125,13,LOCAL_MINIMUM,29866,810
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r0,1564397162,corridor,64,16,geo_qpg_u,True,0.0,123.4208999958355,172,4765,156660,2447.8125,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r0,1564397162,corridor,64,16,geo_qpg_d,True,0.0,20614.819600014016,37,64002,3603036,56297.4375,14,LOCAL_MINIMUM,36354,1164
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r1,693411451,corridor,64,16,geo_qpg_u,True,0.0,93.1206000095699,168,4930,161700,2526.5625,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r1,693411451,corridor,64,16,geo_qpg_d,True,0.0,24608.145799982594,41,58957,3675220,57425.3125,12,LOCAL_MINIMUM,30652,1056
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r2,3178880658,corridor,64,16,geo_qpg_u,True,0.0,107.86570000345819,176,5314,174168,2721.375,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r2,3178880658,corridor,64,16,geo_qpg_d,True,0.0,26839.15110002272,39,56833,3755264,58676.0,16,LOCAL_MINIMUM,27742,1065
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r3,349877096,corridor,64,16,geo_qpg_u,True,0.0,99.7110000171233,167,5427,179424,2803.5,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r3,349877096,corridor,64,16,geo_qpg_d,True,0.0,13384.19059998705,35,58280,2876636,44947.4375,14,LOCAL_MINIMUM,36430,1173
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r4,3529807975,corridor,64,16,geo_qpg_u,True,0.0,92.91070001199841,175,5690,188796,2949.9375,1,LOCAL_MINIMUM,0,0
SP1_N4_DISTRIBUTED_FAMILY_v2,E6_SCALING,E6_SCALE:N64:K16:corridor:cv0.65:p0.8:r4,3529807975,corridor,64,16,geo_qpg_d,True,0.0,14478.387299983297,38,68534,3334204,52096.9375,12,LOCAL_MINIMUM,42500,1527
