id,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,methods
H6E_1_explicit_ours_reduces_lost_load_vs_classic,lost_load_rate,wilcoxon_signed_rank,60,0.5065594109748252,0.5065594109748252,0.6393382782178669,0.008333333333333331,mean_paired_difference,-0.022222222222222223,0.04166666666666666,0.06700825728894211,cohens_dz,0.4,0.05,False,False,False,ok,ours_guarded_wrench_market_recovery vs classic_decentralized_greedy_recovery
H6E_2_explicit_ours_improves_completion_vs_smith,task_completion_rate,wilcoxon_signed_rank,60,0.31966913910893346,0.31966913910893346,0.6393382782178669,0.005555555555555555,mean_paired_difference,-0.022361111111110867,0.03333333333333333,0.048444376324339816,cohens_dz,0.2,0.05,False,False,False,ok,ours_guarded_wrench_market_recovery vs smith_qr_recovery
H6E_3_explicit_family_differs,score_value,friedman_chi_square,60,0.0006637069752973148,0.0006637069752973148,0.0019911209258919446,0.08072222222222271,kendall_w,nan,nan,0.08072222222222271,kendall_w,nan,0.05,True,True,True,ok,"classic_decentralized_greedy_recovery,cbf_recovery,smith_qr_recovery,tensor_flow_recovery,ours_guarded_wrench_market_recovery"
