experiment_id,scenario_generator,scenario_variant_id,seed,method,time_s,entity,entity_id,robot_index,assigned_load_label,active,battery_fraction,x,y,theta_rad,vx,vy,target_x,target_y,target_theta_rad,wrench_margin,wrench_residual_norm,support_level,paused,degraded_speed,event_phase
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-01,1,3,True,0.9072091984226249,-0.41040812781981345,-7.235407529176552,,-0.09327515931930466,0.6121618808418371,-2.3114608945059403,5.289026570151576,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-02,2,2,True,0.995484062146873,0.008270266849091462,-1.5771352334092592,,-0.4908626815142237,0.3479347960075997,-2.366877583542596,0.15893348573444124,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-03,3,0,True,0.8345803465216659,-0.05394043339638554,3.8873587525424353,,-0.020201676014951604,-0.014314224015379715,-0.05394043339638554,3.8873587525424353,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-04,4,3,True,0.9400937787222673,0.9185442465353034,-6.364393445596157,,-0.1856862051019431,0.7024086968893081,-2.3114608945059403,5.839026570151577,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-05,5,2,True,0.801569411403156,0.7845530116680843,-0.8106231228937595,,-0.6141580929829271,0.11660072927508548,-1.2457897054949254,-0.43374009195784224,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-06,6,1,True,0.9485653621836573,1.080627888597384,4.6912754726082575,,-0.20603591810966845,-0.6051643695265364,-2.402323863228669,-5.498579271249352,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-07,7,2,True,0.8001464175472022,1.23359143861306,-4.813105564335517,,-0.21590653794036976,0.64398608969569,-0.4586455375122298,0.22118666639825796,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,robot,amr-08,8,1,True,0.8829248456148734,0.9322626449848479,0.49682263366280044,,-0.2946840233255123,-0.507526649670607,-2.232364516322448,-4.975498187287018,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,load,load-01,,1,,,-1.45949121207733,-5.515772058194387,-0.3141592653589793,0.0,0.0,5.76,3.0800000000000005,0.4537856055185257,0.0,7.5433310816597725,1.0,True,False,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,load,load-02,,2,,,-1.4038814514623368,0.006409882320216144,-0.15707963267948966,0.0,0.0,5.76,-0.0,0.3141592653589793,0.0,3.172806458128252,1.0,True,False,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.0,load,load-03,,3,,,-1.4094608945059401,5.564026570151577,0.0,0.0,0.0,5.76,-3.0800000000000005,0.17453292519943295,0.0,9.064959000540679,1.0,True,False,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.7000000000000001,robot,amr-01,1,3,True,0.8997044090647355,-0.47571388449716656,-6.806896215817191,,-0.09331836415845213,0.6121552961566596,-2.3114608945059403,5.289026570151576,,,,,,,pre_event
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,0.7000000000000001,robot,amr-02,2,2,True,0.9884029060693827,-0.33574384414187464,-1.3341611941303277,,-0.49234896556057706,0.34582841191494634,-2.366877583542596,0.15893348573444124,,,,,,,pre_event
