experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,robot_id,robot_index,final_active,assigned_load_label,start_x,start_y,final_x,final_y,path_length_m,initial_battery_fraction,final_battery_fraction,battery_reserve_fraction,max_speed_mps,force_limit_n,torque_limit_nm,payload_kg,method_variant,method_comparison_group
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-01,1,False,0,-0.41040812781981345,-7.235407529176552,-2.044244750163665,2.964323887271902,10.59694445165355,0.9072091984226249,0.723736670697541,0.15,0.7200317203722029,104.62192714925682,32.462192714925685,30.797669590699705,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-02,2,True,0,0.008270266849091462,-1.5771352334092592,4.506632222929307,-3.719067105408107,23.62455680005519,0.995484062146873,0.5982809564685505,0.15,0.6996143517533533,99.403389080395,31.9403389080395,33.32364686324604,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-03,3,True,0,-0.05394043339638554,3.8873587525424353,4.334180969102154,-2.435946624747475,14.907292047040537,0.8345803465216659,0.612236987812971,0.15,0.7532837697550998,84.4745627393949,30.44745627393949,35.79549498344147,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-04,4,True,0,0.9185442465353034,-6.364393445596157,6.0843581022828594,-3.126906712694178,23.287445787947103,0.9400937787222673,0.6974703241834315,0.15,0.8448115309089692,90.49019035251746,31.049019035251746,38.0525837958435,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-05,5,False,0,0.7845530116680843,-0.8106231228937595,5.749362192200258,-0.36222851422063485,8.743227586551638,0.801569411403156,0.6964247427775389,0.15,0.7268938387719737,94.10533148175112,31.410533148175112,33.08456356248774,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-06,6,True,0,1.080627888597384,4.6912754726082575,4.936571564567055,1.742229202130338,20.150568176528413,0.9485653621836573,0.6758341647440006,0.15,0.7433450132170215,89.5137100502856,30.951371005028562,30.34484276855874,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-07,7,True,0,1.23359143861306,-4.813105564335517,4.328776753612537,3.1364291563643905,21.778571613166346,0.8001464175472022,0.47945797888533886,0.15,0.7897854834399936,108.6128390406273,32.86128390406273,33.8513125685689,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,amr-08,8,True,0,0.9322626449848479,0.49682263366280044,6.245220514966821,2.8499564263715618,18.941635147937085,0.8829248456148734,0.6849511528721075,0.15,0.6824125015272262,96.48874044928417,31.64887404492842,26.98210528579924,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,cbf_recovery,sota,centralized,baseline,amr-01,1,False,0,-0.41040812781981345,-7.235407529176552,-2.051303808753081,3.2642381958438063,10.903756053710204,0.9072091984226249,0.7184246205663348,0.15,0.7200317203722029,104.62192714925682,32.462192714925685,30.797669590699705,centralized_cbf_recovery,baseline_sota_centralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,cbf_recovery,sota,centralized,baseline,amr-02,2,True,0,0.008270266849091462,-1.5771352334092592,4.01257415455656,-1.8978024156280937,23.908867336176673,0.995484062146873,0.5935008021198367,0.15,0.6996143517533533,99.403389080395,31.9403389080395,33.32364686324604,centralized_cbf_recovery,baseline_sota_centralized
