cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_corridor,cfg_fitness,cfg_planner,cfg_protocol,cfg_recertify,cfg_recruit,cfg_safety,corridor_double,cpu_s,curvature,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,tortuosity,wall_pen_max
,0.0,,,,,smith,True,,,0.0,121.30863449996104,2.8704487528852414,6.523786304281724,0,122.33999999996122,-0.0718929449078749,0.3373090564532957,747911,2,164.78577062159414,0,6,10,10529,True,122.3599999999612,1.554552430580185,0.0
,0.0,,,,,smith,False,,,0.0,217.8862190999789,3.704030004940321,12.001677715805236,0,239.41999999985475,-0.1281664807847302,-0.064299796096388,1398402,2,164.48216171767052,0,9,2,10555,True,239.43999999985476,1.78024860353681,0.0816149356851561
,0.0,,,,,smith,False,,,0.0,151.53039810003247,3.4935158626846645,8.375840898523292,0,163.23999999992404,-0.152449814181919,0.0734811903745624,908584,2,155.53903812382,0,6,14,9819,True,163.25999999992402,1.5883524781678446,0.0089035227223508
,0.35,,,,,smith,True,,,0.0,178.4342565999832,3.7244972652622943,9.841079635487908,0,174.77999999991354,-0.223763779084728,-0.0575998283080716,1227476,2,164.73394516928846,0,6,6,16050,True,174.79999999991352,2.336435860159305,0.0952715538545181
,0.35,,,,,smith,True,,,0.0,267.39842959999805,3.957926410025793,13.587844764693315,0,124.75999999995902,-0.1184156444603084,3.847861270308956,1065474,1,162.4082928264706,0,10,18,15445,False,300.01999999979967,2.1022864808976567,0.1424641285491874
,0.35,,,,,smith,False,,,0.0,125.2833488000324,2.8704487528852414,6.523786304281724,0,122.33999999996122,-0.0718929449078749,0.3373090564532957,747911,2,164.78577062159414,0,6,10,10529,True,122.3599999999612,1.554552430580185,0.0
,0.0,,,,,smith,True,,,0.0,284.24323539994657,3.743033534922714,17.854256519280646,0,182.0399999999069,-0.0863949032146678,-0.0199011434874094,1690799,1,162.62033852338874,0,9,11,33807,False,300.01999999979967,3.634893591873095,0.1526595817040953
,0.0,,,,,smith,False,,,0.0,271.6558400999638,4.040822414193218,15.96849638352311,0,120.5999999999628,-0.1920354257383266,0.5929159532741544,1474359,1,164.99191714740508,0,6,3,18662,False,300.01999999979967,2.4173260810209243,0.0108062302672902
,0.0,,,,,smith,False,,,0.0,150.66983850003453,4.368940603707434,9.179756685246735,0,153.07999999993328,-0.110557876386841,-0.0381660164804507,954829,2,164.04594460792066,0,6,15,19992,True,153.09999999993326,2.209137750845,0.0413286243507151
,0.35,,,,,smith,True,,,0.0,180.32298629998692,4.322122732166215,10.505442942701976,0,176.53999999991194,-0.0658287593101394,0.4067573880275201,1117093,2,164.1693678202221,0,6,7,10554,True,176.55999999991192,2.1954514599151613,0.0220696474602863
